N	2gram	Propp_Isto_5	formyVre
548	свидетельствует о	1	1
549	есть этот	1	1
550	а это	1	1
551	ногу и	1	1
552	здесь же	1	1
553	его желудок	1	1
554	древний и	1	1
555	специфическая особенность	1	1
556	превращаются в	2	1
557	руки и	1	1
558	ведь это	1	1
559	до некоторой	1	1
560	и вместе	2	1
561	ее на	1	1
562	он один	1	1
563	в очень	1	1
564	др все	1	1
565	когда во	1	1
566	приведенных случаях	1	1
567	со всем	1	1
568	без всякой	1	1
569	мы это	1	1
570	имеет и	1	1
571	после смерти	3	1
572	близок к	1	1
573	еще и	1	1
574	такое же	2	1
575	в отличие	1	1
576	знакомых нам	1	1
577	когда герой	4	1
578	что не	1	1
579	объясняется тем	1	1
580	попал в	2	1
581	бросился на	1	1
582	мифы в	1	1
583	другой стороны	8	1
584	в руках	1	1
585	испустил из	1	1
586	его по	2	1
587	одну из	1	1
588	огонь а	1	1
589	и выше	1	1
590	центра тяжести	2	1
591	на корабле	2	1
592	под влиянием	2	1
593	несмотря на	2	1
594	но как	1	1
595	на голове	1	1
596	по окончании	1	1
597	во всю	1	1
598	их к	1	1
599	не знал	2	1
600	по девушке	1	1
601	этих случаях	8	1
602	в изображении	1	1
603	одной стороны	7	1
604	в страну	1	1
605	есть на	2	1
606	в тех	1	1
607	только чтобы	1	1
608	островах и	1	1
609	на шее	1	1
610	и жизнь	1	1
611	дочери в	1	1
612	гл viii	1	1
613	вокруг него	1	1
614	из него	2	1
615	и тогда	1	1
616	народа и	1	1
617	тех же	2	1
618	рассматривать как	1	1
619	же представление	4	1
620	это уже	2	1
621	более поздние	1	1
622	в немецкой	1	1
623	отец его	1	1
624	должны быть	1	1
625	где и	1	1
626	формы и	2	1
627	войти в	1	1
628	а все	1	1
629	же случай	1	1
630	но когда	3	1
631	особого рода	1	1
632	воду и	3	1
633	из себя	4	1
634	бы в	1	1
635	переносится в	2	1
636	его функции	1	1
637	речи об	1	1
638	хотя в	1	1
639	и целый	1	1
640	в целях	3	1
641	он же	2	1
642	в свою	3	1
643	всего мира	1	1
644	состоит из	3	1
645	совершенно не	2	1
646	же относится	1	1
647	нет но	1	1
648	находящихся в	2	1
649	очень распространены	1	1
650	и горами	1	1
651	в таком	1	1
652	в загробном	1	1
653	этой точки	1	1
654	они не	3	1
