N	2gram	Tiupa_Disk_2	Vladivir
209	он сам	1	2
210	в новом	1	2
211	друг друга	1	2
212	бытия и	2	2
213	но уже	2	2
214	но из	1	2
215	как у	1	2
216	здесь в	3	2
217	тут же	2	2
218	и прежде	2	2
219	во второй	1	2
220	бытия в	1	2
221	стремится к	2	2
222	не на	2	2
223	в частности	12	2
224	к его	4	2
225	или по	2	2
226	в той	2	2
227	такого рода	9	2
228	бы его	1	2
229	в стихотворении	1	2
230	и от	1	2
231	же в	1	2
232	жизни в	3	2
233	о своем	1	2
234	с ней	2	2
235	этот период	1	2
236	же и	1	2
237	можно назвать	4	2
238	в своих	6	2
239	этом свете	1	1
240	одним из	1	1
241	например в	3	1
242	в этот	1	1
243	бытия а	1	1
244	и др	1	1
245	тех же	1	1
246	мере в	1	1
247	отношения между	2	1
248	по преимуществу	2	1
249	с таким	2	1
250	жизни здесь	1	1
251	поэзии и	1	1
252	есть не	1	1
253	этом не	1	1
254	он как	1	1
255	говорить о	2	1
256	но она	3	1
257	а для	1	1
258	требует от	1	1
259	в полной	1	1
260	жизни как	2	1
261	но даже	1	1
262	и ни	1	1
263	начала в	1	1
264	ним и	1	1
265	в которых	1	1
266	бы то	1	1
267	истории в	1	1
268	самом деле	1	1
269	б с	1	1
270	к богу	1	1
271	если в	1	1
272	а через	1	1
273	не просто	1	1
274	связи и	1	1
275	но без	1	1
276	более чем	2	1
277	некоторое время	1	1
278	до его	1	1
279	когда он	1	1
280	как уже	2	1
281	себе не	1	1
282	в противоположность	5	1
283	гораздо раньше	1	1
284	к чему	1	1
285	себе как	1	1
286	лежит на	2	1
287	от всеобщего	1	1
288	из той	1	1
289	в нашем	1	1
290	право на	1	1
291	так сказать	1	1
292	теми же	1	1
293	к выводу	1	1
294	однако при	3	1
295	одному из	1	1
296	пушкина и	1	1
297	и еще	1	1
298	в первую	2	1
299	xix века	1	1
300	чем у	1	1
301	к одному	1	1
302	не к	2	1
303	жизнью и	2	1
304	мир как	1	1
305	свое время	2	1
306	его от	1	1
307	то ни	1	1
308	мы его	1	1
309	для характеристики	1	1
310	с позиций	3	1
311	с остальными	1	1
312	сообщение о	1	1
313	лишь в	1	1
314	первую очередь	2	1
315	в свое	2	1
316	уже сказано	1	1
317	по мысли	6	1
318	к теории	1	1
319	в жизни	1	1
320	так называемого	1	1
321	xii с	1	1
322	далеко не	2	1
323	для своего	1	1
324	под собою	2	1
325	мы имеем	2	1
326	этом в	2	1
327	такой же	2	1
328	и того	3	1
329	можно только	1	1
330	но если	1	1
331	при изучении	1	1
332	в такой	1	1
333	расставаться с	1	1
334	со своего	1	1
335	место в	2	1
336	бы мы	1	1
337	своего рода	10	1
338	а почему	1	1
339	что этот	1	1
340	для нее	1	1
341	случае мы	1	1
342	произведения как	2	1
343	при всех	1	1
344	на рубеже	3	1
345	вообще но	1	1
346	но они	1	1
347	с теми	1	1
348	самого начала	1	1
349	в русской	3	1
350	дело не	1	1
351	на него	1	1
352	как о	1	1
353	другое стихотворение	1	1
354	мы все	1	1
355	чтобы стать	1	1
356	каждый из	1	1
357	и всегда	1	1
358	жизни не	2	1
359	преимущественно на	1	1
360	базируется на	2	1
361	во всем	1	1
362	свидетельствуют о	1	1
363	иногда не	1	1
364	ему не	1	1
365	перед ним	1	1
366	бытия как	1	1
367	и здесь	1	1
368	не столь	2	1
369	человек без	1	1
370	индивидуальной человеческой	1	1
371	что является	1	1
372	было уже	1	1
373	также от	1	1
374	утверждать что	1	1
375	году в	1	1
376	в в	1	1
377	в собственном	1	1
378	характер и	1	1
379	только то	1	1
380	в себя	2	1
381	с самого	1	1
382	всей своей	3	1
383	так в	1	1
384	слова а	1	1
385	как с	1	1
386	в нескольких	1	1
387	времени и	2	1
388	здесь как	1	1
389	в споре	1	1
390	еще не	6	1
391	поэтому в	1	1
392	считали его	1	1
393	для этого	1	1
394	все дело	1	1
395	сводится к	2	1
396	уже было	1	1
397	и должно	1	1
398	на их	1	1
399	может не	1	1
400	поездки в	1	1
401	до известной	1	1
402	предстает в	1	1
403	а напротив	1	1
404	добра и	1	1
405	во втором	1	1
406	вот только	1	1
407	в глазах	1	1
408	отношения но	1	1
409	которая и	1	1
410	году как	1	1
411	как мне	1	1
412	не зная	1	1
413	но тут	1	1
414	в современной	1	1
415	но с	1	1
416	в обстоятельствах	1	1
417	с каждым	1	1
418	в какой	1	1
419	известного рода	4	1
420	жизнь с	1	1
421	как нечто	1	1
422	до нас	1	1
423	поэтому и	1	1
424	и ее	3	1
425	в качестве	16	1
426	к которой	2	1
427	человека с	1	1
428	сколько в	1	1
429	для всех	1	1
430	оказывается в	1	1
431	только на	1	1
432	ему ты	1	1
433	же из	1	1
434	речи в	2	1
435	хотя в	1	1
436	слова не	2	1
437	из них	3	1
438	и их	1	1
439	точка зрения	1	1
440	в одном	4	1
441	написанное в	1	1
442	содержание и	1	1
443	споре с	1	1
444	тем что	1	1
445	этом отношении	4	1
446	мир на	1	1
447	является носителем	1	1
448	не были	1	1
449	заключающие в	1	1
450	и быть	1	1
451	касается самого	1	1
452	уж и	1	1
453	человеческой жизни	2	1
454	было сказано	1	1
455	возвращаясь к	1	1
456	с конца	1	1
457	ни о	1	1
458	что из	1	1
459	все то	1	1
460	можно утверждать	1	1
461	вследствие чего	1	1
462	его как	1	1
463	в биографическом	1	1
464	бытию в	1	1
465	к своему	2	1
466	не могут	1	1
467	и глубоко	1	1
468	который становится	1	1
469	в общих	1	1
470	перехода от	1	1
471	и своим	1	1
472	перед нами	3	1
473	проще чем	1	1
474	общения с	1	1
475	в мир	1	1
476	все моменты	1	1
477	рассказ в	2	1
478	этом случае	2	1
479	является для	1	1
480	оба они	1	1
481	но для	1	1
482	чем та	1	1
483	пока еще	2	1
484	при всем	1	1
485	в книге	1	1
486	известной степени	1	1
487	мира и	4	1
488	время и	1	1
489	не с	2	1
490	ни к	5	1
491	же к	1	1
492	от всего	1	1
493	по самой	1	1
494	в период	4	1
495	быть и	1	1
496	между ними	1	1
497	равно как	1	1
498	почему он	1	1
499	характеризует его	1	1
500	ее в	1	1
501	том числе	1	1
