N	2gram	Nazirov_Tv_2	FransuaR
178	он дает	1	2
179	в которых	3	2
180	если бы	4	2
181	и эти	1	2
182	не могли	2	2
183	между людьми	2	2
184	дело в	1	2
185	весь роман	2	2
186	у этого	1	2
187	особое значение	1	2
188	что на	2	2
189	ни о	1	2
190	он называет	1	2
191	начиная с	2	2
192	с исключительной	1	2
193	похож на	1	2
194	числе и	1	2
195	той или	1	2
196	эта часть	1	2
197	культуры и	1	2
198	то время	1	2
199	и сам	5	2
200	с собой	1	2
201	во многом	2	2
202	когда в	1	2
203	с ним	3	2
204	образом в	1	2
205	этот момент	1	2
206	нем и	1	2
207	было бы	1	2
208	второй план	1	2
209	что он	6	2
210	действующих лиц	2	2
211	это не	7	2
212	на мир	1	2
213	уже в	2	2
214	в известном	1	2
215	из них	2	2
216	точка зрения	2	2
217	в одном	2	2
218	как раз	1	2
219	смерти и	1	2
220	связан с	1	2
221	значение имеет	1	2
222	человека и	3	2
223	возможно что	1	2
224	романа в	1	2
225	против воли	1	2
226	и исторической	1	2
227	не может	7	2
228	творчества этого	1	2
229	вместе с	3	2
230	так же	5	2
231	нет ни	1	2
232	он говорит	1	2
233	однако эти	2	2
234	а не	6	2
235	в речи	1	2
236	в церкви	1	2
237	с этой	3	2
238	но это	5	2
239	все же	5	2
240	и для	1	2
241	себя на	2	2
242	которые были	1	2
243	в эту	1	2
244	а в	4	2
245	между ними	1	2
246	другой стороны	2	2
247	от всех	1	2
248	к этому	3	2
249	как известно	2	1
250	от личности	1	1
251	речь идет	1	1
252	лишь ее	1	1
253	в этот	2	1
254	начинается с	2	1
255	самый тон	1	1
256	перед лицом	1	1
257	почти всегда	1	1
258	он всегда	2	1
259	в какой-то	1	1
260	всегда на	1	1
261	века в	1	1
262	всех и	1	1
263	не про	1	1
264	и значение	1	1
265	по мнению	3	1
266	уже после	2	1
267	на той	1	1
268	большую роль	1	1
269	из своих	1	1
270	со смертью	1	1
271	то это	1	1
272	и со	1	1
273	i с	1	1
274	литературы и	1	1
275	собой в	1	1
276	между собой	1	1
277	содержатся в	1	1
278	а роман	1	1
279	ту эпоху	1	1
280	в чем	4	1
281	как у	3	1
282	то он	1	1
283	о смерти	1	1
284	но когда	1	1
285	себе он	1	1
286	присутствует в	1	1
287	по отношению	3	1
288	в комедии	1	1
289	тесно связан	1	1
290	себя в	2	1
291	приближается к	1	1
292	романе а	1	1
293	чем же	1	1
294	в одной	3	1
295	как в	4	1
296	стороны и	1	1
297	это был	3	1
298	главных героев	1	1
299	за собой	4	1
300	поэтому он	1	1
301	романе не	1	1
302	сливается с	1	1
303	не можем	1	1
304	автор в	1	1
305	и у	2	1
306	всего романа	1	1
307	включает в	2	1
308	из этих	1	1
309	он начинает	1	1
310	вообще а	1	1
311	тому же	2	1
312	во многих	2	1
313	но ведь	2	1
314	друг за	1	1
315	современной ему	2	1
316	по словам	2	1
317	сцену в	1	1
318	а скорее	2	1
319	к одному	1	1
320	не к	1	1
321	и вот	1	1
322	дает и	1	1
323	и сколько	2	1
324	в доме	1	1
325	сел за	1	1
326	можно было	1	1
327	ни был	1	1
328	же не	2	1
329	лишь в	1	1
330	художественный образ	1	1
331	заключается в	1	1
332	с другими	2	1
333	его личности	1	1
334	находит и	1	1
335	с детьми	1	1
336	участие в	1	1
337	новый мир	1	1
338	типичен для	1	1
339	тот самый	1	1
340	со своими	2	1
341	его и	2	1
342	и некоторых	2	1
343	которой не	1	1
344	с года	1	1
345	это совершенно	1	1
346	означает одновременно	1	1
347	автора и	1	1
348	она была	1	1
349	в один	1	1
350	в саду	1	1
351	можно так	1	1
352	если можно	1	1
353	так он	2	1
354	место в	3	1
355	еще с	1	1
356	в отличие	2	1
357	мысли и	1	1
358	смешно то	1	1
359	смех в	1	1
360	быта и	1	1
361	почти совершенно	1	1
362	точку зрения	2	1
363	такую же	1	1
364	том же	2	1
365	возвращается к	1	1
366	и вскоре	1	1
367	тому что	1	1
368	время был	1	1
369	дня и	1	1
370	самого начала	1	1
371	не имеет	1	1
372	здравому смыслу	1	1
373	в структуре	1	1
374	он с	1	1
375	забывать о	1	1
376	при котором	1	1
377	и является	1	1
378	не похож	1	1
379	под названием	1	1
380	и обновление	1	1
381	и прекрасным	1	1
382	как будто	1	1
383	и далее	2	1
384	представляется нам	1	1
385	который весь	1	1
386	большой смысл	1	1
387	будущее в	1	1
388	не могут	1	1
389	мы узнаем	2	1
390	веселая смерть	1	1
391	могут быть	2	1
392	героев и	1	1
393	совершенно новым	1	1
394	смехом и	1	1
395	этой книги	1	1
396	к тому	1	1
397	что оно	1	1
398	его с	1	1
399	части романа	2	1
400	стерна и	1	1
401	если же	1	1
402	и он	2	1
403	были хорошо	1	1
404	и это	3	1
405	из всего	1	1
406	своего развития	1	1
407	а затем	3	1
408	по определению	1	1
409	в виду	1	1
410	но при	1	1
411	прямом и	1	1
412	сочетается с	1	1
413	в душу	1	1
414	смерти в	1	1
415	болезни и	1	1
416	только то	1	1
417	в себя	1	1
418	с самого	1	1
419	так в	2	1
420	особенно в	2	1
421	живет в	1	1
422	к анализу	2	1
423	античной литературе	1	1
424	мог бы	1	1
425	еще в	1	1
426	однако этот	3	1
427	является в	1	1
428	и делают	1	1
429	или иной	1	1
430	в глубине	1	1
431	на берегах	1	1
432	глубине души	1	1
433	году и	1	1
434	на вопрос	1	1
435	и что	2	1
436	к особому	1	1
437	влияние на	1	1
438	утверждает что	1	1
439	комический эффект	1	1
440	что его	2	1
441	для нас	1	1
442	там же	9	1
443	то исключительно	1	1
444	сам писатель	1	1
445	повестях и	1	1
446	непосредственно в	1	1
447	в античной	3	1
448	века и	1	1
449	какой-то мере	1	1
450	как правило	2	1
451	и она	1	1
452	вообще в	1	1
453	условия для	1	1
454	в лице	4	1
455	в которую	2	1
456	в современной	1	1
457	известном смысле	1	1
458	в формах	1	1
459	но тот	1	1
460	том как	1	1
461	и одновременно	1	1
462	эта глубинная	1	1
463	всякого рода	2	1
464	он стал	1	1
465	образов и	1	1
466	романа и	3	1
467	тот же	1	1
468	были особенно	1	1
469	характер не	1	1
470	должен был	1	1
471	конфликте с	1	1
472	или же	1	1
473	времени как	1	1
474	которых я	1	1
475	к использованию	1	1
476	к которой	1	1
477	к миру	2	1
478	со своим	1	1
479	как нечто	1	1
480	в начале	3	1
481	же у	1	1
482	не из	1	1
483	или даже	2	1
484	горло и	1	1
485	мы знаем	1	1
486	прямо напоминает	1	1
487	отходит от	2	1
488	как его	1	1
489	только с	2	1
490	отличие от	2	1
491	это общее	1	1
492	тем что	3	1
493	нет в	1	1
494	и комического	2	1
495	не знать	1	1
496	именно в	6	1
497	и прежде	1	1
498	в предисловии	1	1
499	такое же	1	1
500	а с	3	1
501	в середине	1	1
502	на ней	2	1
503	превращается в	3	1
504	нужно сказать	1	1
505	на этот	2	1
506	и гоголь	1	1
507	позиции в	1	1
508	жизнь в	1	1
509	не быть	1	1
510	дон-кихот и	1	1
511	сегодня так	1	1
512	оценки и	1	1
513	которой он	2	1
514	с образами	1	1
515	под влиянием	1	1
516	должна была	1	1
517	действия в	1	1
518	идет уже	1	1
519	что никогда	1	1
520	и вообще	2	1
521	на фоне	1	1
522	него в	2	1
523	о своих	2	1
524	эти слова	1	1
525	я уже	1	1
526	играют в	1	1
527	за другом	1	1
528	форме в	1	1
529	и мир	1	1
530	xix века	7	1
531	предисловии к	1	1
532	что за	1	1
533	и эстетика	2	1
534	на свете	1	1
535	этого слова	1	1
536	впервые появляется	2	1
537	в i	2	1
538	нет ничего	3	1
539	характерные для	1	1
540	и тогда	2	1
541	а сама	1	1
542	к другим	1	1
543	с большой	1	1
544	это явление	1	1
545	она должна	1	1
546	в книге	1	1
547	это уже	2	1
548	этот образ	1	1
549	это одна	1	1
550	и сегодня	1	1
551	и от	4	1
552	частности в	1	1
553	узнаем что	1	1
554	это как	1	1
555	от него	1	1
556	еще более	1	1
557	и ни	1	1
558	но если	2	1
559	этого великого	1	1
560	так выразиться	1	1
561	по поводу	1	1
562	может и	1	1
563	не знает	1	1
564	и только	2	1
565	только как	1	1
566	но этот	1	1
567	по причине	2	1
568	отношению к	3	1
569	года когда	2	1
570	из этого	2	1
571	это определение	3	1
572	видим в	2	1
573	была для	1	1
574	как на	1	1
575	и особенно	1	1
