N	2gram	Potebnia_M_2	DiskursI
362	поэзии как	1	1
363	имеет место	2	1
364	оно не	3	1
365	в применении	1	1
366	должен быть	1	1
367	от друга	1	1
368	и образ	2	1
369	языка и	3	1
370	в собственном	2	1
371	второго лица	1	1
372	с самого	2	1
373	в условиях	1	1
374	слова а	3	1
375	как с	1	1
376	всего следует	1	1
377	и сам	1	1
378	что может	2	1
379	для человеческого	1	1
380	связующим звеном	1	1
381	других вполне	1	1
382	здесь как	1	1
383	вопрос этот	1	1
384	не всякий	1	1
385	мы в	3	1
386	поэтому в	1	1
387	остановимся на	2	1
388	с ним	5	1
389	как выражение	1	1
390	не отвечает	1	1
391	с человеком	1	1
392	каждый из	1	1
393	другому в	1	1
394	движения и	2	1
395	и здесь	2	1
396	рассуждениях по	1	1
397	внимание на	2	1
398	никак не	1	1
399	и что	4	1
400	самому себе	1	1
401	дополняется и	1	1
402	или меньшую	1	1
403	нас в	2	1
404	не заключает	2	1
405	и во	3	1
406	существования в	2	1
407	которой было	1	1
408	с нами	2	1
409	таким путем	4	1
410	о мертвых	2	1
411	на одном	1	1
412	в глазах	1	1
413	крайней мере	5	1
414	мне представляется	1	1
415	из нескольких	1	1
416	слов и	1	1
417	и следовательно	2	1
418	в слово	2	1
419	как она	1	1
420	не зная	2	1
421	следует ли	1	1
422	менее в	1	1
423	свет и	4	1
424	мы вместе	1	1
425	и быть	1	1
426	каждом шагу	1	1
427	не идет	1	1
428	и так	1	1
429	б с	1	1
430	приходит в	1	1
431	имеет своим	1	1
432	от них	3	1
433	согласно с	3	1
434	его восприятием	2	1
435	отдельных лиц	2	1
436	с которыми	2	1
437	так что	10	1
438	же и	1	1
439	для всех	1	1
440	мира то	1	1
441	одном и	1	1
442	только на	1	1
443	и они	2	1
444	себя и	2	1
445	во втором	1	1
446	не дает	2	1
447	большинстве случаев	1	1
448	только это	1	1
449	искать в	3	1
450	и их	5	1
451	всяком случае	7	1
452	могло бы	1	1
453	вовсе не	9	1
454	не для	1	1
455	содержание и	1	1
456	в состоянии	6	1
457	для меня	4	1
458	может служить	1	1
459	друг друга	2	1
460	при отсутствии	1	1
461	не говорит	1	1
462	тем что	7	1
463	в других	4	1
464	были бы	1	1
465	из того	1	1
466	того что	7	1
467	не были	1	1
468	ожидания и	2	1
469	во второй	1	1
470	которое так	1	1
471	и др	1	1
472	между ними	2	1
473	близко к	1	1
474	к человеку	1	1
475	в некоторых	4	1
476	быть названо	2	1
477	превращается в	2	1
478	покажет как	1	1
479	света и	2	1
480	его как	1	1
481	и принимает	1	1
482	все то	1	1
483	там где	4	1
484	и том	1	1
485	что из	1	1
486	и слово	1	1
487	в одно	8	1
488	быть продолжен	1	1
489	как это	2	1
490	в особенности	1	1
491	в разговоре	2	1
492	для обозначения	2	1
493	перехода от	2	1
494	применении к	1	1
495	это его	1	1
496	для человека	1	1
497	слова и	3	1
498	и от	3	1
499	было сказано	1	1
500	той мере	1	1
501	и действия	2	1
502	этом и	1	1
503	что касается	1	1
504	но для	1	1
505	один из	2	1
506	говорящего и	1	1
507	коего мы	1	1
508	рассматривать как	1	1
509	но с	1	1
510	от слова	3	1
511	слова но	2	1
512	от той	1	1
513	формы и	1	1
514	его не	3	1
515	с содержанием	1	1
516	и ни	1	1
517	большую или	1	1
518	жизни что	1	1
519	ни было	3	1
520	же в	5	1
521	но всегда	1	1
522	даже при	2	1
523	в необходимость	1	1
524	к самому	1	1
525	всего на	1	1
526	слово в	1	1
527	но всякий	1	1
528	сказать что	2	1
529	речи и	1	1
530	например и	1	1
531	бы его	1	1
532	только о	1	1
533	занимает в	1	1
534	или нескольких	1	1
535	в какой	2	1
536	к другим	3	1
537	ее в	1	1
538	как слово	1	1
539	дальнейшем развитии	1	1
540	как представляется	1	1
541	во всяком	7	1
