N	2gram	Propp_Russ_2	Istorich
110	в другой	1	4
111	в одной	1	4
112	этот случай	1	4
113	что эти	1	4
114	весь обряд	1	4
115	в этой	3	4
116	при этом	6	4
117	иной мир	1	4
118	того как	2	4
119	с одной	2	4
120	и на	6	4
121	в ней	1	4
122	с обрядом	1	4
123	но это	1	4
124	из этих	2	3
125	как живой	1	3
126	и его	1	3
127	на то	1	3
128	бросает свет	1	3
129	в состоянии	1	3
130	предположить что	4	3
131	уже знаем	1	3
132	после того	2	3
133	всех этих	1	3
134	стоит в	1	3
135	право на	2	3
136	увидим что	1	3
137	раньше чем	1	3
138	если это	1	3
139	мы не	6	3
140	как это	4	3
141	так в	2	3
142	в их	2	3
143	эти слова	1	3
144	как он	1	3
145	что ее	3	3
146	а именно	3	3
147	здесь мы	2	3
148	того что	3	3
149	видели что	4	3
150	в дом	8	3
151	но если	3	3
152	и пляски	1	3
153	эти представления	4	3
154	что этот	1	3
155	в других	15	3
156	мог бы	1	3
157	же можно	1	3
158	в качестве	3	3
159	эта связь	2	3
160	с одним	1	3
161	и это	1	3
162	д к	3	3
163	же и	1	3
164	свет на	1	3
165	в русских	4	3
166	одной стороны	2	3
167	должен был	3	3
168	он в	1	3
169	когда он	1	3
170	силу и	2	3
171	не совсем	2	3
172	здесь имеем	2	3
173	подобно тому	3	3
174	представляют собой	7	3
175	о том	9	3
176	все это	10	3
177	должно было	3	3
178	выше мы	3	3
179	как будто	1	3
180	тому как	3	3
181	он был	1	3
182	к таким	2	2
183	не могла	1	2
184	в которой	2	2
185	их в	4	2
186	главным образом	3	2
187	своей дочери	1	2
188	других случаях	1	2
189	но не	5	2
190	в земле	4	2
191	но есть	1	2
192	за него	1	2
193	этих обрядов	4	2
194	что смерть	1	2
195	ясно и	1	2
196	как и	11	2
197	в силе	1	2
198	могла бы	1	2
199	если предположить	1	2
200	пришел к	1	2
201	здесь не	1	2
202	этого обряда	2	2
203	был бы	1	2
204	не было	2	2
205	зависит от	1	2
206	это так	1	2
207	некоторые следы	1	2
208	и так	1	2
209	когда мы	2	2
210	превращается в	1	2
211	иное как	2	2
212	приводит к	1	2
213	в тех	1	2
214	что эта	1	2
215	из леса	7	2
216	но с	1	2
217	в некоторых	9	2
218	с другими	3	2
219	во всех	3	2
220	другом месте	1	2
221	его уже	1	2
222	собой смерть	1	2
223	на дерево	1	2
224	так сказать	1	2
225	с которой	1	2
226	становится ясным	1	2
227	русском материале	1	2
228	здесь имеется	1	2
229	в свете	3	2
230	к зеленин	3	2
231	например в	1	2
232	здесь в	2	2
233	этом говорит	1	2
234	на этой	1	2
235	иметь в	1	2
236	в таких	3	2
237	здесь нет	1	2
238	а затем	4	2
239	они говорят	1	2
240	это только	1	2
241	на самом	2	2
242	в него	2	2
243	это не	5	2
244	мы видели	7	2
245	к ней	2	2
246	что иное	2	2
247	такой же	1	2
248	некоторое время	1	2
249	живет в	3	2
250	случае мы	1	2
251	в обрядах	1	2
252	на смерть	1	2
253	мнение что	2	2
254	можно установить	1	2
255	есть ли	1	2
256	ее в	8	2
257	не соответствует	1	2
258	того чтобы	6	2
259	что у	1	2
260	или в	7	2
261	возможно что	1	2
262	только с	1	2
263	в нее	1	2
264	что весь	1	2
265	не все	4	2
266	отправляется в	2	2
267	в поисках	1	2
268	находится в	1	2
269	сказать что	1	2
270	тому же	1	2
271	живущей в	1	2
272	в руки	2	2
273	перед нами	1	2
274	не столько	2	2
275	не просто	1	2
276	заметить что	2	2
277	смысле этого	1	2
278	вера в	1	2
279	во время	12	2
280	а с	2	2
281	с ними	1	2
282	не говорится	2	2
283	в особенности	1	2
284	в виду	2	2
285	и когда	1	2
286	состоит в	15	2
287	и обряд	1	2
288	одна из	11	2
289	другой стороны	1	2
290	в жилище	1	2
291	леса и	3	2
292	будто бы	5	2
293	могут быть	2	2
294	также что	2	2
295	также не	1	2
296	именно в	4	2
297	и для	2	2
298	показать что	1	2
299	не что	2	2
300	в новой	2	2
301	кроме того	2	2
302	и если	1	2
303	в мифе	1	2
304	силе огня	2	2
305	и дает	1	2
306	представление о	5	2
307	эти обряды	5	2
308	под названием	2	2
309	при помощи	1	2
310	с другой	2	2
311	и то	2	2
312	одно из	2	2
313	мы рассмотрим	4	2
314	бросают в	3	2
315	тот кто	1	2
316	так называемый	1	2
317	в глаза	2	2
318	есть и	1	2
319	а также	4	2
320	по существу	4	2
321	в основном	1	2
322	также в	2	2
323	этом обряде	1	2
324	он должен	1	2
325	магическую силу	2	2
326	в которых	4	2
327	за волосы	1	2
328	и вызывает	1	2
329	и ее	2	2
330	на другой	2	2
331	к себе	1	2
332	в эту	3	2
333	уже в	1	2
334	некоторых случаях	1	2
335	показывают что	1	2
336	на нее	6	2
337	все еще	1	2
338	из них	4	2
339	же происходит	1	2
340	более поздние	1	2
341	на которой	1	2
342	на столе	1	2
343	и по	3	2
344	и более	1	2
345	человека а	2	1
346	что по	4	1
347	такие же	3	1
348	этот обряд	6	1
349	они воскресают	1	1
350	каждый из	2	1
351	и совершенно	1	1
352	в корыто	1	1
353	смерть есть	1	1
354	говорит вот	1	1
355	затем его	1	1
356	это наблюдение	1	1
357	а а	8	1
358	которые нужны	1	1
359	дома или	1	1
360	представлений о	2	1
361	он очень	1	1
362	в лесах	3	1
363	а по	1	1
364	к их	1	1
365	входит в	1	1
366	тогда как	2	1
367	в одно	1	1
368	например на	1	1
369	место где	1	1
370	в поле	19	1
371	пускаются в	1	1
372	на пути	1	1
373	на лице	1	1
374	и оно	1	1
375	наши наблюдения	2	1
376	в стороне	2	1
377	на природу	2	1
378	в двух	1	1
379	несколько ниже	1	1
380	же значение	1	1
381	особый интерес	1	1
382	не будет	1	1
383	не помогают	1	1
384	а это	1	1
385	ее на	2	1
386	волшебную магическую	1	1
387	она живет	1	1
388	можно говорить	1	1
389	в эти	1	1
390	огонь и	1	1
391	по пути	1	1
392	в этот	10	1
393	у девушек	1	1
394	это показывает	3	1
395	это время	2	1
396	для них	2	1
397	распространено мнение	1	1
398	в религии	1	1
399	верно что	1	1
400	и действительно	1	1
401	через них	7	1
402	почему при	1	1
403	в точности	1	1
404	не менее	2	1
405	если при	1	1
406	этому поводу	2	1
407	приводят нас	1	1
408	понимать как	1	1
409	которые как	1	1
410	что мертвые	1	1
411	рассмотрение этого	1	1
412	из воды	5	1
413	так чтобы	2	1
414	насильственной смертью	1	1
415	случаях когда	1	1
416	на землю	3	1
417	и эту	1	1
418	но можно	2	1
419	как можно	2	1
420	можно в	1	1
421	тем больше	1	1
422	верили что	1	1
423	целым рядом	1	1
424	от обряда	1	1
425	нужно было	1	1
426	возвращаются в	1	1
427	с ним	1	1
428	быть признан	1	1
429	масла и	1	1
430	происходит не	1	1
431	ней и	1	1
432	и во	1	1
433	связанные с	2	1
434	но вместе	2	1
435	там где	2	1
436	видели также	1	1
437	тесно связаны	1	1
438	такое объяснение	2	1
439	на гору	1	1
440	этом не	1	1
441	внутри которой	1	1
442	и за	1	1
443	плодородия и	2	1
444	будем здесь	2	1
445	в своей	2	1
446	этот миф	1	1
447	после рассмотрения	1	1
448	дело представляется	1	1
449	и смеются	1	1
450	а на	9	1
451	при рассмотрении	2	1
452	в какой	1	1
453	там же	12	1
454	и как	2	1
455	на ней	1	1
456	животных и	1	1
457	же представления	1	1
458	не вяжется	1	1
459	на глаза	1	1
460	с лицом	1	1
461	не мертв	1	1
462	же говорит	1	1
463	не сообщается	1	1
464	тем как	1	1
465	в это	1	1
466	исходя из	1	1
467	ли в	1	1
468	по его	1	1
469	как обряд	1	1
470	хлеб и	1	1
471	рассматривали как	1	1
472	ответ на	1	1
473	дело так	1	1
474	с деревом	1	1
475	другой день	2	1
476	в деталях	1	1
477	и под	3	1
478	она начинает	1	1
479	не можем	2	1
480	одно мгновение	1	1
481	можно показать	1	1
482	над ними	1	1
483	сводится к	1	1
484	под ними	1	1
485	необходимо указать	1	1
486	характер этих	1	1
487	в европе	2	1
488	из всего	1	1
489	эту ночь	3	1
490	умершего в	1	1
491	вокруг него	2	1
492	своего рода	1	1
493	они у	1	1
494	к жизни	5	1
495	с этой	2	1
496	таких показаний	1	1
497	еще на	1	1
498	смысл обряда	2	1
499	по этому	2	1
500	умерла но	1	1
501	этой силы	3	1
502	и поют	3	1
503	в таком	4	1
504	быть не	1	1
505	там он	1	1
506	связанных с	1	1
507	земле и	4	1
508	обряда становится	1	1
509	земле что	1	1
510	который его	1	1
511	и очень	1	1
512	такая форма	2	1
513	ноги и	1	1
514	детей и	1	1
515	или другого	1	1
516	на горе	1	1
517	у них	2	1
518	его мнению	1	1
519	случае говорится	1	1
520	в народных	1	1
521	найти в	1	1
522	делать не	1	1
523	из ряда	1	1
524	который он	1	1
525	новое рождение	1	1
526	их оставляли	1	1
527	в середине	1	1
528	и других	3	1
529	говорить о	1	1
530	займет нас	1	1
531	можно уточнить	1	1
532	превращаются в	1	1
533	живой человек	2	1
534	из девушек	4	1
535	сообщает из	15	1
536	к дереву	2	1
537	которые в	1	1
538	с девушкой	1	1
539	и после	3	1
540	виду что	1	1
541	а как	1	1
542	он может	1	1
543	этого делать	1	1
544	еще накануне	1	1
545	не подтверждается	2	1
546	нас к	3	1
547	смерти но	1	1
548	как одна	1	1
549	совпадают с	1	1
550	говорилось выше	1	1
551	как мы	3	1
552	из этого	2	1
553	отличие от	3	1
554	это и	2	1
555	от него	1	1
556	из задач	1	1
557	у нас	4	1
558	что его	1	1
559	до того	1	1
560	идет речь	1	1
561	мертвые не	1	1
562	если верно	1	1
563	как полагали	1	1
564	где-то в	1	1
565	отнюдь не	1	1
566	иногда как	1	1
567	магическая сила	1	1
568	чтобы они	2	1
569	по окончании	1	1
570	после чего	2	1
571	во все	1	1
572	что на	2	1
573	что к	1	1
574	тот же	1	1
575	в то	2	1
576	состояла в	2	1
577	только одну	2	1
578	или по	1	1
579	связаны с	3	1
580	совершались под	1	1
581	в течение	2	1
582	остается в	1	1
583	будто действительно	1	1
584	на этих	1	1
585	остановиться на	1	1
586	фрэзер в	1	1
587	с собой	1	1
588	другой вопрос	1	1
589	человека который	2	1
590	можно напомнить	1	1
591	и о	3	1
592	во всем	2	1
593	следующим образом	5	1
594	полагает что	2	1
595	но на	1	1
596	от этого	1	1
597	связанным с	1	1
598	только на	1	1
599	тогда ее	1	1
600	каждый день	1	1
601	представлением о	1	1
602	и потому	1	1
603	из дому	1	1
604	этой связи	1	1
605	этот момент	1	1
606	вся эта	2	1
607	на основе	1	1
608	думает что	1	1
609	как только	1	1
610	как знаке	1	1
611	заключению что	1	1
612	тем не	2	1
613	этим в	1	1
614	обряд этот	1	1
615	более поздней	1	1
616	она богиня	1	1
617	о чем	4	1
618	говорится о	1	1
619	в исторической	1	1
620	кто-нибудь из	1	1
621	уже не	4	1
622	в умерщвлении	1	1
623	том как	1	1
624	без всякого	1	1
625	может иметь	1	1
626	образом в	2	1
627	не будут	1	1
628	на русской	1	1
629	все ясно	1	1
630	но так	1	1
631	в них	4	1
632	вот тебе	1	1
633	друг друга	3	1
634	не всегда	3	1
635	русский материал	1	1
636	животное или	1	1
637	его к	1	1
638	и им	1	1
639	вопрос мог	1	1
640	этого слова	1	1
641	идет по	1	1
642	из нее	2	1
643	живого человека	2	1
644	их не	1	1
645	из своих	1	1
646	ей в	1	1
647	к тем	1	1
648	здесь говорится	1	1
649	более поздняя	1	1
650	и воскресения	2	1
651	его убивают	1	1
652	что обряд	1	1
653	лесу они	1	1
654	в избе	4	1
655	на которых	1	1
656	это позволяет	1	1
657	по своему	1	1
658	обряды в	1	1
659	ты меня	1	1
660	за рекой	1	1
661	в самом	1	1
662	ни с	1	1
663	этих обрядах	1	1
664	по земле	2	1
665	содержится в	1	1
666	если он	2	1
667	очень редко	1	1
668	не ясно	2	1
669	в отличие	3	1
670	поисках своей	1	1
671	и этим	1	1
672	а так	1	1
673	одна с	1	1
674	нас несколько	1	1
675	а он	2	1
676	в природе	3	1
677	себе в	1	1
678	до конца	3	1
679	сами собой	1	1
680	почему именно	1	1
681	почему такое	1	1
682	что за	1	1
683	ее и	2	1
684	в науке	1	1
685	признает что	1	1
686	далеко не	4	1
687	и эта	1	1
688	человек с	1	1
689	то они	1	1
690	не сами	1	1
691	от других	1	1
692	несмотря на	1	1
693	быть и	1	1
694	лесу в	2	1
695	он же	1	1
696	может рассматриваться	1	1
697	же представление	1	1
698	должен быть	2	1
699	сделать это	1	1
700	лесу или	3	1
701	относится и	1	1
702	от первого	1	1
703	проявляет себя	1	1
704	эту связь	1	1
705	себя к	1	1
706	и ищут	1	1
707	человеческом облике	1	1
708	и состоит	1	1
709	нечто вроде	2	1
710	в особую	1	1
711	игра в	2	1
712	это представление	4	1
713	ниже в	2	1
714	из которого	1	1
715	за ним	3	1
716	только для	1	1
717	с обрядами	2	1
718	же в	6	1
719	при земледелии	2	1
720	кого-нибудь из	1	1
721	уже к	1	1
722	а иногда	2	1
723	в египетской	1	1
724	смерть и	2	1
725	в угол	1	1
726	не названа	1	1
727	чем в	2	1
728	погружается в	1	1
729	и где	1	1
730	на весь	1	1
731	на сани	1	1
732	свиньями и	1	1
733	или это	1	1
734	а может	1	1
735	который в	1	1
736	неи в	1	1
737	к этому	5	1
738	на земле	5	1
739	должна была	5	1
740	как оно	2	1
741	есть ряд	1	1
742	есть некоторые	1	1
743	природу его	1	1
744	на себя	2	1
745	об очистительной	2	1
746	но эта	1	1
747	в сопровождении	1	1
748	е в	10	1
749	к заключению	1	1
750	вне связи	1	1
751	некоторые детали	2	1
752	особое значение	1	1
753	будет ниже	1	1
754	этого же	1	1
755	несколько человек	1	1
756	бросается в	2	1
757	в огонь	1	1
758	так например	1	1
759	в пределах	1	1
760	его у	1	1
761	и следовательно	1	1
762	этот вопрос	2	1
763	он признает	1	1
764	е что	1	1
765	но она	2	1
766	на части	9	1
767	тех случаях	1	1
768	сама есть	1	1
769	сообщает что	8	1
770	могло бы	1	1
771	что умерший	1	1
772	материалов достаточно	1	1
773	все в	2	1
774	однако как	1	1
775	как о	1	1
776	отнести и	1	1
777	обряд и	2	1
778	связь между	2	1
779	этих существ	1	1
780	состоял в	1	1
781	если человек	1	1
782	там и	2	1
783	в огне	1	1
784	рассматриваться как	2	1
785	здесь явно	1	1
786	как эти	1	1
787	эти формы	1	1
788	это означало	2	1
789	мертвых можно	1	1
790	обряд в	1	1
791	этому времени	1	1
792	в свою	1	1
