N	2gram	Losev_Vlad_1	KulturaY
730	но нас	1	1
731	это все	1	1
732	в моем	1	1
733	сказать что	7	1
734	совершенно не	2	1
735	в точности	1	1
736	с такой	1	1
737	не что	1	1
738	который в	1	1
739	жизнь в	2	1
740	об отношении	1	1
741	жизни и	5	1
742	в своих	5	1
743	упреки в	1	1
744	к этому	6	1
745	все что	2	1
