N	2gram	Tiupa_Anal_3	Literetu
146	в соответствии	2	3
147	о чем	4	3
148	и а	4	3
149	как это	3	3
150	тому как	2	3
151	там где	2	3
152	я с	2	3
153	мыслится как	1	3
154	восходящая к	3	3
155	по рассуждению	1	3
156	в романе	2	3
157	на смену	1	3
158	жизни и	1	3
159	как на	1	3
160	того же	5	2
161	в первом	2	2
162	жизни здесь	1	2
163	как мы	1	2
164	вопрос о	1	2
165	этого текста	4	2
166	на себя	2	2
167	я не	1	2
168	мы и	1	2
169	предстает как	1	2
170	и на	4	2
171	время в	1	2
172	во всех	2	2
173	легко может	1	2
174	в такого	1	2
175	а и	4	2
176	отношение к	1	2
177	оказывается не	1	2
178	все же	4	2
179	когда он	2	2
180	могли бы	2	2
181	в противоположность	2	2
182	не знает	1	2
183	так или	1	2
184	представляет собой	5	2
185	право на	1	2
186	но без	1	2
187	раз в	1	2
188	объекта в	1	2
189	на то	1	2
190	в случае	5	2
191	вследствие этого	1	2
192	все они	2	2
193	в нем	2	2
194	о которой	2	2
195	в первой	8	2
196	не как	2	2
197	и вот	2	2
198	том чтобы	1	2
199	на жизнь	1	2
200	подобно тому	3	2
201	доверие к	1	2
202	человека в	1	2
203	в глубине	2	2
204	а по	1	2
205	его в	3	2
206	было бы	3	2
207	и даже	8	2
208	лишь на	3	2
209	> и	1	2
210	той или	3	2
211	далеко не	4	2
212	лирическая героиня	1	2
213	не всегда	3	2
214	он и	3	2
215	несмотря на	2	2
216	и тогда	1	2
217	со всей	1	2
218	эстетического отношения	3	2
219	и ее	2	2
220	жизненный путь	1	2
221	от себя	1	2
222	одном из	1	2
223	вплоть до	2	2
224	в конце	5	2
225	по себе	4	2
226	нас к	1	2
227	автора и	1	2
228	не менее	4	2
229	в принципе	2	2
230	можно быть	1	2
231	как о	1	2
232	от жизни	1	2
233	свободы и	1	2
234	того чтобы	1	2
235	как раз	7	2
236	другой стороны	5	2
237	а лишь	1	2
238	у нас	1	2
239	следует признать	3	2
240	для себя	1	2
241	в ситуации	1	2
242	то она	1	2
243	сознания с	1	2
244	это путь	1	2
245	и сам	4	2
246	что у	1	2
247	по этой	1	2
248	не с	2	2
249	здесь как	1	2
250	ориентировано на	1	2
251	во второй	7	2
252	мира и	2	2
253	если бы	1	2
254	одного из	1	2
255	можно сказать	4	2
256	во втором	4	2
257	что и	5	2
258	во всей	1	2
259	и только	1	2
260	герой в	1	2
261	но с	2	2
262	и одновременно	1	2
263	здесь не	3	2
264	с ними	1	2
265	свой путь	1	2
266	со всеми	2	2
267	связи с	1	2
268	как писал	1	2
269	для него	6	2
270	тем что	2	2
271	для того	1	2
272	или иной	5	2
273	или иначе	1	2
274	себя и	1	2
275	что не	3	2
276	объекта и	1	2
277	в полном	1	2
278	и потому	2	2
279	в самый	1	2
280	к жизни	3	2
281	из стихотворений	1	2
282	это контекст	1	2
283	с этой	1	2
284	художественное произведение	1	2
285	своей жизни	1	2
286	и адресата	1	2
287	один из	2	2
288	читателя и	2	2
289	что в	9	2
290	внимание на	4	2
291	же в	2	2
292	в свою	5	2
293	оно не	1	2
294	но еще	1	2
295	еще и	3	2
296	ее в	1	2
297	в своих	1	2
298	к этому	3	2
299	искусства слова	1	1
300	как известно	1	1
301	ахматовой в	2	1
302	и хотя	1	1
303	начинается с	1	1
304	что произведение	1	1
305	поэтому столь	1	1
306	на самом	1	1
307	в стороне	1	1
308	это и	2	1
309	идет о	1	1
310	и есть	1	1
311	не признает	1	1
312	с целым	1	1
313	из самых	1	1
314	по преимуществу	2	1
315	и до	1	1
316	из его	1	1
317	с таким	1	1
318	по его	3	1
319	мы уже	1	1
320	который в	3	1
321	к художественному	1	1
322	и себя	1	1
323	собой как	1	1
324	в поход	2	1
325	факторов художественного	1	1
326	жизненной позицией	1	1
327	занимающего нас	1	1
328	говорить о	3	1
329	является эстетическим	1	1
330	что иное	1	1
331	принадлежит к	4	1
332	жизненной позиции	2	1
333	как я	1	1
334	целого в	2	1
335	но напротив	1	1
336	власть над	2	1
337	относительно его	1	1
338	и он	2	1
339	в ней	2	1
340	проявляется в	1	1
341	в сочетании	3	1
342	он был	1	1
343	он сам	1	1
344	с тех	1	1
345	иное как	1	1
346	мысли и	1	1
347	себя а	1	1
348	тем как	1	1
349	как правило	5	1
350	стихотворения в	1	1
351	о смерти	3	1
352	личного самоопределения	1	1
353	к богу	1	1
354	если в	3	1
355	конечном счете	2	1
356	субъективности а	1	1
357	очевидно что	2	1
358	человеческих отношений	1	1
359	герой не	1	1
360	уже как	1	1
361	художественного впечатления	1	1
362	ними а	1	1
363	друг от	1	1
364	лирической героини	1	1
365	за пределы	1	1
366	сама по	2	1
367	внешних и	1	1
368	которые могли	1	1
369	в истории	1	1
370	сверхсхемных ударения	1	1
371	независимо от	1	1
372	с этим	3	1
373	читателей по	1	1
374	в художественном	1	1
375	встречи с	1	1
376	в своем	4	1
377	воззрений на	1	1
378	что касается	3	1
379	перед нами	4	1
380	в исполнении	1	1
381	в одноименной	1	1
382	этом контексте	1	1
383	что по	4	1
384	самом начале	1	1
385	заполнить собою	1	1
386	или иную	1	1
387	с творческой	1	1
388	состоит как	1	1
389	бы не	1	1
390	мало или	1	1
391	определена как	1	1
392	уже в	3	1
393	двух других	1	1
394	после чего	2	1
395	за рамки	1	1
396	так сказать	2	1
397	духовной культуры	1	1
398	наш взгляд	2	1
399	отцом и	1	1
400	тем не	2	1
401	он рвется	1	1
402	отказа от	1	1
403	он не	6	1
404	ключ к	3	1
405	все перечисленные	1	1
406	при виде	1	1
407	в восприятии	1	1
408	и еще	1	1
409	свою собственную	1	1
410	два сверхсхемных	1	1
411	художественного высказывания	2	1
412	в силу	1	1
413	в акте	1	1
414	не друг	1	1
415	именно такова	1	1
416	экзистенциального присутствия	1	1
417	когда на	1	1
418	которая способна	1	1
419	серьезность и	1	1
420	здесь мы	1	1
421	двух основных	1	1
422	втором случае	1	1
423	свое имя	1	1
424	с позиций	1	1
425	его не	3	1
426	высказывания и	1	1
427	о в	2	1
428	по два	2	1
429	в лирике	2	1
430	сознания к	2	1
431	с другими	1	1
432	который и	1	1
433	системе ценностей	2	1
434	центральное место	1	1
435	творческой волей	1	1
436	они по	1	1
437	целостности и	1	1
438	еще одно	1	1
439	из первых	1	1
440	только одно	1	1
441	же эстетической	1	1
442	реальности и	1	1
443	в них	2	1
444	нет в	1	1
445	о которых	2	1
446	в самую	1	1
447	не узнает	1	1
448	место и	1	1
449	растворяясь в	1	1
450	художественного дискурса	2	1
451	жизни но	1	1
452	как целого	1	1
453	ведет к	1	1
454	на этот	1	1
455	в чистом	1	1
456	к ситуации	1	1
457	и нераздельности	1	1
458	и того	3	1
459	с я	1	1
460	на таких	1	1
461	на пути	2	1
462	как способу	2	1
463	в ходе	1	1
464	лирическое я	2	1
465	сочетании с	3	1
466	индивидуальной жизни	1	1
467	где мы	1	1
468	взглянула на	1	1
469	в их	6	1
470	не столько	3	1
471	сверхличному содержанию	1	1
472	по отдельности	1	1
473	композиционным ходом	1	1
474	художественного мира	1	1
475	но это	1	1
476	счастьем и	1	1
477	что было	1	1
478	неслиянности и	1	1
479	и является	1	1
480	свобода и	1	1
481	в устах	1	1
482	открывается в	1	1
483	весьма распространенным	1	1
484	со многими	1	1
485	бы быть	1	1
486	вовсе не	1	1
487	к сверхличному	1	1
488	о подлинном	1	1
489	и герой	1	1
490	же самого	1	1
491	то с	1	1
492	произведении искусства	2	1
493	а от	1	1
494	чистом виде	2	1
495	даже столь	1	1
496	а а	5	1
497	я для	1	1
498	при всей	1	1
499	в русской	7	1
500	на два	2	1
501	самого по	1	1
502	для всего	1	1
503	только не	3	1
504	на наш	2	1
505	горького мать	1	1
506	слова как	1	1
507	воспринимающим сознанием	1	1
508	такого же	1	1
509	эти стороны	1	1
510	лирическую героиню	1	1
511	преимущественно на	1	1
512	во всем	3	1
513	ему и	1	1
514	и теперь	1	1
515	в книге	1	1
516	стихотворение не	1	1
517	возвращает нас	1	1
518	не столь	1	1
519	и делает	1	1
520	к той	1	1
521	когда мы	2	1
522	этой причине	1	1
523	и всех	1	1
524	его за	2	1
525	значительной степени	2	1
526	как некое	1	1
527	эстетических отношений	1	1
528	правда не	1	1
529	и о	1	1
530	цикла к	1	1
531	от друга	1	1
532	свою очередь	4	1
533	человеческой личности	1	1
534	события как	1	1
535	самим собою	1	1
536	общения между	1	1
537	остается в	1	1
538	и от	2	1
539	при котором	1	1
540	по сути	2	1
541	к тебе	1	1
542	так в	3	1
543	со мною	2	1
544	природе своей	1	1
545	не за	1	1
546	повседневную жизнь	1	1
547	в борьбе	2	1
548	соответствующую ей	1	1
549	и прочих	1	1
550	в чужом	1	1
551	как ему	1	1
552	разного рода	1	1
553	жизнь и	3	1
554	ключевая роль	1	1
555	и всякого	1	1
556	для этого	1	1
557	и внешней	1	1
558	диалогическое взаимодействие	1	1
559	о ней	1	1
560	цикла и	3	1
561	> как	3	1
562	и пребывания	1	1
563	сути своей	1	1
564	и т.д	2	1
565	нет на	1	1
566	столь же	4	1
567	отчизны на	1	1
568	распятия и	1	1
569	как было	1	1
570	в значительной	2	1
571	произведение является	1	1
572	не допуская	1	1
573	в конечном	2	1
574	героя при	1	1
575	восходит к	3	1
576	составляет не	2	1
577	однако с	3	1
578	интертекстуальные связи	1	1
579	нуждается в	2	1
580	бы в	1	1
581	собственного творения	1	1
582	и иных	1	1
583	и смыслом	1	1
584	человека как	1	1
585	и мир	1	1
586	в литературе	1	1
587	тех пор	2	1
588	еще существеннее	2	1
589	в искусстве	2	1
590	что лирическое	1	1
591	я со	1	1
592	одной из	1	1
593	с появлением	2	1
594	личностного существования	1	1
595	будто бы	1	1
596	обращаться к	1	1
597	являет собой	3	1
598	за себя	1	1
599	борьбы и	1	1
600	быть определена	1	1
601	так что	1	1
602	для всех	2	1
603	есть в	1	1
604	внутреннего бытия	1	1
605	и у	1	1
606	нами и	1	1
607	искусства как	1	1
608	в итоге	4	1
609	своей и	1	1
610	или даже	1	1
611	по выражению	1	1
612	две другие	1	1
613	к единой	1	1
614	ту или	1	1
615	остаться самим	1	1
616	и их	1	1
617	смешной и	1	1
618	адресата и	1	1
619	у него	1	1
620	случае не	1	1
621	ему казалось	1	1
622	автор и	1	1
623	напротив предполагает	1	1
624	соотносится с	1	1
625	с действительностью	1	1
626	в каждом	3	1
627	превращается в	1	1
628	автора как	1	1
629	лишь один	1	1
630	внутреннего мира	1	1
631	своей ролевой	1	1
632	самому в	1	1
633	и побуждает	1	1
634	обращением к	1	1
635	русской поэзии	2	1
636	центрального героя	1	1
637	из двух	1	1
638	не ведая	1	1
639	как сам	2	1
640	вследствие которой	1	1
641	есть не	2	1
642	если говорить	1	1
643	что они	3	1
644	очевидным образом	2	1
645	я был	1	1
646	веселым и	1	1
647	чем он	1	1
648	совпадает с	1	1
649	для слушателей	1	1
650	это все	1	1
651	а с	1	1
652	отход от	1	1
653	только по	1	1
654	не было	3	1
655	иначе в	1	1
656	с тем	2	1
657	из наиболее	1	1
658	и далее	1	1
659	при участии	1	1
660	героя первенство	1	1
661	что несмотря	2	1
662	было сказано	1	1
663	перекликается с	1	1
664	с ослабленной	1	1
665	без которых	1	1
666	его эстетической	1	1
667	художественного целого	6	1
668	в связи	1	1
669	стороны в	1	1
670	мире есть	1	1
671	на фоне	1	1
672	я стал	1	1
673	и заодно	1	1
674	внутреннюю свободу	1	1
675	цикла с	2	1
676	в строке	3	1
677	из трех	1	1
678	однако поэтика	1	1
679	текста в	6	1
680	случайным что	1	1
681	в москве	1	1
682	со словом	1	1
683	в цикле	1	1
684	в той	2	1
685	в европейской	1	1
686	эстетического дискурса	1	1
687	в точке	2	1
688	индивидуального я	1	1
689	столетия но	1	1
690	и положено	1	1
691	внимание лишь	1	1
692	внешние обстоятельства	1	1
693	как говорилось	1	1
694	лирического я	1	1
695	творческую индивидуальность	1	1
696	ли не	4	1
697	в контексте	2	1
698	в эстетический	1	1
699	затем и	1	1
700	двух разнонаправленных	1	1
701	речевого общения	1	1
702	действительность в	1	1
703	между отцом	1	1
704	все это	3	1
705	этом и	1	1
706	слова с	1	1
707	под названием	1	1
708	это уже	1	1
709	глубине души	1	1
710	себя самого	1	1
711	на границах	1	1
712	и все	2	1
713	и однако	1	1
714	движущей силой	1	1
715	не должен	2	1
716	субъектом и	1	1
717	из существеннейших	2	1
718	хотя бы	1	1
719	этом как	2	1
720	например по	1	1
721	и внутренних	1	1
722	не есть	4	1
723	в общем	2	1
724	над собою	1	1
725	к ее	1	1
726	искусству как	1	1
727	может и	1	1
728	есть от	1	1
729	героя и	4	1
730	картину мира	1	1
731	от своего	1	1
732	сказать что	2	1
733	к его	1	1
734	не что	1	1
735	из этого	1	1
736	есть и	1	1
737	и ударной	1	1
738	в таком	1	1
739	к этой	1	1
740	по причине	1	1
741	который не	2	1
742	жизни оказывается	1	1
743	они не	1	1
