N	2gram	Propp_Morf_1	FransuaR
315	и сердце	1	1
316	ли этот	2	1
317	не простое	1	1
318	глубин и	1	1
319	и тем	2	1
320	здесь нет	1	1
321	вводит в	1	1
322	далеко не	5	1
323	на основании	1	1
324	с тем	2	1
325	несмотря на	4	1
326	чем в	1	1
327	видим как	1	1
328	очень важный	1	1
329	он бросает	1	1
330	и тогда	1	1
331	момента в	1	1
332	или менее	2	1
333	заставляет ее	1	1
334	что от	1	1
335	не столько	1	1
336	в которых	2	1
337	могло бы	1	1
338	дается в	2	1
339	земле и	1	1
340	не играют	1	1
341	или если	1	1
342	для нее	1	1
343	что мотив	1	1
344	не менее	5	1
345	до известной	1	1
346	что с	1	1
347	в обоих	2	1
348	дело в	1	1
349	того как	2	1
350	на него	3	1
351	значение этого	1	1
352	не имеет	2	1
353	это мы	1	1
354	ничего не	4	1
355	одна из	4	1
356	же между	2	1
357	всего и	1	1
358	к концу	1	1
359	видим что	10	1
360	как будто	2	1
361	характерен для	1	1
362	если только	1	1
363	тему в	1	1
364	и животные	1	1
365	такие же	1	1
366	очень часто	6	1
367	в момент	1	1
368	исходить из	1	1
369	в основу	2	1
370	могут быть	16	1
371	очень важных	1	1
372	по характеру	1	1
373	к другу	2	1
374	является одним	1	1
375	и другим	3	1
376	функцию в	1	1
377	для героя	1	1
378	превращена в	2	1
379	если же	5	1
380	оно может	3	1
381	приходит к	1	1
382	взять его	1	1
383	здесь не	2	1
384	всего этого	1	1
385	же не	1	1
386	здесь также	1	1
387	совершенно ясно	1	1
388	нами выше	1	1
389	действия и	1	1
390	то время	3	1
391	в пределах	3	1
392	касается только	2	1
393	его самого	4	1
394	если они	2	1
395	можно было	2	1
396	ясно что	5	1
397	раз он	1	1
398	мог бы	1	1
399	и каждый	1	1
400	принадлежит и	1	1
401	всегда связана	1	1
402	даны в	1	1
403	собой и	1	1
404	остановимся на	1	1
405	об этом	4	1
406	связанная с	1	1
407	ними и	1	1
408	связанное с	1	1
409	и здесь	5	1
410	известной степени	1	1
411	где оно	2	1
412	то они	2	1
413	настоящее время	3	1
414	в глаза	2	1
415	или на	3	1
416	на что	1	1
417	после того	1	1
418	можно сказать	2	1
419	по их	3	1
420	положения и	1	1
421	и были	1	1
422	увидим дальше	1	1
423	большое количество	1	1
424	на составные	1	1
425	за этим	1	1
426	этот момент	3	1
427	функций в	1	1
428	и хорошо	1	1
429	что и	7	1
430	это не	6	1
431	в другой	1	1
432	вслед за	5	1
433	деле в	1	1
434	в лице	1	1
435	то все	1	1
436	что здесь	1	1
437	том как	1	1
438	горы и	1	1
439	важное значение	1	1
440	с ними	1	1
441	этот вопрос	2	1
442	как нечто	1	1
443	же оно	2	1
444	обладает и	1	1
445	и героически	1	1
446	по земле	1	1
447	до наших	2	1
448	едой и	1	1
449	с двумя	2	1
450	к земле	1	1
451	тем временем	2	1
452	уже не	2	1
453	а то	3	1
454	не дает	1	1
455	они все	1	1
456	связывается с	2	1
457	превращаются в	1	1
458	одно из	1	1
459	для него	1	1
460	же они	2	1
461	с различными	1	1
462	ни в	1	1
463	и сюда	1	1
464	др здесь	1	1
465	у нее	1	1
466	ее не	1	1
467	из одной	1	1
468	мы можем	2	1
469	в других	3	1
470	для того	2	1
471	уже совершенно	1	1
472	момент в	1	1
473	а потому	1	1
474	к месту	2	1
475	иначе чем	2	1
476	материал в	1	1
477	однако что	1	1
478	лица в	1	1
479	действующих лиц	11	1
480	в предисловии	1	1
481	еще и	1	1
482	такое же	1	1
483	а с	2	1
484	себя и	2	1
485	в некоторых	3	1
486	чрезвычайно мало	1	1
487	на этот	1	1
488	не знает	1	1
489	о чем	1	1
490	воды и	1	1
491	в связи	9	1
492	для этой	3	1
493	некоторые из	1	1
494	всех людей	1	1
495	теми же	1	1
496	видит в	1	1
497	что за	1	1
498	наряду с	5	1
499	не удалось	1	1
500	ее своей	1	1
501	на эту	1	1
502	что же	2	1
503	и там	1	1
504	окажется возможным	1	1
505	по существу	12	1
506	в числе	2	1
507	два раза	2	1
508	которым он	1	1
509	или со	3	1
510	действительно не	1	1
511	не является	3	1
512	все как	1	1
513	благодаря этому	3	1
514	только для	1	1
515	дух в	1	1
516	на своем	1	1
517	героя в	4	1
518	между прочим	1	1
519	очень большой	1	1
520	что касается	1	1
521	все подобные	1	1
522	это явление	4	1
523	вопрос в	2	1
524	тем и	2	1
525	потому не	1	1
526	и мог	1	1
527	не существует	3	1
528	что там	2	1
529	ход и	2	1
530	в настоящее	3	1
531	все события	1	1
532	случаях перед	1	1
533	в круг	1	1
534	растения и	1	1
535	нисколько не	1	1
536	в карты	3	1
537	не слишком	2	1
538	этот же	1	1
539	по одному	1	1
540	всех других	1	1
541	отношению к	4	1
542	в отдельности	1	1
543	можно наблюдать	3	1
544	бы во	1	1
545	но эти	1	1
546	это так	2	1
547	к этой	1	1
548	как на	1	1
549	в таком	1	1
