N	2gram	Vinokur_St_2	VerxiiNi
376	в отличие	2	1
377	одном из	3	1
378	от слов	1	1
379	в прямом	1	1
380	борьбу с	2	1
381	не могли	2	1
382	по себе	3	1
383	даже в	2	1
384	на первое	1	1
385	народа это	1	1
386	но они	2	1
387	что с	2	1
388	по языку	1	1
389	дело не	2	1
390	того как	7	1
391	не по	2	1
392	взглянуть на	2	1
393	иметь в	3	1
394	ничего не	4	1
395	вследствие того	1	1
396	ставит себе	1	1
397	другой стороны	3	1
398	это слово	3	1
399	замечательно что	1	1
400	только с	2	1
401	эту сторону	2	1
402	в каком	2	1
403	у нас	3	1
404	проблема выхода	1	1
405	и далее	1	1
406	которое в	1	1
407	чем угодно	1	1
408	должны быть	1	1
409	всего что	1	1
410	слова с	1	1
411	за свою	3	1
412	с жаром	1	1
413	на это	2	1
414	головной убор	1	1
415	в каждой	1	1
416	значения и	1	1
417	как не	1	1
418	свою очередь	1	1
419	здесь не	1	1
420	без всякого	1	1
421	в ее	2	1
422	данном случае	1	1
423	представляется возможным	2	1
424	роль в	1	1
425	прямом смысле	1	1
426	и совершенно	1	1
427	котором он	1	1
428	с собой	1	1
429	найти в	1	1
430	он сам	1	1
431	хотя это	1	1
432	простой народ	1	1
433	похожим на	1	1
434	именно потому	1	1
435	настоящее время	1	1
436	одного из	1	1
437	его тело	1	1
438	после того	4	1
439	был сделан	1	1
440	и во	1	1
441	связь между	1	1
442	и лишь	1	1
443	в которую	2	1
444	указаний на	1	1
445	видели выше	1	1
446	ума и	1	1
447	во втором	1	1
448	отчет в	1	1
449	эти два	1	1
450	у другого	1	1
451	что человек	1	1
452	совершенно неправильно	1	1
453	язык в	1	1
454	от этих	1	1
455	в ту	1	1
456	и об	1	1
457	как она	1	1
458	в наказание	1	1
459	стихии в	1	1
460	известно что	1	1
461	каком он	1	1
462	совсем не	1	1
463	с ними	1	1
464	этот вопрос	2	1
465	еще и	3	1
466	до нас	1	1
467	вышел победителем	1	1
468	согласно которой	1	1
469	их не	1	1
470	из коих	1	1
471	и его	6	1
472	образы не	1	1
473	только на	1	1
474	борьбы с	3	1
475	языка как	1	1
476	при помощи	4	1
477	но совершенно	1	1
478	не так	1	1
479	себе в	1	1
480	и их	1	1
481	могло бы	1	1
482	сами по	2	1
483	это предположение	1	1
484	не для	1	1
485	у него	1	1
486	вообще можно	1	1
487	об уничтожении	1	1
488	заметить что	1	1
489	как раз	8	1
490	тем что	3	1
491	тогда как	2	1
492	так легко	1	1
493	в очень	1	1
494	представляют собой	1	1
495	на стороне	1	1
496	тем фактом	1	1
497	не были	1	1
498	возможно что	1	1
499	но одно	1	1
500	простого народа	2	1
501	здесь к	1	1
502	что тот	1	1
503	существование и	1	1
504	такое же	2	1
505	из таких	2	1
506	или о	1	1
507	и пр	8	1
508	в запасе	1	1
509	и самый	2	1
510	жизнь в	1	1
511	не смотрел	2	1
512	одну из	1	1
513	о чем	5	1
514	на эту	1	1
515	различие между	1	1
516	так называемых	1	1
517	в момент	1	1
518	их с	1	1
519	эти слова	2	1
520	ни на	1	1
521	что дало	1	1
522	переселиться в	1	1
523	от характера	1	1
524	всем что	1	1
525	тот факт	4	1
526	с этим	3	1
527	в данном	2	1
528	в той	5	1
529	таких условиях	1	1
530	да и	1	1
531	неоднократно но	1	1
532	на какие	2	1
533	там где	2	1
534	кого больше	1	1
535	основана на	1	1
536	обращаются с	1	1
537	и некоторые	1	1
538	такой же	1	1
539	но это	3	1
540	но для	1	1
541	кроме того	4	1
542	о мире	2	1
543	похоже на	3	1
544	не является	3	1
545	которых он	1	1
546	являются не	1	1
547	не существует	1	1
548	собой совершенно	1	1
549	причем в	1	1
550	в настоящее	1	1
551	то не	1	1
552	бы в	1	1
553	это позволяет	1	1
554	ни к	1	1
555	его жизнь	1	1
556	находим в	2	1
557	все они	1	1
558	же в	1	1
559	в связь	1	1
560	могли быть	1	1
561	давно уже	3	1
562	до народа	1	1
563	имеет никакого	1	1
564	но точно	1	1
565	наконец что	1	1
566	совершенно не	2	1
567	по одному	1	1
568	в свое	1	1
569	вся история	1	1
570	которым они	1	1
571	к этой	1	1
572	в какой-то	1	1
573	в своих	1	1
574	значение в	1	1
575	как результат	1	1
576	они не	2	1
