N	2gram	Losev_Prob_2	Poddanst
130	в а	1	2
131	в тот	1	2
132	что из	2	2
133	не менее	13	2
134	все это	4	2
135	между прочим	1	2
136	не о	6	2
137	одна из	3	2
138	мысль о	2	2
139	да и	10	2
140	еще более	2	2
141	тем более	10	2
142	для нас	9	2
143	в частности	5	2
144	как на	2	2
145	том числе	2	2
146	которых не	1	1
147	гласит что	1	1
148	также и	12	1
149	же как	1	1
150	не очень	2	1
151	экономической политической	1	1
152	и то	10	1
153	пусть не	4	1
154	тем и	1	1
155	которая хотя	2	1
156	л о	1	1
157	нового не	2	1
158	тем же	1	1
159	определенный и	1	1
160	по преимуществу	2	1
161	идет речь	2	1
162	должна быть	1	1
163	собственном смысле	1	1
164	отличаться от	1	1
165	на нее	1	1
166	в и	2	1
167	особенно в	1	1
168	и само	2	1
169	представляют собою	1	1
170	еще в	2	1
171	бы что	2	1
172	идти в	1	1
173	для этого	3	1
174	в собственном	1	1
175	находится в	1	1
176	не вполне	4	1
177	оно есть	1	1
178	на себя	1	1
179	могут стать	1	1
180	с ее	1	1
181	и ее	2	1
182	в некотором	1	1
183	мы и	6	1
184	и здесь	4	1
185	может не	1	1
186	не означает	1	1
187	настоящее время	16	1
188	с разных	1	1
189	ли или	1	1
190	не относятся	1	1
191	и что	13	1
192	литературы и	1	1
193	еще не	10	1
194	были бы	2	1
195	и на	5	1
196	он был	1	1
197	виде то	1	1
198	без которой	2	1
199	и который	1	1
200	а м	2	1
201	с его	1	1
202	за последние	1	1
203	и главное	1	1
204	различия между	1	1
205	смысле не	1	1
206	ю в	1	1
207	не все	4	1
208	и необходимы	1	1
209	что и	2	1
210	не просто	11	1
211	и чем	1	1
212	из составляющих	1	1
213	в истории	3	1
214	по количеству	1	1
215	что во	1	1
216	в рамках	1	1
217	судить по	1	1
218	насколько можно	1	1
219	тех пор	4	1
220	известном смысле	1	1
221	все же	8	1
222	этой последней	1	1
223	наше сознание	2	1
224	соотношение между	3	1
225	взывает к	1	1
226	только знак	1	1
227	и простую	1	1
228	более или	4	1
229	в какой	1	1
230	понимать что	1	1
231	в самом	5	1
232	только то	3	1
233	в условиях	2	1
234	но как	6	1
235	бы и	7	1
236	что это	1	1
237	или его	2	1
238	формы в	1	1
239	могли бы	3	1
240	представляет собой	2	1
241	из этих	3	1
242	тот или	5	1
243	если мы	9	1
244	человека с	1	1
245	в известном	1	1
246	переходит в	1	1
247	скажем прямо	1	1
248	что его	1	1
249	только один	3	1
250	себе те	1	1
251	уже в	3	1
252	во многих	2	1
253	говорить об	3	1
254	только на	9	1
255	этот вывод	1	1
256	на то	6	1
257	если он	1	1
258	в наших	1	1
259	получили в	1	1
260	д не	1	1
261	не могла	1	1
262	создается и	1	1
263	т д	6	1
264	только к	1	1
265	тем чтобы	1	1
266	выражена в	1	1
267	нужно говорить	2	1
268	есть та	1	1
269	как область	1	1
270	очень и	1	1
271	значения но	1	1
272	к ним	1	1
273	друг друга	1	1
274	мы можем	6	1
275	и только	4	1
276	само по	2	1
277	какой бы	1	1
278	каждый из	2	1
279	и по	3	1
280	каждого слова	1	1
281	с собой	1	1
282	мы возьмем	2	1
283	от нее	1	1
284	в каждом	1	1
285	без того	2	1
286	в число	1	1
287	возможно что	1	1
288	в н	2	1
289	или иной	5	1
290	собой переход	1	1
291	на этой	2	1
292	ясно что	8	1
293	его в	3	1
294	совершенно ясно	1	1
295	было и	1	1
296	а с	1	1
297	бы нас	1	1
298	и недостаточно	1	1
299	области и	2	1
300	что не	5	1
301	или хотя	2	1
302	которая и	2	1
303	каком смысле	1	1
304	далеко не	4	1
305	в этой	9	1
306	в реальной	1	1
307	отношения в	2	1
308	как и	5	1
309	и уже	1	1
310	в свете	3	1
311	говорится о	2	1
312	и многие	2	1
313	предмету в	1	1
314	в одно	2	1
315	и еще	1	1
316	или менее	4	1
317	и м	1	1
318	речь но	1	1
319	что если	4	1
320	и при	2	1
321	так же	5	1
322	и особенно	2	1
323	бесконечное количество	1	1
324	представить себе	4	1
325	всяком случае	10	1
326	к предмету	3	1
327	прийти к	2	1
328	что именно	1	1
329	место в	1	1
330	на каждом	1	1
331	поскольку они	1	1
332	р с	1	1
333	мысли и	2	1
334	бы мы	2	1
335	в данном	10	1
336	вопрос о	3	1
337	существует но	2	1
338	можно говорить	3	1
339	совершенно новое	1	1
340	думается что	2	1
341	что было	1	1
342	в отдельности	1	1
343	отдельности и	1	1
344	самом точном	1	1
345	и более	5	1
346	или что	3	1
347	и наоборот	1	1
348	уже несколько	1	1
349	ее части	1	1
350	в предыдущем	1	1
351	и менее	1	1
352	может идти	1	1
353	к следующему	1	1
354	которая ни	1	1
355	и очень	1	1
356	есть знак	10	1
357	от тех	1	1
358	этой области	3	1
359	нет никакого	1	1
360	что есть	1	1
361	как далеко	1	1
362	что эта	1	1
363	с которой	3	1
364	она не	3	1
365	что с	2	1
366	иной раз	3	1
367	не будут	1	1
368	есть прежде	4	1
369	но для	1	1
370	для каждого	4	1
371	к другим	1	1
372	тогда когда	3	1
373	этом смысле	5	1
374	значительная часть	1	1
375	она должна	2	1
376	и глубины	1	1
377	только мы	2	1
378	с и	2	1
379	можно судить	3	1
380	того чтобы	2	1
381	та или	2	1
382	не имеет	7	1
383	никогда не	1	1
384	и всегда	1	1
385	в результате	4	1
386	казалось бы	7	1
387	о котором	3	1
388	в настоящее	16	1
389	находятся в	1	1
390	этих двух	1	1
391	е м	1	1
392	но где	1	1
393	или иная	2	1
394	и притом	3	1
395	полноты и	1	1
396	есть область	1	1
397	другой стороны	5	1
398	и теперь	1	1
399	в этих	4	1
400	составляющих ее	1	1
401	помимо воли	1	1
402	материально и	1	1
403	давно уже	1	1
404	до тех	4	1
405	нет ничего	2	1
406	в каком	4	1
407	конечно и	1	1
408	есть у	1	1
409	из тех	1	1
410	в движении	1	1
411	только как	3	1
412	и внутренне	1	1
413	именно о	1	1
414	в момент	1	1
415	в советском	1	1
416	к сфере	5	1
417	и именно	1	1
418	относиться к	2	1
419	одновременно и	3	1
420	что все	6	1
421	накладывает на	2	1
422	есть и	1	1
423	и самих	1	1
424	числе и	2	1
425	мы все	3	1
426	к действию	1	1
427	может рассчитывать	1	1
428	частности в	2	1
429	что оно	2	1
430	к сожалению	6	1
431	мы отнюдь	1	1
432	к этой	1	1
433	ни на	1	1
434	не есть	33	1
435	вместе с	2	1
436	все еще	4	1
437	это в	2	1
438	ее по	1	1
439	никакого сомнения	1	1
440	что при	4	1
441	который не	1	1
442	во всяком	13	1
443	многие из	1	1
444	они не	1	1
445	гораздо более	4	1
