N	2gram	Potebnia_M_4	UchenyiS
242	в которой	6	1
243	о котором	1	1
244	меньшей мере	1	1
245	бы ни	2	1
246	это то	1	1
247	не было	12	1
248	так или	2	1
249	находятся в	1	1
250	довести до	2	1
251	в данное	1	1
252	он в	1	1
253	камня и	2	1
254	произведение состоит	1	1
255	тогда когда	8	1
256	с одной	1	1
257	в качестве	1	1
258	тем более	5	1
259	в известном	1	1
260	что по	2	1
261	бы только	2	1
262	бы значение	1	1
263	уже не	3	1
264	далеко не	1	1
265	имеем в	1	1
266	то и	4	1
267	подобным образом	1	1
268	впечатление которое	1	1
269	и необходимо	1	1
270	же в	1	1
271	науки есть	1	1
272	в процессе	3	1
273	в виде	2	1
274	в нем	7	1
275	но если	1	1
276	он не	2	1
277	формы является	1	1
278	а для	1	1
279	сказать что	8	1
280	только как	4	1
281	состоит из	1	1
282	только материал	1	1
283	история литературы	1	1
284	одно замечание	1	1
285	они в	1	1
286	одно из	1	1
287	не значит	2	1
288	равно как	2	1
289	и так	3	1
290	этот процесс	1	1
291	что под	1	1
292	правда не	1	1
293	в свое	1	1
294	несомненно что	1	1
295	есть наука	2	1
296	самое что	1	1
297	но он	1	1
298	если у	1	1
299	но что	2	1
300	у него	1	1
301	такое что	1	1
302	само по	5	1
303	мы можем	10	1
304	не образами	1	1
305	так то	3	1
306	ее в	1	1
307	что нельзя	1	1
308	и эта	1	1
309	это в	1	1
310	а это	1	1
311	есть слово	2	1
312	невозможна без	1	1
313	что при	1	1
314	отказаться от	1	1
315	что в	17	1
316	в таком	4	1
317	когда бы	1	1
318	все что	2	1
319	бы это	1	1
