N	2gram	Trubetskoy_1	KulturaY
240	бы например	2	2
241	однако в	1	2
242	вернемся к	1	2
243	дело не	1	2
244	по своему	2	2
245	в русском	2	2
246	которое в	1	2
247	отличается от	2	2
248	таких слов	1	2
249	совершенно ясно	1	2
250	то или	2	2
251	так называемую	2	2
252	совершенно иной	2	2
253	к его	2	2
254	по тому	2	2
255	все те	1	2
256	и здесь	2	2
257	можно сказать	3	2
258	путь к	3	2
259	эти два	1	2
260	а потому	1	2
261	не более	1	2
262	и об	1	2
263	эти последние	1	2
264	в каком-либо	1	2
265	все они	1	2
266	в качестве	3	2
267	конечно не	2	2
268	тем чтобы	5	2
269	который как	1	2
270	в одном	3	2
271	то у	1	2
272	перейти к	1	2
273	эту сторону	1	2
274	еще и	1	2
275	ни на	1	2
276	один и	1	2
277	только что	2	2
278	на этот	4	2
279	не означает	1	2
280	о чем	1	2
281	что мы	2	2
282	эти слова	1	2
283	вместе с	15	2
284	так же	5	2
285	здесь идет	1	2
286	только для	2	2
287	все это	6	2
288	кроме того	1	2
289	то не	1	2
290	не с	2	2
291	главным образом	8	2
292	первом случае	1	2
293	в свое	1	2
294	или иным	1	2
295	и иной	2	2
296	во всяком	6	2
297	том числе	5	2
298	говорили о	2	1
299	представляют себе	1	1
300	отношения к	1	1
301	языка с	1	1
302	же как	3	1
303	мере в	1	1
304	вряд ли	1	1
305	когда человек	2	1
306	к учению	1	1
307	согласно которой	1	1
308	из всех	3	1
309	для достижения	1	1
310	он знает	1	1
311	дошел до	1	1
312	от культуры	1	1
313	повседневной жизни	1	1
314	нам в	1	1
315	именно к	1	1
316	такое положение	2	1
317	так чтобы	2	1
318	время как	1	1
319	на себе	1	1
320	связана с	2	1
321	не совсем	1	1
322	как не	1	1
323	так называемые	3	1
324	при таких	1	1
325	к общему	1	1
326	большей частью	3	1
327	не иметь	1	1
328	реакцией против	1	1
329	целом есть	1	1
330	вышла из	1	1
331	и на	2	1
332	между собой	1	1
333	он сам	1	1
334	бы то	2	1
335	в сторону	1	1
336	тогда как	1	1
337	сделать это	1	1
338	с теориями	1	1
339	термины так	1	1
340	идет о	1	1
341	в одной	1	1
342	с этим	1	1
343	есть продукт	1	1
344	это был	1	1
345	что касается	1	1
346	помнить что	1	1
347	то ясно	2	1
348	за собой	3	1
349	и конечно	1	1
350	в которой	3	1
351	культуры и	3	1
352	это есть	1	1
353	ни один	2	1
354	угодно о	1	1
355	формы в	1	1
356	чуть ли	1	1
357	думать что	1	1
358	образом при	1	1
359	имеем в	1	1
360	и те	3	1
361	если он	1	1
362	не могла	2	1
363	нам нужно	1	1
364	как совершенно	1	1
365	пути с	1	1
366	связанные с	7	1
367	и таких	1	1
368	духовной культуры	3	1
369	всех этих	1	1
370	вопросу не	1	1
371	образом приходится	1	1
372	не к	2	1
373	есть один	1	1
374	получается в	1	1
375	чем именно	1	1
376	его от	2	1
377	постольку поскольку	1	1
378	так например	2	1
379	находит себе	1	1
380	а вместе	1	1
381	в старину	1	1
382	ему возможность	1	1
383	входит в	1	1
384	образом если	2	1
385	некоторые основные	1	1
386	известно что	1	1
387	что один	1	1
388	чаще всего	1	1
389	русской культуры	15	1
390	не всегда	2	1
391	же есть	1	1
392	во время	4	1
393	таким же	1	1
394	и ее	1	1
395	в такой	1	1
396	всяком случае	6	1
397	учиться у	2	1
398	представление о	6	1
399	ничего в	1	1
400	оказывается что	3	1
401	признать что	2	1
402	одном из	1	1
403	это относится	1	1
404	о его	1	1
405	по крайней	5	1
406	связано с	2	1
407	чтобы она	1	1
408	не должно	1	1
409	поэтому что	2	1
410	даже в	1	1
411	случае мы	1	1
412	случае в	1	1
413	а отсюда	1	1
414	или что	1	1
415	что с	1	1
416	ее с	2	1
417	и остается	1	1
418	к этим	1	1
419	жизни из	1	1
420	при наличности	1	1
421	из предыдущего	1	1
422	естественной реакцией	1	1
423	не могло	2	1
424	казалось бы	1	1
425	это главным	1	1
426	в самой	2	1
427	эти традиции	1	1
428	же время	2	1
429	они являются	1	1
430	языка это	1	1
431	по своей	2	1
432	за исключением	1	1
433	это слово	1	1
434	и его	1	1
435	бы по	1	1
436	русских с	1	1
437	начиная с	2	1
438	требуют от	1	1
439	и другой	2	1
440	лежит в	1	1
441	же самое	2	1
442	должны быть	1	1
443	в одну	1	1
444	две разные	1	1
445	на это	1	1
446	то ни	2	1
447	но по	3	1
448	здесь говорить	1	1
449	свою очередь	1	1
450	связи со	1	1
451	но далеко	1	1
452	без всякого	1	1
453	нет никакой	1	1
454	речь есть	1	1
455	приводит к	2	1
456	следовательно и	1	1
457	до самого	1	1
458	никогда не	5	1
459	с этого	1	1
460	чем у	1	1
461	она была	1	1
462	можно только	2	1
463	со всем	1	1
464	о котором	2	1
465	во-первых с	1	1
466	для одной	1	1
467	именно потому	1	1
468	на этой	1	1
469	одного из	1	1
470	не стоит	1	1
471	с того	2	1
472	в сфере	1	1
473	в пользу	2	1
474	может не	1	1
475	здесь уместно	1	1
476	в вопросах	1	1
477	затем в	1	1
478	своему значению	1	1
479	к нему	7	1
480	тем или	1	1
481	которого вся	1	1
482	и всякая	1	1
483	окончательно уже	1	1
484	во втором	1	1
485	слова встречающиеся	1	1
486	так обстоит	1	1
487	крайней мере	5	1
488	котором он	1	1
489	не надо	1	1
490	них в	1	1
491	вслед за	2	1
492	себе задачей	1	1
493	виде эта	1	1
494	с нашей	1	1
495	что здесь	1	1
496	быть и	2	1
497	но с	3	1
498	есть часть	1	1
499	мы видим	1	1
500	одной из	5	1
501	с ними	1	1
502	что даже	1	1
503	в себе	6	1
504	попытки избежать	1	1
505	которое мы	1	1
506	и так	1	1
507	до нас	1	1
508	и после	2	1
509	наоборот все	1	1
510	от них	2	1
511	не можем	1	1
512	вернуться к	1	1
513	в виде	4	1
514	в начале	2	1
515	свидетельствует о	2	1
516	при помощи	1	1
517	что сама	1	1
518	конечно нет	1	1
519	мы знаем	1	1
520	для него	3	1
521	и их	1	1
522	представить себе	1	1
523	иначе как	1	1
524	мы подчеркиваем	1	1
525	никто не	1	1
526	не для	1	1
527	то время	1	1
528	сама в	1	1
529	только с	1	1
530	вообще можно	1	1
531	и делает	1	1
532	к одной	2	1
533	этой задачи	2	1
534	возможно что	1	1
535	отличаются от	2	1
536	сознаваться как	1	1
537	по своим	2	1
538	что тот	1	1
539	и прежде	1	1
540	что учение	1	1
541	такое же	1	1
542	и несколько	1	1
543	надо думать	1	1
544	но точно	1	1
545	превращается в	2	1
546	смысла и	1	1
547	зависит от	1	1
548	мы и	1	1
549	сдвиг в	1	1
550	а по	1	1
551	а так	3	1
552	он создал	1	1
553	на эту	1	1
554	когда же	2	1
555	на какие	1	1
556	нашей точки	1	1
557	если не	2	1
558	или мировой	1	1
559	так называемых	1	1
560	эти особенности	1	1
561	нет никаких	1	1
562	является его	1	1
563	в большем	1	1
564	которых каждый	1	1
565	и потому	6	1
566	в строгом	1	1
567	учению о	1	1
568	поскольку они	1	1
569	из которых	4	1
570	к жизни	5	1
571	таких условиях	1	1
572	в эту	2	1
573	получает свое	1	1
574	ли не	1	1
575	от прочих	1	1
576	слов которые	1	1
577	с этими	1	1
578	в смысле	4	1
579	могут рассматриваться	1	1
580	и для	5	1
581	которых он	1	1
582	тем и	2	1
583	и от	4	1
584	совершенно иное	1	1
585	не представляет	1	1
586	всего что	1	1
587	же что	1	1
588	у них	3	1
589	может ли	2	1
590	пришлось бы	1	1
591	находим в	1	1
592	теперь же	1	1
593	же в	1	1
594	и другие	3	1
595	давно уже	1	1
596	несмотря на	6	1
597	в свою	2	1
598	и множество	1	1
599	лишь по	1	1
600	на более	1	1
601	состоит из	1	1
602	а ведь	1	1
603	а образ	1	1
604	в свой	1	1
605	по одному	1	1
606	одновременно и	2	1
607	культуры в	1	1
608	утверждать что	2	1
609	к этому	3	1
610	вся история	1	1
611	время время	1	1
612	и вместе	4	1
613	заметить что	1	1
614	к этой	1	1
615	только не	2	1
616	о которых	1	1
617	поскольку с	1	1
618	и содержанием	1	1
619	все что	2	1
620	этой точки	2	1
