N	2gram	Medvedev_F_2	EvropaiC
213	же что	1	2
214	в ней	6	2
215	свою очередь	1	2
216	бы то	1	2
217	во всяком	5	2
218	к такому	1	2
219	но как	2	2
220	в сторону	4	2
221	только тогда	1	2
222	вступают в	1	2
223	что они	4	2
224	общего с	1	2
225	поставлена в	1	2
226	и где	1	2
227	то в	2	2
228	и там	1	2
229	может лежать	2	2
230	если он	1	2
231	но на	1	2
232	широком смысле	2	2
233	не следует	4	2
234	он должен	1	2
235	том чтобы	1	2
236	или вовсе	2	2
237	из него	2	2
238	же касается	1	2
239	между отдельными	1	2
240	в них	1	2
241	нет в	1	2
242	и особенно	1	2
243	мы видели	4	2
244	такой же	3	2
245	на первый	2	2
246	в эту	1	2
247	но если	1	2
248	следует что	3	2
249	никто не	1	2
250	совершенно иной	2	2
251	и более	2	2
252	тому что	2	2
253	она не	2	2
254	между людьми	1	2
255	тем самым	2	2
256	этими двумя	2	2
257	на него	1	2
258	в процессе	9	2
259	в основе	5	2
260	говорить о	5	2
261	все без	2	2
262	этих двух	2	2
263	на этом	2	2
264	что на	2	2
265	от нее	4	2
266	имеет место	1	2
267	если же	2	2
268	о них	1	2
269	должен быть	1	2
270	как мы	7	2
271	иной чем	1	2
272	как не	1	2
273	только при	1	2
274	своей материальной	1	2
275	и сам	1	2
276	те же	1	2
277	при том	1	2
278	в виду	2	2
279	а к	2	2
280	все дело	3	2
281	сводится к	5	2
282	в другом	1	2
283	и поэтому	1	2
284	же время	5	2
285	все в	1	2
286	к нему	3	2
287	двумя крайними	1	2
288	во втором	7	2
289	те черты	1	2
290	если это	2	2
291	было бы	6	2
292	лишь о	2	2
293	борьбы за	1	2
294	этот вопрос	2	2
295	и так	1	2
296	между этими	3	2
297	жизни и	3	2
298	то и	3	2
299	борьбы с	2	2
300	отдельные элементы	1	2
301	для него	7	2
302	всяком случае	5	2
303	вовсе не	11	2
304	к ним	1	2
305	и только	5	2
306	не было	6	2
307	что для	2	2
308	по тем	1	2
309	одной стороны	1	2
310	отнюдь не	8	2
311	медленно и	1	2
312	ближе к	1	2
313	независимо от	4	2
314	но не	2	2
315	что же	5	2
316	этого слова	1	2
317	только то	1	2
318	и некоторые	1	2
319	но для	1	2
320	при таком	1	2
321	в индивидуальном	1	2
322	это может	1	2
323	не от	1	2
324	с ними	2	2
325	между ними	2	2
326	возможно лишь	1	2
327	в свою	1	2
328	быть признана	1	2
329	всех тех	1	2
330	они не	4	2
331	гораздо более	1	2
332	и наиболее	1	1
333	от этой	1	1
334	этого положения	1	1
335	те произведения	1	1
336	говоря о	1	1
337	например в	3	1
338	основных понятий	3	1
339	все остальное	4	1
340	этом пункте	2	1
341	силы и	1	1
342	науки о	2	1
343	это и	5	1
344	на деле	1	1
345	в первом	7	1
346	из его	1	1
347	никаких положительных	1	1
348	исходит из	1	1
349	ведь и	1	1
350	оно было	1	1
351	все те	1	1
352	высшей степени	4	1
353	в зависимости	3	1
354	и должен	1	1
355	той же	1	1
356	совершенно в	1	1
357	а как	3	1
358	есть не	1	1
359	из всего	3	1
360	мы не	3	1
361	и тут	1	1
362	на место	1	1
363	из своих	1	1
364	этом не	1	1
365	что многие	1	1
366	более точного	1	1
367	в учении	2	1
368	зависимости от	3	1
369	в народных	1	1
370	к своему	1	1
371	на них	1	1
372	иное как	1	1
373	в широком	2	1
374	на их	1	1
375	в различных	1	1
376	так если	1	1
377	с его	11	1
378	бы не	1	1
379	подходить к	1	1
380	но тогда	1	1
381	особенно если	1	1
382	и другие	2	1
383	а только	2	1
384	этих ценностей	1	1
385	если в	3	1
386	со стороны	2	1
387	к сожалению	2	1
388	такой постановки	1	1
389	что во	1	1
390	если она	1	1
391	из возможных	1	1
392	как в	4	1
393	что именно	2	1
394	тем с	1	1
395	однако не	3	1
396	перед нами	2	1
397	кроме того	2	1
398	и как	3	1
399	его к	1	1
400	тем же	3	1
401	и отчасти	3	1
402	и хотя	1	1
403	в этот	1	1
404	развития это	1	1
405	от чего	1	1
406	не приходится	3	1
407	он в	2	1
408	является лишь	1	1
409	ни одна	2	1
410	отчасти и	1	1
411	различных народов	2	1
412	прямо может	1	1
413	не могла	1	1
414	по происхождению	1	1
415	задний план	1	1
416	главным образом	3	1
417	ее совершенно	1	1
418	но именно	3	1
419	являются лишь	1	1
420	роли в	1	1
421	когда все	1	1
422	и еще	1	1
423	в узком	1	1
424	в принципе	1	1
425	вот к	1	1
426	к одному	1	1
427	свою силу	1	1
428	произведения в	2	1
429	с сожалением	1	1
430	без исключения	2	1
431	тут не	1	1
432	этом последнем	1	1
433	в каждом	1	1
434	больше всего	1	1
435	тем в	1	1
436	в каком-нибудь	1	1
437	самом широком	1	1
438	входит в	4	1
439	это было	3	1
440	с другими	10	1
441	или просто	1	1
442	он есть	1	1
443	каждого из	1	1
444	и единственным	1	1
445	и тем	2	1
446	ведь в	1	1
447	указаний на	1	1
448	то увидим	1	1
449	кажется что	1	1
450	в ином	3	1
451	само собою	2	1
452	как общее	1	1
453	рядом с	1	1
454	отказываться от	1	1
455	свободны от	1	1
456	в развитии	2	1
457	что восприятие	1	1
458	тех в	1	1
459	остается в	1	1
460	лучше всего	2	1
461	нее и	1	1
462	общее правило	1	1
463	в своей	7	1
464	нас не	1	1
465	каким был	1	1
466	не к	2	1
467	и нужно	2	1
468	и создавать	1	1
469	строго говоря	1	1
470	является только	1	1
471	эта не	1	1
472	но он	1	1
473	конечно такое	1	1
474	друг другу	1	1
475	состоит в	2	1
476	по крайней	1	1
477	борьбу с	1	1
478	их в	2	1
479	в корне	7	1
480	не тем	1	1
481	как от	1	1
482	случае мы	1	1
483	а от	1	1
484	вещи не	1	1
485	а а	1	1
486	и другое	2	1
487	самого начала	2	1
488	как о	4	1
489	не имеет	2	1
490	на котором	2	1
491	и притом	1	1
492	ее с	2	1
493	к этим	1	1
494	не по	2	1
495	что каждое	1	1
496	тогда и	1	1
497	иметь в	1	1
498	вытекает из	1	1
499	нельзя не	1	1
500	в общих	1	1
501	дело в	1	1
502	два различных	1	1
503	особенностей в	1	1
504	таким путем	1	1
505	к ней	1	1
506	всех своих	1	1
507	идей итак	1	1
508	за исключением	1	1
509	их сходства	1	1
510	ко всякой	1	1
511	и элементов	2	1
512	и его	21	1
513	мы бы	1	1
514	этих положений	1	1
515	тут только	1	1
516	техники и	1	1
517	только с	1	1
518	лица земли	1	1
519	чем объясняется	1	1
520	их от	1	1
521	или ином	1	1
522	уже о	1	1
523	это по	1	1
524	в общую	1	1
525	становится как	1	1
526	и заключается	1	1
527	относиться к	1	1
528	есть только	2	1
529	весьма редких	1	1
530	и другой	1	1
531	да и	1	1
532	для развития	1	1
533	только еще	1	1
534	является одним	1	1
535	они и	1	1
536	к пониманию	1	1
537	социальных группах	1	1
538	для себя	1	1
539	же совершенно	1	1
540	своего развития	3	1
541	для россии	1	1
542	но при	1	1
543	вывод что	1	1
544	на нем	2	1
545	говоря уже	1	1
546	здесь не	4	1
547	без всякого	1	1
548	некоторые другие	1	1
549	с самого	2	1
550	так в	3	1
551	приводит к	2	1
552	роль в	3	1
553	касается только	1	1
554	поэтому мы	1	1
555	самого понятия	1	1
556	сам он	2	1
557	иногда в	1	1
558	именно этот	1	1
559	можно только	1	1
560	не лучше	1	1
561	ничего не	4	1
562	стремление к	1	1
563	ее элемент	1	1
564	находится в	2	1
565	говорят что	1	1
566	той так	1	1
567	лишь одно	1	1
568	социальных связей	1	1
569	в раннем	1	1
570	и та	1	1
571	время в	1	1
572	язык и	7	1
573	ложном пути	1	1
574	более высокой	1	1
575	что каждый	1	1
576	определенные и	1	1
577	еще дальше	1	1
578	социального общения	4	1
579	в значительной	3	1
580	связанной с	1	1
581	с каким-нибудь	1	1
582	образом мы	1	1
583	котором они	1	1
584	препятствия и	1	1
585	том или	1	1
586	и всю	1	1
587	от них	1	1
588	вся эта	1	1
589	общих чертах	1	1
590	для той	1	1
591	во всей	2	1
592	и применяют	1	1
593	крайней мере	1	1
594	от этих	2	1
595	из одних	1	1
596	у всех	1	1
597	и следовательно	1	1
598	совсем в	1	1
599	и всякое	2	1
600	и следует	1	1
601	в современной	1	1
602	как из	1	1
603	один из	2	1
604	совсем не	2	1
605	к их	1	1
606	деле ведь	1	1
607	поэтому и	1	1
608	самые разнообразные	1	1
609	то эти	1	1
610	не происходит	2	1
611	по этому	2	1
612	в качестве	2	1
613	же и	2	1
614	для всех	1	1
615	с нею	2	1
616	уже не	7	1
617	уже в	2	1
618	вопроса о	2	1
619	только на	3	1
620	сделать и	1	1
621	на этих	1	1
622	этому вопросу	1	1
623	речь в	1	1
624	но совершенно	2	1
625	который как	1	1
626	для другой	1	1
627	центр тяжести	2	1
628	в порядок	1	1
629	и со	1	1
630	ее не	1	1
631	идет в	1	1
632	тем что	8	1
633	вследствие этой	1	1
634	к социальной	1	1
635	мы возьмем	1	1
636	в других	7	1
637	даже и	4	1
638	но из	1	1
639	тех элементов	1	1
640	именно как	4	1
641	ней и	1	1
642	и даже	4	1
643	и совершеннее	1	1
644	с другим	1	1
645	в высшей	4	1
646	здесь дело	1	1
647	тот который	1	1
648	а именно	2	1
649	к которому	1	1
650	как же	1	1
651	к его	2	1
652	в стремлении	1	1
653	точке зрения	2	1
654	естественно что	1	1
655	и пр	21	1
656	не создает	1	1
657	а на	1	1
658	а сам	1	1
659	до конца	2	1
660	а не	6	1
661	зависит от	1	1
662	в руках	1	1
663	и оно	1	1
664	а так	1	1
665	ведь с	1	1
666	на эту	1	1
667	ими из	1	1
668	в последующем	1	1
669	он и	3	1
670	все более	2	1
671	вступает в	1	1
672	должна была	2	1
673	элементов и	1	1
674	в историю	1	1
675	о возможности	3	1
676	а если	1	1
677	с лица	1	1
678	смысле этого	1	1
679	могут быть	6	1
680	сам не	1	1
681	других областях	1	1
682	эти вопросы	1	1
683	дело идет	4	1
684	художественное произведение	2	1
685	все остальные	2	1
686	направлено в	1	1
687	к исконным	1	1
688	понятий и	3	1
689	близкий к	1	1
690	всего в	2	1
691	в более	1	1
692	вопрос в	1	1
693	то ведь	1	1
694	не имея	1	1
695	на задний	1	1
696	а чем	1	1
697	ли они	1	1
698	своем пути	1	1
699	а все	2	1
700	являются ли	1	1
701	как эта	1	1
702	всего можно	1	1
703	лишь как	4	1
704	еще более	5	1
705	его тем	1	1
706	в большей	1	1
707	всю эту	1	1
708	или не	1	1
709	этих элементов	2	1
710	в целях	2	1
711	всюду где	1	1
712	это все	1	1
713	не говоря	1	1
714	сказать что	2	1
715	была бы	3	1
716	от всех	2	1
717	лишь тогда	1	1
718	такое представление	2	1
719	нет но	1	1
720	не способны	1	1
721	языка то	2	1
722	на своем	1	1
723	увидим что	1	1
724	ее в	2	1
725	в своих	1	1
726	отвлекается от	2	1
727	и эта	1	1
728	они вступают	1	1
