N	2gram	Bakhtin_Pr_1	VerxiiNi
211	что мы	1	2
212	же самое	2	2
213	о котором	2	2
214	только что	1	2
215	ни было	3	2
216	в свою	2	2
217	в процессе	1	2
218	к культуре	1	2
219	сказать что	4	2
220	к его	2	2
221	из этого	1	2
222	жизни и	1	2
223	все что	3	2
224	хуже всего	1	1
225	себя как	5	1
226	можно говорить	2	1
227	в сфере	1	1
228	к их	1	1
229	становится в	1	1
230	а между	1	1
231	смысле слова	2	1
232	самом деле	6	1
233	он может	2	1
234	своей основной	1	1
235	это и	1	1
236	мере в	1	1
237	который можно	1	1
238	и есть	2	1
239	в первом	1	1
240	все те	1	1
241	то самое	1	1
242	не безразлично	1	1
243	и могут	1	1
244	целому ряду	1	1
245	этом направлении	1	1
246	мы уже	1	1
247	их и	2	1
248	а как	3	1
249	мир не	1	1
250	что уже	1	1
251	нам в	1	1
252	бы и	1	1
253	существенно отличается	1	1
254	время как	1	1
255	совпадает с	2	1
256	не совсем	1	1
257	в ней	4	1
258	целого не	1	1
259	связи со	1	1
260	своем целом	1	1
261	на них	3	1
262	в чем	2	1
263	события в	1	1
264	правда этот	1	1
265	художественном творчестве	10	1
266	общих чертах	1	1
267	природы и	3	1
268	а следовательно	1	1
269	сказать и	3	1
270	должно занять	1	1
271	одном и	1	1
272	по отношению	21	1
273	вступают в	1	1
274	более как	1	1
275	что так	1	1
276	отличие от	5	1
277	разрыв и	1	1
278	себя в	2	1
279	связи и	3	1
280	человек может	1	1
281	которые могли	1	1
282	идет о	1	1
283	работа в	1	1
284	как в	4	1
285	как к	2	1
286	более и	1	1
287	могли бы	1	1
288	и продолжают	1	1
289	себе не	2	1
290	есть ли	1	1
291	в определенный	2	1
292	то в	1	1
293	к чему	2	1
294	не приходится	1	1
295	формы в	1	1
296	то время	1	1
297	в нашем	4	1
298	не более	2	1
299	имеет для	1	1
300	если он	1	1
301	вследствие этого	3	1
302	широком смысле	1	1
303	к искусству	1	1
304	но именно	1	1
305	в нашей	2	1
306	именно то	1	1
307	всех этих	1	1
308	его тела	2	1
309	он должен	2	1
310	к одному	1	1
311	душу и	1	1
312	в корне	2	1
313	и более	2	1
314	на этом	2	1
315	человека в	2	1
316	от нее	1	1
317	не следует	2	1
318	этом последнем	1	1
319	том же	2	1
320	в одну	1	1
321	и некоторой	1	1
322	бы быть	1	1
323	себя не	1	1
324	его в	9	1
325	входит в	8	1
326	это было	1	1
327	в музыке	5	1
328	было в	1	1
329	есть не	2	1
330	это не	5	1
331	и отдельные	1	1
332	было бы	8	1
333	на почве	3	1
334	не совпадает	2	1
335	в свой	1	1
336	ни в	11	1
337	обходятся без	1	1
338	нет в	1	1
339	о которых	2	1
340	она и	1	1
341	в слове	3	1
342	как и	7	1
343	которой не	1	1
344	ни с	2	1
345	чем в	2	1
346	исследований в	1	1
347	должно быть	5	1
348	ибо не	1	1
349	их он	1	1
350	в своей	7	1
351	в их	10	1
352	место в	8	1
353	все и	2	1
354	в отличие	5	1
355	искусства не	3	1
356	но эта	1	1
357	не могли	2	1
358	однако в	1	1
359	не должно	1	1
360	по себе	1	1
361	связей с	1	1
362	случае мы	2	1
363	этой области	2	1
364	они довольно	1	1
365	всех их	1	1
366	вообще невозможно	1	1
367	но они	4	1
368	случае эта	1	1
369	а иногда	2	1
370	что с	1	1
371	в познании	2	1
372	чтобы стать	4	1
373	иметь в	1	1
374	может только	1	1
375	следовательно и	1	1
376	ничего не	6	1
377	под этим	1	1
378	и весь	2	1
379	вследствие того	1	1
380	другой стороны	4	1
381	мире и	1	1
382	ничто не	1	1
383	не нужен	1	1
384	в сознании	1	1
385	мы подчеркиваем	1	1
386	только с	1	1
387	тела и	1	1
388	однако это	1	1
389	и несколько	1	1
390	у нас	2	1
391	которое в	1	1
392	могут быть	5	1
393	как только	3	1
394	должны быть	4	1
395	и относит	1	1
396	этого и	1	1
397	по возможности	1	1
398	не есть	6	1
399	слова с	2	1
400	в строгом	2	1
401	эти явления	1	1
402	в каждой	1	1
403	с ее	1	1
404	как не	1	1
405	свою очередь	1	1
406	здесь не	4	1
407	всего этого	1	1
408	но далеко	1	1
409	без всякого	1	1
410	в ее	4	1
411	данном случае	4	1
412	в себя	2	1
413	идет речь	1	1
414	как с	1	1
415	его мировоззрения	1	1
416	найти в	1	1
417	том как	2	1
418	с ним	5	1
419	культура есть	1	1
420	первом случае	1	1
421	и должно	3	1
422	и других	2	1
423	другими словами	2	1
424	настоящее время	1	1
425	его тело	1	1
426	до известной	1	1
427	и своей	1	1
428	и во	2	1
429	своему значению	1	1
430	и лишь	1	1
431	в которую	1	1
432	тем или	1	1
433	творчества в	3	1
434	во втором	1	1
435	эти два	1	1
436	что материальная	1	1
437	ними в	1	1
438	которые совершенно	1	1
439	во всей	1	1
440	язык в	2	1
441	них в	1	1
442	и следовательно	1	1
443	происходит в	1	1
444	что здесь	1	1
445	его уже	1	1
446	и прежде	5	1
447	обе эти	1	1
448	своими силами	1	1
449	с ними	4	1
450	этот вопрос	1	1
451	дело с	6	1
452	друг друга	1	1
453	как нечто	3	1
454	характер не	1	1
455	воплощения в	1	1
456	всех его	4	1
457	и ее	2	1
458	и его	16	1
459	чтобы найти	1	1
460	не можем	2	1
461	только на	1	1
462	языка как	2	1
463	нему или	1	1
464	и религиозной	1	1
465	в душе	1	1
466	но совершенно	2	1
467	который как	1	1
468	сами по	1	1
469	не для	1	1
470	с этими	1	1
471	бытия и	1	1
472	содержанием в	1	1
473	тем что	2	1
474	смысла и	1	1
475	которые как	1	1
476	чему не	1	1
477	не были	1	1
478	тот который	1	1
479	бытия в	3	1
480	личной жизни	1	1
481	такое же	1	1
482	души и	2	1
483	или о	1	1
484	и пр	2	1
485	притом не	1	1
486	довольно ярко	1	1
487	она является	1	1
488	сдвиг в	1	1
489	человеческой жизни	1	1
490	или действительно	1	1
491	одну из	1	1
492	о чем	1	1
493	на эту	1	1
494	именно не	1	1
495	с помощью	7	1
496	в момент	1	1
497	к лицу	1	1
498	всем что	1	1
499	без труда	1	1
500	в данном	4	1
501	и за	1	1
502	лицом к	1	1
503	в той	1	1
504	смысле этого	1	1
505	да и	3	1
506	отношения к	6	1
507	иногда даже	1	1
508	там где	6	1
509	человека и	1	1
510	и менее	1	1
511	затем в	1	1
512	ее нет	1	1
513	этого слова	1	1
514	традиций которые	1	1
515	на которой	1	1
516	но это	3	1
517	помнить что	3	1
518	но для	1	1
519	кроме того	3	1
520	о мире	1	1
521	эти ценности	1	1
522	не является	3	1
523	известной степени	4	1
524	живет и	1	1
525	не существует	1	1
526	работе по	1	1
527	его с	1	1
528	мира и	1	1
529	которой можно	1	1
530	это как	1	1
531	в настоящее	1	1
532	или иным	1	1
533	это уже	1	1
534	находит свое	2	1
535	бы в	1	1
536	важное значение	1	1
537	ибо в	2	1
538	ни к	2	1
539	но зато	2	1
540	мы ничего	1	1
541	все они	5	1
542	не носят	1	1
543	могли быть	1	1
544	с людьми	1	1
545	может и	4	1
546	о сущности	2	1
547	из общего	1	1
548	только как	6	1
549	совершенно не	7	1
550	жизни а	1	1
551	в свое	1	1
552	есть то	1	1
553	никаких указаний	1	1
554	к этой	1	1
555	для создания	1	1
556	в своих	2	1
557	с первого	1	1
558	значение в	1	1
559	они не	3	1
