N	2gram	Vygotskiy__2	TeoriaLi
249	действительности и	3	1
250	мышления но	2	1
251	общественных отношений	1	1
252	что даже	1	1
253	той же	2	1
254	же как	2	1
255	на первом	1	1
256	не во	1	1
257	вопрос о	5	1
258	из своих	1	1
259	единство и	1	1
260	от всего	1	1
261	но чтобы	1	1
262	и со	1	1
263	личности с	1	1
264	которое в	1	1
265	который может	1	1
266	что две	1	1
267	не от	1	1
268	и на	1	1
269	столь же	2	1
270	время в	1	1
271	бы то	1	1
272	и доказать	1	1
273	связи между	1	1
274	он состоит	1	1
275	коем случае	1	1
276	что способно	1	1
277	не входит	1	1
278	для обозначения	2	1
279	с совершенно	1	1
280	охарактеризовать как	1	1
281	значение для	4	1
282	оно является	1	1
283	или к	2	1
284	на то	6	1
285	еще один	2	1
286	отнюдь не	2	1
287	в истории	6	1
288	более чем	1	1
289	личность как	1	1
290	независимо от	4	1
291	данного типа	1	1
292	и где	1	1
293	сознания в	1	1
294	могли бы	4	1
295	целый ряд	2	1
296	как уже	2	1
297	здесь и	3	1
298	и свою	1	1
299	можно в	1	1
300	к чему	2	1
301	еще на	1	1
302	и идет	1	1
303	привести к	1	1
304	что это	6	1
305	оказывается как	1	1
306	он в	3	1
307	из этих	4	1
308	наличии у	1	1
309	что автор	1	1
310	в известном	2	1
311	раз в	2	1
312	с их	2	1
313	не приводит	1	1
314	отношение между	6	1
315	как основной	2	1
316	имеем в	1	1
317	на стадии	1	1
318	двух других	1	1
319	всей его	2	1
320	в наших	1	1
321	что она	3	1
322	время и	1	1
323	что представляет	1	1
324	в реальной	1	1
325	еще а	1	1
326	в понимании	1	1
327	по ту	2	1
328	свою собственную	2	1
329	в силу	2	1
330	по существу	5	1
331	том числе	3	1
332	подобно тому	2	1
333	когда на	1	1
334	говорит следующее	1	1
335	является не	1	1
336	основе его	1	1
337	именно это	1	1
338	по его	1	1
339	бы они	2	1
340	подход к	2	1
341	то ни	1	1
342	самого процесса	1	1
343	что все	4	1
344	свое имя	3	1
345	речь в	3	1
346	том случае	1	1
347	а по	1	1
348	его личности	1	1
349	и логические	1	1
350	было бы	10	1
351	полноте и	1	1
352	должен был	1	1
353	в речевом	1	1
354	речевой деятельности	1	1
355	основания для	1	1
356	в них	4	1
357	нет в	1	1
358	рядом с	1	1
359	на второй	1	1
360	как об	1	1
361	с тем	1	1
362	всю жизнь	1	1
363	не всегда	1	1
364	специфически человеческий	1	1
365	обратимся к	1	1
366	остается в	2	1
367	с я	1	1
368	являются наиболее	1	1
369	но если	2	1
370	связь со	1	1
371	таким же	3	1
372	в такой	2	1
373	в котором	2	1
374	от его	4	1
375	действительность в	1	1
376	ты здесь	1	1
377	но эта	3	1
378	для данного	2	1
379	друг другу	1	1
380	и более	2	1
381	том и	1	1
382	из виду	2	1
383	и наоборот	1	1
384	случае мы	1	1
385	и вся	1	1
386	она по	1	1
387	то с	1	1
388	таких случаях	1	1
389	возникает в	2	1
390	в таких	1	1
391	с которой	2	1
392	не имеет	4	1
393	дело в	1	1
394	одна из	1	1
395	к этим	1	1
396	ситуаций или	1	1
397	которого он	1	1
398	нельзя не	1	1
399	того и	1	1
400	только и	1	1
401	целое или	1	1
402	в самой	3	1
403	и речевой	1	1
404	стола и	1	1
405	от него	1	1
406	и теперь	2	1
407	связи с	9	1
408	из того	4	1
409	не по	1	1
410	и делает	1	1
411	не является	9	1
412	к изучению	1	1
413	в тени	1	1
414	у нас	1	1
415	о чем-то	1	1
416	в коем	1	1
417	в момент	1	1
418	разрыв между	1	1
419	не могут	2	1
420	и заключается	1	1
421	когда мы	1	1
422	с логической	3	1
423	предметов в	1	1
424	и развития	2	1
425	числе и	3	1
426	его с	2	1
427	всего что	1	1
428	указывает на	2	1
429	но два	1	1
430	слова с	1	1
431	оно не	1	1
432	на это	1	1
433	она не	1	1
434	должен быть	2	1
435	как мы	6	1
436	а затем	1	1
437	того чтобы	12	1
438	говорит и	1	1
439	на основе	7	1
440	общения между	1	1
441	языка и	3	1
442	в собственном	3	1
443	каждая вещь	1	1
444	по сути	1	1
445	чтобы быть	1	1
446	только то	1	1
447	всей своей	1	1
448	не возникает	2	1
449	значение в	3	1
450	с собой	3	1
451	переход к	1	1
452	можно было	5	1
453	окружающих его	1	1
454	проблем и	1	1
455	сознаний в	1	1
456	особенно в	1	1
457	с самим	1	1
458	живет в	2	1
459	в плоскости	1	1
460	структура его	1	1
461	на каждом	1	1
462	является в	1	1
463	в словах	1	1
464	для этого	3	1
465	с ним	3	1
466	мире в	1	1
467	не случайна	1	1
468	именно потому	1	1
469	мы рассматриваем	1	1
470	что речь	2	1
471	на вопрос	4	1
472	направленной на	1	1
473	определенным образом	1	1
474	картину в	2	1
475	одного из	1	1
476	после того	1	1
477	и который	1	1
478	может не	1	1
479	в сущности	9	1
480	вопросу о	1	1
481	другой своей	1	1
482	жизни он	2	1
483	но дело	1	1
484	эти два	1	1
485	ним и	1	1
486	ибо и	1	1
487	и только	3	1
488	в другой	2	1
489	отдельные слова	1	1
490	иной мере	1	1
491	о своих	2	1
492	полагая что	2	1
493	для установления	1	1
494	на которой	2	1
495	один из	1	1
496	но с	2	1
497	обе эти	1	1
498	в двух	1	1
499	ее к	1	1
500	тот же	7	1
501	например так	1	1
502	и является	1	1
503	между этими	1	1
504	который в	4	1
505	теперь в	2	1
506	а после	1	1
507	с которыми	1	1
508	так что	1	1
509	из которого	1	1
510	же и	1	1
511	для всех	4	1
512	это ни	1	1
513	если мы	6	1
514	только на	1	1
515	всем его	1	1
516	его развитие	1	1
517	думает только	1	1
518	мнению и	1	1
519	но самое	1	1
520	и обладает	1	1
521	не дает	2	1
522	или даже	1	1
523	из них	3	1
524	за ним	1	1
525	одно из	1	1
526	и их	5	1
527	никто не	1	1
528	ведь это	1	1
529	и мир	1	1
530	в одном	2	1
531	так как	4	1
532	тому же	1	1
533	к ним	1	1
534	ту сторону	2	1
535	случае не	2	1
536	не говорит	1	1
537	его мысли	4	1
538	для того	10	1
539	не оказывается	1	1
540	те два	2	1
541	точек зрения	1	1
542	на примере	1	1
543	и глубже	1	1
544	как у	2	1
545	связаны с	1	1
546	если говорить	1	1
547	с той	1	1
548	в уме	1	1
549	автор видит	1	1
550	и учеными	1	1
551	еще и	1	1
552	такое же	1	1
553	факторов в	1	1
554	на третьей	1	1
555	окружающей его	1	1
556	личность и	1	1
557	однако что	1	1
558	что для	3	1
559	с речью	2	1
560	его сложности	1	1
561	природе и	1	1
562	зрения или	1	1
563	отношения в	1	1
564	более того	1	1
565	зависит от	1	1
566	с которым	1	1
567	же точно	1	1
568	долгое время	1	1
569	является единственной	1	1
570	когда же	1	1
571	теоретической и	1	1
572	ближе к	1	1
573	то она	1	1
574	в связи	6	1
575	к возникновению	1	1
576	с помощью	5	1
577	нет никаких	2	1
578	свести к	2	1
579	сути дела	1	1
580	каждая из	2	1
581	к своему	1	1
582	другу и	1	1
583	социального поведения	1	1
584	одновременно с	1	1
585	тому как	2	1
586	да и	1	1
587	многих других	1	1
588	мыслится как	1	1
589	с этой	2	1
590	к понятию	1	1
591	свою культурную	1	1
592	как другая	1	1
593	можно предположить	1	1
594	от окружающих	1	1
595	известном смысле	1	1
596	необходимым условием	2	1
597	своей жизни	2	1
598	все это	4	1
599	о мире	3	1
600	к вопросу	2	1
601	мы по	1	1
602	при всем	1	1
603	для автора	1	1
604	и от	1	1
605	в результате	3	1
606	о котором	1	1
607	его природы	1	1
608	не позволяет	1	1
609	это может	1	1
610	в третьем	1	1
611	бы в	1	1
612	за него	1	1
613	стороны в	1	1
614	действительной жизни	1	1
615	я внутри	1	1
616	с другими	3	1
617	ту форму	1	1
618	ни было	1	1
619	им с	1	1
620	мы видим	4	1
621	не есть	1	1
622	вступает в	1	1
623	с ней	2	1
624	и каждая	1	1
625	из этого	1	1
626	группирующихся вокруг	1	1
627	что такое	1	1
628	открывает что	3	1
629	включает в	1	1
630	и б	1	1
631	ее в	2	1
632	видим в	2	1
633	случае если	1	1
634	в своих	1	1
635	по поводу	4	1
636	точно так	1	1
637	все что	5	1
638	этой точки	1	1
