N	2gram	Losev_Prob_2	Problema
122	и только	4	4
123	что не	5	4
124	только по	2	4
125	и потому	1	4
126	в более	1	4
127	лишь как	1	4
128	хотя бы	12	4
129	сказать что	24	4
130	другой стороны	5	4
131	ли мы	2	3
132	также и	12	3
133	едва ли	9	3
134	которую мы	1	3
135	говорить о	10	3
136	на них	1	3
137	бы то	2	3
138	мы будем	1	3
139	нет и	3	3
140	кроме того	5	3
141	и к	3	3
142	не будем	4	3
143	в целом	3	3
144	работ по	2	3
145	он не	2	3
146	то ни	3	3
147	с другими	5	3
148	и тем	4	3
149	в слове	3	3
150	несмотря на	3	3
151	том что	19	3
152	тем не	12	3
153	дело только	1	3
154	на него	2	3
155	или как	2	3
156	языка в	3	3
157	акустики и	1	3
158	как только	3	3
159	и это	5	3
160	хотя и	3	3
161	и от	3	3
162	в дальнейшем	1	3
163	ясно что	8	3
164	мы в	3	3
165	совершенно невозможно	1	3
166	если бы	4	3
167	на почве	1	3
168	этом смысле	5	3
169	но с	1	3
170	одной из	1	3
171	как нечто	2	3
172	с одной	5	3
173	вопроса о	1	3
174	в известной	1	3
175	как такового	2	3
176	и даже	11	3
177	оно не	3	3
178	себя и	1	3
179	одной стороны	5	3
180	только его	3	3
181	в область	4	3
182	и на	5	3
183	в тех	2	3
184	здесь совершенно	1	3
185	да и	10	3
186	слова и	4	3
187	но это	6	3
188	все это	4	3
189	не является	7	3
190	и все	5	3
191	ни было	1	3
192	не знает	3	3
193	в таком	11	3
194	все что	3	3
195	они не	1	3
196	смысле слова	7	2
197	можно говорить	3	2
198	научное значение	1	2
199	относится и	1	2
200	он может	1	2
201	и должны	3	2
202	для науки	1	2
203	и есть	4	2
204	их и	1	2
205	есть не	6	2
206	и значение	4	2
207	мы имеем	1	2
208	не во	3	2
209	единство и	1	2
210	совпадает с	2	2
211	не вполне	4	2
212	это отношение	3	2
213	я не	1	2
214	первый план	3	2
215	столь же	1	2
216	с его	1	2
217	получает от	1	2
218	но как	6	2
219	а только	6	2
220	смысле мы	1	2
221	не все	4	2
222	в едином	1	2
223	или иное	2	2
224	в истории	3	2
225	дает нам	1	2
226	что это	1	2
227	бы не	3	2
228	ни одна	1	2
229	нами в	2	2
230	и те	1	2
231	на то	6	2
232	не имеют	1	2
233	не следует	1	2
234	в корне	2	2
235	на этом	1	2
236	всех своих	1	2
237	предмета подлежащего	1	2
238	в каждом	1	2
239	здесь мы	3	2
240	как отношение	1	2
241	входя в	1	2
242	лишь в	3	2
243	не совпадает	2	2
244	о которых	3	2
245	место и	1	2
246	форму я	1	2
247	как таковой	4	2
248	на первый	4	2
249	и при	2	2
250	или точнее	3	2
251	но которые	1	2
252	все и	1	2
253	и более	5	2
254	войти в	2	2
255	не могли	1	2
256	и вообще	16	2
257	раз и	5	2
258	этой области	3	2
259	в таких	3	2
260	что эта	1	2
261	она не	3	2
262	в познании	1	2
263	одна из	3	2
264	и именно	1	2
265	и отдельных	1	2
266	того чтобы	2	2
267	чем не	1	2
268	слово и	2	2
269	связи с	5	2
270	этом отношении	1	2
271	можем говорить	1	2
272	у нас	18	2
273	представляется нам	1	2
274	не могут	4	2
275	есть только	8	2
276	отличается от	2	2
277	же самое	6	2
278	анализа и	3	2
279	что оно	2	2
280	слова с	1	2
281	для того	3	2
282	в работах	1	2
283	что все	6	2
284	самим собою	1	2
285	только при	2	2
286	особенно в	1	2
287	и которые	2	2
288	с самим	3	2
289	здесь нет	1	2
290	том как	1	2
291	психический процесс	1	2
292	поэтому в	1	2
293	указанной нами	1	2
294	и здесь	4	2
295	в другом	1	2
296	другими словами	6	2
297	и что	13	2
298	логику и	1	2
299	в значительной	3	2
300	и во	1	2
301	творчестве и	1	2
302	этот момент	1	2
303	язык в	1	2
304	в него	2	2
305	в каких	1	2
306	того что	12	2
307	предмета и	3	2
308	конечно можно	1	2
309	что он	4	2
310	в какой	1	2
311	и ее	2	2
312	не можем	4	2
313	в нашей	3	2
314	языка как	2	2
315	в виде	6	2
316	ни с	2	2
317	таком положении	1	2
318	что и	2	2
319	вовсе не	37	2
320	содержание и	1	2
321	и искусства	1	2
322	случае не	4	2
323	то или	3	2
324	тем что	4	2
325	без всякой	5	2
326	чем в	1	2
327	или иной	5	2
328	понять значение	1	2
329	за последние	1	2
330	здесь в	1	2
331	форме и	1	2
332	не было	3	2
333	но можно	2	2
334	в связи	5	2
335	в частности	5	2
336	как это	1	2
337	все моменты	1	2
338	из которых	2	2
339	к своему	1	2
340	этих работ	1	2
341	какой мере	1	2
342	для понимания	1	2
343	можно сказать	6	2
344	того или	7	2
345	это касается	1	2
346	понимать только	1	2
347	или в	2	2
348	узком смысле	1	2
349	о котором	3	2
350	той или	5	2
351	мы должны	3	2
352	но зато	2	2
353	в этих	4	2
354	от ее	2	2
355	слово в	2	2
356	была бы	1	2
357	к его	1	2
358	или иного	5	2
359	в своих	3	2
360	по поводу	2	2
361	и эта	1	2
362	к этому	1	2
363	бы все	1	1
364	то на	2	1
365	лежат в	1	1
366	в сфере	1	1
367	для построения	1	1
368	принципиально нет	1	1
369	дело обстоит	1	1
370	стали бы	1	1
371	о с	2	1
372	это и	3	1
373	мере в	2	1
374	чего не	1	1
375	от самого	2	1
376	в чисто	1	1
377	к другому	1	1
378	случае оно	1	1
379	все те	1	1
380	от которых	1	1
381	это дало	1	1
382	иметь место	1	1
383	обойтись без	3	1
384	предмета в	2	1
385	и ничего	2	1
386	мир не	1	1
387	бы что	2	1
388	вопрос о	3	1
389	язык как	3	1
390	и язык	1	1
391	нам в	2	1
392	время как	1	1
393	что иное	3	1
394	этом условии	1	1
395	на себя	1	1
396	весьма легко	1	1
397	с ее	1	1
398	свой предмет	1	1
399	и самого	4	1
400	которую можно	1	1
401	условии мы	1	1
402	иное как	3	1
403	время в	1	1
404	но далеко	1	1
405	ли кто-нибудь	2	1
406	по своему	5	1
407	а следовательно	1	1
408	как активного	1	1
409	различия между	1	1
410	что никаких	1	1
411	слова как	3	1
412	то он	1	1
413	значение и	8	1
414	мы же	2	1
415	оно тоже	1	1
416	в общем	4	1
417	для всякой	1	1
418	себе и	2	1
419	нам право	1	1
420	которые не	2	1
421	который им	1	1
422	стороны и	4	1
423	более и	1	1
424	им в	1	1
425	могли бы	3	1
426	как уже	1	1
427	было только	1	1
428	это определение	1	1
429	как таковое	1	1
430	есть ли	1	1
431	говорится в	1	1
432	другом случае	1	1
433	вещи но	1	1
434	то в	1	1
435	от чего	2	1
436	не приходится	1	1
437	бы и	7	1
438	в литературном	1	1
439	формализма и	1	1
440	формы в	1	1
441	то время	1	1
442	которые в	2	1
443	самым и	1	1
444	в этой	9	1
445	человек то	1	1
446	такое значение	1	1
447	вносит в	1	1
448	есть попросту	1	1
449	бы только	1	1
450	только один	3	1
451	но ведь	3	1
452	имеет для	1	1
453	если он	1	1
454	в наших	1	1
455	не могла	1	1
456	а вовсе	1	1
457	она все	1	1
458	и если	3	1
459	к выводу	1	1
460	сомнений и	1	1
461	в первых	1	1
462	т д	6	1
463	всех этих	4	1
464	эта последняя	2	1
465	в понимании	2	1
466	не связан	1	1
467	есть та	1	1
468	в узком	1	1
469	значения но	1	1
470	необходимо для	2	1
471	свое время	1	1
472	можно даже	1	1
473	есть понятие	1	1
474	его от	2	1
475	подобно тому	2	1
476	так например	1	1
477	в нее	2	1
478	всех отношениях	1	1
479	от нее	1	1
480	что является	1	1
481	подход к	1	1
482	могла бы	1	1
483	термин форма	1	1
484	они должны	1	1
485	значение в	4	1
486	мы уже	3	1
487	бы быть	1	1
488	нашем случае	1	1
489	это было	2	1
490	как просто	1	1
491	и мы	2	1
492	мы вообще	1	1
493	слово ни	1	1
494	ведь в	1	1
495	отражение в	1	1
496	к теории	1	1
497	не чем	1	1
498	понятий в	2	1
499	для них	3	1
500	он является	2	1
501	она и	2	1
502	все равно	3	1
503	ли может	1	1
504	с тем	3	1
505	и уже	1	1
506	от языка	1	1
507	и телесный	1	1
508	потому и	1	1
509	научных дисциплин	1	1
510	был бы	6	1
511	но я	1	1
512	точное определение	1	1
513	отношениями между	1	1
514	о той	1	1
515	оказался бы	1	1
516	к предмету	3	1
517	в которых	1	1
518	мысли и	2	1
519	бы мы	2	1
520	действительность в	1	1
521	мышления который	1	1
522	является только	3	1
523	может обойтись	1	1
524	совершенно новое	1	1
525	иным как	1	1
526	есть именно	5	1
527	так называемое	1	1
528	не должно	1	1
529	или если	1	1
530	по себе	8	1
531	не нуждающиеся	1	1
532	же мы	2	1
533	тому что	3	1
534	что есть	1	1
535	можно ли	6	1
536	не раз	1	1
537	как можно	1	1
538	человека но	2	1
539	что с	2	1
540	иной раз	3	1
541	но для	1	1
542	как о	3	1
543	если угодно	2	1
544	мышления и	2	1
545	правда в	2	1
546	что их	2	1
547	и два	1	1
548	иметь в	1	1
549	та или	2	1
550	следовательно и	1	1
551	области где	1	1
552	что язык	1	1
553	и всегда	1	1
554	и без	5	1
555	под этим	5	1
556	находятся в	1	1
557	акустики или	1	1
558	этих двух	1	1
559	или иная	2	1
560	тоже только	1	1
561	и независимо	2	1
562	во всей	1	1
563	не ставит	1	1
564	и является	3	1
565	отношение и	2	1
566	этого предмета	2	1
567	не столь	2	1
568	уже и	3	1
569	ли это	2	1
570	однако это	2	1
571	и со	1	1
572	но фактически	1	1
573	его отличии	1	1
574	действительности то	1	1
575	именно то	1	1
576	и теоретического	1	1
577	в момент	1	1
578	уже о	4	1
579	является той	1	1
580	отношений это	2	1
581	самостоятельности и	1	1
582	мы все	3	1
583	для мышления	1	1
584	основаны на	1	1
585	по возможности	1	1
586	это содержание	2	1
587	даже и	18	1
588	то действительно	1	1
589	некоторой степени	1	1
590	как не	1	1
591	на нем	2	1
592	говоря уже	4	1
593	мы конечно	2	1
594	всего этого	1	1
595	без всякого	4	1
596	истории философии	1	1
597	в в	2	1
598	ни стало	1	1
599	языка и	5	1
600	характер и	1	1
601	если в	1	1
602	каждый раз	3	1
603	какое же	1	1
604	терминология не	1	1
605	или для	1	1
606	не возникает	1	1
607	идет речь	2	1
608	однако эта	1	1
609	предмета то	2	1
610	выражения и	1	1
611	на том	3	1
612	что у	1	1
613	на нее	1	1
614	осуществляется в	1	1
615	как говорится	1	1
616	в одном	1	1
617	известной мере	1	1
618	это только	3	1
619	имеется в	3	1
620	в которое	1	1
621	которое оно	1	1
622	формы то	1	1
623	личности или	1	1
624	что под	2	1
625	собою но	1	1
626	к языку	1	1
627	языком или	2	1
628	это возможно	2	1
629	выводу что	1	1
630	смысле и	1	1
631	образом в	1	1
632	без которой	2	1
633	мы это	2	1
634	ли она	1	1
635	настоящее время	16	1
636	это впервые	1	1
637	на что	1	1
638	для нас	9	1
639	а также	2	1
640	тела не	1	1
641	мы понимаем	1	1
642	и своей	1	1
643	тем или	1	1
644	которого оно	2	1
645	его так	1	1
646	тех предметов	1	1
647	говорить об	3	1
648	в глазах	1	1
649	вообще и	2	1
650	что бы	1	1
651	и следовательно	4	1
652	есть вне	1	1
653	несколько иначе	1	1
654	что здесь	1	1
655	в лингвистике	1	1
656	необходимое для	1	1
657	быть и	2	1
658	установок и	1	1
659	к которой	1	1
660	этот вопрос	1	1
661	понятием так	1	1
662	к их	1	1
663	и действительно	2	1
664	не имеющих	2	1
665	между этими	2	1
666	в целое	1	1
667	здесь с	1	1
668	форме но	2	1
669	нас здесь	1	1
670	есть ни	3	1
671	человека с	1	1
672	мы придаем	1	1
673	и теперь	1	1
674	для всех	2	1
675	есть в	4	1
676	со своим	1	1
677	уже не	8	1
678	только на	9	1
679	об его	2	1
680	и чисто	1	1
681	или даже	3	1
682	потому в	1	1
683	который как	1	1
684	целом и	1	1
685	сами по	2	1
686	не для	1	1
687	с этими	2	1
688	было этого	2	1
689	к ним	1	1
690	не о	6	1
691	друг друга	1	1
692	если оно	3	1
693	или это	1	1
694	но что	1	1
695	только с	2	1
696	предложения периода	1	1
697	на некоторые	2	1
698	не просто	11	1
699	отсутствует и	2	1
700	гораздо сложнее	1	1
701	значение только	2	1
702	есть история	1	1
703	именно как	4	1
704	с другим	1	1
705	до сих	4	1
706	ли он	3	1
707	или иначе	6	1
708	нас в	3	1
709	именно в	1	1
710	сказать несколько	1	1
711	значения или	4	1
712	только начинает	1	1
713	и необходимой	1	1
714	оно является	2	1
715	мы еще	3	1
716	нашего исследования	3	1
717	которое именно	1	1
718	человеческого мышления	1	1
719	могут иметь	1	1
720	или о	2	1
721	предмет и	1	1
722	утверждения которые	1	1
723	самом же	1	1
724	смысла и	2	1
725	а на	1	1
726	или другими	1	1
727	а наоборот	1	1
728	она является	1	1
729	во что	1	1
730	до конца	1	1
731	все время	1	1
732	о чем	6	1
733	слова слово	1	1
734	на эту	2	1
735	быть определен	1	1
736	что мы	14	1
737	мы просто	1	1
738	язык для	1	1
739	входить в	2	1
740	но оно	1	1
741	есть перестает	1	1
742	художественное значение	1	1
743	вместе с	2	1
744	так же	5	1
745	и особенно	2	1
746	смысла не	1	1
747	мы говорим	4	1
748	его содержание	1	1
749	в первичном	1	1
750	но этот	1	1
751	направление в	1	1
752	ни от	2	1
753	есть они	1	1
754	она есть	1	1
755	образом и	1	1
756	в той	2	1
757	совсем другой	1	1
758	тому как	3	1
759	же их	1	1
760	совершенно разных	1	1
761	философия с	1	1
762	в тот	1	1
763	и менее	1	1
764	мы сказали	1	1
765	есть и	1	1
766	или хотя	2	1
767	и формы	1	1
768	эти два	1	1
769	есть то	5	1
770	сих пор	4	1
771	словом в	1	1
772	эмоции и	1	1
773	которое было	1	1
774	какая-то нейтральная	1	1
775	здесь есть	1	1
776	в смысле	1	1
777	себе все	1	1
778	сам же	1	1
779	в следующей	1	1
780	моментов для	1	1
781	как художественная	1	1
782	не существует	6	1
783	формой но	2	1
784	к тому	3	1
785	совсем другим	1	1
786	в результате	4	1
787	мира и	1	1
788	на большую	1	1
789	которая в	1	1
790	в настоящее	16	1
791	звук в	1	1
792	это может	1	1
793	бы в	3	1
794	еще более	2	1
795	и смысл	1	1
796	вообще в	1	1
797	ведь есть	1	1
798	с понятием	2	1
799	звук который	1	1
800	мы ничего	1	1
801	же деле	1	1
802	разных сторон	2	1
803	но всегда	1	1
804	как человек	1	1
805	таковое в	1	1
806	процессы в	1	1
807	значения в	1	1
808	но эта	3	1
809	но если	4	1
810	не говоря	4	1
811	слова правда	1	1
812	большое значение	1	1
813	области смысла	2	1
814	не что	3	1
815	чем иным	1	1
816	из этого	2	1
817	в свое	1	1
818	но именно	4	1
819	физиологических и	1	1
820	в действительности	2	1
821	действия или	1	1
822	но будучи	1	1
823	к этой	1	1
824	разрушило бы	1	1
825	как слово	1	1
826	с первого	1	1
827	это в	2	1
828	слова это	2	1
