N	2gram	Potebnia_M_4	Narrotol
385	на первый	1	1
386	есть в	5	1
387	и счастья	1	1
388	человек и	1	1
389	в следующем	1	1
390	в такой	1	1
391	и без	2	1
392	всяком случае	3	1
393	одним и	1	1
394	было ее	1	1
395	не от	3	1
396	в которых	3	1
397	мысли и	7	1
398	от себя	1	1
399	действительно так	1	1
400	признать что	2	1
401	об отсутствии	1	1
402	есть его	1	1
403	к новой	1	1
404	их в	3	1
405	и относительно	2	1
406	для нее	1	1
407	всего его	1	1
408	связи с	3	1
409	жизни то	1	1
410	что есть	3	1
411	в отношении	1	1
412	слова до	1	1
413	но они	1	1
414	с которой	1	1
415	она не	2	1
416	человечества и	1	1
417	дело не	2	1
418	на котором	4	1
419	и притом	2	1
420	внешнее по	1	1
421	иметь в	2	1
422	что иное	2	1
423	вытекает из	1	1
424	виде в	2	1
425	того и	1	1
426	не другое	1	1
427	отнестись к	1	1
428	находятся в	1	1
429	а до	1	1
430	такова что	1	1
431	с нами	1	1
432	глядя на	2	1
433	слове и	1	1
434	правда мы	1	1
435	не по	1	1
436	эти три	1	1
437	для другого	1	1
438	только с	1	1
439	как будто	1	1
440	в каком	4	1
441	взгляду который	1	1
442	от ее	2	1
443	настоящего времени	2	1
444	от их	1	1
445	например что	2	1
446	в живой	1	1
447	если у	1	1
448	что можно	1	1
449	не могут	2	1
450	есть только	5	1
451	истории не	1	1
452	и вполне	2	1
453	говорящего и	2	1
454	же самое	4	1
455	уже было	2	1
456	возможна только	1	1
457	мысли о	2	1
458	встречаются и	1	1
459	если же	4	1
460	как мы	2	1
461	тем и	6	1
462	что человек	3	1
463	и о	4	1
464	то она	1	1
465	что все	4	1
466	в виду	3	1
467	меня в	1	1
468	и сами	2	1
469	причина этого	1	1
470	не природа	1	1
471	языка и	3	1
472	эти свойства	1	1
473	то время	1	1
474	человеческой мысли	2	1
475	слово есть	5	1
476	на нее	3	1
477	не с	2	1
478	ясно что	1	1
479	было в	3	1
480	что никогда	1	1
481	есть время	1	1
482	когда его	1	1
483	к первому	2	1
484	это только	1	1
485	не имели	2	1
486	благодаря этому	1	1
487	всегда имеет	1	1
488	тому и	1	1
489	в самой	2	1
490	следует иметь	1	1
491	другими словами	8	1
492	что перед	1	1
493	таким же	5	1
494	на что	1	1
495	теперь и	1	1
496	может не	1	1
497	и по-видимому	1	1
498	более высокой	1	1
499	времени в	1	1
500	это было	2	1
501	как теперь	2	1
502	о действии	1	1
503	к нему	5	1
504	и откуда	1	1
505	которого не	1	1
506	в толпе	1	1
507	с одним	1	1
508	со второй	1	1
509	и во	1	1
510	но несомненно	1	1
511	а потому	1	1
512	это нужно	1	1
513	который и	1	1
514	я вижу	2	1
515	без которого	2	1
516	чем и	1	1
517	в другой	2	1
518	них в	1	1
519	о единстве	2	1
520	догадаться что	1	1
521	сложное и	2	1
522	следовало бы	1	1
523	который бы	2	1
524	происходит в	2	1
525	быть и	2	1
526	с той	1	1
527	эту минуту	1	1
528	но с	1	1
529	оно и	1	1
530	в двух	2	1
531	что только	2	1
532	большею частью	2	1
533	к различным	1	1
534	связь и	2	1
535	время когда	2	1
536	среди других	1	1
537	одной из	1	1
538	простым и	1	1
539	этот вопрос	3	1
540	как нечто	1	1
541	и так	3	1
542	по мнению	1	1
543	именно на	2	1
544	так что	5	1
545	того же	1	1
546	не можем	5	1
547	в большинстве	2	1
548	действие может	1	1
549	в нашей	1	1
550	которым не	1	1
551	в ряд	2	1
552	большинстве случаев	2	1
553	по выражению	1	1
554	этом в	2	1
555	не будут	1	1
556	и их	3	1
557	в одном	4	1
558	никто не	2	1
559	себе лишь	1	1
560	но что	2	1
561	к человеку	1	1
562	которые могут	1	1
563	заметить что	6	1
564	не говорит	1	1
565	тем что	10	1
566	тогда в	1	1
567	есть выражение	1	1
568	каждого слова	1	1
569	образом что	2	1
570	бы это	1	1
571	для того	6	1
572	жизнь слова	1	1
573	нужно было	1	1
574	другого в	1	1
575	даже не	2	1
576	в данный	1	1
577	до сих	4	1
578	а мы	3	1
579	а именно	4	1
580	мысли с	1	1
581	и быть	2	1
582	как же	4	1
583	другого что	1	1
584	неразрывном единстве	1	1
585	но о	1	1
586	что не	6	1
587	есть мера	1	1
588	от тех	1	1
589	ей не	1	1
590	на этот	2	1
591	у человека	1	1
592	человеческой жизни	1	1
593	с которым	2	1
594	его как	1	1
595	для исследования	1	1
596	существует в	1	1
597	и с	4	1
598	на эту	1	1
599	что мы	10	1
600	их самих	1	1
601	в речи	3	1
602	может иметь	2	1
603	внимания к	1	1
604	с какою	1	1
605	нашем внутреннем	1	1
606	вместе с	6	1
607	и потому	10	1
608	же с	2	1
609	например когда	1	1
610	у гомера	1	1
611	в человеке	1	1
612	xix века	1	1
613	в столь	1	1
614	предположить что	4	1
615	он говорит	1	1
616	всего предшествующего	1	1
617	более сложного	1	1
618	это так	1	1
619	и причина	1	1
620	что же	5	1
621	того не	1	1
622	внимания на	1	1
623	в первой	1	1
624	него есть	1	1
625	многих других	1	1
626	том смысле	2	1
627	от мнения	1	1
628	и восприятие	1	1
629	этот не	1	1
630	слова и	5	1
631	сих пор	4	1
632	все это	5	1
633	мире а	1	1
634	одного лица	1	1
635	только а	1	1
636	слова но	1	1
637	обнаруживаются только	1	1
638	образом достигает	1	1
639	в связи	1	1
640	природе как	2	1
641	не существует	2	1
642	не подлежит	1	1
643	или в	1	1
644	и среди	1	1
645	том виде	1	1
646	сознания и	1	1
647	а все	1	1
648	к одной	1	1
649	в этих	3	1
650	еще более	2	1
651	на других	1	1
652	и смысл	1	1
653	к внешнему	1	1
654	мы должны	2	1
655	все содержание	2	1
656	или не	1	1
657	хотя в	2	1
658	требует чтобы	2	1
659	которая на	1	1
660	первый раз	1	1
661	не знает	1	1
662	почему он	1	1
663	в последнем	1	1
664	по которой	1	1
665	не что	2	1
666	что при	1	1
667	из этого	2	1
668	имеет в	2	1
669	в действительности	3	1
670	себе но	1	1
671	к другим	2	1
672	ее в	1	1
673	во всяком	5	1
674	как пламя	1	1
