N	2gram	Vinokur_Ku_2	formyVre
264	ту же	6	2
265	по сравнению	2	2
266	и вообще	2	2
267	или иной	1	2
268	часто и	1	2
269	а также	3	2
270	в значительной	1	2
271	на основе	1	2
272	там где	5	2
273	того что	3	2
274	быть и	1	2
275	всякого рода	2	2
276	есть в	3	2
277	уже в	3	2
278	если мы	4	2
279	речи в	6	2
280	его и	1	2
281	мы находим	1	2
282	не для	1	2
283	отношение к	1	2
284	к ним	1	2
285	отличие от	2	2
286	тем что	3	2
287	сколько угодно	1	2
288	и даже	2	2
289	с другой	8	2
290	я был	1	2
291	далеко не	1	2
292	и прежде	1	2
293	еще и	2	2
294	одних и	1	2
295	соответствии с	2	2
296	в соответствии	3	2
297	процесс в	1	2
298	одной стороны	1	2
299	жизнь в	1	2
300	что мы	6	2
301	с помощью	7	2
302	но оно	2	2
303	прямо сказать	1	2
304	в данном	4	2
305	сравнению с	1	2
306	к настоящему	1	2
307	на минуту	1	2
308	в это	1	2
309	слова и	5	2
310	но для	3	2
311	одна из	1	2
312	уже на	1	2
313	где и	1	2
314	для нас	4	2
315	лишь как	1	2
316	у них	1	2
317	мы должны	2	2
318	хотя бы	9	2
319	или не	1	2
320	была бы	4	2
321	совершенно не	3	2
322	в свою	2	2
323	этой проблемы	1	2
324	в которой	1	2
325	всем и	1	1
326	беседу с	1	1
327	он может	1	1
328	идет о	1	1
329	и есть	2	1
330	которое мы	1	1
331	тем же	2	1
332	п все	1	1
333	объясняется и	1	1
334	в зависимости	4	1
335	по его	1	1
336	из всех	1	1
337	мы имеем	5	1
338	бы в	1	1
339	на такие	2	1
340	бы например	2	1
341	нам в	1	1
342	бы и	4	1
343	получают значение	1	1
344	разрешения этой	1	1
345	само слово	1	1
346	как во	1	1
347	на себе	4	1
348	я не	5	1
349	что можно	3	1
350	зависимости от	5	1
351	и он	1	1
352	он был	1	1
353	самом деле	9	1
354	данном случае	2	1
355	что этого	1	1
356	то он	1	1
357	они имеют	2	1
358	но как	1	1
359	явлений и	1	1
360	в противоречии	1	1
361	свою жизнь	1	1
362	есть по	1	1
363	и чужой	1	1
364	совершенно ясно	1	1
365	и я	1	1
366	независимо от	1	1
367	данный момент	3	1
368	значение его	1	1
369	в нужном	1	1
370	более и	1	1
371	что касается	2	1
372	однако не	4	1
373	перед нами	4	1
374	могли бы	2	1
375	нами в	1	1
376	по пути	1	1
377	форм которые	1	1
378	это просто	2	1
379	себе не	2	1
380	не приходится	1	1
381	что это	7	1
382	это заменяется	1	1
383	по которым	1	1
384	из этих	1	1
385	которые в	1	1
386	но без	1	1
387	в этой	6	1
388	вообще а	2	1
389	вне этой	1	1
390	на то	4	1
391	по ложному	1	1
392	не могла	1	1
393	не следует	5	1
394	связанные с	2	1
395	сказать в	1	1
396	которая является	1	1
397	функции и	1	1
398	в корне	2	1
399	лишь с	2	1
400	значительной степени	1	1
401	здесь мы	2	1
402	могла бы	2	1
403	главным образом	3	1
404	в совершенно	1	1
405	встречаем например	1	1
406	есть одна	1	1
407	на протяжении	1	1
408	и основные	1	1
409	например с	1	1
410	самый характер	1	1
411	о которых	3	1
412	п но	2	1
413	должно быть	4	1
414	и некоторые	1	1
415	себе все	1	1
416	роль играют	1	1
417	что значит	2	1
418	этом случае	2	1
419	и при	1	1
420	выступает на	1	1
421	таким же	2	1
422	особенности же	2	1
423	не становится	1	1
424	всяком случае	5	1
425	что дело	1	1
426	на месте	1	1
427	в положительном	1	1
428	в первый	3	1
429	далее в	1	1
430	своего рода	4	1
431	значение для	1	1
432	значит в	1	1
433	и более	2	1
434	вещей и	1	1
435	с такими	1	1
436	не должно	2	1
437	что этот	1	1
438	для нее	1	1
439	формы как	1	1
440	так называемого	1	1
441	из которых	3	1
442	случае в	1	1
443	в таких	3	1
444	она не	2	1
445	виду что	1	1
446	но связь	1	1
447	то специфическое	1	1
448	дело не	2	1
449	и вместо	1	1
450	например что	2	1
451	составные элементы	2	1
452	из ряда	1	1
453	покончить с	1	1
454	уже первые	1	1
455	находится в	1	1
456	следовательно и	2	1
457	в русском	10	1
458	на те	1	1
459	это слово	4	1
460	классической эпохи	1	1
461	не нужен	1	1
462	у нас	12	1
463	такие же	1	1
464	он лишен	2	1
465	и такие	1	1
466	как только	1	1
467	отличается от	3	1
468	должны быть	2	1
469	всего в	3	1
470	одну весьма	1	1
471	что оно	3	1
472	свое значение	1	1
473	в каждом	1	1
474	день и	1	1
475	бы дело	1	1
476	поставить вопрос	2	1
477	приходит к	1	1
478	ни даже	1	1
479	свою очередь	2	1
480	это само	1	1
481	уже с	1	1
482	в себя	1	1
483	так в	3	1
484	приводит к	5	1
485	на том	2	1
486	уже за	2	1
487	в другом	2	1
488	и которые	1	1
489	есть какие-то	1	1
490	эта игра	1	1
491	одном и	1	1
492	которая была	1	1
493	раз не	1	1
494	в эпоху	1	1
495	образом в	2	1
496	но здесь	2	1
497	тем чем	1	1
498	здесь то	2	1
499	отчасти уже	1	1
500	и здесь	5	1
501	не был	1	1
502	и возможно	1	1
503	тех кто	1	1
504	то они	1	1
505	о том	1	1
506	внимание на	1	1
507	иное значение	1	1
508	к простому	1	1
509	этой почве	3	1
510	например такие	1	1
511	форма как	1	1
512	в данных	1	1
513	от них	1	1
514	сюда же	2	1
515	и только	1	1
516	а следовательно	2	1
517	их удельный	1	1
518	и смысл	1	1
519	оттенки в	1	1
520	может иметь	1	1
521	в него	1	1
522	которой и	1	1
523	и дело	1	1
524	тот же	5	1
525	что он	5	1
526	что даже	1	1
527	должен быть	5	1
528	очень много	1	1
529	удивительные вещи	1	1
530	их не	2	1
531	два типа	1	1
532	определение в	1	1
533	нас здесь	1	1
534	чаще всего	1	1
535	так что	1	1
536	также строится	1	1
537	указать на	1	1
538	переходит в	1	1
539	в большинстве	1	1
540	ни одного	1	1
541	том самом	1	1
542	этого понятия	1	1
543	чем обычно	1	1
544	или даже	1	1
545	уже внутри	1	1
546	но нет	1	1
547	ведь это	1	1
548	было создано	1	1
549	могло бы	1	1
550	сами по	1	1
551	мы можем	1	1
552	противоречии с	1	1
553	но уже	2	1
554	на некоторые	1	1
555	на деле	1	1
556	уже совершенно	1	1
557	связан с	1	1
558	в данный	1	1
559	говорим о	2	1
560	себе они	2	1
561	и несравненно	1	1
562	в каких	1	1
563	здесь эта	1	1
564	сама по	1	1
565	то и	3	1
566	писатель как	1	1
567	а на	2	1
568	время совершенно	1	1
569	которых мы	2	1
570	и составляет	1	1
571	самое слово	1	1
572	не на	2	1
573	и раскрыть	1	1
574	с которым	1	1
575	и первый	1	1
576	не будь	1	1
577	и том	1	1
578	чтобы покончить	1	1
579	но есть	2	1
580	становится ясным	1	1
581	если не	1	1
582	для этой	2	1
583	есть одно	1	1
584	между собою	1	1
585	все более	1	1
586	не способна	1	1
587	наше внимание	1	1
588	смысл который	1	1
589	мы говорим	2	1
590	в иных	2	1
591	и гораздо	1	1
592	и приобретает	1	1
593	по своему	1	1
594	и вот	5	1
595	она есть	1	1
596	когда мы	1	1
597	смысле этого	2	1
598	характерно здесь	1	1
599	нашего анализа	1	1
600	в ряду	1	1
601	нам еще	1	1
602	этого слова	5	1
603	ряду с	1	1
604	не предполагает	1	1
605	мы также	1	1
606	между прочим	2	1
607	ведь и	1	1
608	здесь прежде	1	1
609	которые были	1	1
610	же значение	1	1
611	ее можно	1	1
612	и позволяет	1	1
613	слова но	1	1
614	живет и	3	1
615	тем и	1	1
616	и от	2	1
617	она может	1	1
618	определив некоторые	1	1
619	узком смысле	2	1
620	и перед	1	1
621	но эти	1	1
622	не более	2	1
623	тем более	1	1
624	во французском	2	1
625	но зато	2	1
626	все они	2	1
627	его к	2	1
628	этой же	1	1
629	с ними	2	1
630	слово в	1	1
631	этот вопрос	6	1
632	первый раз	1	1
633	лишь что	1	1
634	с греческим	1	1
635	даже просто	1	1
636	можно наблюдать	1	1
637	они всегда	1	1
638	строится на	2	1
639	где он	1	1
640	к этой	3	1
641	в искусстве	1	1
642	в своих	2	1
643	политические и	1	1
644	гораздо более	3	1
