N	2gram	Trubetskoy_1	Literetu
188	к своим	4	2
189	ни с	1	2
190	для него	3	2
191	тем что	1	2
192	и вместе	4	2
193	для того	5	2
194	или иной	2	2
195	не надо	1	2
196	или иначе	3	2
197	бытия в	1	2
198	с ней	3	2
199	не означает	1	2
200	если не	2	2
201	все более	1	2
202	так же	5	2
203	и потому	6	2
204	а так	3	2
205	к жизни	5	2
206	никем не	2	2
207	с этой	3	2
208	один из	2	2
209	под знаком	1	2
210	что в	9	2
211	в каждой	1	2
212	же в	1	2
213	в свою	2	2
214	жизни а	1	2
215	эти слова	1	2
216	еще и	1	2
217	в своих	1	2
218	к этому	3	2
219	как известно	1	1
220	от этой	1	1
221	начинается с	1	1
222	всем и	2	1
223	о работе	1	1
224	это и	1	1
225	идет о	1	1
226	в среду	1	1
227	и есть	1	1
228	и до	1	1
229	в какой-то	1	1
230	все те	1	1
231	где я	1	1
232	и за	1	1
233	мы уже	1	1
234	есть образ	1	1
235	смотреть на	2	1
236	возврат к	1	1
237	воображение но	1	1
238	из своих	2	1
239	этом не	1	1
240	принято называть	2	1
241	к началу	1	1
242	кто же	1	1
243	в ней	1	1
244	вышла из	1	1
245	он сам	1	1
246	с тех	2	1
247	быть в	1	1
248	в чем	1	1
249	в создании	2	1
250	к богу	3	1
251	если в	3	1
252	уже как	1	1
253	и духовной	1	1
254	к сожалению	3	1
255	которые могли	1	1
256	поскольку они	1	1
257	с этим	1	1
258	вспомним что	1	1
259	в своем	3	1
260	что касается	1	1
261	это тоже	1	1
262	более или	5	1
263	в этот	1	1
264	за собой	3	1
265	традиции правда	1	1
266	от бога	2	1
267	бога в	1	1
268	в нашем	1	1
269	этой воли	1	1
270	с эпохи	1	1
271	что к	1	1
272	уже в	2	1
273	так сказать	1	1
274	духовной культуры	3	1
275	что эти	3	1
276	к искусству	1	1
277	не знающий	1	1
278	путь духовного	1	1
279	момента когда	1	1
280	тем не	3	1
281	он не	4	1
282	творца и	2	1
283	именно то	1	1
284	в силу	5	1
285	в корне	1	1
286	индивидуального существования	1	1
287	когда на	1	1
288	людей и	2	1
289	прежде чем	1	1
290	бытия которая	1	1
291	встречаются и	1	1
292	ни чувств	2	1
293	значение в	1	1
294	этого они	1	1
295	его не	2	1
296	облик русской	1	1
297	на все	2	1
298	первую очередь	1	1
299	с другими	4	1
300	весь мир	1	1
301	не выше	1	1
302	а просто	1	1
303	из первых	1	1
304	в них	2	1
305	нет в	1	1
306	о которых	1	1
307	соприкасается с	1	1
308	в самую	1	1
309	жизни по	2	1
310	чем в	1	1
311	на этот	4	1
312	и того	1	1
313	на пути	2	1
314	в первую	1	1
315	во время	4	1
316	жизни мира	1	1
317	из общего	1	1
318	что такое	1	1
319	в их	1	1
320	то для	1	1
321	не к	2	1
322	жизни с	1	1
323	но это	1	1
324	в россии	2	1
325	и является	2	1
326	как от	2	1
327	бы быть	1	1
328	сам он	1	1
329	то с	3	1
330	между богом	2	1
331	в отношении	6	1
332	чистом виде	1	1
333	без участия	1	1
334	тогда когда	2	1
335	чтобы в	1	1
336	и остается	1	1
337	в процессе	2	1
338	в уме	1	1
339	только не	2	1
340	не имеет	5	1
341	с нами	1	1
342	к концу	3	1
343	что жизнь	1	1
344	жизни людей	1	1
345	за исключением	1	1
346	не по	1	1
347	и делает	1	1
348	в будущем	1	1
349	начиная с	2	1
350	когда мы	1	1
351	сама жизнь	1	1
352	как только	1	1
353	он один	2	1
354	жить в	1	1
355	его с	1	1
356	отличались от	1	1
357	чтобы стать	1	1
358	ничего общего	2	1
359	и о	3	1
360	но по	3	1
361	в виду	2	1
362	свою очередь	1	1
363	но при	2	1
364	и от	4	1
365	но одно	1	1
366	во главе	1	1
367	с собой	1	1
368	было в	1	1
369	себя что	1	1
370	культуры на	2	1
371	и потому-то	4	1
372	она была	1	1
373	можно только	2	1
374	том как	1	1
375	этих последних	1	1
376	для этого	2	1
377	по мере	1	1
378	лишь то	1	1
379	и т.д	6	1
380	на этой	1	1
381	из смертных	2	1
382	все прочие	1	1
383	с того	2	1
384	в значительной	3	1
385	времени в	1	1
386	в музыке	1	1
387	на нее	3	1
388	чтобы вновь	1	1
389	этой идее	1	1
390	людей в	1	1
391	теперь уже	1	1
392	творчества в	1	1
393	в ряд	1	1
394	эти два	1	1
395	бы в	1	1
396	них в	1	1
397	по своим	2	1
398	и мир	2	1
399	тех пор	2	1
400	к нему	7	1
401	людей а	1	1
402	одной из	5	1
403	к их	1	1
404	и действительно	2	1
405	согласно которой	1	1
406	и требует	1	1
407	мире и	1	1
408	богом и	2	1
409	так что	3	1
410	для всех	2	1
411	бы по	1	1
412	и у	8	1
413	нами и	2	1
414	и других	1	1
415	но совершенно	1	1
416	когда душа	1	1
417	в народ	1	1
418	и их	1	1
419	его души	1	1
420	в котором	4	1
421	так как	9	1
422	на душу	1	1
423	богу не	1	1
424	друг друга	1	1
425	бытия и	1	1
426	у него	1	1
427	случае не	3	1
428	связано с	2	1
429	содержанием в	1	1
430	была еще	1	1
431	превращается в	2	1
432	до самого	1	1
433	только на	1	1
434	из двух	1	1
435	нужно было	1	1
436	не были	1	1
437	ней и	1	1
438	есть не	1	1
439	что они	1	1
440	этой силой	1	1
441	совпадает с	1	1
442	а с	7	1
443	или о	1	1
444	социальной жизни	1	1
445	ничем не	4	1
446	же для	1	1
447	которой нет	1	1
448	смысла и	1	1
449	не было	2	1
450	с тем	18	1
451	и далее	1	1
452	к врагу	1	1
453	человек есть	1	1
454	за свою	1	1
455	своей индивидуальности	3	1
456	в связи	3	1
457	некоторые из	2	1
458	чувств ни	2	1
459	общего с	2	1
460	ибо в	1	1
461	для обеих	1	1
462	воли к	1	1
463	конечно не	2	1
464	в той	1	1
465	как средство	1	1
466	место чем	1	1
467	мира с	1	1
468	ли не	1	1
469	что здесь	1	1
470	всякий человек	1	1
471	все это	6	1
472	слова с	1	1
473	протеста против	1	1
474	это уже	1	1
475	и более	1	1
476	но такой	1	1
477	совершается в	1	1
478	о котором	2	1
479	в другое	2	1
480	свидетельствует о	2	1
481	он немедленно	1	1
482	или менее	5	1
483	и все	2	1
484	у них	3	1
485	в этих	4	1
486	его уже	1	1
487	хотя бы	3	1
488	для людей	1	1
489	не есть	1	1
490	в общем	8	1
491	к ее	1	1
492	жить по	1	1
493	может и	1	1
494	нет ничего	1	1
495	всегда так	1	1
496	от своего	1	1
497	сказать что	2	1
498	к его	2	1
499	всех других	2	1
500	культуры в	1	1
501	из этого	2	1
502	и состоит	1	1
503	в таком	3	1
504	к этой	1	1
505	эти категории	1	1
506	этой точки	2	1
507	они не	1	1
