N	2gram	Bakhtin_sl_2	Analitik
355	только и	2	1
356	слова как	2	1
357	и такой	1	1
358	с одним	2	1
359	степени что	1	1
360	по своей	1	1
361	это слово	1	1
362	связи с	3	1
363	же слова	1	1
364	внешней и	1	1
365	и чужих	1	1
366	только с	2	1
367	конечно и	2	1
368	языка в	6	1
369	одно и	1	1
370	его внутренней	1	1
371	если он	1	1
372	приходится однако	1	1
373	и изображается	1	1
374	на границе	2	1
375	во все	1	1
376	из самого	1	1
377	и внутренней	2	1
378	отличается от	2	1
379	и смертью	1	1
380	вырождается в	2	1
381	синтаксическая конструкция	1	1
382	что при	1	1
383	если же	1	1
384	в применении	1	1
385	некоторой степени	1	1
386	синтаксической конструкции	1	1
387	и о	1	1
388	то она	1	1
389	существенное значение	1	1
390	в виду	1	1
391	свою очередь	2	1
392	героя романа	1	1
393	характер и	1	1
394	и исторически	2	1
395	слова а	1	1
396	если они	1	1
397	с собой	1	1
398	судьбы и	1	1
399	в отношении	4	1
400	связан с	3	1
401	речи как	2	1
402	в последней	1	1
403	первую как	1	1
404	поэтому в	1	1
405	разговорного языка	1	1
406	своего собеседника	1	1
407	нас и	1	1
408	о нем	2	1
409	и здесь	2	1
410	в другом	2	1
411	таков например	2	1
412	нашем случае	1	1
413	определенным образом	1	1
414	но мы	2	1
415	и что	1	1
416	среди всех	1	1
417	что его	1	1
418	может не	2	1
419	к нему	3	1
420	с его	7	1
421	в драме	1	1
422	или иначе	1	1
423	очень близко	1	1
424	своих слов	1	1
425	и писать	1	1
426	в художественной	1	1
427	слов и	3	1
428	здесь выступает	1	1
429	развернута в	3	1
430	есть вне	1	1
431	в литературе	1	1
432	различных моментов	1	1
433	менее в	1	1
434	власти одного	1	1
435	в основном	4	1
436	дело с	4	1
437	нуждается в	2	1
438	в какой	1	1
439	хотя бы	3	1
440	таких моментов	1	1
441	к авторской	1	1
442	лишь одна	1	1
443	для актуализации	1	1
444	между этими	1	1
445	и ее	1	1
446	все они	2	1
447	значимость и	1	1
448	же и	2	1
449	на всем	1	1
450	диалога до	1	1
451	уже в	2	1
452	принадлежащих к	1	1
453	этого процесса	3	1
454	мышления и	5	1
455	в борьбу	1	1
456	его и	2	1
457	за ним	1	1
458	проникает в	2	1
459	представить себе	1	1
460	слова в	13	1
461	сами по	1	1
462	так как	4	1
463	к ним	1	1
464	может служить	1	1
465	до некоторой	1	1
466	дело и	1	1
467	характерны для	1	1
468	к самому	1	1
469	глубине и	1	1
470	к совершенно	1	1
471	и речи	2	1
472	даже не	1	1
473	с другим	1	1
474	героев с	1	1
475	как у	1	1
476	миру и	1	1
477	в свою	3	1
478	которая на	1	1
479	характерно для	1	1
480	себя и	4	1
481	не исключает	1	1
482	более того	2	1
483	зависит от	1	1
484	идет уже	1	1
485	слова своего	2	1
486	самим автором	1	1
487	которая является	1	1
488	не допускает	1	1
489	или с	1	1
490	хотя он	1	1
491	мира в	1	1
492	ближе к	1	1
493	в связи	2	1
494	всякий иной	1	1
495	материал для	2	1
496	но оно	2	1
497	такой степени	1	1
498	эти слова	2	1
499	проза может	1	1
500	и потому	7	1
501	только его	1	1
502	но такое	1	1
503	установкой на	3	1
504	целом ряде	1	1
505	который мы	1	1
506	случае она	4	1
507	и всей	1	1
508	ко всему	1	1
509	или менее	2	1
510	стороны и	3	1
511	да и	1	1
512	другой к	1	1
513	и там	3	1
514	и диалог	1	1
515	слова и	8	1
516	еще раз	3	1
517	только для	1	1
518	при условии	1	1
519	с этими	1	1
520	перед нами	3	1
521	остается в	5	1
522	не является	1	1
523	за его	1	1
524	известной степени	2	1
525	и воля	2	1
526	в мировой	2	1
527	целом как	1	1
528	на улице	1	1
529	прежде чем	1	1
530	сосредоточенные на	1	1
531	его не	4	1
532	человек и	14	1
533	себя самого	1	1
534	для нас	5	1
535	с установкой	3	1
536	к чужому	3	1
537	от него	5	1
538	или нет	1	1
539	и как	3	1
540	ни к	2	1
541	эту игру	1	1
542	с высоты	1	1
543	но это	3	1
544	в сюжетном	2	1
545	своей внутренней	1	1
546	все остальные	1	1
547	однако на	1	1
548	же в	1	1
549	например изображение	1	1
550	чтобы прийти	1	1
551	романа мы	1	1
552	отношении к	4	1
553	в системе	1	1
554	может и	2	1
555	слово в	11	1
556	в романе	46	1
557	героя и	5	1
558	выведена из	1	1
559	в отдельности	1	1
560	языка то	3	1
561	борьба и	1	1
562	например во	2	1
563	просто не	2	1
564	без исключения	1	1
565	мало но	1	1
566	значение в	2	1
567	из многих	1	1
568	сторон и	1	1
