N	2gram	Nazirov_Tr_1	Myshleni
101	столь же	2	3
102	в чем	1	3
103	в настоящем	1	3
104	отнюдь не	3	3
105	говорит что	2	3
106	неизмеримо более	1	3
107	но в	6	3
108	в которой	1	3
109	представляет собой	1	3
110	в этой	4	3
111	на этом	1	3
112	что все	2	3
113	на все	1	3
114	знает что	2	3
115	обоих случаях	1	3
116	ни в	2	3
117	к истории	1	3
118	не менее	1	3
119	что эта	1	3
120	в обоих	1	3
121	во всем	1	3
122	связи с	1	3
123	не могут	2	3
124	с первого	2	3
125	должно быть	3	3
126	один из	3	3
127	но не	1	3
128	всяком случае	1	3
129	так что	2	3
130	на этот	1	3
131	именно в	1	3
132	виде и	1	3
133	только к	2	3
134	в связи	1	3
135	сравнению с	1	3
136	наряду с	1	3
137	этом случае	1	3
138	в условиях	1	3
139	и от	1	3
140	бы в	1	3
141	совершенно не	1	3
142	в виде	2	3
143	точно так	2	3
144	ли мы	1	2
145	одним из	1	2
146	же по	1	2
147	ту же	1	2
148	что эти	2	2
149	должна быть	1	2
150	высшей степени	1	2
151	что уже	1	2
152	исследования в	1	2
153	между этими	2	2
154	в ней	1	2
155	отличие от	2	2
156	не просто	2	2
157	как говорит	2	2
158	опирается на	1	2
159	напомним что	1	2
160	слова он	1	2
161	и отношения	1	2
162	не есть	1	2
163	вообще не	1	2
164	в нем	4	2
165	содержит в	1	2
166	здесь мы	1	2
167	а затем	1	2
168	факт что	1	2
169	же не	1	2
170	им как	1	2
171	в высшей	1	2
172	человека мы	1	2
173	в отличие	2	2
174	что этот	2	2
175	в той	1	2
176	но они	2	2
177	ребенок не	1	2
178	не имеет	2	2
179	на котором	1	2
180	того как	1	2
181	этими двумя	2	2
182	это мы	1	2
183	же слова	1	2
184	что на	1	2
185	мы встречаем	1	2
186	по нашему	1	2
187	мы узнаем	1	2
188	указывает на	1	2
189	что при	1	2
190	и он	3	2
191	и это	2	2
192	данном случае	2	2
193	еще не	4	2
194	понятно что	1	2
195	видит на	1	2
196	является по	1	2
197	и здесь	2	2
198	и т.д	1	2
199	всем протяжении	1	2
200	толстой и	1	2
201	а также	1	2
202	связь между	1	2
203	к нему	3	2
204	ко всей	1	2
205	в настоящей	1	2
206	для ребенка	1	2
207	по мнению	2	2
208	но как	1	2
209	на всем	2	2
210	для него	3	2
211	тогда как	1	2
212	у него	6	2
213	только на	1	2
214	прежде всего	4	2
215	нашему мнению	1	2
216	думается нам	1	2
217	с которым	1	2
218	под влиянием	2	2
219	виде в	1	2
220	в данном	2	2
221	что это	5	2
222	на одной	1	2
223	и которое	1	2
224	это в	1	2
225	в таком	2	2
226	сказывается на	1	1
227	например в	1	1
228	в сфере	1	1
229	человека и	1	1
230	и есть	1	1
231	и подчас	1	1
232	на две	1	1
233	а как	2	1
234	который в	2	1
235	образами в	1	1
236	вопрос о	2	1
237	и новые	1	1
238	я не	4	1
239	ему в	1	1
240	самой природе	1	1
241	две неравные	1	1
242	ответа на	1	1
243	быть в	1	1
244	во всех	1	1
245	мысль что	1	1
246	не исчерпываются	1	1
247	значение и	1	1
248	большое значение	1	1
249	и я	2	1
250	что именно	1	1
251	это понятие	1	1
252	имеет в	2	1
253	силе и	1	1
254	и хотя	1	1
255	то в	1	1
256	но эта	2	1
257	из авторов	1	1
258	бы не	1	1
259	второй ответ	1	1
260	только один	1	1
261	так сказать	1	1
262	роли в	1	1
263	по-видимому не	1	1
264	по какому	1	1
265	он не	2	1
266	не могли	1	1
267	и по	1	1
268	показал что	1	1
269	что она	2	1
270	но все	2	1
271	повторяет в	1	1
272	не из	1	1
273	распространяется на	1	1
274	является необходимой	1	1
275	а по	1	1
276	известно что	1	1
277	виде что	1	1
278	характерный для	1	1
279	на свои	1	1
280	которой он	1	1
281	ведет к	1	1
282	время о	1	1
283	синтеза и	1	1
284	неравные части	1	1
285	в такой	1	1
286	почти не	1	1
287	то для	1	1
288	не столько	1	1
289	представление о	1	1
290	понимал что	1	1
291	не как	1	1
292	своего рода	3	1
293	должны были	1	1
294	значение для	1	1
295	взгляд на	1	1
296	в основном	3	1
297	в одном	2	1
298	два противоположных	1	1
299	но он	1	1
300	тем не	1	1
301	не играют	2	1
302	по себе	1	1
303	раз и	2	1
304	с особой	1	1
305	вплоть до	1	1
306	и начинает	1	1
307	слов как	1	1
308	впадает в	1	1
309	самого начала	1	1
310	в то	5	1
311	и притом	1	1
312	и тонкие	1	1
313	значение этого	1	1
314	и всегда	1	1
315	ничего не	2	1
316	а поскольку	1	1
317	в самой	1	1
318	в русском	2	1
319	где на	1	1
320	камень и	1	1
321	вместо того	1	1
322	ситуации и	1	1
323	никакого значения	1	1
324	в момент	1	1
325	встречается в	1	1
326	что вместе	1	1
327	его с	1	1
328	в поле	3	1
329	свое значение	1	1
330	первом же	1	1
331	утверждать что	1	1
332	на вопрос	1	1
333	слова нельзя	1	1
334	с самого	1	1
335	говорили что	1	1
336	в дальнейшем	5	1
337	причем в	1	1
338	и совершенно	1	1
339	и сам	3	1
340	который он	1	1
341	детском уме	1	1
342	было в	2	1
343	раз он	2	1
344	мог бы	3	1
345	этими словами	1	1
346	всегда оказывается	1	1
347	о нем	1	1
348	это происходит	1	1
349	к проблемам	1	1
350	но мы	1	1
351	в глаза	2	1
352	после того	1	1
353	с того	1	1
354	важнее для	1	1
355	нас от	1	1
356	нуждается в	1	1
357	в форме	1	1
358	с ними	1	1
359	дело с	1	1
360	природе вещей	1	1
361	и ее	2	1
362	в голове	1	1
363	вопрос об	1	1
364	эти образы	1	1
365	уже не	2	1
366	но от	1	1
367	одно из	1	1
368	и их	1	1
369	в конце	3	1
370	чтобы она	1	1
371	как его	1	1
372	и даже	4	1
373	на уровне	1	1
374	даже не	1	1
375	с другим	1	1
376	как у	2	1
377	чем он	2	1
378	что не	1	1
379	естественно что	1	1
380	только по	1	1
381	то и	2	1
382	его как	1	1
383	помощью этих	1	1
384	о своих	1	1
385	и потому	1	1
386	совершенно в	1	1
387	о чем	3	1
388	видит в	1	1
389	эти слова	1	1
390	оно начинает	1	1
391	распадается на	1	1
392	быть не	1	1
393	еще к	1	1
394	общепринятый взгляд	1	1
395	но это	4	1
396	все это	4	1
397	тем и	1	1
398	себя на	1	1
399	из себя	1	1
400	конце концов	1	1
401	линии в	1	1
402	с ним	3	1
403	личности и	2	1
404	в период	1	1
405	но если	1	1
406	необходимое условие	1	1
407	не быть	1	1
408	в точности	1	1
409	конфликт между	1	1
410	но этот	1	1
411	по поводу	2	1
