N	2gram	Vinokur_St_2	PoTuStor
99	и о	4	2
100	говорить о	1	2
101	того же	2	2
102	на них	1	2
103	из этих	1	2
104	совсем не	1	2
105	но как	1	2
106	нет и	2	2
107	за пределы	1	2
108	меньше всего	3	2
109	с этим	3	2
110	что это	3	2
111	вообще не	3	2
112	он не	9	2
113	и по	3	2
114	то же	2	2
115	по своему	2	2
116	связанных с	1	2
117	было бы	5	2
118	кажется что	3	2
119	в них	2	2
120	как и	2	2
121	в своей	7	2
122	и вся	2	2
123	не менее	3	2
124	никогда не	3	2
125	на два	1	2
126	и лишь	1	2
127	таким путем	1	2
128	что на	3	2
129	в каком	2	2
130	не могут	1	2
131	на границе	1	2
132	что оно	1	2
133	не будет	1	2
134	как не	1	2
135	в пределах	1	2
136	и вообще	2	2
137	похожим на	1	2
138	не существовало	1	2
139	о том	17	2
140	для нас	1	2
141	что и	2	2
142	один из	1	2
143	что он	13	2
144	и действительно	1	2
145	поэтому и	1	2
146	с нею	3	2
147	да еще	1	2
148	в начале	3	2
149	у него	1	2
150	оно не	3	2
151	себя и	1	2
152	а на	1	2
153	не на	2	2
154	в развитии	1	2
155	в частности	4	2
156	так же	3	2
157	с этой	2	2
158	в свое	1	2
159	но это	3	2
160	и для	1	2
161	не существует	1	2
162	в голову	1	2
163	ни было	2	2
164	это делает	1	2
165	ее в	2	2
166	к этому	4	2
167	можно назвать	1	2
168	они не	2	2
169	совершенно новой	1	1
170	и то	1	1
171	этих принципов	1	1
172	это и	1	1
173	не имеют	1	1
174	высшей степени	1	1
175	века в	1	1
176	в году	3	1
177	его не	3	1
178	со всех	1	1
179	очень широко	1	1
180	вопрос о	6	1
181	совершенно так	2	1
182	память о	1	1
183	его современников	1	1
184	ли у	1	1
185	я не	7	1
186	из того	1	1
187	конечно и	2	1
188	не совсем	1	1
189	зависимости от	1	1
190	о роли	1	1
191	в ней	7	1
192	что судьба	1	1
193	он был	2	1
194	не был	3	1
195	столь же	1	1
196	бы то	2	1
197	этим не	1	1
198	но не	3	1
199	к процессу	1	1
200	достаточно для	2	1
201	что они	2	1
202	к сожалению	2	1
203	в течение	6	1
204	общего с	1	1
205	сам же	1	1
206	как нам	1	1
207	все же	6	1
208	в полном	3	1
209	хотя и	4	1
210	когда он	1	1
211	был связан	1	1
212	это просто	1	1
213	сомнений в	2	1
214	чего же	1	1
215	а во-вторых	1	1
216	не оставляет	1	1
217	всего к	1	1
218	было связано	1	1
219	видим и	1	1
220	как он	2	1
221	по мнению	1	1
222	на его	2	1
223	что она	1	1
224	не следует	1	1
225	что было	2	1
226	но именно	1	1
227	именно то	1	1
228	отношений между	3	1
229	борьбу с	2	1
230	но вместе	1	1
231	свое время	1	1
232	по его	3	1
233	то ни	2	1
234	а то	1	1
235	различие между	1	1
236	конечно в	2	1
237	той же	1	1
238	воспоминаний о	1	1
239	на все	1	1
240	не нашел	2	1
241	как видим	1	1
242	это было	2	1
243	из русских	1	1
244	на почве	2	1
245	форму и	1	1
246	истории и	2	1
247	еще одно	1	1
248	которая была	2	1
249	для них	1	1
250	с тем	7	1
251	несмотря на	2	1
252	никакого смысла	1	1
253	похоже на	3	1
254	действительно не	2	1
255	и еще	1	1
256	и взял	1	1
257	но если	1	1
258	от своего	1	1
259	что есть	1	1
260	его мнению	1	1
261	нею и	1	1
262	что до	1	1
263	что я	2	1
264	значение для	1	1
265	не будем	1	1
266	который всегда	1	1
267	времени не	2	1
268	которые конечно	1	1
269	есть еще	2	1
270	и общества	1	1
271	и почти	1	1
272	которой является	3	1
273	освободиться от	1	1
274	на один	1	1
275	можно ли	1	1
276	можно указать	1	1
277	иной раз	1	1
278	с теми	1	1
279	приступая к	1	1
280	в эпоху	1	1
281	дело в	4	1
282	одна из	1	1
283	в сущности	1	1
284	к новым	1	1
285	и снова	1	1
286	но далее	2	1
287	того чтобы	6	1
288	для всего	1	1
289	только не	2	1
290	не имеет	2	1
291	вообще нет	2	1
292	и всегда	2	1
293	ничего не	4	1
294	оставляет никаких	1	1
295	этих двух	1	1
296	в форму	1	1
297	очень мало	2	1
298	связи с	4	1
299	в виду	7	1
300	самым важным	1	1
301	мы и	1	1
302	ему это	1	1
303	и социального	1	1
304	у меня	3	1
305	предположение о	1	1
306	нам что	1	1
307	в духе	2	1
308	и такие	1	1
309	похож на	1	1
310	его за	1	1
311	отличается от	1	1
312	должны быть	1	1
313	к тому	10	1
314	бы он	1	1
315	все попытки	1	1
316	наконец что	1	1
317	что при	1	1
318	на это	2	1
319	она не	1	1
320	как известно	2	1
321	ничего общего	1	1
322	но вообще	1	1
323	может совершенно	1	1
324	без всякого	1	1
325	на другой	1	1
326	данном случае	1	1
327	только при	1	1
328	характер и	1	1
329	роль в	1	1
330	и что	6	1
331	и сам	2	1
332	в другом	4	1
333	можно было	1	1
334	времени и	4	1
335	каждого из	1	1
336	как источник	1	1
337	не место	1	1
338	еще в	2	1
339	к тем	1	1
340	даны в	2	1
341	если бы	2	1
342	еще так	1	1
343	главном в	1	1
344	действия но	1	1
345	и здесь	3	1
346	но к	1	1
347	на вопрос	3	1
348	внимание на	4	1
349	говорит об	2	1
350	смысле какой	1	1
351	пр в	1	1
352	же более	1	1
353	всего и	1	1
354	и образно	1	1
355	очень близко	1	1
356	борьба с	2	1
357	эти два	1	1
358	но нет	1	1
359	никаких сомнений	1	1
360	отметить что	2	1
361	наконец в	3	1
362	в свете	1	1
363	все время	1	1
364	каких бы	1	1
365	и об	1	1
366	для самого	1	1
367	в которую	2	1
368	его основное	1	1
369	заставляет быть	1	1
370	что только	1	1
371	сомнению что	1	1
372	что конечно	1	1
373	тот же	1	1
374	отцу и	1	1
375	близкое к	1	1
376	успехом в	1	1
377	о смерти	1	1
378	бы ни	2	1
379	это же	1	1
380	и жизни	1	1
381	в качестве	5	1
382	уже в	1	1
383	то и	1	1
384	всем его	1	1
385	а это	1	1
386	не дает	2	1
387	ведь это	1	1
388	в известной	1	1
389	в конце	2	1
390	вовсе не	6	1
391	как его	1	1
392	не случайно	1	1
393	случае не	2	1
394	заметить что	1	1
395	как раз	8	1
396	этом отношении	9	1
397	для того	7	1
398	настолько велико	1	1
399	со стороны	2	1
400	в высшей	1	1
401	с другой	4	1
402	в каких	1	1
403	в свою	1	1
404	место их	1	1
405	и быть	1	1
406	представляет собою	1	1
407	на чем	1	1
408	а с	3	1
409	что для	1	1
410	говорит о	2	1
411	месте и	1	1
412	близко к	1	1
413	в некоторых	2	1
414	связано с	1	1
415	нужно искать	1	1
416	них и	1	1
417	у нас	3	1
418	на этот	2	1
419	и самый	2	1
420	б он	1	1
421	а не	5	1
422	с которым	1	1
423	жизнь в	1	1
424	в руках	1	1
425	в связи	1	1
426	в момент	1	1
427	связь с	2	1
428	он сохраняет	1	1
429	в данном	2	1
430	в главном	1	1
431	что же	1	1
432	только себя	1	1
433	из этой	2	1
434	наконец и	1	1
435	ли все	1	1
436	культурного творчества	1	1
437	том смысле	2	1
438	облечено в	1	1
439	быть не	1	1
440	нужно отметить	1	1
441	имеет значение	1	1
442	этом и	1	1
443	которые были	1	1
444	в более	1	1
445	не подлежит	1	1
446	i не	1	1
447	в эту	3	1
448	еще более	4	1
449	только что	2	1
450	до меня	1	1
451	же в	1	1
452	входить в	1	1
453	по поводу	8	1
454	жизни в	1	1
455	в период	2	1
456	образы не	1	1
457	в точности	1	1
458	является и	1	1
459	остроты и	1	1
460	на своем	1	1
461	в своих	1	1
462	как на	9	1
