N	2gram	Bakhtin_Fr_5	Psycholo
358	есть не	1	1
359	этого нет	1	1
360	которую мы	1	1
361	и тут	1	1
362	не была	1	1
363	он как	1	1
364	это всегда	1	1
365	и взаимная	1	1
366	что иное	1	1
367	к началу	3	1
368	и со	1	1
369	автор рассказывает	1	1
370	еще не	1	1
371	и возможности	3	1
372	иное как	1	1
373	плане и	1	1
374	тем как	1	1
375	то мы	1	1
376	признать что	1	1
377	но как	1	1
378	значение и	2	1
379	если в	2	1
380	конечном счете	1	1
381	по отношению	1	1
382	в общем	4	1
383	менее всего	3	1
384	и будет	1	1
385	мы назвали	1	1
386	несмотря на	2	1
387	и речи	1	1
388	за пределы	1	1
389	и чем	1	1
390	относится к	2	1
391	на открытой	1	1
392	в истории	2	1
393	более чем	1	1
394	что во	1	1
395	независимо от	2	1
396	общего с	1	1
397	его со	1	1
398	о жизни	1	1
399	нельзя было	2	1
400	положенные в	1	1
401	вопросом о	1	1
402	сделали бы	1	1
403	имеет в	1	1
404	в этот	2	1
405	роль играет	3	1
406	точку зрения	2	1
407	формы в	1	1
408	он наконец	1	1
409	хотя эти	1	1
410	такое значение	1	1
411	прямой и	1	1
412	мы обратимся	1	1
413	в такую	1	1
414	так сказать	1	1
415	для защиты	1	1
416	на его	1	1
417	игре в	1	1
418	и положения	1	1
419	вполне понятна	1	1
420	он должен	2	1
421	он пользуется	1	1
422	они свидетельствуют	1	1
423	вообще не	3	1
424	и сам	1	1
425	века в	3	1
426	и верно	1	1
427	которые только	1	1
428	из него	1	1
429	тон всему	1	1
430	это конечно	1	1
431	в одну	1	1
432	как они	3	1
433	имеют в	1	1
434	в другом	3	1
435	нем есть	1	1
436	них не	1	1
437	зрения на	4	1
438	сценой в	1	1
439	ко второму	1	1
440	раз он	1	1
441	бы нам	1	1
442	себе место	1	1
443	король и	1	1
444	это целое	1	1
445	смерть и	2	1
446	и смерти	2	1
447	тела в	3	1
448	этом мы	1	1
449	но уже	1	1
450	пьесы но	1	1
451	явствует что	1	1
452	она и	2	1
453	глазами и	2	1
454	эту тему	1	1
455	со своими	1	1
456	история о	1	1
457	и некоторые	1	1
458	народа и	2	1
459	и еще	1	1
460	в эту	2	1
461	для него	3	1
462	мысль и	2	1
463	этой связи	3	1
464	и без	2	1
465	почти не	2	1
466	не столько	2	1
467	не от	1	1
468	мысли и	6	1
469	от его	3	1
470	из области	2	1
471	которые в	1	1
472	наконец как	1	1
473	и более	1	1
474	не могли	1	1
475	и вся	1	1
476	без него	1	1
477	любви и	1	1
478	в отношении	2	1
479	вино так	1	1
480	нечто вроде	1	1
481	но они	3	1
482	а иногда	1	1
483	можно с	1	1
484	все три	1	1
485	что с	1	1
486	этот образ	1	1
487	тогда когда	1	1
488	правда в	1	1
489	того как	1	1
490	лежат на	1	1
491	и эпизод	1	1
492	к этим	1	1
493	своего героя	1	1
494	он сделал	1	1
495	от жизни	1	1
496	тогда и	1	1
497	он еще	1	1
498	действующие лица	1	1
499	в день	1	1
500	вообще нет	1	1
501	и всегда	1	1
502	дело в	3	1
503	верно но	1	1
504	к концу	1	1
505	к ней	2	1
506	он хочет	2	1
507	связь и	1	1
508	уже говорили	2	1
509	и мысли	2	1
510	не находим	1	1
511	не нужен	1	1
512	здесь же	3	1
513	акт в	1	1
514	это уже	1	1
515	что на	3	1
516	может показаться	1	1
517	целое но	1	1
518	один раз	2	1
519	начиная с	2	1
520	взятое в	1	1
521	и такие	1	1
522	бы он	1	1
523	не поймем	1	1
524	должен быть	2	1
525	значение это	1	1
526	смысл всех	1	1
527	свою очередь	1	1
528	большего и	1	1
529	всего этого	3	1
530	характер и	1	1
531	и будем	1	1
532	ведь оно	1	1
533	в дальнейшем	1	1
534	говорит на	1	1
535	начала и	1	1
536	нужно было	1	1
537	об этой	3	1
538	она была	1	1
539	жизнь это	1	1
540	это только	1	1
541	что дело	1	1
542	что от	1	1
543	и вообще	2	1
544	стремление к	1	1
545	движения и	1	1
546	тех кто	1	1
547	другими словами	1	1
548	все содержание	1	1
549	как ее	2	1
550	в игре	1	1
551	а также	4	1
552	и во	4	1
553	в конечном	1	1
554	прямо указывает	1	1
555	к нему	2	1
556	большое количество	1	1
557	вот эта	1	1
558	на протяжении	1	1
559	вся эта	1	1
560	не дал	1	1
561	и описанием	1	1
562	никаких сомнений	1	1
563	и содержания	1	1
564	ряд других	1	1
565	условия для	1	1
566	в лице	1	1
567	друзья мои	1	1
568	ровно ничего	1	1
569	истории литературы	1	1
570	но с	1	1
571	части его	1	1
572	одной из	5	1
573	но ни	1	1
574	могло быть	1	1
575	в стороне	1	1
576	которое мы	1	1
577	поэтому и	3	1
578	между тем	2	1
579	во времени	2	1
580	он действует	1	1
581	именно на	1	1
582	есть в	3	1
583	и у	5	1
584	он заставляет	1	1
585	отомстить он	1	1
586	рассказывает о	1	1
587	в душе	1	1
588	вводится в	1	1
589	роль и	2	1
590	себе в	1	1
591	и их	5	1
592	с этими	1	1
593	вне и	1	1
594	в обстановке	1	1
595	жизни на	1	1
596	тема эта	1	1
597	он один	1	1
598	очень тесно	1	1
599	рядом с	2	1
600	в особенности	2	1
601	до начала	1	1
602	со всем	1	1
603	самые отдаленные	1	1
604	ней и	1	1
605	и даже	4	1
606	дают в	1	1
607	живой и	1	1
608	связаны с	4	1
609	к которому	1	1
610	и глубокий	1	1
611	во второй	2	1
612	мы еще	2	1
613	еще будем	1	1
614	позволяет себе	1	1
615	и др	8	1
616	себя и	2	1
617	превращается в	2	1
618	и своего	1	1
619	моментов и	1	1
620	затем во	1	1
621	на которых	1	1
622	в ту	2	1
623	как ни	1	1
624	ни о	1	1
625	и своим	1	1
626	когда она	1	1
627	в живой	1	1
628	него не	2	1
629	нигде не	1	1
630	которого она	1	1
631	она говорит	2	1
632	этой же	1	1
633	что каждый	1	1
634	так в	2	1
635	и глубоко	1	1
636	в жизнь	1	1
637	что за	1	1
638	в течение	3	1
639	на эту	2	1
640	этой истории	1	1
641	которые по	1	1
642	отношению к	1	1
643	хотя он	1	1
644	там где	3	1
645	дело здесь	3	1
646	понимать как	1	1
647	смысл в	1	1
648	с королем	1	1
649	во власти	1	1
650	с историей	1	1
651	в условиях	2	1
652	только для	2	1
653	но это	5	1
654	о его	1	1
655	и таким	1	1
656	в чем	2	1
657	им в	2	1
658	и всю	1	1
659	хочет и	2	1
660	сцены в	2	1
661	за его	2	1
662	и времени	1	1
663	именно это	1	1
664	в связи	5	1
665	формы и	1	1
666	что кроме	1	1
667	которая в	1	1
668	совершенно иной	1	1
669	внутреннее противоречие	2	1
670	от него	1	1
671	вот это	2	1
672	из себя	1	1
673	бы в	4	1
674	и ни	3	1
675	на других	1	1
676	на языке	1	1
677	все остальные	1	1
678	и другие	3	1
679	человека не	1	1
680	и целый	1	1
681	жизни в	2	1
682	в свою	1	1
683	средние века	2	1
684	речи и	1	1
685	нее ни	1	1
686	прямо противоположное	1	1
687	их с	2	1
688	своего отца	3	1
689	по которой	1	1
690	не что	1	1
691	что под	1	1
692	дела но	1	1
693	уже выяснили	1	1
694	в заключение	3	1
695	другом случае	1	1
696	но еще	1	1
697	ничего общего	1	1
