N	2gram	Berdyaev_N_1	Komedia
339	сказать что	3	1
340	равно как	2	1
341	в свою	1	1
342	и потеряли	1	1
343	жизни мы	1	1
344	это была	1	1
345	думать что	2	1
346	так же	2	1
347	как на	1	1
348	все что	1	1
