N	2gram	Nazirov_Tv_1	Myshleni
120	что и	2	4
121	именно в	2	4
122	в качестве	2	4
123	и обратно	1	4
124	мы знаем	1	4
125	не совпадают	1	4
126	но что	1	4
127	на этот	1	4
128	в частности	2	4
129	к жизни	2	4
130	ту же	3	3
131	свою слабость	1	3
132	это и	3	3
133	за собой	1	3
134	чего не	1	3
135	может сделать	1	3
136	с его	11	3
137	как в	8	3
138	хотя и	3	3
139	представляет собой	3	3
140	на его	3	3
141	связанные с	1	3
142	при этом	7	3
143	в плане	1	3
144	и по	3	3
145	в каждом	3	3
146	для всей	1	3
147	а по	2	3
148	первую очередь	1	3
149	с того	1	3
150	должен был	1	3
151	в них	1	3
152	к осознанию	2	3
153	как частный	1	3
154	что такое	1	3
155	в их	3	3
156	всякий раз	1	3
157	движение в	1	3
158	по себе	1	3
159	является как	1	3
160	что с	1	3
161	что их	1	3
162	в основе	2	3
163	только не	1	3
164	это мы	1	3
165	больше чем	2	3
166	связи с	1	3
167	не по	3	3
168	до того	1	3
169	отличается от	1	3
170	представляют собой	1	3
171	только то	1	3
172	в себя	2	3
173	действия и	1	3
174	но мы	1	3
175	по мере	1	3
176	и здесь	1	3
177	прямо и	1	3
178	до сих	1	3
179	в его	13	3
180	все время	1	3
181	в сферу	1	3
182	один из	4	3
183	этот вопрос	1	3
184	и его	6	3
185	в нашей	2	3
186	а это	1	3
187	до конца	2	3
188	нуждается в	1	3
189	в первую	1	3
190	зависит от	2	3
191	а не	5	3
192	как развитие	1	3
193	как это	1	3
194	это есть	1	3
195	по вертикали	1	3
196	сих пор	1	3
197	в целом	4	3
198	мы должны	1	3
199	отношении к	1	3
200	не знает	2	3
201	в своих	5	3
202	и завершается	1	2
203	одним из	4	2
204	рассматривается как	1	2
205	самом деле	2	2
206	мы уже	1	2
207	в возможности	1	2
208	принадлежит к	1	2
209	себе что	1	2
210	что понятия	1	2
211	он сам	6	2
212	мышления как	1	2
213	рода на	1	2
214	прежде всего	4	2
215	все же	5	2
216	когда он	2	2
217	и наконец	2	2
218	все эти	1	2
219	если он	1	2
220	но на	1	2
221	по самому	2	2
222	мысли и	4	2
223	идет от	1	2
224	ключ к	1	2
225	к одному	1	2
226	этого вопроса	1	2
227	с этой	1	2
228	известно что	2	2
229	чем в	1	2
230	этой области	1	2
231	в этих	2	2
232	что если	1	2
233	в своей	4	2
234	в котором	6	2
235	что я	3	2
236	но это	5	2
237	но он	2	2
238	и более	1	2
239	что эта	1	2
240	не менее	6	2
241	она не	1	2
242	же самую	1	2
243	и другое	1	2
244	в уме	1	2
245	но только	2	2
246	казалось бы	1	2
247	входят в	1	2
248	у нас	1	2
249	в четвертом	1	2
250	приходит к	3	2
251	и от	4	2
252	он с	1	2
253	на том	2	2
254	поэтому мы	1	2
255	что у	1	2
256	к его	1	2
257	еще в	2	2
258	можно только	1	2
259	для этого	1	2
260	с ним	3	2
261	означает что	1	2
262	вот почему	3	2
263	в раннем	1	2
264	внимание на	1	2
265	нас в	1	2
266	представления о	1	2
267	но с	1	2
268	жизнь его	1	2
269	с ними	1	2
270	своего собственного	2	2
271	для всех	1	2
272	само собой	1	2
273	если мы	1	2
274	только на	2	2
275	а и	1	2
276	должны с	1	2
277	из них	2	2
278	в одном	1	2
279	в конце	1	2
280	у него	7	2
281	в других	1	2
282	с другой	3	2
283	к которому	1	2
284	чем он	1	2
285	во второй	2	2
286	исходит из	1	2
287	не на	1	2
288	мы снова	1	2
289	была бы	1	2
290	в связи	1	2
291	все более	2	2
292	по своему	1	2
293	в данном	2	2
294	все это	10	2
295	форм и	1	2
296	но когда	1	2
297	от него	1	2
298	только что	2	2
299	именно поэтому	1	2
300	хотя в	1	2
301	а в	6	2
302	другой стороны	1	2
303	имеет место	1	2
304	ее в	3	2
305	и другие	3	2
306	это в	3	2
307	и через	1	1
308	он произносит	1	1
309	этом пункте	1	1
310	от своей	1	1
311	нас на	1	1
312	и до	1	1
313	которое может	1	1
314	сливается с	3	1
315	есть не	2	1
316	и высшей	2	1
317	бы что	1	1
318	из главнейших	1	1
319	развитие в	1	1
320	что иное	1	1
321	но даже	1	1
322	этом плане	1	1
323	не способен	1	1
324	и он	2	1
325	с большим	1	1
326	свою очередь	1	1
327	чем отличается	1	1
328	большим трудом	1	1
329	не нужно	2	1
330	иное как	1	1
331	иного рода	1	1
332	на самом	3	1
333	не то	2	1
334	отвлеченной мысли	1	1
335	вообще как	1	1
336	него с	1	1
337	человеку и	1	1
338	самом конце	1	1
339	для эксперимента	1	1
340	отнюдь не	5	1
341	из центральных	1	1
342	как к	2	1
343	что как	2	1
344	перед нами	2	1
345	кроме того	1	1
346	в полном	1	1
347	его к	1	1
348	связанный с	1	1
349	в этот	1	1
350	он усвоил	1	1
351	что это	1	1
352	он в	1	1
353	учение о	1	1
354	им в	1	1
355	связей по	1	1
356	противоположность в	1	1
357	как он	1	1
358	что она	2	1
359	вверх от	1	1
360	не эгоцентризм	1	1
361	он ни	3	1
362	а просто	1	1
363	же именно	1	1
364	не значит	1	1
365	что еще	1	1
366	своего пути	1	1
367	с законами	1	1
368	в нее	1	1
369	но все	1	1
370	с величайшим	1	1
371	и последнего	1	1
372	об этом	2	1
373	и с	3	1
374	на все	1	1
375	знает что	1	1
376	это было	1	1
377	и всей	1	1
378	частного случая	1	1
379	действительности в	2	1
380	приходит в	1	1
381	ни в	1	1
382	действия а	1	1
383	означает в	1	1
384	все равно	1	1
385	далеко не	3	1
386	приобретает новый	1	1
387	почему для	1	1
388	он и	1	1
389	ведет к	2	1
390	можно считать	1	1
391	и тогда	1	1
392	всех этих	1	1
393	вопроса об	1	1
394	на помощь	1	1
395	места в	1	1
396	во время	1	1
397	этого движения	1	1
398	жизнь и	1	1
399	не столько	2	1
400	представление о	3	1
401	в отличие	2	1
402	как одна	1	1
403	на первой	1	1
404	тем не	2	1
405	на всю	1	1
406	пункта в	1	1
407	даже в	3	1
408	это является	1	1
409	мы были	1	1
410	что ему	1	1
411	дело в	3	1
412	одна из	2	1
413	и притом	2	1
414	к этим	1	1
415	которого он	2	1
416	одновременно все	1	1
417	дело не	3	1
418	в игру	1	1
419	для всего	1	1
420	и сразу	1	1
421	плане чем	1	1
422	действительности но	1	1
423	всего на	1	1
424	иными словами	2	1
425	в наше	2	1
426	видим что	1	1
427	же он	1	1
428	существуют в	1	1
429	в действительности	1	1
430	необходимо предполагает	1	1
431	в момент	4	1
432	начиная с	1	1
433	есть только	1	1
434	сравнительно с	1	1
435	человека в	6	1
436	содержание в	1	1
437	и сильным	1	1
438	мысли о	1	1
439	сколько на	1	1
440	и это	1	1
441	опираясь на	1	1
442	и о	1	1
443	движения поэтому	1	1
444	в ее	1	1
445	данном случае	2	1
446	в собственном	1	1
447	не мог	2	1
448	мы наблюдаем	1	1
449	не повторяет	1	1
450	и когда	2	1
451	решающую роль	1	1
452	хотя на	1	1
453	через него	1	1
454	но у	1	1
455	против этого	1	1
456	эта действительность	1	1
457	пробуждается и	1	1
458	о том	6	1
459	для человека	3	1
460	настоящее время	2	1
461	никак не	1	1
462	в глаза	2	1
463	них совершенно	1	1
464	это первый	2	1
465	утверждает что	1	1
466	что его	2	1
467	все его	1	1
468	может не	2	1
469	самому себе	1	1
470	ни на	3	1
471	как высшего	1	1
472	к нему	1	1
473	том или	1	1
474	и всю	1	1
475	между тем	1	1
476	вся эта	1	1
477	при исследовании	1	1
478	эти два	1	1
479	для ясности	1	1
480	себя но	2	1
481	что же	1	1
482	язык в	1	1
483	на словах	1	1
484	делает это	1	1
485	и самые	1	1
486	в современной	1	1
487	столько на	1	1
488	в двух	2	1
489	в ряде	1	1
490	тот же	2	1
491	переход в	1	1
492	который в	3	1
493	и ее	1	1
494	в голове	1	1
495	вопрос об	1	1
496	с одной	1	1
497	в эти	1	1
498	уже не	3	1
499	и у	2	1
500	то и	1	1
501	своей природы	1	1
502	в виде	3	1
503	по законам	1	1
504	чем оно	1	1
505	в известном	1	1
506	его и	1	1
507	к мысли	1	1
508	и их	1	1
509	сами по	1	1
510	вовсе не	5	1
511	ее не	1	1
512	оба аспекта	1	1
513	отличие от	2	1
514	во всей	2	1
515	находятся в	1	1
516	этот момент	1	1
517	без всякой	1	1
518	и даже	3	1
519	говорили что	1	1
520	и из	1	1
521	с другим	1	1
522	влияние на	2	1
523	сложными и	1	1
524	что можно	1	1
525	как у	1	1
526	только развитие	1	1
527	с той	1	1
528	это все	1	1
529	наконец в	1	1
530	а с	1	1
531	говорит о	3	1
532	естественно что	1	1
533	к сожалению	1	1
534	а на	1	1
535	он только	1	1
536	не означает	2	1
537	только как	1	1
538	в руках	1	1
539	есть отношение	1	1
540	о чем	1	1
541	убедительность и	1	1
542	этот принцип	1	1
543	конце развития	1	1
544	другие в	1	1
545	виде в	1	1
546	эти слова	2	1
547	до этого	2	1
548	но этот	1	1
549	в направлении	2	1
550	ибо это	1	1
551	одной стороны	1	1
552	или другом	1	1
553	является причиной	1	1
554	с некоторыми	1	1
555	последней и	1	1
556	утверждая что	1	1
557	самого себя	1	1
558	сам не	1	1
559	те и	1	1
560	значит что	2	1
561	ли не	1	1
562	сейчас же	1	1
563	в истории	1	1
564	в основном	4	1
565	как частного	1	1
566	с большой	4	1
567	в более	1	1
568	приводит нас	1	1
569	является одним	2	1
570	в самые	1	1
571	вся история	2	1
572	на улице	1	1
573	при таком	1	1
574	не существует	3	1
575	чего я	1	1
576	психологического анализа	1	1
577	для ее	1	1
578	это как	3	1
579	в настоящее	1	1
580	как она	1	1
581	и крайне	1	1
582	на первый	1	1
583	бы он	1	1
584	тем более	1	1
585	конце концов	1	1
586	только с	1	1
587	это еще	1	1
588	и осознать	1	1
589	в целях	1	1
590	может и	1	1
591	в свою	7	1
592	гораздо существеннее	1	1
593	одновременно и	2	1
594	не что	1	1
595	и жизнь	1	1
596	может происходить	1	1
597	но эти	1	1
598	он мыслит	1	1
599	их место	1	1
600	к этому	2	1
601	значение в	1	1
602	точно так	2	1
