N	2gram	Nazirov_Tv_1	Myslijsy
398	которое может	1	1
399	на наш	1	1
400	находим у	1	1
401	в нее	1	1
402	а вместе	1	1
403	бы эта	1	1
404	повторяет в	1	1
405	здесь мы	2	1
406	правда что	1	1
407	в мире	4	1
408	на ту	1	1
409	знает что	1	1
410	идеал в	1	1
411	заключается в	1	1
412	которого не	1	1
413	в глазах	1	1
414	это не	4	1
415	свое я	4	1
416	то все	1	1
417	одновременные и	1	1
418	форму и	1	1
419	приходит в	1	1
420	в жизни	2	1
421	кажется что	1	1
422	люди не	1	1
423	даже без	1	1
424	одна и	1	1
425	нигде не	1	1
426	и было	1	1
427	в этих	2	1
428	закона и	1	1
429	места в	1	1
430	но если	3	1
431	и веков	1	1
432	человека до	1	1
433	что до	1	1
434	миф о	1	1
435	жизни с	2	1
436	всякий раз	1	1
437	история человечества	1	1
438	для многих	1	1
439	может вызвать	1	1
440	шутку но	1	1
441	но он	2	1
442	не поймет	1	1
443	и более	1	1
444	в современном	2	1
445	однако в	2	1
446	что этот	1	1
447	если нет	1	1
448	между прочим	1	1
449	своим героям	1	1
450	человека таким	2	1
451	котором оно	1	1
452	в таких	1	1
453	человека но	3	1
454	и другое	1	1
455	меня не	1	1
456	потребности человека	1	1
457	ее с	1	1
458	в процессе	1	1
459	которого он	2	1
460	а может	1	1
461	идеал к	1	1
462	принадлежит к	1	1
463	он с	1	1
464	прямо противоположно	1	1
465	все свои	1	1
466	больше чем	2	1
467	что называют	1	1
468	и эстетическим	1	1
469	и чувства	1	1
470	рождается в	1	1
471	в более	1	1
472	развития своего	1	1
473	и искусства	1	1
474	вырывается из	1	1
475	что на	1	1
476	в пещере	1	1
477	содержания как	1	1
478	и далее	2	1
479	своего я	2	1
480	которую не	1	1
481	уже о	1	1
482	начиная с	1	1
483	относиться к	1	1
484	отличается от	1	1
485	же самое	1	1
486	свою личную	1	1
487	стремлением к	1	1
488	ли что	1	1
489	анализа в	1	1
490	он видит	3	1
491	быть назван	1	1
492	любовь в	1	1
493	разные стороны	1	1
494	приходит к	3	1
495	в виду	2	1
496	чего я	1	1
497	человека по	1	1
498	от внешней	1	1
499	как по	1	1
500	и говорит	1	1
501	только то	1	1
502	с самого	3	1
503	от мысли	2	1
504	по способу	1	1
505	не останавливаясь	1	1
506	на том	2	1
507	и когда	2	1
508	что у	1	1
509	жизни это	1	1
510	за то	2	1
511	котором нет	1	1
512	времени и	4	1
513	было в	2	1
514	особенно в	1	1
515	с самим	1	1
516	мы заметим	1	1
517	личности на	1	1
518	жизнь и	1	1
519	для этого	1	1
520	вышел в	1	1
521	видит его	1	1
522	нас и	1	1
523	не существовало	1	1
524	и здесь	1	1
525	в глаза	2	1
526	одного из	2	1
527	в строго	1	1
528	все его	1	1
529	нас в	1	1
530	мы понимаем	1	1
531	вопросу о	1	1
532	в которую	1	1
533	обращается к	1	1
534	в л	1	1
535	во всех	1	1
536	образ но	1	1
537	не чувствует	1	1
538	эти два	1	1
539	стоит и	1	1
540	язык в	1	1
541	на словах	1	1
542	что бы	1	1
543	в ту	3	1
544	следовало бы	2	1
545	и деятельность	1	1
546	значит что	2	1
547	бросается в	1	1
548	я был	1	1
549	фраза из	1	1
550	в двух	2	1
551	тот же	2	1
552	экономии и	1	1
553	который в	3	1
554	и ее	1	1
555	по этому	1	1
556	связанным с	1	1
557	человека с	2	1
558	себя в	1	1
559	всего прочего	1	1
560	а это	1	1
561	при помощи	2	1
562	его и	1	1
563	мы знаем	1	1
564	с первым	1	1
565	могло бы	1	1
566	сами по	1	1
567	ее не	1	1
568	к ним	1	1
569	должен был	1	1
570	отдельного человека	2	1
571	жизни в	6	1
572	как сам	1	1
573	как у	1	1
574	в ряде	1	1
575	чем он	1	1
576	по всей	1	1
577	в ребенке	1	1
578	значение того	1	1
579	превращается в	1	1
580	на этот	1	1
581	стремится к	3	1
582	в картине	1	1
583	не на	1	1
584	не означает	2	1
585	с которым	2	1
586	его как	2	1
587	его собственной	1	1
588	сознанием но	1	1
589	эта идея	1	1
590	в одной	2	1
591	человека к	1	1
592	намек на	2	1
593	человек должен	1	1
594	в область	1	1
595	в данном	2	1
596	находятся в	1	1
597	да и	1	1
598	это значит	1	1
599	пробудить в	1	1
600	только для	1	1
601	и прозе	1	1
602	к вопросу	1	1
603	граничит со	1	1
604	вряд ли	2	1
605	о котором	2	1
606	которая в	1	1
607	человек и	1	1
608	впечатления от	1	1
609	на первый	1	1
610	значило бы	1	1
611	г в	1	1
612	вовсе нет	1	1
613	я в	1	1
614	ни было	1	1
615	романа и	1	1
616	хотя в	1	1
617	очень хорошо	1	1
618	сторона в	1	1
619	давно уже	1	1
620	с людьми	1	1
621	может и	1	1
622	равно как	1	1
623	с ними	1	1
624	необходимое условие	1	1
625	я это	1	1
626	него в	1	1
627	на лице	1	1
628	но эти	1	1
629	ее в	3	1
630	и главным	1	1
631	свобода воли	3	1
632	гораздо более	2	1
