N	2gram	Tiupa_Disk_2	Tvorches
278	как некий	1	1
279	представляет собой	11	1
280	из этих	3	1
281	с их	2	1
282	от фигуры	1	1
283	и до	1	1
284	личности но	1	1
285	на стадии	1	1
286	в случае	1	1
287	с малым	1	1
288	не говорит	1	1
289	о которой	1	1
290	этого характера	1	1
291	в первую	2	1
292	как пишет	1	1
293	к одному	1	1
294	не к	2	1
295	в силу	1	1
296	мире на	1	1
297	я с	2	1
298	к выводу	1	1
299	слова не	2	1
300	к традициям	1	1
301	совпадают с	1	1
302	морального выбора	1	1
303	это весьма	1	1
304	входит в	2	1
305	того или	1	1
306	первую очередь	2	1
307	в глазах	1	1
308	бытия но	1	1
309	с прошлым	1	1
310	напротив в	1	1
311	в споре	1	1
312	отказа от	1	1
313	ни в	7	1
314	вводит в	1	1
315	в них	3	1
316	жизни то	1	1
317	несмотря на	1	1
318	и читателем	1	1
319	жизни но	3	1
320	ведет к	3	1
321	восходят к	1	1
322	должно быть	2	1
323	в этих	3	1
324	можно так	1	1
325	какое место	1	1
326	в ходе	2	1
327	я его	1	1
328	о герое	1	1
329	древних греков	1	1
330	если можно	1	1
331	всякий раз	2	1
332	и более	1	1
333	произведения в	1	1
334	в таких	1	1
335	не имеющего	1	1
336	даже в	1	1
337	тексте в	1	1
338	содержит в	2	1
339	виду что	1	1
340	вплоть до	1	1
341	для меня	1	1
342	она не	1	1
343	в обоих	2	1
344	некоторого рода	2	1
345	дело в	2	1
346	говорит но	1	1
347	всей их	1	1
348	чем не	2	1
349	это еще	2	1
350	себе самом	1	1
351	мышления и	1	1
352	жизни не	2	1
353	не стеснял	1	1
354	поучителен в	1	1
355	онегина и	1	1
356	к ней	1	1
357	белинский в	1	1
358	присутствие в	1	1
359	жизни как	2	1
360	мире и	3	1
361	со своим	2	1
362	трагическую предопределенность	1	1
363	в центр	1	1
364	раннего достоевского	1	1
365	не столь	2	1
366	она отнюдь	1	1
367	как будто	3	1
368	к читателю	1	1
369	в области	2	1
370	ему не	1	1
371	и несколько	1	1
372	перед ним	1	1
373	и со	1	1
374	сюжета в	1	1
375	от их	1	1
376	стороны и	2	1
377	к себе	1	1
378	героев а	2	1
379	не могут	1	1
380	надежды на	1	1
381	только еще	1	1
382	числе и	1	1
383	на читателя	1	1
384	лирическим героем	2	1
385	к тому	1	1
386	той или	3	1
387	указывает на	1	1
388	к истокам	1	1
389	в применении	1	1
390	должен быть	1	1
391	для себя	2	1
392	году в	1	1
393	представляют собой	1	1
394	по справедливому	1	1
395	но при	2	1
396	в в	1	1
397	для читателя	1	1
398	характер и	1	1
399	мысль о	3	1
400	то чтобы	1	1
401	только то	1	1
402	в себя	2	1
403	с самого	1	1
404	см главу	1	1
405	в пределах	4	1
406	в мысль	1	1
407	человека для	1	1
408	автора не	1	1
409	позиция самого	1	1
410	вспомнить о	1	1
411	этот период	1	1
412	решающую роль	1	1
413	собой например	1	1
414	по определению	1	1
415	не с	2	1
416	собой в	1	1
417	отождествляется с	1	1
418	его героев	1	1
419	вопрос этот	1	1
420	автор оставляет	1	1
421	чем у	1	1
422	еще в	3	1
423	она была	1	1
424	в повествовательную	1	1
425	во второй	1	1
426	легенды и	3	1
427	поэтому в	1	1
428	пьесы в	1	1
429	и лишена	1	1
430	с человеком	1	1
431	жизненная позиция	1	1
432	о нем	1	1
433	произведения как	2	1
434	и здесь	1	1
435	другом месте	1	1
436	в другом	3	1
437	всем протяжении	1	1
438	в поэзии	1	1
439	столь же	3	1
440	одного из	4	1
441	с одной	4	1
442	лишь в	1	1
443	может не	1	1
444	восходящей к	2	1
445	самому себе	1	1
446	как было	1	1
447	и нечто	1	1
448	жанрах в	1	1
449	в конечном	1	1
450	и вследствие	1	1
451	истории в	1	1
452	русской литературы	1	1
453	русской литературе	2	1
454	обретается в	1	1
455	действующее лицо	1	1
456	не сводится	4	1
457	ранний период	2	1
458	века и	1	1
459	где происходит	1	1
460	при котором	2	1
461	как она	1	1
462	и мир	1	1
463	в жизнь	1	1
464	в меру	1	1
465	в современной	1	1
466	в формах	2	1
467	и одновременно	2	1
468	в тексте	3	1
469	не зная	1	1
470	как нечто	1	1
471	то в	1	1
472	даже если	1	1
473	может оказаться	1	1
474	приходит в	1	1
475	начинает свой	1	1
476	на мир	1	1
477	не то	1	1
478	в большинстве	2	1
479	а напротив	1	1
480	к богу	1	1
481	является не	2	1
482	не дает	1	1
483	по выражению	1	1
484	конечном счете	1	1
485	который по	2	1
486	мир в	1	1
487	восходящего к	1	1
488	и их	1	1
489	художественное восприятие	1	1
490	при всей	7	1
491	не о	2	1
492	бытия и	2	1
493	не просто	1	1
494	в любви	1	1
495	следует признать	3	1
496	на деле	1	1
497	же это	1	1
498	что и	2	1
499	со стороны	10	1
500	или иной	3	1
501	весной года	1	1
502	героев с	1	1
503	его с	1	1
504	и прежде	2	1
505	и между	1	1
506	в любой	1	1
507	а сам	2	1
508	не между	1	1
509	позиции в	1	1
510	человек в	1	1
511	ни о	1	1
512	для реализации	1	1
513	самого начала	1	1
514	художественного целого	4	1
515	и имеет	1	1
516	на фоне	1	1
517	автора с	1	1
518	от страха	1	1
519	который бы	1	1
520	как это	1	1
521	требует от	1	1
522	в ранний	2	1
523	это своего	1	1
524	такого рода	9	1
525	применении к	1	1
526	мой друг	1	1
527	что же	2	1
528	самого себя	1	1
529	человек с	1	1
530	духовной жизни	1	1
531	в художественную	1	1
532	а к	2	1
533	автором и	1	1
534	его происхождением	1	1
535	ней в	1	1
536	оценки и	1	1
537	такова же	1	1
538	личность как	1	1
539	отличается от	1	1
540	пока еще	2	1
541	при всем	1	1
542	под названием	1	1
543	в книге	1	1
544	и для	2	1
545	в литературные	1	1
546	объекта и	2	1
547	должна была	1	1
548	в результате	2	1
549	своей собственной	1	1
550	в повествовании	1	1
551	себя самого	1	1
552	еще более	1	1
553	и ни	1	1
554	поэтических форм	1	1
555	будто бы	1	1
556	действительной жизни	1	1
557	следит за	1	1
558	в городе	1	1
559	так выразиться	1	1
560	не есть	1	1
561	в новый	1	1
562	как явления	1	1
563	может и	2	1
564	а о	1	1
565	о своем	1	1
566	между ними	1	1
567	с ней	2	1
568	и мотивы	1	1
569	не знает	3	1
570	сказать что	1	1
571	не быть	1	1
572	вследствие его	1	1
573	или иного	2	1
574	между автором	1	1
575	и повести	1	1
576	себе не	1	1
577	в голову	1	1
578	к другим	1	1
579	нас не	1	1
580	как на	3	1
581	том числе	1	1
