N	2gram	Bakhtin_KF_1	Istorich
162	она и	1	2
163	как и	5	2
164	нигде не	3	2
165	такой же	1	2
166	нисколько не	4	2
167	со мной	4	2
168	в эту	1	2
169	и ее	2	2
170	и эти	2	2
171	их в	1	2
172	случае мы	2	2
173	тем самым	4	2
174	с которой	1	2
175	одна из	1	2
176	здесь на	1	2
177	и именно	2	2
178	вместо того	1	2
179	здесь нет	2	2
180	только с	3	2
181	был бы	3	2
182	к себе	2	2
183	когда мы	1	2
184	могут быть	3	2
185	того чтобы	2	2
186	с ее	2	2
187	в виду	3	2
188	здесь не	3	2
189	уже с	1	2
190	мотива мы	1	2
191	приводит к	1	2
192	дано в	1	2
193	и когда	2	2
194	живет в	1	2
195	за волосы	1	2
196	подойти к	1	2
197	это только	2	2
198	одно из	1	2
199	что эта	2	2
200	к ней	1	2
201	нет он	1	2
202	в него	2	2
203	но с	1	2
204	с ними	3	2
205	и так	1	2
206	можно установить	1	2
207	а то	1	2
208	он имеет	2	2
209	и их	6	2
210	слова в	2	2
211	и только	6	2
212	не было	8	2
213	и превращает	1	2
214	и из	1	2
215	именно в	5	2
216	здесь в	1	2
217	а с	2	2
218	себя и	2	2
219	но есть	2	2
220	превращается в	1	2
221	зависит от	1	2
222	нет ничего	1	2
223	где же	1	2
224	смысле этого	1	2
225	есть на	2	2
226	в мир	1	2
227	ко мне	6	2
228	о его	1	2
229	или в	1	2
230	не знает	5	2
231	на один	1	2
232	ее в	1	2
233	себя как	2	1
234	можно говорить	1	1
235	и понимает	1	1
236	он может	2	1
237	в стороне	1	1
238	это и	2	1
239	он находится	1	1
240	это очень	1	1
241	из другого	1	1
242	права и	1	1
243	можно в	1	1
244	из его	3	1
245	не имеют	1	1
246	оно было	1	1
247	едва ли	2	1
248	в зависимости	1	1
249	и этот	3	1
250	и за	2	1
251	их и	1	1
252	а как	2	1
253	здесь нам	1	1
254	и о	1	1
255	бы что	1	1
256	так чтобы	1	1
257	говорить о	2	1
258	это единственное	2	1
259	их не	1	1
260	себе а	2	1
261	зависимости от	1	1
262	и он	1	1
263	тем она	1	1
264	нему в	4	1
265	с его	1	1
266	тем как	3	1
267	мной в	1	1
268	от его	5	1
269	на основе	7	1
270	но как	5	1
271	а только	1	1
272	к которой	2	1
273	только при	1	1
274	а он	1	1
275	исторический факт	1	1
276	и выдает	1	1
277	отнюдь не	6	1
278	всегда действительно	1	1
279	в истории	1	1
280	себя за	2	1
281	как к	2	1
282	и как	2	1
283	и тот	1	1
284	и к	1	1
285	на своем	3	1
286	можно сделать	1	1
287	от этого	2	1
288	в этот	1	1
289	за собой	1	1
290	и этим	3	1
291	для которого	3	1
292	в целом	10	1
293	всей своей	2	1
294	другом случае	1	1
295	его но	1	1
296	человек не	2	1
297	жизнью и	1	1
298	о возможной	1	1
299	как оно	2	1
300	к миру	1	1
301	с нашим	1	1
302	оно должно	1	1
303	войти в	2	1
304	конца и	1	1
305	с собой	1	1
306	мне в	4	1
307	не будет	2	1
308	человек а	1	1
309	связанных с	1	1
310	здесь то	1	1
311	под эти	1	1
312	с целью	1	1
313	входит в	3	1
314	это было	2	1
315	который и	1	1
316	а это	2	1
317	момент этого	1	1
318	на характер	1	1
319	смерть и	1	1
320	из нее	1	1
321	но уже	1	1
322	это положение	1	1
323	соответствии с	2	1
324	он действительно	1	1
325	несмотря на	1	1
326	но я	2	1
327	что значит	2	1
328	в своей	10	1
329	конечно все	1	1
330	места их	1	1
331	не подлежит	1	1
332	часа и	1	1
333	чем дальше	1	1
334	но эта	5	1
335	а есть	1	1
336	над всеми	1	1
337	тем не	2	1
338	есть еще	1	1
339	бы быть	5	1
340	и под	2	1
341	по себе	2	1
342	освободиться от	1	1
343	и очень	1	1
344	нечто вроде	2	1
345	не менее	3	1
346	играть в	1	1
347	быть признан	1	1
348	есть а	1	1
349	как о	1	1
350	форма не	1	1
351	в то	3	1
352	к этим	1	1
353	что ей	1	1
354	чтобы стать	1	1
355	нечто подобное	1	1
356	только не	1	1
357	слово и	1	1
358	в религии	1	1
359	во всем	7	1
360	ему и	1	1
361	в процессе	2	1
362	через эту	1	1
363	до того	1	1
364	в каком	4	1
365	у меня	1	1
366	со стороны	7	1
367	если он	1	1
368	относиться к	1	1
369	во все	1	1
370	вошли в	1	1
371	его с	2	1
372	и мне	1	1
373	за свою	1	1
374	этим самым	1	1
375	не живет	2	1
376	не делает	1	1
377	ни одно	5	1
378	всего этого	1	1
379	факт не	1	1
380	характер и	1	1
381	чтобы быть	2	1
382	и совершенно	3	1
383	здесь нельзя	1	1
384	особенно в	1	1
385	пройти мимо	2	1
386	остается только	1	1
387	мира и	4	1
388	в последней	1	1
389	задний план	1	1
390	был не	1	1
391	приобщается к	2	1
392	это может	1	1
393	с ним	5	1
394	образом в	1	1
395	и кроме	1	1
396	я теперь	1	1
397	сводится к	2	1
398	человек здесь	1	1
399	человека за	1	1
400	есть момент	3	1
401	ее и	6	1
402	и во	1	1
403	а во	1	1
404	от него	3	1
405	все в	1	1
406	связь между	1	1
407	этот момент	6	1
408	нуждается в	1	1
409	уходят в	1	1
410	и окончательно	1	1
411	и иных	1	1
412	может иметь	2	1
413	вся жизнь	1	1
414	значит что	1	1
415	быть и	3	1
416	тот же	1	1
417	и временного	2	1
418	в какой	1	1
419	и действительно	6	1
420	должен быть	7	1
421	игра в	1	1
422	именно на	2	1
423	момент не	1	1
424	уже не	7	1
425	не можем	1	1
426	если мы	1	1
427	только на	1	1
428	это ее	1	1
429	него и	1	1
430	и других	2	1
431	факт но	1	1
432	себе в	1	1
433	никто не	1	1
434	могло бы	4	1
435	даже к	1	1
436	вовсе не	7	1
437	уже нет	1	1
438	друг друга	1	1
439	много и	1	1
440	такие которые	1	1
441	которые как	1	1
442	именно как	1	1
443	со всем	5	1
444	он живет	1	1
445	и можно	1	1
446	будет ли	2	1
447	миру и	1	1
448	чтобы я	1	1
449	что не	3	1
450	сделать в	1	1
451	к человеку	1	1
452	только по	2	1
453	по направлению	1	1
454	здесь дело	1	1
455	она является	1	1
456	до конца	3	1
457	ничем не	1	1
458	только момент	4	1
459	место и	2	1
460	жизнь в	1	1
461	а по	2	1
462	это дело	1	1
463	не знаю	1	1
464	с нашей	1	1
465	вокруг него	2	1
466	и потому	2	1
467	всем что	1	1
468	по своему	3	1
469	что за	2	1
470	с него	1	1
471	чем в	1	1
472	остается в	1	1
473	там где	5	1
474	действительно ли	2	1
475	это значит	1	1
476	к следующему	1	1
477	быть не	2	1
478	в это	2	1
479	этого слова	2	1
480	только для	1	1
481	влечет за	1	1
482	содержится в	1	1
483	ибо ее	1	1
484	при таком	1	1
485	на задний	1	1
486	имеет какую-то	1	1
487	часто имеют	1	1
488	в результате	1	1
489	и видит	1	1
490	он за	1	1
491	бы он	2	1
492	это позволяет	1	1
493	еще более	2	1
494	его еще	1	1
495	быть возведена	1	1
496	ни к	2	1
497	стороны в	3	1
498	все они	1	1
499	же в	1	1
500	лежит в	1	1
501	но всегда	2	1
502	его к	2	1
503	требует чтобы	1	1
504	в свою	3	1
505	но можно	4	1
506	она сама	1	1
507	переход из	1	1
508	бы его	1	1
509	в самом	1	1
510	живого и	1	1
511	самое что	1	1
512	и эта	2	1
513	к этому	2	1
