N	2gram	Tiupa_Lite_3	VLabPisa
216	не вполне	2	2
217	в области	3	2
218	в образах	1	2
219	нет ни	1	2
220	ли не	1	2
221	же самое	2	2
222	числе и	2	2
223	другом месте	1	2
224	в стихотворении	6	2
225	в самых	1	2
226	для того	2	2
227	искусство как	2	2
228	он сам	1	2
229	о процессе	1	2
230	и даже	2	2
231	именно этого	1	2
232	на вопрос	1	2
233	говорит об	1	2
234	из рассказа	2	2
235	лишь в	5	2
236	во всей	2	2
237	но с	2	2
238	и быть	1	2
239	с одной	4	2
240	носит в	1	2
241	одной из	1	2
242	у них	1	2
243	ни с	2	2
244	вовсе не	1	2
245	при всей	1	2
246	одной стороны	4	2
247	или иной	2	2
248	даже не	1	2
249	внутренняя логика	1	2
250	как у	4	2
251	еще и	2	2
252	что для	1	2
253	к сожалению	1	2
254	о чем	3	2
255	не об	1	2
256	тому как	3	2
257	стороны в	1	2
258	было в	1	2
259	начиная с	1	2
260	и потому	2	2
261	самого себя	1	2
262	как например	2	2
263	этом и	1	2
264	в книге	1	2
265	поэта как	1	2
266	мира и	2	2
267	например не	1	2
268	будто бы	1	2
269	все они	2	2
270	а в	5	2
271	в стихах	6	2
272	процессе своего	1	2
273	к его	1	2
274	в своих	2	2
275	явления в	1	2
276	этой точки	1	2
277	они не	1	2
278	которая не	1	2
279	жить по	1	1
280	с жизнью	4	1
281	начинается с	1	1
282	самом деле	3	1
283	художника перед	1	1
284	что эти	1	1
285	все те	1	1
286	мыслит и	1	1
287	обойтись без	1	1
288	поэзии и	2	1
289	всей ее	1	1
290	смотреть на	1	1
291	бы уже	1	1
292	за его	2	1
293	как мы	2	1
294	вопрос о	2	1
295	в деле	1	1
296	на себя	2	1
297	собою не	1	1
298	приходит к	1	1
299	из того	2	1
300	мы и	2	1
301	искусства для	1	1
302	проявляется в	1	1
303	свою очередь	1	1
304	и то	1	1
305	он был	1	1
306	ответа на	1	1
307	быть в	1	1
308	здесь не	2	1
309	в последних	1	1
310	во имя	1	1
311	сознания а	1	1
312	глубокой древности	1	1
313	не знала	1	1
314	у вл	1	1
315	а и	2	1
316	уже как	1	1
317	себе и	1	1
318	сама по	1	1
319	в истории	1	1
320	оказывается не	2	1
321	общего с	1	1
322	и дети	1	1
323	и целого	1	1
324	путем не	1	1
325	свою внутреннюю	1	1
326	сознания в	1	1
327	что по	1	1
328	и наконец	3	1
329	или иную	1	1
330	то в	3	1
331	уже в	1	1
332	определена как	1	1
333	тому же	5	1
334	на то	2	1
335	закрепленное в	1	1
336	для творца	1	1
337	так сказать	1	1
338	и если	4	1
339	на его	3	1
340	к искусству	1	1
341	в определенном	1	1
342	над материалом	1	1
343	момента когда	1	1
344	всего стихотворения	1	1
345	творца и	1	1
346	его стихи	1	1
347	момента в	1	1
348	и еще	1	1
349	в понимании	1	1
350	не как	2	1
351	уже не	3	1
352	и субъективное	1	1
353	борьбы и	1	1
354	то есть	5	1
355	творчества он	1	1
356	входит в	4	1
357	в музыке	1	1
358	на протяжении	1	1
359	человеческой личности	1	1
360	например с	1	1
361	кажется что	1	1
362	материал для	1	1
363	самые различные	1	1
364	соответствии с	5	1
365	что нередко	1	1
366	этого не	1	1
367	с этой	2	1
368	и следовало	1	1
369	практической жизни	1	1
370	несмотря на	2	1
371	на этот	1	1
372	о художнике	8	1
373	в этих	1	1
374	в ходе	1	1
375	взгляд на	3	1
376	самый механизм	1	1
377	на свою	3	1
378	как совокупность	1	1
379	по год	1	1
380	собой не	1	1
381	которые для	1	1
382	значение для	1	1
383	однако от	1	1
384	ее полноте	1	1
385	процесса и	1	1
386	без участия	1	1
387	вдохновение это	1	1
388	но он	1	1
389	друг другу	1	1
390	был только	1	1
391	и эти	1	1
392	в устах	1	1
393	бы быть	1	1
394	вплоть до	2	1
395	в таких	1	1
396	без того	1	1
397	с которой	2	1
398	мысли в	1	1
399	писателя с	1	1
400	и искусство	1	1
401	мышления и	1	1
402	не имеет	1	1
403	о природе	2	1
404	жизни не	2	1
405	новеллы в	1	1
406	записывает в	2	1
407	друг друга	1	1
408	целом и	2	1
409	как будто	4	1
410	в основе	5	1
411	маяковский в	1	1
412	уже о	3	1
413	отсутствии у	1	1
414	внутреннего мира	1	1
415	ничего общего	1	1
416	в театре	1	1
417	очень точно	1	1
418	именно эту	1	1
419	но по	1	1
420	с ее	3	1
421	и мысль	1	1
422	говоря уже	4	1
423	данном случае	4	1
424	его творческой	1	1
425	вопрос что	1	1
426	художника со	1	1
427	на другом	1	1
428	и сам	2	1
429	что у	2	1
430	по аналогии	2	1
431	нельзя не	1	1
432	что автор	1	1
433	и прочих	1	1
434	жизнь и	1	1
435	о котором	1	1
436	для этого	1	1
437	реальности во	1	1
438	по мере	1	1
439	а по	2	1
440	о нем	2	1
441	искусства и	3	1
442	диаметрально противоположный	1	1
443	с того	1	1
444	для нас	1	1
445	а также	4	1
446	аналогии с	1	1
447	как было	1	1
448	знает что	2	1
449	вне художника	1	1
450	несомненно и	1	1
451	по слову	1	1
452	или иначе	2	1
453	области искусства	1	1
454	и ночью	1	1
455	об отсутствии	2	1
456	художников слова	1	1
457	и тех	1	1
458	степени мы	1	1
459	в ту	2	1
460	в свете	1	1
461	пушкине и	1	1
462	если это	2	1
463	творческого акта	1	1
464	деятельность художника	1	1
465	и характерное	1	1
466	трудно не	1	1
467	жизнь их	1	1
468	с каждым	1	1
469	автора так	1	1
470	к их	1	1
471	в стороне	1	1
472	эстетики но	1	1
473	который в	1	1
474	об их	1	1
475	но между	1	1
476	вот этот	1	1
477	своем дневнике	1	1
478	этой системе	1	1
479	есть в	1	1
480	конечно не	1	1
481	только на	1	1
482	ее а	1	1
483	в живописи	1	1
484	в поэзии	5	1
485	существу своему	1	1
486	оно в	1	1
487	в начале	4	1
488	свидетельствует о	1	1
489	или даже	1	1
490	по выражению	1	1
491	и других	1	1
492	вл соловьева	1	1
493	ту или	1	1
494	роль и	1	1
495	в прозе	1	1
496	к более	1	1
497	представлений о	1	1
498	отношение к	2	1
499	не случайно	3	1
500	оказывается перед	1	1
501	тем что	2	1
502	путей к	1	1
503	и вместе	2	1
504	я то	1	1
505	автора как	1	1
506	смысла и	1	1
507	к идее	2	1
508	в диалектике	1	1
509	иной мере	1	1
510	а именно	5	1
511	в свою	2	1
512	чем он	1	1
513	бытия в	2	1
514	своего собственного	1	1
515	следовало ожидать	1	1
516	в гг	1	1
517	себя и	2	1
518	борьба за	1	1
519	в живом	2	1
520	художнике как	2	1
521	восприимчивость к	1	1
522	в соответствии	3	1
523	связано с	1	1
524	не создает	1	1
525	из наиболее	1	1
526	не означает	2	1
527	личности в	3	1
528	наконец в	3	1
529	подобного рода	1	1
530	борьбу и	1	1
531	со своими	2	1
532	мира в	3	1
533	своей индивидуальности	1	1
534	художественного целого	1	1
535	если не	2	1
536	нет ничего	1	1
537	как в	5	1
538	их к	1	1
539	в данном	4	1
540	так или	2	1
541	в той	1	1
542	стихотворений и	1	1
543	искусства до	1	1
544	бы его	1	1
545	я с	3	1
546	и судьбы	1	1
547	исходя из	1	1
548	это значит	1	1
549	никем не	2	1
550	должно быть	4	1
551	с бытием	1	1
552	слова и	1	1
553	еще раз	2	1
554	до читателя	1	1
555	вне себя	2	1
556	только для	3	1
557	но это	1	1
558	о свободе	1	1
559	романа с	1	1
560	слова с	1	1
561	это явление	1	1
562	и ему	1	1
563	для такого	2	1
564	с по	2	1
565	мой взгляд	1	1
566	я всегда	1	1
567	весь мой	1	1
568	об искусстве	4	1
569	это как	3	1
570	романа и	2	1
571	в каждой	2	1
572	внимание на	2	1
573	и все	1	1
574	собственно говоря	1	1
575	той или	2	1
576	еще более	1	1
577	вообще в	1	1
578	ни к	3	1
579	потому что	3	1
580	быть определена	1	1
581	и наоборот	2	1
582	но вот	1	1
583	еще в	3	1
584	к ее	1	1
585	не говоря	4	1
586	из тех	1	1
587	совершенно не	3	1
588	при определенных	1	1
589	в последнем	1	1
590	не один	1	1
591	и идеи	1	1
592	есть и	1	1
593	к этой	1	1
594	часто встречается	1	1
595	в таком	1	1
