N	2gram	Bakhtin_Pr_1	formyVre
422	очень важная	1	2
423	этой проблемы	1	2
424	время не	2	2
425	в которой	4	2
426	характера но	1	2
427	он у	2	2
428	сливаются воедино	1	1
429	и наиболее	1	1
430	сохраняет свое	1	1
431	жизни где	1	1
432	одним из	8	1
433	до него	1	1
434	так резко	1	1
435	и вызывает	2	1
436	все остальное	1	1
437	века но	1	1
438	он может	3	1
439	принципы построения	1	1
440	идет о	3	1
441	по этим	1	1
442	важное положение	1	1
443	и есть	5	1
444	далее и	1	1
445	его жизненного	1	1
446	тем же	1	1
447	другими чертами	2	1
448	из самых	1	1
449	моменты его	1	1
450	высшей степени	1	1
451	в зависимости	3	1
452	собою в	1	1
453	и за	1	1
454	из всех	1	1
455	со всех	1	1
456	романного жанра	1	1
457	и литературных	1	1
458	для своего	2	1
459	нами был	1	1
460	и само	2	1
461	бы в	3	1
462	теперь мы	1	1
463	именно к	1	1
464	бы и	4	1
465	почти все	1	1
466	он действует	1	1
467	который был	1	1
468	как во	1	1
469	на себе	2	1
470	то новое	1	1
471	я не	3	1
472	и чужого	1	1
473	всего романа	1	1
474	зависимости от	3	1
475	и он	1	1
476	искать для	2	1
477	и философские	1	1
478	и происходит	1	1
479	он сам	3	1
480	первый план	1	1
481	терпят крушение	1	1
482	события в	1	1
483	роман и	1	1
484	и биографический	1	1
485	самом деле	5	1
486	данном случае	2	1
487	то он	3	1
488	но как	3	1
489	явлений и	1	1
490	эта особенность	4	1
491	менее всего	4	1
492	вступают в	1	1
493	с собою	2	1
494	в свои	1	1
495	второй план	1	1
496	внешних и	1	1
497	романе а	1	1
498	час и	1	1
499	что касается	1	1
500	однако не	2	1
501	перед нами	4	1
502	не сливается	1	1
503	в событие	1	1
504	в полном	1	1
505	могли бы	3	1
506	нами в	1	1
507	и наконец	5	1
508	и сам	2	1
509	романа от	1	1
510	слова он	1	1
511	а перед	1	1
512	разделения на	1	1
513	литературы в	1	1
514	тяготеет к	1	1
515	роман разные	1	1
516	сливается с	2	1
517	не приходится	1	1
518	что это	1	1
519	ни один	2	1
520	типа построения	1	1
521	из этих	2	1
522	времени отсюда	2	1
523	тоже не	1	1
524	в этой	4	1
525	существу что	1	1
526	человеке и	1	1
527	видим и	1	1
528	но его	1	1
529	мира но	2	1
530	в европейском	1	1
531	не следует	1	1
532	поэтому вовсе	1	1
533	потому они	1	1
534	он ни	1	1
535	стремится к	1	1
536	к герою	1	1
537	литературных произведений	1	1
538	а вовсе	1	1
539	них нет	1	1
540	братья карамазовы	1	1
541	в плане	5	1
542	построены как	1	1
543	многообразие в	1	1
544	значительной степени	1	1
545	здесь мы	2	1
546	в первых	1	1
547	свой мир	1	1
548	построении романа	2	1
549	в совершенно	2	1
550	есть все	1	1
551	в мире	7	1
552	мире не	1	1
553	и тонкие	1	1
554	них не	1	1
555	зрения на	8	1
556	непосредственно переходит	1	1
557	это было	1	1
558	как разные	1	1
559	остался незавершенным	1	1
560	и соответствующие	1	1
561	это противоречие	1	1
562	и лишен	1	1
563	лишь на	2	1
564	всю его	1	1
565	изображенного в	1	1
566	на полноту	1	1
567	на свои	1	1
568	и важная	1	1
569	в высшей	1	1
570	в самую	1	1
571	нечто на	1	1
572	но значение	1	1
573	на одну	1	1
574	должно быть	1	1
575	каждом явлении	1	1
576	в один	2	1
577	и тогда	1	1
578	не больше	1	1
579	себе все	1	1
580	в эту	1	1
581	и при	1	1
582	приобретают совершенно	1	1
583	таким же	2	1
584	его герои	1	1
585	не становится	5	1
586	всяком случае	3	1
587	с идеей	3	1
588	что дело	1	1
589	разные этапы	1	1
590	всяком романе	1	1
591	не столько	3	1
592	в первый	1	1
593	романа который	2	1
594	самого героя	8	1
595	они уже	3	1
596	своего рода	1	1
597	нельзя и	1	1
598	не путем	1	1
599	значение для	1	1
600	и другого	1	1
601	мы проследим	1	1
602	является только	1	1
603	своему существу	1	1
604	как их	3	1
605	единство и	1	1
606	совершенно новое	1	1
607	и внутренних	1	1
608	образом и	1	1
609	остается вне	1	1
610	в философии	1	1
611	теми же	1	1
612	интересная и	1	1
613	смертной казни	1	1
614	и более	1	1
615	героев не	1	1
616	времени а	1	1
617	биографический материал	1	1
618	человека но	2	1
619	так называемого	1	1
620	же мы	1	1
621	о последней	1	1
622	отдельных романов	1	1
623	героем и	1	1
624	быть лишь	1	1
625	из которых	2	1
626	не становятся	2	1
627	до известной	1	1
628	она не	5	1
629	и художественной	1	1
630	аналогичные явления	1	1
631	ними не	1	1
632	как его	1	1
633	не вызывает	1	1
634	и имеет	1	1
635	особый характер	1	1
636	та или	1	1
637	находится в	1	1
638	следовательно и	2	1
639	самой жизни	1	1
640	ибо не	2	1
641	того в	1	1
642	в сравнительно	1	1
643	на те	1	1
644	по своей	1	1
645	жизни как	1	1
646	это слово	1	1
647	ним но	1	1
648	нам важно	1	1
649	здесь же	1	1
650	эти три	1	1
651	даже самая	1	1
652	входят в	2	1
653	с другом	3	1
654	и со	1	1
655	с которой	4	1
656	у нас	1	1
657	к отдельным	2	1
658	xx века	1	1
659	в момент	1	1
660	ни был	1	1
661	и определений	1	1
662	поэтому не	2	1
663	дан как	1	1
664	нашу точку	2	1
665	я сам	1	1
666	как только	1	1
667	отличается от	2	1
668	должны быть	1	1
669	всего в	1	1
670	что оно	1	1
671	его с	1	1
672	видение и	1	1
673	бы он	1	1
674	для его	3	1
675	они и	1	1
676	в каждом	8	1
677	особый тип	1	1
678	него как	1	1
679	и был	3	1
680	мы привели	1	1
681	и самое	2	1
682	не делает	1	1
683	основе этого	1	1
684	и сами	1	1
685	их значение	1	1
686	точками зрения	2	1
687	некоторых особенностей	1	1
688	формы художественного	1	1
689	были бы	4	1
690	своего мира	1	1
691	чтобы быть	1	1
692	и человек	1	1
693	и этим	2	1
694	в себя	3	1
695	не возникает	2	1
696	приводит к	3	1
697	семейная жизнь	1	1
698	человека он	1	1
699	совершенно различных	1	1
700	из всего	2	1
701	и которые	1	1
702	в новом	1	1
703	весь сплошь	1	1
704	но потому	1	1
705	чертами его	1	1
706	но здесь	1	1
707	в построении	5	1
708	и здесь	3	1
709	неповторимое своеобразие	1	1
710	тех кто	1	1
711	этих условиях	2	1
712	о том	2	1
713	не перед	1	1
714	и миром	1	1
715	которым она	1	1
716	притом в	1	1
717	начинается и	1	1
718	мира а	1	1
719	развертывается в	1	1
720	раскрываются в	1	1
721	события его	1	1
722	все в	6	1
723	наполнение этих	1	1
724	в данных	1	1
725	новое что	1	1
726	является здесь	1	1
727	всего на	1	1
728	своего образа	1	1
729	твердый образ	1	1
730	или иная	1	1
731	образом все	2	1
732	на ее	1	1
733	от них	1	1
734	какие мы	2	1
735	и только	1	1
736	тотчас же	1	1
737	а следовательно	1	1
738	наконец в	2	1
739	все стороны	1	1
740	все события	1	1
741	вся жизнь	1	1
742	проблемы особой	1	1
743	ведь эти	1	1
744	последующих эпох	1	1
745	тот же	2	1
746	художественное единство	1	1
747	что он	10	1
748	мы увидим	1	1
749	что даже	1	1
750	его жизнь	2	1
751	сочетаются в	3	1
752	ходит по	1	1
753	только исключительные	1	1
754	целого и	1	1
755	должен быть	1	1
756	это очень	3	1
757	особенности его	5	1
758	всех его	1	1
759	на мир	8	1
760	по этому	2	1
761	точка зрения	7	1
762	в окружающем	1	1
763	что из	2	1
764	себя в	3	1
765	раскрытие и	1	1
766	так что	1	1
767	ведь в	1	1
768	было так	1	1
769	проникнуть в	1	1
770	в большинстве	2	1
771	ни одного	2	1
772	его самосознание	3	1
773	за пределами	1	1
774	первое и	1	1
775	в твердый	1	1
776	они могли	1	1
777	является не	3	1
778	основе его	1	1
779	от других	1	1
780	этому вопросу	1	1
781	при изображении	1	1
782	почти полностью	1	1
783	или даже	2	1
784	при помощи	1	1
785	из них	2	1
786	действие романа	2	1
787	к содержанию	1	1
788	быть образ	1	1
789	него нет	1	1
790	ведь это	2	1
791	могло бы	1	1
792	и бальзака	1	1
793	сами по	3	1
794	как писатель	1	1
795	произведения и	1	1
796	привела к	1	1
797	при всей	1	1
798	содержание романа	1	1
799	бытия и	1	1
800	и непосредственных	1	1
801	она имеет	1	1
802	и оценки	1	1
803	скепсис и	1	1
804	ее на	1	1
805	герой и	1	1
806	героя его	2	1
807	эти противоречия	1	1
808	и герои	1	1
809	этого пути	1	1
810	преимуществу в	1	1
811	глубине и	1	1
812	же каким	1	1
813	характерно для	1	1
814	бы эти	1	1
815	их объективного	1	1
816	говорит о	1	1
817	и люди	1	1
818	к более	2	1
819	месте и	1	1
820	особой постановки	1	1
821	к человеку	2	1
822	быть тем	1	1
823	притом не	1	1
824	то и	2	1
825	а на	1	1
826	с рабле	1	1
827	самое слово	1	1
828	и самый	1	1
829	не на	3	1
830	хоть сколько-нибудь	1	1
831	изображения в	3	1
832	и внутренне	1	1
833	но благодаря	1	1
834	одну из	1	1
835	нашел наиболее	1	1
836	мы остановимся	3	1
837	романы достоевского	3	1
838	но есть	1	1
839	его характер	1	1
840	построении образов	1	1
841	покажем в	1	1
842	между собою	1	1
843	не способна	1	1
844	люди и	1	1
845	и приобретает	1	1
846	внутреннего человека	1	1
847	нового не	1	1
848	не знал	1	1
849	и вот	2	1
850	смысле этого	1	1
851	героя поэтому	1	1
852	дальнейшем в	1	1
853	типа как	1	1
854	в тех	1	1
855	работы о	1	1
856	становится так	1	1
857	смысле он	1	1
858	друг с	3	1
859	в человеческом	1	1
860	нем как	1	1
861	распадается на	1	1
862	существенных моментах	1	1
863	и особый	1	1
864	дело здесь	1	1
865	мы сказали	1	1
866	не создает	1	1
867	зрения которого	1	1
868	этого слова	2	1
869	то перед	2	1
870	и полно	1	1
871	которые были	3	1
872	вопрос в	1	1
873	это уже	1	1
874	до них	1	1
875	известной степени	1	1
876	слова но	2	1
877	и быт	1	1
878	романа непосредственно	1	1
879	не существует	1	1
880	и от	1	1
881	она может	1	1
882	это он	1	1
883	прочной и	1	1
884	которой можно	1	1
885	и перед	2	1
886	в другое	1	1
887	но внутренне	1	1
888	себя самого	4	1
889	на первый	1	1
890	но эти	2	1
891	в собственно	1	1
892	тем более	1	1
893	у которого	1	1
894	образ героя	4	1
895	замкнутость и	1	1
896	все они	1	1
897	и роста	1	1
898	века мы	1	1
899	самому и	1	1
900	его к	4	1
901	к смертной	1	1
902	другими важными	1	1
903	становления и	1	1
904	слово в	2	1
905	героев ни	1	1
906	этот вопрос	2	1
907	с ней	1	1
908	и касается	1	1
909	от всех	1	1
910	значение они	1	1
911	на ней	1	1
912	героя в	4	1
913	строится на	1	1
914	собой это	1	1
915	в искусстве	2	1
916	в своих	2	1
917	героя как	1	1
918	рядом со	1	1
919	гораздо более	1	1
