N	2gram	Tiupa_Narr_1	Istorich
518	мира и	2	1
519	в другое	1	1
520	от него	1	1
521	в основе	5	1
522	умер он	1	1
523	есть уже	1	1
524	хотя в	2	1
525	мифа который	1	1
526	к ее	1	1
527	это работы	1	1
528	две стороны	1	1
529	в самом	1	1
530	чего в	1	1
531	здесь обычно	1	1
532	в таком	2	1
533	точно так	2	1
534	этой точки	2	1
535	том числе	6	1
