N	2gram	Berdyaev_N_1	Dialekti
332	а во-вторых	1	1
333	бог и	1	1
334	к себе	1	1
335	в духе	3	1
336	когда мы	2	1
337	и вполне	1	1
338	человека в	1	1
339	сама жизнь	2	1
340	зависимости от	1	1
341	жизнью и	1	1
342	всего что	1	1
343	быть отнесены	1	1
344	что будущее	1	1
345	и личности	1	1
346	из их	1	1
347	не могу	1	1
348	чтобы быть	1	1
349	что само	1	1
350	природе своей	1	1
351	переход к	2	1
352	можно было	2	1
353	очень долго	1	1
354	и которые	1	1
355	по природе	1	1
356	к тем	1	1
357	мы в	1	1
358	и трудно	1	1
359	определяющей силой	1	1
360	быть может	4	1
361	о самом	1	1
362	и должно	2	1
363	на их	1	1
364	с одной	2	1
365	мира а	2	1
366	должно было	2	1
367	к нему	1	1
368	всей нашей	1	1
369	нем не	1	1
370	все в	1	1
371	но внутри	1	1
372	и обнажается	1	1
373	все время	2	1
374	и она	1	1
375	вся жизнь	1	1
376	времени что	1	1
377	философии и	1	1
378	будет играть	3	1
379	будто бы	1	1
380	и такое	1	1
381	было и	1	1
382	во времени	1	1
383	их не	1	1
384	это совсем	2	1
385	истории человечества	1	1
386	и у	1	1
387	уже в	1	1
388	существования и	1	1
389	мы переходим	1	1
390	земли и	1	1
391	и нового	1	1
392	в конце	1	1
393	не для	1	1
394	должны стать	1	1
395	идея личности	1	1
396	и никакой	1	1
397	этой системы	1	1
398	которые могут	1	1
399	человек как	1	1
400	от всякого	2	1
401	они будут	1	1
402	его формальной	1	1
403	и вместе	1	1
404	не были	1	1
405	возможно что	1	1
406	ней и	1	1
407	и человека	1	1
408	говорим о	1	1
409	с другой	3	1
410	дневного света	1	1
411	к ее	3	1
412	говорят об	1	1
413	что будет	1	1
414	час ночи	1	1
415	но личность	1	1
416	превращается в	1	1
417	этих терминов	1	1
418	жизнь в	1	1
419	как ни	1	1
420	нужно считать	1	1
421	и оно	1	1
422	но знаем	1	1
423	далеко еще	1	1
424	всемирной истории	2	1
425	которые будут	1	1
426	я хочу	1	1
427	в недра	1	1
428	личностей и	1	1
429	ни за	1	1
430	но оно	1	1
431	символична в	1	1
432	необходимость и	1	1
433	до этого	1	1
434	зачем же	1	1
435	если взять	1	1
436	ничего нет	1	1
437	в бытие	1	1
438	наряду с	3	1
439	в той	1	1
440	и нами	1	1
441	быть только	1	1
442	имеет никакой	1	1
443	по существу	2	1
444	в состоянии	1	1
445	в это	1	1
446	ему все	1	1
447	будет и	2	1
448	ближе к	1	1
449	истории но	1	1
450	в недрах	1	1
451	в наше	3	1
452	и воля	1	1
453	основанная на	1	1
454	и от	2	1
455	настоящего и	1	1
456	в известном	1	1
457	в христианстве	1	1
458	мира и	2	1
459	направленные к	1	1
460	которая в	1	1
461	в силах	1	1
462	чтобы понять	1	1
463	и философы	1	1
464	но также	1	1
465	что новое	1	1
466	даже это	1	1
467	как того	1	1
468	все они	2	1
469	есть уже	1	1
470	давно уже	1	1
471	гораздо больше	1	1
472	жизни в	3	1
473	лишь те	1	1
474	не знает	6	1
475	сторона жизни	1	1
476	не быть	1	1
477	но можно	1	1
478	уединение и	1	1
479	формальной логики	1	1
480	не верят	1	1
481	как на	1	1
482	чтобы эти	1	1
483	случае если	1	1
484	как результат	1	1
