N	2gram	Tiupa_Disk_1	Problemy
113	и без	2	4
114	во всем	1	4
115	как раз	1	4
116	это слово	1	4
117	как будто	1	4
118	и делает	1	4
119	той или	3	4
120	еще в	3	4
121	между тем	4	4
122	наконец в	1	4
123	только на	1	4
124	всяком случае	1	4
125	не о	1	4
126	тем что	3	4
127	или иной	5	4
128	с другой	10	4
129	и прежде	1	4
130	что не	4	4
131	до конца	1	4
132	а не	22	4
133	но как	2	4
134	в творчестве	1	4
135	по своему	3	4
136	в той	1	4
137	это он	1	4
138	но зато	2	4
139	я в	1	4
140	во всяком	2	4
141	как его	2	3
142	это и	1	3
143	обойтись без	1	3
144	говорить о	1	3
145	в виду	2	3
146	во всех	5	3
147	этот тон	1	3
148	за пределы	2	3
149	в одной	3	3
150	с этим	3	3
151	когда он	2	3
152	его к	1	3
153	в целом	4	3
154	тому же	5	3
155	одно и	1	3
156	было бы	1	3
157	этом смысле	1	3
158	оно стремится	1	3
159	с тем	1	3
160	в котором	5	3
161	к одному	1	3
162	не как	4	3
163	собой и	1	3
164	раз и	1	3
165	с миром	1	3
166	но только	1	3
167	появляется в	1	3
168	к концу	1	3
169	им и	1	3
170	и т.д	4	3
171	с ее	2	3
172	не могу	1	3
173	в ее	3	3
174	с человеком	2	3
175	сводится к	5	3
176	и во	2	3
177	что и	3	3
178	это не	3	3
179	в форме	2	3
180	того что	3	3
181	одного сознания	1	3
182	он уже	1	3
183	со всеми	1	3
184	уже не	4	3
185	уже в	2	3
186	из них	3	3
187	его и	1	3
188	а с	5	3
189	i это	1	3
190	в начале	2	3
191	которой он	1	3
192	не мог	1	3
193	и от	1	3
194	это как	1	3
195	мы должны	1	3
196	том что	19	3
197	отношением к	1	3
198	сказать что	3	3
199	другой стороны	3	3
200	в обычном	1	2
201	например в	2	2
202	чтобы не	1	2
203	сам по	1	2
204	в первом	3	2
205	не хочет	1	2
206	из его	1	2
207	он ничего	1	2
208	а как	1	2
209	в каждой	3	2
210	слово не	2	2
211	в которых	4	2
212	быть в	1	2
213	столь же	3	2
214	что его	1	2
215	герой не	1	2
216	отличие от	5	2
217	определяется не	2	2
218	однако в	3	2
219	в своем	6	2
220	мы можем	1	2
221	хотя и	2	2
222	и как	6	2
223	я к	1	2
224	в которой	1	2
225	бы и	1	2
226	так сказать	2	2
227	при этом	13	2
228	другим что	1	2
229	всех этих	1	2
230	собой не	1	2
231	этот процесс	1	2
232	и по	2	2
233	на этом	2	2
234	той же	1	2
235	это было	2	2
236	было в	2	2
237	с другими	1	2
238	то все	1	2
239	но уже	1	2
240	и того	3	2
241	в этих	1	2
242	к правде	1	2
243	с точки	1	2
244	в отличие	5	2
245	своего рода	8	2
246	войти в	1	2
247	как можно	1	2
248	между двумя	1	2
249	другим на	1	2
250	вопрос о	1	2
251	что с	2	2
252	если и	1	2
253	не менее	2	2
254	уст в	1	2
255	о них	1	2
256	к другим	2	2
257	подобно тому	2	2
258	этих двух	1	2
259	по своей	11	2
260	лежит в	1	2
261	про себя	1	2
262	и он	2	2
263	характер и	2	2
264	приводит к	2	2
265	двумя пределами	1	2
266	те же	1	2
267	времени и	3	2
268	особенно в	1	2
269	мог бы	1	2
270	понятно что	1	2
271	и вообще	2	2
272	в построении	2	2
273	о нем	2	2
274	о том	8	2
275	быть и	1	2
276	одной из	4	2
277	что даже	2	2
278	в произведении	3	2
279	себя в	2	2
280	в сторону	4	2
281	в большинстве	1	2
282	в жизни	1	2
283	большинстве случаев	1	2
284	за ним	1	2
285	друг друга	1	2
286	не случайно	1	2
287	каждый из	1	2
288	что на	1	2
289	здесь в	2	2
290	совпадает с	2	2
291	говорит о	1	2
292	в рассказе	2	2
293	слова не	1	2
294	человека как	1	2
295	мы видели	1	2
296	вместе с	1	2
297	чем теперь	1	2
298	тому как	3	2
299	когда она	1	2
300	с этой	1	2
301	он обращается	1	2
302	но для	1	2
303	пока еще	6	2
304	это уже	1	2
305	или в	2	2
306	хотя бы	3	2
307	будто бы	2	2
308	но эти	1	2
309	это в	2	2
310	неизменным на	1	1
311	нем нет	1	1
312	одним из	2	1
313	и пришел	1	1
314	по преимуществу	1	1
315	и до	1	1
316	отношения к	2	1
317	появилось в	1	1
318	в их	5	1
319	этом направлении	1	1
320	человеком и	1	1
321	мы не	1	1
322	и лицо	1	1
323	и завершающей	1	1
324	которое не	1	1
325	они были	1	1
326	событий и	1	1
327	ему в	2	1
328	степени как	1	1
329	явлениях а	1	1
330	того же	3	1
331	свою очередь	3	1
332	меньшей степени	1	1
333	более глубокий	1	1
334	я на	1	1
335	служит для	2	1
336	сказать и	2	1
337	и главное	1	1
338	делает с	1	1
339	не все	1	1
340	в качестве	34	1
341	xix столетия	1	1
342	что так	1	1
343	тут же	1	1
344	отнюдь не	8	1
345	независимо от	1	1
346	из уст	2	1
347	тем более	1	1
348	в различные	1	1
349	некоторые из	1	1
350	что касается	2	1
351	перед нами	3	1
352	и точность	1	1
353	часто на	1	1
354	бы я	1	1
355	а непосредственно	1	1
356	вследствие своей	1	1
357	всего как	1	1
358	вообще по	1	1
359	к чему	1	1
360	или во	1	1
361	это такая	1	1
362	имеет громадное	1	1
363	в этой	2	1
364	роль в	7	1
365	говорит не	1	1
366	жизнь как	1	1
367	человек не	1	1
368	вследствие этого	3	1
369	в общении	1	1
370	не следует	2	1
371	он ни	2	1
372	литературных произведений	1	1
373	из виду	1	1
374	характер в	1	1
375	к собственному	1	1
376	свое время	1	1
377	так например	2	1
378	мы обратимся	1	1
379	которое как	1	1
380	и заключается	1	1
381	человека в	2	1
382	введение в	1	1
383	совпадают с	1	1
384	есть все	1	1
385	об этом	2	1
386	не каждое	1	1
387	а его	1	1
388	на все	1	1
389	косвенной речи	1	1
390	себя не	1	1
391	с целью	1	1
392	может стать	1	1
393	и мы	1	1
394	приходит в	1	1
395	стоит на	1	1
396	здесь это	1	1
397	далеко не	10	1
398	событиях но	1	1
399	правильного понимания	1	1
400	и само	1	1
401	фигурирует в	1	1
402	строгом смысле	1	1
403	и было	2	1
404	как таковой	1	1
405	одного и	2	1
406	в г	2	1
407	бы на	1	1
408	дошли до	1	1
409	том как	1	1
410	или точнее	1	1
411	что такое	1	1
412	таким же	1	1
413	и ее	2	1
414	смысле можно	1	1
415	нельзя понять	1	1
416	мысли и	2	1
417	которые в	1	1
418	тем не	1	1
419	по крайней	2	1
420	и эти	1	1
421	и более	1	1
422	том и	1	1
423	согласно его	1	1
424	бы быть	3	1
425	начиная от	1	1
426	громадное значение	1	1
427	однако уже	2	1
428	но они	2	1
429	для каждого	1	1
430	дело в	1	1
431	в процессе	5	1
432	в основе	7	1
433	и далеко	1	1
434	к такому	2	1
435	чем не	1	1
436	действующие лица	1	1
437	для всего	1	1
438	что-нибудь сделать	1	1
439	сам я	1	1
440	связи с	4	1
441	здесь же	1	1
442	и при	1	1
443	входят в	1	1
444	этом отношении	1	1
445	перед ним	1	1
446	не могут	1	1
447	когда мы	1	1
448	случаях когда	1	1
449	и другой	1	1
450	отличается от	2	1
451	же самое	2	1
452	об одном	1	1
453	всего в	1	1
454	значительной степени	2	1
455	и другим	1	1
456	мысли о	2	1
457	они и	3	1
458	оно не	2	1
459	но по	1	1
460	как не	3	1
461	на нем	1	1
462	здесь не	1	1
463	говорит и	2	1
464	данном случае	2	1
465	реальной действительности	1	1
466	в особенности	4	1
467	в себя	5	1
468	и может	1	1
469	своей речи	1	1
470	обращаясь к	1	1
471	же касается	2	1
472	здесь как	1	1
473	себе вопрос	1	1
474	чем у	1	1
475	кого и	2	1
476	создает особый	1	1
477	поэтому в	1	1
478	если бы	1	1
479	но здесь	1	1
480	в позднейшем	1	1
481	вся ее	1	1
482	и должно	1	1
483	зрения на	3	1
484	героя не	1	1
485	что каждый	1	1
486	свое произведение	1	1
487	или на	3	1
488	образом в	1	1
489	один голос	1	1
490	рассказу в	1	1
491	в повесть	2	1
492	самому себе	2	1
493	в значительной	2	1
494	нас в	1	1
495	должно было	1	1
496	нет у	1	1
497	том или	1	1
498	и требует	2	1
499	краткость и	1	1
500	во втором	4	1
501	что человек	1	1
502	мне как	1	1
503	крайней мере	2	1
504	в середине	1	1
505	но она	1	1
506	следовало бы	1	1
507	большей или	2	1
508	уходит в	1	1
509	что здесь	1	1
510	в формах	1	1
511	один из	3	1
512	в большей	1	1
513	значение в	1	1
514	ее к	1	1
515	согласиться с	1	1
516	i в	1	1
517	не средство	1	1
518	и часто	1	1
519	и действительно	1	1
520	и весьма	1	1
521	еще и	1	1
522	указывающие на	1	1
523	и кончая	1	1
524	всех его	1	1
525	в уста	1	1
526	с одной	9	1
527	не то	1	1
528	для всех	1	1
529	есть в	2	1
530	то и	1	1
531	или не	1	1
532	все многообразие	1	1
533	оно в	1	1
534	сторону не	1	1
535	или даже	2	1
536	и других	1	1
537	которая может	1	1
538	обобщающий образ	1	1
539	исторический роман	1	1
540	установки и	1	1
541	отметить что	1	1
542	повесть о	1	1
543	или напротив	1	1
544	он мог	3	1
545	или ином	1	1
546	к той	3	1
547	момент в	1	1
548	до сих	1	1
549	для правильного	1	1
550	стиль по	1	1
551	по своим	4	1
552	а именно	1	1
553	и создает	1	1
554	форме и	1	1
555	к которому	2	1
556	чем он	2	1
557	при всей	3	1
558	к его	2	1
559	и их	1	1
560	может ли	1	1
561	не на	1	1
562	выражению как	1	1
563	о чем	2	1
564	его собственной	1	1
565	произведение в	2	1
566	стоит в	1	1
567	слов о	1	1
568	но оно	1	1
569	их с	1	1
570	на который	1	1
571	и потому	3	1
572	в строгом	3	1
573	требует от	1	1
574	приводит в	1	1
575	он говорит	1	1
576	в данном	5	1
577	если оно	1	1
578	лицом к	1	1
579	сострадания и	1	1
580	и ведет	1	1
581	утверждение в	1	1
582	общения с	3	1
583	его из	1	1
584	этом случае	1	1
585	можно сказать	5	1
586	сих пор	1	1
587	в основном	1	1
588	о его	1	1
589	обращения к	1	1
590	какой он	1	1
591	при всем	1	1
592	под названием	1	1
593	не является	4	1
594	каким бы	1	1
595	я всегда	1	1
596	в результате	1	1
597	которая в	1	1
598	своей собственной	2	1
599	мысль о	1	1
600	нечто смешное	1	1
601	т.п но	3	1
602	невозможно ибо	1	1
603	на более	1	1
604	или меньшей	2	1
605	к лицу	1	1
606	здесь только	1	1
607	может и	2	1
608	в свою	3	1
609	с ней	1	1
610	остается неизменным	1	1
611	в свое	1	1
612	в непосредственной	1	1
613	себе не	3	1
614	речи как	2	1
615	того или	2	1
616	и другие	1	1
617	в своих	3	1
618	который не	1	1
619	к этому	2	1
620	речевого потока	1	1
