N	2gram	Potebnia_M_2	Literetu
161	могут быть	8	2
162	и вполне	1	2
163	к тому	1	2
164	должен быть	1	2
165	в себя	2	2
166	но при	1	2
167	на том	1	2
168	ту же	1	2
169	в другом	2	2
170	о том	5	2
171	с одной	4	2
172	не могло	1	2
173	мир и	1	2
174	между тем	6	2
175	во втором	1	2
176	и только	6	2
177	хотя бы	2	2
178	их не	1	2
179	только на	1	2
180	то и	9	2
181	что не	5	2
182	сознание есть	1	2
183	что для	3	2
184	для него	10	2
185	себе в	3	2
186	а потому	5	2
187	от сознания	2	2
188	тем что	7	2
189	одной стороны	3	2
190	за пределы	2	2
191	наполеон или	1	2
192	превращается в	2	2
193	этого не	2	2
194	не на	2	2
195	как представляется	1	2
196	если оно	1	2
197	тому как	4	2
198	я от	1	2
199	это уже	1	2
200	это как	1	2
201	тем более	1	2
202	все они	1	2
203	не есть	6	2
204	на это	1	2
205	по поводу	6	2
206	которая не	1	2
207	которых не	1	1
208	место не	1	1
209	человеческой речи	5	1
210	если б	5	1
211	на самом	2	1
212	только потому	2	1
213	не показывает	1	1
214	языков но	1	1
215	между двумя	6	1
216	к другому	4	1
217	по которым	1	1
218	на две	2	1
219	когда это	2	1
220	и за	1	1
221	который в	1	1
222	есть не	5	1
223	на бесконечно	1	1
224	же следует	1	1
225	мы не	11	1
226	которую я	1	1
227	говоря и	1	1
228	вопрос о	2	1
229	этом не	1	1
230	не была	1	1
231	каждому из	2	1
232	есть нечто	3	1
233	но даже	3	1
234	которое в	1	1
235	дает им	1	1
236	не иметь	1	1
237	столько же	1	1
238	быть в	1	1
239	бы то	1	1
240	в чем	7	1
241	только после	2	1
242	тем как	2	1
243	но как	1	1
244	в сторону	1	1
245	сознания не	1	1
246	ответ на	1	1
247	отношение к	1	1
248	что они	5	1
249	один и	1	1
250	мы лучше	1	1
251	в одной	1	1
252	его на	2	1
253	для всех	1	1
254	как к	1	1
255	предметы и	1	1
256	однако не	1	1
257	перед нами	1	1
258	мы можем	12	1
259	могли бы	2	1
260	и как	6	1
261	на нас	3	1
262	когда наконец	1	1
263	духа и	1	1
264	имеет в	1	1
265	в противоположность	1	1
266	ход мысли	1	1
267	то в	1	1
268	на слух	1	1
269	и посредством	1	1
270	себе как	1	1
271	в которой	5	1
272	он в	1	1
273	в нашем	2	1
274	если мы	3	1
275	для эстетического	1	1
276	что к	1	1
277	само оно	1	1
278	мы чувствуем	3	1
279	вне языка	1	1
280	не приводит	1	1
281	в образы	1	1
282	на то	5	1
283	так сказать	4	1
284	роли в	1	1
285	его внутренняя	1	1
286	а скорее	2	1
287	он не	1	1
288	от которого	1	1
289	но само	1	1
290	свою собственную	1	1
291	к одному	1	1
292	и более	1	1
293	чтобы в	1	1
294	какой бы	1	1
295	целом как	1	1
296	и по	2	1
297	так например	3	1
298	ни был	2	1
299	не должно	2	1
300	но все	2	1
301	человека в	3	1
302	значительной степени	1	1
303	в каждом	2	1
304	оно и	1	1
305	то ни	1	1
306	он обладал	1	1
307	а то	2	1
308	и с	1	1
309	бы быть	3	1
310	большинстве случаев	1	1
311	это было	2	1
312	образом если	1	1
313	в глазах	1	1
314	может стать	2	1
315	эту минуту	3	1
316	и служат	2	1
317	в них	5	1
318	в ее	1	1
319	с тем	4	1
320	а за	1	1
321	не всегда	1	1
322	и уже	5	1
323	основывается на	1	1
324	должно быть	2	1
325	такой же	4	1
326	одного и	6	1
327	этимологическое значение	1	1
328	в эту	3	1
329	в этих	3	1
330	во второй	1	1
331	однако этим	1	1
332	и одно	1	1
333	здесь впервые	1	1
334	представить себе	1	1
335	которое бы	1	1
336	в условиях	1	1
337	не от	5	1
338	в которых	1	1
339	тот кто	1	1
340	в памяти	5	1
341	одном из	4	1
342	по крайней	5	1
343	если бы	11	1
344	ни было	3	1
345	быть не	3	1
346	того кто	3	1
347	радости и	1	1
348	вовсе не	9	1
349	есть всегда	1	1
350	по одним	1	1
351	например и	1	1
352	что чем	1	1
353	что есть	2	1
354	если и	2	1
355	между людьми	1	1
356	а от	3	1
357	значение слова	1	1
358	не имеет	6	1
359	самого начала	2	1
360	тогда когда	10	1
361	во время	4	1
362	на него	3	1
363	отличное от	2	1
364	для кого	2	1
365	в деятельности	2	1
366	что вы	1	1
367	но только	2	1
368	на котором	1	1
369	и всегда	1	1
370	в наше	1	1
371	посредством этого	1	1
372	меня и	1	1
373	другой стороны	2	1
374	есть стремление	1	1
375	для нас	31	1
376	для осуществления	1	1
377	воспринимаемый его	1	1
378	только с	1	1
379	уже и	1	1
380	в каком	3	1
381	например что	2	1
382	все то	1	1
383	указание на	2	1
384	отличается от	1	1
385	поэзии как	1	1
386	день и	1	1
387	имеет место	2	1
388	что при	1	1
389	кричать и	1	1
390	ничего общего	1	1
391	существует только	2	1
392	на предмет	2	1
393	на вопрос	3	1
394	как мы	1	1
395	подобных случаях	1	1
396	свою очередь	6	1
397	служит только	1	1
398	с каким	2	1
399	и от	3	1
400	так в	4	1
401	мысль о	7	1
402	до своего	1	1
403	с самого	2	1
404	вопрос что	1	1
405	как с	1	1
406	что может	2	1
407	только три	1	1
408	на нее	1	1
409	или в	2	1
410	жизнь а	1	1
411	больше в	1	1
412	мог бы	3	1
413	к тем	1	1
414	по тому	1	1
415	быть может	7	1
416	в словах	3	1
417	другой не	1	1
418	и здесь	2	1
419	это вполне	1	1
420	при котором	1	1
421	никак не	1	1
422	и что	4	1
423	очевидно что	3	1
424	его жизни	1	1
425	можно сказать	1	1
426	к истине	1	1
427	самому себе	1	1
428	все в	1	1
429	существования в	2	1
430	к нему	1	1
431	во всех	7	1
432	ее от	1	1
433	от них	3	1
434	и во	3	1
435	на одном	1	1
436	бесконечно малые	1	1
437	не исчерпывается	1	1
438	что же	1	1
439	крайней мере	5	1
440	этот последний	1	1
441	и других	2	1
442	вслед за	3	1
443	мой взгляд	1	1
444	к сознанию	1	1
445	быть названа	1	1
446	но следует	3	1
447	наконец в-третьих	1	1
448	тот же	5	1
449	есть мысль	1	1
450	в какой	2	1
451	как я	1	1
452	не идет	1	1
453	наше время	1	1
454	таких же	5	1
455	между этими	1	1
456	бы ни	5	1
457	в теле	2	1
458	только при	1	1
459	на мой	1	1
460	со всеми	1	1
461	теперь уже	2	1
462	не можем	6	1
463	и у	3	1
464	в большинстве	1	1
465	в значении	1	1
466	языка как	1	1
467	кажется что	3	1
468	для новой	1	1
469	что будет	1	1
470	к мысли	2	1
471	не так	3	1
472	пока не	1	1
473	слова в	5	1
474	в котором	4	1
475	в одном	6	1
476	никто не	1	1
477	не для	1	1
478	слово как	2	1
479	само собою	2	1
480	так как	10	1
481	не о	1	1
482	может служить	1	1
483	отношении к	2	1
484	до тех	1	1
485	бы это	1	1
486	перейти к	1	1
487	что и	11	1
488	другого и	1	1
489	до сих	4	1
490	может и	1	1
491	нельзя сказать	1	1
492	именно в	1	1
493	человека а	1	1
494	а с	2	1
495	этой задачи	1	1
496	себя и	2	1
497	и внешнее	1	1
498	она чаще	1	1
499	слияния с	1	1
500	в некоторых	4	1
501	на основании	1	1
502	света и	2	1
503	а на	1	1
504	не делает	1	1
505	стремится к	1	1
506	например это	1	1
507	понятие о	1	1
508	только от	3	1
509	душевной жизни	7	1
510	становится для	3	1
511	мы знаем	2	1
512	если не	4	1
513	между собою	7	1
514	и если	4	1
515	чувствуем что	1	1
516	нами как	1	1
517	эти слова	1	1
518	ни на	1	1
519	а одно	1	1
520	и ближе	1	1
521	многих случаях	1	1
522	в особенности	1	1
523	жизни но	1	1
524	к своему	1	1
525	не знал	1	1
526	и тени	1	1
527	в той	1	1
528	и на	8	1
529	в чистом	1	1
530	в обратном	1	1
531	в первой	1	1
532	многих других	1	1
533	на самое	1	1
534	в состоянии	6	1
535	тех пор	1	1
536	человека или	1	1
537	действительности не	1	1
538	как например	3	1
539	и о	1	1
540	той мере	1	1
541	сих пор	4	1
542	только для	5	1
543	природу и	1	1
544	между прочим	4	1
545	этом и	1	1
546	но для	1	1
547	можно назвать	2	1
548	которые были	1	1
549	не имея	1	1
550	при таком	1	1
551	искусства то	1	1
552	сознания и	1	1
553	а к	2	1
554	говоря о	3	1
555	от него	4	1
556	и все	3	1
557	собственно говоря	1	1
558	скорее всего	2	1
559	было на	1	1
560	как явление	1	1
561	необходимое для	1	1
562	только что	3	1
563	или не	5	1
564	в общем	2	1
565	нами не	2	1
566	в свою	6	1
567	в ходе	1	1
568	между ними	2	1
569	сказать что	2	1
570	только как	6	1
571	состоит из	1	1
572	была бы	1	1
573	от всех	1	1
574	нашей мысли	8	1
575	время не	1	1
576	в трех	1	1
577	в действительности	2	1
578	но эти	2	1
579	вместе с	11	1
580	к этому	2	1
581	все что	3	1
582	они не	4	1
583	объективного содержания	1	1
