N	2gram	Propp_Russ_2	formyVre
520	свою судьбу	1	1
521	по случаю	1	1
522	начиная с	2	1
523	за эти	1	1
524	и начинают	2	1
525	в иных	1	1
526	исходная точка	1	1
527	по своему	1	1
528	когда мы	2	1
529	смысле этого	1	1
530	и основной	1	1
531	в тех	1	1
532	человек с	1	1
533	в человеческом	1	1
534	плачут и	1	1
535	свойства и	1	1
536	который он	1	1
537	этого слова	1	1
538	ряду с	1	1
539	и оно	1	1
540	этом и	2	1
541	вошла в	1	1
542	этим объясняется	1	1
543	же значение	1	1
544	при всем	1	1
545	тем и	2	1
546	и от	3	1
547	она может	1	1
548	ее но	1	1
549	на первый	3	1
550	из различных	1	1
551	от него	1	1
552	из себя	1	1
553	не более	1	1
554	тем более	1	1
555	этих элементов	1	1
556	его к	1	1
557	этой же	1	1
558	с ними	1	1
559	это изображение	1	1
560	этот вопрос	2	1
561	с ней	5	1
562	с греческим	1	1
563	даже просто	1	1
564	всех других	1	1
565	имеет существенного	1	1
566	можно наблюдать	1	1
567	на ней	1	1
568	к этой	1	1
569	день после	1	1
570	в своих	2	1
