N	2gram	Bakhtin_Pr_2	Stilisti
317	должно быть	4	2
318	про себя	3	2
319	сих пор	2	2
320	голоса и	1	2
321	но это	2	2
322	войти в	1	2
323	или в	2	2
324	нам придется	1	2
325	и ни	1	2
326	несмотря на	1	2
327	этот вопрос	4	2
328	в частности	1	2
329	к этому	4	2
330	в своих	4	2
331	статью с	1	1
332	не слово	1	1
333	это художественное	1	1
334	лишь из	1	1
335	ту же	1	1
336	эта еще	1	1
337	одним из	3	1
338	для построения	2	1
339	же как	4	1
340	относится и	2	1
341	художественного произведения	1	1
342	по отдельным	1	1
343	не остается	1	1
344	лишь там	2	1
345	и понимает	3	1
346	только ошибка	1	1
347	он почувствовал	1	1
348	мысли а	1	1
349	и до	4	1
350	и самое	2	1
351	не имеют	1	1
352	входящих в	1	1
353	в их	4	1
354	только свой	1	1
355	совсем иным	1	1
356	например в	2	1
357	всего того	1	1
358	которую мы	2	1
359	именно к	1	1
360	еще до	1	1
361	в сущности	7	1
362	совпадает с	1	1
363	говорить о	1	1
364	принадлежит к	1	1
365	достаточно чтобы	1	1
366	он произносит	1	1
367	я не	6	1
368	х годов	2	1
369	они были	1	1
370	того же	1	1
371	в каждой	1	1
372	знаете ли	1	1
373	быть в	2	1
374	не был	2	1
375	в чем	2	1
376	появляется и	1	1
377	именно этот	1	1
378	но как	2	1
379	и другие	4	1
380	самой природы	1	1
381	форме но	1	1
382	в сторону	2	1
383	ее выражения	1	1
384	иногда и	1	1
385	мы сейчас	1	1
386	друга и	1	1
387	менее и	1	1
388	форме вне	1	1
389	значение имеет	1	1
390	теперь не	1	1
391	и устойчивые	1	1
392	относится к	2	1
393	всю эту	1	1
394	там где	6	1
395	в истории	2	1
396	в одной	5	1
397	отвлечемся от	1	1
398	если она	1	1
399	только ее	1	1
400	в своем	5	1
401	кроме того	1	1
402	и есть	1	1
403	свою внутреннюю	2	1
404	интонации но	1	1
405	понять и	2	1
406	и слова	1	1
407	или несогласие	1	1
408	и понимания	1	1
409	героев достоевского	4	1
410	бы стать	1	1
411	более или	1	1
412	себе не	1	1
413	своем произведении	1	1
414	все возможные	2	1
415	от этого	1	1
416	то в	1	1
417	за собой	2	1
418	согласие или	1	1
419	сливается с	4	1
420	в литературном	1	1
421	формы в	2	1
422	он в	1	1
423	из этих	1	1
424	твердым и	1	1
425	что так	1	1
426	думать что	1	1
427	я всю	1	1
428	с их	4	1
429	чужое слово	3	1
430	только один	1	1
431	имеем в	2	1
432	и резко	1	1
433	в конкретном	1	1
434	его но	3	1
435	все они	4	1
436	и если	1	1
437	голосом но	1	1
438	вообще не	1	1
439	тем не	1	1
440	время и	1	1
441	он ни	1	1
442	а скорее	1	1
443	он не	9	1
444	соприкасается с	1	1
445	одному из	1	1
446	говорили в	2	1
447	всех этих	1	1
448	в художественном	3	1
449	не как	6	1
450	развитие этой	1	1
451	необходимо для	1	1
452	нашего времени	1	1
453	что может	1	1
454	смысле как	1	1
455	на этом	1	1
456	лишь с	1	1
457	так например	1	1
458	на то	2	1
459	вокруг одного	1	1
460	могла бы	1	1
461	мыслью но	1	1
462	в другом	1	1
463	в каком-нибудь	1	1
464	конечно в	2	1
465	и неизбежно	1	1
466	на протяжении	3	1
467	то все	1	1
468	не совпадает	1	1
469	всю свою	1	1
470	истории и	1	1
471	а сейчас	1	1
472	позволяет ему	1	1
473	за ним	1	1
474	но уже	2	1
475	человека на	1	1
476	действительности правда	1	1
477	он является	1	1
478	к которым	1	1
479	свое начало	1	1
480	в плоскость	1	1
481	и вне	1	1
482	перестает быть	3	1
483	уже у	1	1
484	иногда в	1	1
485	становится ареной	1	1
486	и того	1	1
487	ли быть	1	1
488	себе все	1	1
489	форму но	1	1
490	одного и	2	1
491	лучше всего	1	1
492	свое словесное	1	1
493	или менее	1	1
494	как такое	1	1
495	жизнь не	1	1
496	таким же	2	1
497	установка на	1	1
498	по сравнению	2	1
499	на иной	1	1
500	на каждом	1	1
501	мысли и	3	1
502	от врагов	1	1
503	жизни с	1	1
504	о языке	1	1
505	то лишь	1	1
506	значение для	3	1
507	является только	1	1
508	возможный ответ	1	1
509	и жизнь	1	1
510	здесь остается	1	1
511	по крайней	2	1
512	и эти	1	1
513	по ту	1	1
514	в устах	1	1
515	слов о	1	1
516	из одного	2	1
517	ее дальнейшего	1	1
518	зрения и	1	1
519	по себе	8	1
520	даже в	6	1
521	мы встречаемся	1	1
522	в одно	1	1
523	произведения и	1	1
524	бы их	5	1
525	раз и	1	1
526	нет никакого	1	1
527	если и	1	1
528	не менее	2	1
529	вложена в	1	1
530	как можно	1	1
531	является чем-то	1	1
532	что эта	2	1
533	она не	5	1
534	одну особенность	1	1
535	в русской	2	1
536	эта форма	2	1
537	тогда когда	1	1
538	того как	3	1
539	одна из	3	1
540	в развитии	2	1
541	так чтобы	2	1
542	сознания как	1	1
543	каждым из	1	1
544	словом но	1	1
545	его социальной	1	1
546	и всегда	2	1
547	в самой	3	1
548	суждение не	1	1
549	виду прежде	1	1
550	с одним	2	1
551	заложенные в	1	1
552	они являются	1	1
553	всей жизни	1	1
554	и теперь	1	1
555	бы по	1	1
556	другой тип	1	1
557	для осуществления	1	1
558	входят в	1	1
559	выборе и	1	1
560	и оценки	1	1
561	и оно	2	1
562	не могут	1	1
563	конечно гораздо	1	1
564	это конечно	1	1
565	должны быть	1	1
566	содержанием и	1	1
567	одну и	1	1
568	раз навсегда	1	1
569	для его	1	1
570	все еще	1	1
571	если же	1	1
572	авторской речи	2	1
573	оно может	1	1
574	что для	2	1
575	не совсем	2	1
576	и о	2	1
577	новую позицию	1	1
578	вне этого	1	1
579	и сами	1	1
580	ведь они	2	1
581	и автор	2	1
582	без всякого	1	1
583	точками зрения	2	1
584	его художественного	4	1
585	это позволяет	1	1
586	т.д наконец	1	1
587	его согласие	1	1
588	за пределами	1	1
589	слова были	1	1
590	уже с	1	1
591	в произведении	5	1
592	лучше сказать	1	1
593	зрения не	1	1
594	говорили что	1	1
595	кому из	1	1
596	даже отчасти	1	1
597	людей он	1	1
598	котором мы	1	1
599	но зато	1	1
600	и ту	1	1
601	он соприкасается	1	1
602	проследить эту	1	1
603	с самим	2	1
604	и среди	2	1
605	здесь нет	2	1
606	к самой	1	1
607	еще в	1	1
608	понятно что	1	1
609	жанра в	1	1
610	для этого	3	1
611	с человеком	1	1
612	образом в	2	1
613	слова а	1	1
614	может в	1	1
615	именно потому	1	1
616	другом месте	1	1
617	это происходит	1	1
618	и та	1	1
619	никак не	1	1
620	и что	2	1
621	как ее	2	1
622	наконец на	1	1
623	к действительности	2	1
624	у достоевского	14	1
625	все его	3	1
626	образом мы	1	1
627	нет это	1	1
628	котором они	1	1
629	других людей	1	1
630	смысле не	1	1
631	творчества в	2	1
632	же является	1	1
633	отметить что	2	1
634	крайней мере	2	1
635	души его	1	1
636	них в	2	1
637	нем и	1	1
638	представления о	1	1
639	вопросов и	2	1
640	в каких	1	1
641	в литературе	6	1
642	ведь эти	1	1
643	обе эти	1	1
644	вся область	1	1
645	с ними	4	1
646	бы из	1	1
647	и действительно	2	1
648	ему и	1	1
649	является одной	1	1
650	он уже	2	1
651	в предшествующей	3	1
652	самого говорящего	1	1
653	русской литературе	2	1
654	где они	1	1
655	так что	2	1
656	же и	1	1
657	есть в	8	1
658	в большинстве	2	1
659	с идеологическими	1	1
660	существенное для	1	1
661	в виде	1	1
662	его с	2	1
663	установлено на	1	1
664	здесь же	1	1
665	не из	1	1
666	большинстве случаев	2	1
667	особый тип	1	1
668	по отношению	8	1
669	разума и	1	1
670	их как	1	1
671	одного центра	1	1
672	был бы	1	1
673	и художественно	2	1
674	понимает что	1	1
675	ни в	2	1
676	этапе развития	1	1
677	могло бы	1	1
678	в диалоге	3	1
679	вовсе не	7	1
680	не о	2	1
681	ту сторону	1	1
682	друг друга	7	1
683	у него	6	1
684	и никогда	1	1
685	отдельного человека	1	1
686	превращается в	4	1
687	и строго	1	1
688	его личность	1	1
689	в особенности	2	1
690	что могло	1	1
691	в другой	1	1
692	связан с	2	1
693	уже говорили	2	1
694	свою мысль	1	1
695	со стороны	4	1
696	сознания при	1	1
697	это мое	1	1
698	и сознание	2	1
699	до сих	2	1
700	имеет и	1	1
701	с другой	1	1
702	основных элементов	1	1
703	за пределы	5	1
704	что человек	1	1
705	здесь в	2	1
706	эти две	1	1
707	все равно	1	1
708	как же	2	1
709	приведенный нами	1	1
710	по всей	1	1
711	ничем не	2	1
712	одного только	1	1
713	на этот	1	1
714	она является	1	1
715	приходится иметь	1	1
716	его как	1	1
717	конечно на	2	1
718	о чем	1	1
719	на эту	1	1
720	не допускает	1	1
721	со своими	6	1
722	случайным и	1	1
723	здесь только	1	1
724	зрения а	1	1
725	может иметь	1	1
726	именно поэтому	1	1
727	форме мы	1	1
728	но оно	1	1
729	и становятся	1	1
730	слова то	1	1
731	особый и	1	1
732	следовательно что	1	1
733	может пойти	1	1
734	и одновременно	2	1
735	он говорит	2	1
736	сравнению с	2	1
737	т.е в	1	1
738	третья особенность	1	1
739	мы условно	1	1
740	тому как	2	1
741	с точкой	2	1
742	особенность идеологического	1	1
743	как к	2	1
744	предметом или	1	1
745	зрения мы	1	1
746	еще раз	3	1
747	ее содержанием	1	1
748	в основном	1	1
749	именно в	3	1
750	нужно отметить	1	1
751	как раз	6	1
752	сознании и	2	1
753	тому или	1	1
754	она должна	1	1
755	характерен для	1	1
756	в более	1	1
757	это уже	1	1
758	уж конечно	1	1
759	нашем смысле	1	1
760	завершающую его	1	1
761	в мысли	1	1
762	что я	1	1
763	всем этим	2	1
764	этот материал	1	1
765	на одном	1	1
766	сознания и	6	1
767	само по	2	1
768	в результате	3	1
769	мира и	1	1
770	о котором	1	1
771	это как	2	1
772	слагается из	1	1
773	в те	1	1
774	что в	6	1
775	который является	1	1
776	еще более	1	1
777	тем более	1	1
778	становятся теперь	1	1
779	ну и	1	1
780	своего бытия	2	1
781	выражать одну	1	1
782	с другими	7	1
783	по самой	2	1
784	ее в	2	1
785	укладывается в	1	1
786	или не	2	1
787	нем борьбу	1	1
788	к мысли	1	1
789	к лицу	1	1
790	от всякого	1	1
791	а о	3	1
792	слово в	3	1
793	участвуют в	1	1
794	но если	1	1
795	лишь по	1	1
796	в романе	3	1
797	из тех	1	1
798	возможно лишь	1	1
799	другой стороны	1	1
800	их нельзя	1	1
801	была бы	3	1
802	совершенно не	1	1
803	в иной	1	1
804	самой своей	1	1
805	развитие и	1	1
806	отношению к	8	1
807	это и	1	1
808	значение не	1	1
809	было быть	1	1
810	наряду с	1	1
811	вторая особенность	1	1
812	вполне понятно	1	1
813	он у	1	1
814	идеологией и	1	1
815	в таком	3	1
816	все что	3	1
