N	2gram	Bakhtin_Fr_1	TeoriaLi
433	в которую	1	1
434	но дело	1	1
435	стоит и	1	1
436	только такие	1	1
437	и только	1	1
438	выступает как	1	1
439	наконец в	1	1
440	иначе в	1	1
441	жизнь но	1	1
442	в формах	1	1
443	один из	1	1
444	но с	2	1
445	образов и	2	1
446	в какой	1	1
447	например так	1	1
448	и приобретает	1	1
449	образа в	1	1
450	и гамлета	1	1
451	к миру	1	1
452	бы карнавал	2	1
453	жить и	3	1
454	на мир	5	1
455	который в	1	1
456	с избытком	1	1
457	с которыми	1	1
458	же и	1	1
459	для всех	1	1
460	есть в	5	1
461	с нею	1	1
462	только на	2	1
463	в единстве	1	1
464	но самое	1	1
465	совпадения с	1	1
466	или даже	2	1
467	из них	4	1
468	но от	1	1
469	за ним	1	1
470	одно из	6	1
471	и их	3	1
472	и мир	1	1
473	и прежде	3	1
474	в одном	5	1
475	части и	1	1
476	с этими	1	1
477	так как	6	1
478	тому же	1	1
479	к ним	1	1
480	ту сторону	1	1
481	без этого	1	1
482	случае не	1	1
483	мира этим	1	1
484	человек как	1	1
485	некоторых норм	1	1
486	ее на	1	1
487	и строго	1	1
488	для того	1	1
489	точек зрения	1	1
490	на примере	1	1
491	и глубже	1	1
492	на ее	1	1
493	связаны с	3	1
494	еще и	5	1
495	и пр	5	1
496	превращается в	5	1
497	не было	1	1
498	это мир	1	1
499	стремится к	1	1
500	более того	2	1
501	от мира	1	1
502	в произведениях	1	1
503	жизнь в	1	1
504	и исторической	1	1
505	в ряду	3	1
506	его как	1	1
507	и большим	1	1
508	в связи	1	1
509	в разрушении	1	1
510	имея в	1	1
511	свести к	1	1
512	маски это	1	1
513	внешнем мире	1	1
514	от ее	1	1
515	целом ряде	1	1
516	этого типа	1	1
517	приобщение к	2	1
518	отношений не	1	1
519	одновременно и	2	1
520	типа как	1	1
521	в мир	2	1
522	да и	2	1
523	жизнь второй	1	1
524	для понимания	1	1
525	многих других	1	1
526	в это	2	1
527	в контексте	1	1
528	и формы	1	1
529	на время	3	1
530	смотрит и	1	1
531	даже самых	1	1
532	известном смысле	1	1
533	все это	9	1
534	кажется таким	1	1
535	о мире	1	1
536	при всем	1	1
537	на всех	4	1
538	ее можно	1	1
539	и ценностями	1	1
540	это уже	4	1
541	особенно для	1	1
542	известной степени	1	1
543	времени его	1	1
544	и от	2	1
545	в результате	1	1
546	все они	1	1
547	в настоящее	1	1
548	себя самого	1	1
549	места в	1	1
550	бы в	1	1
551	карнавал переживаемый	1	1
552	которому впервые	1	1
553	же в	2	1
554	мы видим	2	1
555	носителем и	1	1
556	в готовом	1	1
557	становления и	1	1
558	а о	1	1
559	с ней	1	1
560	области эстетической	1	1
561	от всех	3	1
562	совершенно не	4	1
563	себе самому	2	1
564	что такое	1	1
565	включает в	1	1
566	просто не	1	1
567	жизни и	7	1
568	и другие	8	1
569	в своих	5	1
570	этой жанровой	1	1
571	в таком	2	1
572	все что	1	1
