N	2gram	Vinokur_Ku_3	Istorich
651	не знает	2	1
652	состоит из	1	1
653	для каждой	2	1
654	речи и	1	1
655	является и	2	1
656	можно привести	1	1
657	это и	3	1
658	это очевидно	1	1
659	на своем	1	1
660	основываясь на	1	1
661	только они	1	1
662	это так	2	1
663	и эта	1	1
664	это в	2	1
665	как на	8	1
666	в таком	4	1
667	этой точки	1	1
668	том числе	2	1
