N	2gram	Losev_Prob_3	RusskieA
290	степени он	1	1
291	а только	5	1
292	же она	1	1
293	не все	1	1
294	ответ на	1	1
295	себе и	1	1
296	отличие от	3	1
297	мы сейчас	2	1
298	отличаются от	1	1
299	относится к	1	1
300	в истории	1	1
301	его на	1	1
302	общего с	3	1
303	так называемая	1	1
304	символ а	2	1
305	она как	1	1
306	однако не	1	1
307	перед нами	8	1
308	с понятием	3	1
309	тем же	2	1
310	что всякое	1	1
311	от этого	1	1
312	поэтому и	2	1
313	значения как	1	1
314	в которой	2	1
315	говорят о	3	1
316	из жизни	1	1
317	но который	1	1
318	нетрудно будет	2	1
319	то и	5	1
320	значение так	1	1
321	вообще а	1	1
322	в себе	8	1
323	сливаются в	1	1
324	тому же	1	1
325	на то	3	1
326	они слишком	1	1
327	не имеют	4	1
328	он не	8	1
329	не к	1	1
330	не как	1	1
331	собой не	1	1
332	в начале	2	1
333	однако он	1	1
334	есть один	1	1
335	латинское слово	1	1
336	жизни здесь	1	1
337	подобно тому	1	1
338	которые уже	2	1
339	здесь мы	1	1
340	что все	2	1
341	форме эти	1	1
342	значение в	3	1
343	о котором	1	1
344	на а	1	1
345	его в	3	1
346	и тем	9	1
347	по всему	1	1
348	ни в	8	1
349	этом мы	1	1
350	нет в	1	1
351	к своим	1	1
352	в этой	3	1
353	на основании	2	1
354	дела и	1	1
355	со своими	1	1
356	не всегда	1	1
357	он и	2	1
358	мы видели	2	1
359	и того	1	1
360	одного и	1	1
361	не будут	2	1
362	но если	6	1
363	и при	2	1
364	считать их	1	1
365	никак не	9	1
366	и без	4	1
367	просто в	1	1
368	i у	1	1
369	не столько	2	1
370	этого вопроса	1	1
371	ее на	1	1
372	но эта	3	1
373	точку зрения	1	1
374	и эти	1	1
375	самой важной	1	1
376	необходимо чтобы	1	1
377	общего не	1	1
378	они сами	1	1
379	нет того	2	1
380	этот вывод	1	1
381	дня и	1	1
382	эта картина	2	1
383	иной раз	3	1
384	в то	9	1
385	хотелось бы	1	1
386	дело не	2	1
387	и прочие	1	1
388	тогда когда	1	1
389	дело в	4	1
390	только из	1	1
391	это означает	1	1
392	выводы и	1	1
393	что их	2	1
394	в основе	2	1
395	иметь в	1	1
396	начинали с	1	1
397	мы указали	1	1
398	и всегда	2	1
399	слова как	2	1
400	однако такое	1	1
401	или как	3	1
402	нас еще	1	1
403	и его	5	1
404	и сама	2	1
405	очень подробно	2	1
406	такие же	1	1
407	ни о	3	1
408	мало чем	1	1
409	же только	1	1
410	души а	1	1
411	понимать его	2	1
412	если же	3	1
413	для себя	2	1
414	и это	9	1
415	так называемым	1	1
416	и о	5	1
417	в виду	10	1
418	и сами	2	1
419	как самого	1	1
420	данном случае	7	1
421	только при	4	1
422	большей частью	1	1
423	в собственном	1	1
424	тех случаях	1	1
425	как знак	1	1
426	то время	4	1
427	слова а	2	1
428	вполне определенное	1	1
429	на том	1	1
430	если они	1	1
431	и сам	5	1
432	на кавказе	1	1
433	можно было	4	1
434	что говорилось	1	1
435	гл iii	1	1
436	из всего	1	1
437	мы приведем	1	1
438	не имели	2	1
439	имеется в	4	1
440	разного рода	2	1
441	жизнь и	2	1
442	быть может	1	1
443	если бы	3	1
444	и вообще	8	1
445	что им	1	1
446	свидетельствует о	1	1
447	и нужно	1	1
448	только так	1	1
449	поэтический образ	3	1
450	внимание на	1	1
451	и та	1	1
452	прав в	2	1
453	прямо и	1	1
454	но мы	1	1
455	символ можно	1	1
456	в глаза	1	1
457	можно сказать	6	1
458	они ничего	1	1
459	нас в	4	1
460	по типу	2	1
461	и во	2	1
462	не отличаются	1	1
463	говорить об	1	1
464	во втором	1	1
465	во всей	3	1
466	себя но	1	1
467	что бы	1	1
468	и следовательно	2	1
469	они состоят	1	1
470	или может	1	1
471	было бы	8	1
472	значения их	1	1
473	не так	3	1
474	бросается в	1	1
475	что здесь	5	1
476	д и	4	1
477	в отрыве	1	1
478	сразу же	2	1
479	эту точку	1	1
480	совсем не	2	1
481	или когда	1	1
482	что он	9	1
483	последним и	1	1
484	к их	2	1
485	и действительно	1	1
486	даже если	2	1
487	очень много	3	1
488	он уже	1	1
489	который в	2	1
490	их мы	1	1
491	это слово	1	1
492	оренбургской губернии	1	1
493	что нам	1	1
494	бы ни	1	1
495	точка зрения	1	1
496	том чтобы	1	1
497	с которыми	2	1
498	изображения не	1	1
499	сведений о	1	1
500	античности и	1	1
501	есть в	3	1
502	какой-то особой	1	1
503	уже в	3	1
504	или не	1	1
505	в нашей	2	1
506	же в	3	1
507	только тогда	2	1
508	это значение	2	1
509	у греков	2	1
510	совсем другое	4	1
511	земли и	1	1
512	когда еще	1	1
513	всяком случае	6	1
514	нуждается в	1	1
515	чтобы она	1	1
516	из одной	1	1
517	случае не	3	1
518	заметить что	1	1
519	не могут	1	1
520	от того	2	1
521	в очень	1	1
522	и поэтический	1	1
523	вид что	1	1
524	же деле	4	1
525	к самым	1	1
526	что дело	2	1
527	с той	5	1
528	еще и	7	1
529	мы еще	1	1
530	исторического развития	1	1
531	что не	1	1
532	что для	3	1
533	и своего	2	1
534	которых мы	1	1
535	однако и	1	1
536	с которым	1	1
537	жизнь в	3	1
538	на смерть	1	1
539	подобного рода	3	1
540	которой он	1	1
541	в одно	1	1
542	если не	3	1
543	уже давно	1	1
544	деле это	1	1
545	некоторые из	1	1
546	или по	4	1
547	в общую	2	1
548	из которых	2	1
549	в пределах	1	1
550	по своему	2	1
551	в данном	9	1
552	по поводу	2	1
553	который мы	1	1
554	в той	3	1
555	в первой	1	1
556	где это	1	1
557	быть не	1	1
558	есть и	2	1
559	к понятию	2	1
560	самом же	4	1
561	как только	3	1
562	что мы	8	1
563	причем не	1	1
564	но для	1	1
565	кроме того	3	1
566	это как	1	1
567	рассматривать как	2	1
568	случае он	1	1
569	не является	11	1
570	как отражение	1	1
571	случаях когда	1	1
572	для такого	1	1
573	при таком	2	1
574	а к	2	1
575	в отдельных	1	1
576	от него	2	1
577	и все	3	1
578	иное чем	1	1
579	только с	4	1
580	зрения в	1	1
581	на более	1	1
582	его значение	1	1
583	но оно	3	1
584	иначе чем	1	1
585	нам не	2	1
586	сказать что	16	1
587	только как	1	1
588	имеет ничего	3	1
589	является и	1	1
590	указали на	1	1
591	оно не	1	1
592	только о	3	1
593	для которой	4	1
594	в заключение	3	1
595	и состоит	2	1
596	жизни и	6	1
597	в таком	5	1
598	указывают на	1	1
599	именно здесь	2	1
600	они не	1	1
601	можно назвать	1	1
602	как на	2	1
603	точно так	3	1
604	во всяком	9	1
