N	2gram	Tiupa_Anal_1	Tvorches
182	отношений между	1	2
183	того же	4	2
184	мира в	2	2
185	этой связи	1	2
186	но его	1	2
187	в первом	2	2
188	в пространстве	1	2
189	не столько	2	2
190	что для	1	2
191	и тем	1	2
192	в основе	6	2
193	герой в	1	2
194	одна из	1	2
195	героев в	1	2
196	по крайней	1	2
197	и та	2	2
198	по преимуществу	1	2
199	могут быть	4	2
200	в мир	1	2
201	именно в	4	2
202	во всей	1	2
203	что и	3	2
204	себя как	1	2
205	как к	2	2
206	ее и	1	2
207	в лице	1	2
208	от других	1	2
209	при помощи	2	2
210	здесь мы	1	2
211	однако в	3	2
212	в частности	19	2
213	время он	1	2
214	так и	4	2
215	самом деле	2	2
216	в ней	1	2
217	все более	1	2
218	под сомнение	1	2
219	одного из	2	2
220	в принципе	8	2
221	только на	1	2
222	перед нами	1	2
223	из них	2	2
224	в виду	1	2
225	быть может	2	2
226	не могу	2	2
227	мысль о	2	2
228	в данном	2	2
229	еще в	2	2
230	всего лишь	4	1
231	означало бы	1	1
232	все эти	2	1
233	себя лично	1	1
234	о литературе	3	1
235	который и	1	1
236	действия то	1	1
237	может и	1	1
238	в полном	1	1
239	смысла но	4	1
240	представляет собою	2	1
241	уже о	1	1
242	со своим	1	1
243	это произведение	1	1
244	как правило	4	1
245	не значит	1	1
246	претендовать на	1	1
247	что можно	1	1
248	самому автору	1	1
249	ни в	4	1
250	литературного процесса	1	1
251	еще не	3	1
252	по выражению	2	1
253	ибо он	1	1
254	самом же	1	1
255	когда же	1	1
256	сведено к	2	1
257	человека он	1	1
258	в связи	1	1
259	тогда как	14	1
260	отрыве от	2	1
261	понимая под	1	1
262	границы этого	1	1
263	событий в	1	1
264	бы то	3	1
265	рода на	1	1
266	было и	1	1
267	парадоксальным образом	1	1
268	отличается от	2	1
269	трех уровнях	1	1
270	того в	1	1
271	не сами	1	1
272	внимание на	1	1
273	к этим	1	1
274	по мере	1	1
275	мы по	1	1
276	отношению к	5	1
277	не к	2	1
278	событий и	1	1
279	понять в	1	1
280	и ее	1	1
281	его собственной	1	1
282	для них	1	1
283	приводит нас	1	1
284	связи с	1	1
285	учение о	1	1
286	героя или	1	1
287	не было	1	1
288	искусство и	1	1
289	смысл бытия	1	1
290	и просто	2	1
291	вопрос об	3	1
292	этот принцип	1	1
293	известном смысле	1	1
294	вокруг него	1	1
295	а вместе	1	1
296	связь с	1	1
297	л с	1	1
298	к истории	1	1
299	одного и	2	1
300	на тех	1	1
301	одна и	1	1
302	литературы а	1	1
303	к нему	3	1
304	с самим	1	1
305	у читателя	1	1
306	сих пор	1	1
307	наконец в	1	1
308	что это	1	1
309	в какой	2	1
310	проявляется в	1	1
311	науки в	1	1
312	это еще	1	1
313	но мы	1	1
314	иное как	5	1
315	художественного видения	3	1
316	как было	1	1
317	рождается в	1	1
318	время они	1	1
319	до сих	1	1
320	как это	1	1
321	художественного творчества	2	1
322	то и	1	1
323	как раз	1	1
324	в целях	1	1
325	во всех	1	1
326	по себе	4	1
327	следует рассматривать	1	1
328	и те	1	1
329	в художественном	3	1
330	его можно	1	1
331	xx века	1	1
332	второго варианта	1	1
333	не умел	1	1
334	входят в	1	1
335	не уйдет	1	1
336	если он	1	1
337	собой не	2	1
338	тем как	1	1
339	слова не	1	1
340	однако эта	1	1
341	в отрыве	2	1
342	его в	1	1
343	со второй	1	1
344	же в	1	1
345	его к	2	1
346	борьбу с	1	1
347	но все	1	1
348	принадлежит к	1	1
349	смыкается с	1	1
350	рассказе и	1	1
351	в искусстве	2	1
352	на трех	1	1
353	нуждается в	8	1
354	в реальности	1	1
355	его и	2	1
356	же не	1	1
357	художественное произведение	5	1
358	что ж	1	1
359	оно не	1	1
360	что же	2	1
361	мы наблюдаем	1	1
362	с той	1	1
363	тому что	1	1
364	между собой	2	1
365	к переживанию	1	1
366	художественного мира	2	1
367	анализа в	2	1
368	основного действия	1	1
369	в ее	1	1
370	первый взгляд	1	1
371	превращается в	1	1
372	и самого	2	1
373	с этой	1	1
374	вплоть до	1	1
375	но затем	1	1
376	в разные	1	1
377	то ни	3	1
378	если они	1	1
379	которого не	1	1
380	по этому	1	1
381	совершенно иного	1	1
382	только не	2	1
383	сам автор	1	1
384	поскольку в	1	1
385	литературе нового	1	1
386	в таком	3	1
387	как сам	1	1
388	особенно в	2	1
389	которое однако	1	1
390	установкой на	2	1
391	на наш	6	1
392	ориентиром для	1	1
393	восходящая к	2	1
394	в собственном	3	1
395	между тем	5	1
396	сами по	2	1
397	однако этот	1	1
398	виде в	1	1
399	этого мира	1	1
400	в глубине	1	1
401	сознания в	4	1
402	на себя	2	1
403	человека для	1	1
404	нам представляется	1	1
405	и крайне	1	1
406	человека этот	1	1
407	в диалоге	1	1
408	что иное	5	1
409	на втором	1	1
410	и трансформируется	1	1
411	автор как	1	1
412	на все	2	1
413	по отношению	6	1
414	в полной	3	1
415	и к	3	1
416	на него	1	1
417	из этой	1	1
418	как отражение	1	1
419	слово о	1	1
420	развития в	1	1
421	о жизни	1	1
422	все время	1	1
423	личность человека	2	1
424	с героиней	1	1
425	от него	1	1
426	складывается из	1	1
427	в душе	1	1
428	по мысли	3	1
429	из возможных	2	1
430	к его	1	1
431	личного и	1	1
432	же самое	2	1
433	человек и	1	1
434	времени не	1	1
435	в процессе	2	1
436	не совместима	1	1
437	что оно	1	1
438	мы должны	1	1
439	человека однако	1	1
440	путем введения	1	1
441	даже если	1	1
442	как он	3	1
443	все мы	1	1
444	в отношении	1	1
445	только с	1	1
446	иного рода	2	1
447	нельзя не	1	1
448	я в	3	1
449	свою очередь	1	1
450	до его	2	1
451	в сущности	6	1
452	расходится с	1	1
453	или бессознательно	1	1
454	в поисках	1	1
455	о предопределении	2	1
456	и о	2	1
457	ивана петровича	1	1
458	вообще как	1	1
459	да и	1	1
460	восходит к	1	1
461	и читателя	2	1
462	л толстой	1	1
463	и вследствие	1	1
464	имеет место	5	1
465	тому же	4	1
466	в сюжете	1	1
467	а я	1	1
468	сам является	1	1
469	а с	3	1
470	и личности	1	1
471	он был	1	1
472	со своей	1	1
473	главному герою	1	1
474	совместима с	1	1
475	читать и	1	1
476	этого персонажа	1	1
477	как справедливо	3	1
478	о чем	1	1
479	творцом и	1	1
480	в композиции	1	1
481	бытие на	1	1
482	не все	2	1
483	с фактами	1	1
484	под именем	1	1
485	возможно в	1	1
486	по своему	1	1
487	эпизод в	1	1
488	как от	2	1
489	творческого сознания	1	1
490	в них	1	1
491	ни даже	1	1
492	он как	1	1
493	одной стороны	3	1
494	для этого	2	1
495	на первый	1	1
496	другой стороны	2	1
497	равно как	1	1
498	мы уже	1	1
499	и фактически	1	1
500	ни было	4	1
501	всех этих	1	1
502	вопроса об	1	1
503	не вполне	1	1
504	он в	1	1
505	том же	1	1
506	глубине души	1	1
507	и авторской	1	1
508	все без	1	1
509	с одной	3	1
510	и каждого	1	1
511	сознания а	1	1
512	в историческом	1	1
513	личности а	2	1
514	поскольку герой	1	1
515	эти два	1	1
516	как уже	2	1
517	не от	1	1
518	не что	4	1
519	не могут	3	1
520	ему как	1	1
521	от себя	3	1
522	с тем	1	1
523	героя в	2	1
524	культуры и	1	1
525	себя и	4	1
526	к объекту	3	1
527	в одном	1	1
528	и что	1	1
529	при таком	1	1
530	как известно	3	1
531	также и	2	1
532	в основу	1	1
533	я как	1	1
534	еще раз	1	1
535	на этом	2	1
536	его художественной	1	1
537	человека к	4	1
538	роль в	2	1
539	в действительности	1	1
540	в одиночку	1	1
541	же деле	1	1
542	же касается	1	1
543	всякий раз	3	1
544	с какой	1	1
545	в которую	1	1
546	тем более	2	1
547	в известном	1	1
548	и сам	2	1
549	которая в	3	1
550	от своей	1	1
551	в сюжет	1	1
552	даже у	1	1
553	столь же	4	1
554	конструктивный момент	1	1
555	само собой	1	1
556	все они	1	1
557	героя к	2	1
558	наш взгляд	6	1
559	представляют собой	2	1
560	как по	1	1
561	подлинный смысл	1	1
562	только для	2	1
563	все равно	1	1
564	но по	1	1
565	начиная с	1	1
566	и приводит	1	1
567	была бы	2	1
568	о его	1	1
569	и до	2	1
570	себя в	6	1
571	к мысли	1	1
572	но при	1	1
573	в области	4	1
574	с людьми	1	1
575	и есть	3	1
576	а может	1	1
577	к своим	1	1
578	в действии	1	1
579	в современной	1	1
580	мне как-то	2	1
581	что может	1	1
582	и должно	1	1
583	чем и	2	1
584	него не	1	1
585	возвращением к	1	1
586	мы имеем	6	1
587	хотя в	1	1
588	было бы	2	1
589	с другим	4	1
590	и уже	1	1
591	к себе	1	1
592	в самой	1	1
593	сюжета в	1	1
594	заключается в	1	1
595	могло бы	1	1
596	сколько в	1	1
597	для всех	1	1
598	впечатление от	1	1
599	имеем в	1	1
600	означает что	3	1
601	личности эта	1	1
602	произведения то	1	1
603	и значимость	1	1
604	о нем	3	1
605	вследствие этого	3	1
606	не способен	1	1
607	не есть	8	1
608	нет оно	1	1
609	сюжета о	1	1
610	том или	3	1
611	именно здесь	1	1
612	сколько бы	2	1
613	и тогда	2	1
614	во время	1	1
615	своих прежних	1	1
616	связь между	1	1
617	а от	1	1
618	искусства как	1	1
619	он и	1	1
620	выход из	1	1
621	и более	4	1
622	как говорит	2	1
623	жизни но	2	1
624	с автором	1	1
625	верно указывает	1	1
626	к предмету	2	1
