N	2gram	Losev_Dial_4	Hudozhes
205	даже самая	1	2
206	личности как	3	2
207	из которых	3	2
208	к своему	2	2
209	так или	1	2
210	было и	1	2
211	и по	2	2
212	жизни в	1	2
213	в контексте	1	2
214	художественное произведение	2	2
215	при условии	2	2
216	в аспекте	2	2
217	во всех	2	2
218	речь идет	1	2
219	мира и	1	2
220	собственно говоря	2	2
221	тем более	6	2
222	с ним	3	2
223	отношении к	2	2
224	одной из	2	2
225	в романе	1	2
226	из этого	1	2
227	только о	3	2
228	определенным образом	1	2
229	говоря о	1	1
230	личности а	2	1
231	лишь ее	1	1
232	также и	4	1
233	в сфере	5	1
234	же как	1	1
235	чтобы не	1	1
236	и через	1	1
237	переходит к	1	1
238	и есть	19	1
239	не признает	1	1
240	самих событий	1	1
241	то в	5	1
242	чего не	3	1
243	достоевского в	1	1
244	можно говорить	2	1
245	едва ли	3	1
246	действительности и	1	1
247	в зависимости	1	1
248	той же	5	1
249	есть не	5	1
250	из своих	1	1
251	в каждый	1	1
252	в сущности	5	1
253	что иное	8	1
254	смыслу или	1	1
255	но чтобы	1	1
256	никогда не	2	1
257	зависимости от	1	1
258	не что	8	1
259	говорил о	2	1
260	думаю что	2	1
261	не от	1	1
262	произведение и	2	1
263	собой в	1	1
264	на них	1	1
265	это возможно	2	1
266	иное как	8	1
267	как смысл	2	1
268	на их	1	1
269	такого что	1	1
270	легко может	1	1
271	более как	1	1
272	себе и	2	1
273	быть так	1	1
274	и будет	2	1
275	реального исторического	1	1
276	само же	1	1
277	друг от	1	1
278	или иное	3	1
279	что они	4	1
280	отнюдь не	4	1
281	и я	1	1
282	в истории	3	1
283	его я	1	1
284	от друга	1	1
285	заданность и	1	1
286	перед нами	6	1
287	такое слово	1	1
288	что по	2	1
289	есть жизнь	1	1
290	символы не	1	1
291	от этого	3	1
292	или иную	2	1
293	вещи но	1	1
294	того требует	1	1
295	только то	1	1
296	отношение как	2	1
297	в груди	1	1
298	говорят о	1	1
299	бы и	3	1
300	что это	13	1
301	а во-вторых	1	1
302	за это	1	1
303	жизни так	1	1
304	из этих	2	1
305	я сейчас	1	1
306	тоже не	2	1
307	в известном	1	1
308	просто о	1	1
309	говорит не	1	1
310	имеем в	1	1
311	на то	5	1
312	что одна	1	1
313	жизнью и	1	1
314	образ его	1	1
315	исходит из	1	1
316	что она	5	1
317	время и	2	1
318	к миру	1	1
319	все это	9	1
320	вытекающее из	1	1
321	в первую	1	1
322	зрения в	1	1
323	свою собственную	1	1
324	содержит в	1	1
325	чтобы в	1	1
326	ему на	1	1
327	подобно тому	4	1
328	его можно	1	1
329	себя самой	1	1
330	или иных	1	1
331	не бывает	1	1
332	именно это	1	1
333	то ни	4	1
334	что все	4	1
335	речь в	1	1
336	том случае	1	1
337	а как	2	1
338	художественный образ	1	1
339	это было	2	1
340	было бы	9	1
341	зрения и	1	1
342	и одна	1	1
343	весь мир	2	1
344	личность в	1	1
345	в жизни	5	1
346	только лишь	1	1
347	чисто познавательным	1	1
348	первые два	1	1
349	или попросту	1	1
350	целостность в	1	1
351	все моменты	1	1
352	имя личности	1	1
353	в чистом	1	1
354	их фактического	1	1
355	он от	1	1
356	об основной	1	1
357	же я	1	1
358	и становится	1	1
359	ее внутренней	1	1
360	и без	2	1
361	эстетическое восприятие	1	1
362	в котором	2	1
363	и процесс	1	1
364	еще нет	1	1
365	себе а	1	1
366	до последнего	1	1
367	и другого	1	1
368	этих моментов	1	1
369	творчества творчество	1	1
370	друг другу	1	1
371	по крайней	7	1
372	не могли	2	1
373	в конце	1	1
374	чем собственно	1	1
375	том же	1	1
376	внутренней свободе	1	1
377	она по	1	1
378	не способное	1	1
379	и одной	1	1
380	ее не	1	1
381	с которой	1	1
382	быть без	2	1
383	виду что	1	1
384	но для	2	1
385	она могла	1	1
386	не имеет	14	1
387	что такое	5	1
388	иметь в	2	1
389	но только	5	1
390	того и	1	1
391	не говорит	5	1
392	и теперь	1	1
393	связи с	1	1
394	ничто не	2	1
395	ту или	2	1
396	из того	1	1
397	не по	2	1
398	и оказывается	2	1
399	как будто	2	1
400	в каком	5	1
401	однако это	1	1
402	ему не	1	1
403	до смерти	1	1
404	только мы	2	1
405	в четвертом	1	1
406	и здесь	1	1
407	нет даже	1	1
408	деятельности и	1	1
409	когда мы	1	1
410	с логической	1	1
411	он еще	1	1
412	сравнении с	2	1
413	ли не	1	1
414	его за	1	1
415	и развития	1	1
416	всего что	1	1
417	всегда так	1	1
418	о каком	1	1
419	говорит о	3	1
420	достоевского где	1	1
421	из всего	1	1
422	как мы	1	1
423	точно так	2	1
424	та или	3	1
425	к общему	1	1
426	только при	1	1
427	в собственном	3	1
428	каждая вещь	1	1
429	то или	3	1
430	в особенности	4	1
431	от обычного	1	1
432	это ведет	1	1
433	но мы	2	1
434	на объект	1	1
435	и совершенно	1	1
436	не содержит	1	1
437	переход к	1	1
438	те же	1	1
439	здесь как	1	1
440	и религии	3	1
441	чем выше	1	1
442	можно только	3	1
443	для этого	2	1
444	о ней	2	1
445	возможна только	1	1
446	в новую	1	1
447	мира а	1	1
448	после того	1	1
449	может не	1	1
450	познавательного логического	1	1
451	под именем	1	1
452	от всего	3	1
453	или иная	2	1
454	по типу	2	1
455	эти два	2	1
456	у достоевского	2	1
457	от одного	2	1
458	крайней мере	7	1
459	в другой	1	1
460	вслед за	1	1
461	сомневаться не	1	1
462	если он	1	1
463	уже до	1	1
464	человека как	1	1
465	в него	1	1
466	существует как	1	1
467	не требует	1	1
468	эти последние	1	1
469	с той	2	1
470	один из	4	1
471	но с	1	1
472	мы видим	4	1
473	тот же	1	1
474	что даже	2	1
475	объект его	1	1
476	субъекта в	1	1
477	ее смысл	1	1
478	такое же	1	1
479	образа в	2	1
480	бы ни	2	1
481	жить и	1	1
482	и жизни	2	1
483	судьба или	1	1
484	так что	6	1
485	же и	2	1
486	для всех	3	1
487	времени когда	3	1
488	с нею	1	1
489	если мы	5	1
490	ничего нельзя	1	1
491	пусть это	1	1
492	то и	2	1
493	не дает	2	1
494	из них	2	1
495	за ним	1	1
496	себе в	1	1
497	мы находим	2	1
498	не для	1	1
499	с этими	1	1
500	так как	14	1
501	и от	1	1
502	без этого	1	1
503	бытия и	4	1
504	человек как	1	1
505	не просто	7	1
506	не было	2	1
507	имеет значение	1	1
508	личность и	3	1
509	границы и	1	1
510	и даже	6	1
511	значений и	1	1
512	души и	1	1
513	что не	3	1
514	что для	1	1
515	и пр	9	1
516	смысла и	3	1
517	природе и	2	1
518	понимаем что	1	1
519	не сама	1	1
520	всю жизнь	1	1
521	однако и	1	1
522	жизнь в	1	1
523	только самим	1	1
524	же точно	1	1
525	когда же	2	1
526	не всегда	3	1
527	и слово	2	1
528	стороны в	1	1
529	его как	2	1
530	то она	1	1
531	в связи	1	1
532	как ни	1	1
533	нет никаких	1	1
534	на фоне	1	1
535	только к	1	1
536	даже при	1	1
537	в лесу	1	1
538	вместе с	2	1
539	до этого	1	1
540	но кто	1	1
541	я уже	3	1
542	в одной	1	1
543	от кого	1	1
544	есть такое	1	1
545	ни от	2	1
546	не могут	2	1
547	и объект	1	1
548	в область	1	1
549	после его	1	1
550	но вы	1	1
551	тому как	4	1
552	есть как	1	1
553	и вполне	1	1
554	да и	2	1
555	выполняет свое	1	1
556	романе достоевского	1	1
557	чувства и	2	1
558	в состоянии	1	1
559	в малом	1	1
560	же природы	1	1
561	быть не	2	1
562	него не	1	1
563	в это	1	1
564	ценность и	1	1
565	с этой	2	1
566	этом случае	1	1
567	своей жизни	1	1
568	личность как	4	1
569	только для	3	1
570	чисто познавательного	1	1
571	все же	2	1
572	в некий	1	1
573	вы говорите	1	1
574	принципиально новой	1	1
575	при всем	1	1
576	тех или	4	1
577	за его	2	1
578	она может	1	1
579	в результате	6	1
580	и иного	1	1
581	о котором	1	1
582	мифа миф	1	1
583	себя самого	1	1
584	но обязательно	1	1
585	от него	3	1
586	бы в	4	1
587	не более	1	1
588	не будучи	1	1
589	полноты и	1	1
590	как того	1	1
591	все они	1	1
592	но если	5	1
593	на части	1	1
594	быть и	3	1
595	не есть	40	1
596	нами не	1	1
597	становления и	1	1
598	имеет в	1	1
599	может и	2	1
600	о своем	1	1
601	как ряд	1	1
602	не быть	1	1
603	определенный смысл	2	1
604	жизни а	1	1
605	в сравнении	3	1
606	поведения в	1	1
607	в свое	2	1
608	включает в	1	1
609	всего в	1	1
610	жизни и	4	1
611	судьбы в	1	1
612	ее в	2	1
613	видим в	2	1
614	случае если	1	1
615	в своих	1	1
616	можно назвать	3	1
617	все что	2	1
618	этой точки	2	1
619	которая не	2	1
