N	2gram	Vinokur_Ku_3	Literetu
266	говорить о	6	1
267	само слово	1	1
268	в деле	1	1
269	делом и	1	1
270	как я	2	1
271	и со	1	1
272	этот как	1	1
273	в ней	3	1
274	который может	1	1
275	вышла из	1	1
276	он сам	1	1
277	ответа на	2	1
278	мысли и	2	1
279	быть в	2	1
280	в чем	5	1
281	тем как	1	1
282	как быть	1	1
283	конечном счете	1	1
284	очевидно что	3	1
285	к практическому	1	1
286	он пишет	2	1
287	не просто	2	1
288	друг от	1	1
289	нет и	1	1
290	значение имеет	1	1
291	за пределы	2	1
292	этих словах	1	1
293	сама по	2	1
294	здесь очевидно	1	1
295	независимо от	5	1
296	поскольку они	1	1
297	века так	1	1
298	с этим	1	1
299	в своем	4	1
300	как оказывается	1	1
301	что касается	1	1
302	перед нами	1	1
303	для которой	1	1
304	более или	2	1
305	или иную	1	1
306	за собой	1	1
307	себе как	1	1
308	нет дела	1	1
309	в нашем	7	1
310	бы не	3	1
311	т п	41	1
312	иным путем	1	1
313	уже в	3	1
314	к общей	1	1
315	как он	2	1
316	так сказать	2	1
317	духовной культуры	1	1
318	что эти	2	1
319	тем не	9	1
320	он не	3	1
321	в силу	6	1
322	в корне	2	1
323	что однако	1	1
324	что без	1	1
325	поэзия и	3	1
326	слово есть	3	1
327	здесь мы	1	1
328	слова и	7	1
329	а то	2	1
330	значение в	2	1
331	нам остается	1	1
332	внутренней форме	1	1
333	высказывания и	1	1
334	первую очередь	3	1
335	с другими	2	1
336	искусства в	1	1
337	не хуже	1	1
338	объясняется это	1	1
339	о которых	1	1
340	все равно	1	1
341	этого не	1	1
342	и уже	1	1
343	чем в	2	1
344	ведет к	1	1
345	на этот	2	1
346	для своих	1	1
347	и того	2	1
348	же я	1	1
349	был бы	3	1
350	истории русской	1	1
351	в первую	3	1
352	во время	1	1
353	в понимании	1	1
354	она сама	1	1
355	что такое	4	1
356	на месте	1	1
357	в их	6	1
358	лишь тогда	1	1
359	не столько	4	1
360	не к	1	1
361	коммуникативной функции	1	1
362	значение для	1	1
363	и новые	1	1
364	но это	5	1
365	но он	1	1
366	в россии	2	1
367	друг другу	1	1
368	что сам	3	1
369	в таких	2	1
370	иной точки	1	1
371	в предыдущем	1	1
372	вовсе не	5	1
373	например и	1	1
374	тому что	4	1
375	в отношении	3	1
376	однако нас	1	1
377	она не	3	1
378	аналогично тому	1	1
379	в русской	1	1
380	например не	1	1
381	тогда когда	4	1
382	к новым	2	1
383	и остается	1	1
384	в процессе	3	1
385	в самых	1	1
386	которых и	1	1
387	он мог	1	1
388	для всего	1	1
389	только не	1	1
390	не имеет	3	1
391	здесь может	1	1
392	это явление	1	1
393	слова как	2	1
394	за исключением	1	1
395	во всем	1	1
396	всей жизни	1	1
397	на мой	3	1
398	которые делают	1	1
399	языка который	1	1
400	не по	3	1
401	и делает	1	1
402	конечно также	1	1
403	сделать в	1	1
404	начиная с	1	1
405	когда мы	3	1
406	как некая	1	1
407	значение это	1	1
408	на наших	1	1
409	который вынужден	1	1
410	приходит к	1	1
411	и о	4	1
412	но по	1	1
413	от друга	1	1
414	в виду	8	1
415	свою очередь	1	1
416	остается в	2	1
417	если как	2	1
418	и от	1	1
419	при котором	2	1
420	языка и	2	1
421	так в	2	1
422	читателя в	1	1
423	на том	2	1
424	природе своей	1	1
425	нельзя не	2	1
426	и прочих	1	1
427	есть конечно	2	1
428	она была	1	1
429	можно только	1	1
430	как ему	1	1
431	имеется в	1	1
432	таких примеров	1	1
433	для этого	6	1
434	здесь я	1	1
435	другом месте	1	1
436	тех кто	1	1
437	на этой	1	1
438	на вопрос	3	1
439	столь же	4	1
440	но мы	2	1
441	с литературной	1	1
442	с того	1	1
443	нас в	3	1
444	на точку	2	1
445	в конечном	1	1
446	а во	1	1
447	собственно говоря	1	1
448	материал для	2	1
449	эти два	2	1
450	нуждается в	1	1
451	чем и	1	1
452	них в	1	1
453	интеллигенции и	2	1
454	также в	1	1
455	по своим	1	1
456	и иных	1	1
457	и смыслом	1	1
458	вообще в	1	1
459	тех пор	4	1
460	к нему	1	1
461	но так	1	1
462	в двух	2	1
463	одной из	1	1
464	будто бы	1	1
465	и действительно	3	1
466	может оказаться	2	1
467	между и	1	1
468	согласно которой	1	1
469	в самое	1	1
470	именно на	2	1
471	вот этот	1	1
472	бы по	1	1
473	и следовало	1	1
474	то и	2	1
475	в значении	2	1
476	приобщиться к	1	1
477	на протяжении	2	1
478	речь в	2	1
479	или даже	1	1
480	не стал	1	1
481	к единой	1	1
482	ту или	1	1
483	в правах	1	1
484	и их	1	1
485	с различными	1	1
486	в котором	2	1
487	мы рассмотрели	1	1
488	слово как	1	1
489	так как	9	1
490	связано с	1	1
491	в каждом	1	1
492	превращается в	1	1
493	легко можно	1	1
494	до самого	1	1
495	с общим	1	1
496	что тем	1	1
497	есть не	3	1
498	делает в	1	1
499	сюда же	1	1
500	что они	2	1
501	и тех	1	1
502	а с	3	1
503	что для	1	1
504	обратиться к	1	1
505	смысла и	1	1
506	не было	4	1
507	с тем	6	1
508	было сказано	1	1
509	в свете	2	1
510	возвращаясь к	1	1
511	и я	2	1
512	далеко еще	1	1
513	в ряду	3	1
514	не об	1	1
515	в связи	5	1
516	в те	1	1
517	почву для	1	1
518	именно поэтому	2	1
519	на фоне	7	1
520	этого явления	1	1
521	что поскольку	1	1
522	подобного рода	2	1
523	текста в	1	1
524	речь не	1	1
525	рода и	1	1
526	и самой	1	1
527	конечно не	2	1
528	целом ряде	1	1
529	в той	4	1
530	этом его	1	1
531	и возможностей	1	1
532	понял что	2	1
533	и было	1	1
534	ли не	1	1
535	в контексте	1	1
536	что здесь	1	1
537	все это	2	1
538	точно и	1	1
539	и где	1	1
540	чем дело	1	1
541	это уже	3	1
542	не внутри	1	1
543	и более	3	1
544	мой взгляд	3	1
545	от той	1	1
546	о котором	1	1
547	которая в	1	1
548	совершенно иную	1	1
549	свидетельствует о	1	1
550	для нас	4	1
551	или менее	2	1
552	лишь как	1	1
553	у них	1	1
554	в этих	2	1
555	еще более	2	1
556	не должен	1	1
557	хотя бы	9	1
558	но вот	1	1
559	отношении к	1	1
560	не есть	3	1
561	в общем	6	1
562	в период	1	1
563	сказать что	7	1
564	для каждой	2	1
565	уже только	1	1
566	к его	2	1
567	культуры в	1	1
568	есть и	1	1
569	цели в	1	1
570	в таком	4	1
571	к этой	1	1
572	и идеи	1	1
573	можно будет	2	1
574	который не	1	1
575	этой точки	1	1
576	они не	3	1
