N	2gram	Propp_Isto_4	Hudozhes
180	д с	1	2
181	одной из	1	2
182	иначе говоря	1	2
183	наше внимание	1	2
184	что я	2	2
185	сих пор	5	2
186	все это	2	2
187	они не	1	2
188	и герой	1	2
189	бы на	1	2
190	и другое	1	2
191	не имеет	3	2
192	одна из	2	2
193	а порой	1	2
194	жизни на	1	2
195	заметить что	1	2
196	со своим	1	2
197	на него	3	2
198	что на	2	2
199	все еще	3	2
200	с ее	1	2
201	здесь не	4	2
202	на основе	1	2
203	и каждый	1	2
204	на вопрос	3	2
205	внимание на	1	2
206	и что	5	2
207	до сих	5	2
208	с того	3	2
209	в форме	2	2
210	и об	1	2
211	в него	1	2
212	но с	1	2
213	о двух	2	2
214	с ними	5	2
215	и так	1	2
216	так что	2	2
217	в начале	1	2
218	а и	1	2
219	мы знаем	8	2
220	у нее	2	2
221	при всей	1	2
222	на том	2	2
223	представляют собой	4	2
224	или иначе	1	2
225	ему не	1	2
226	с той	2	2
227	а с	1	2
228	что не	1	2
229	у его	1	2
230	человек в	1	2
231	он ее	2	2
232	деревни а	1	2
233	что же	1	2
234	матери и	1	2
235	в это	1	2
236	и не	9	2
237	с этой	2	2
238	видно что	1	2
239	в результате	1	2
240	ни к	1	2
241	не знает	1	2
242	легко заметить	1	2
243	этот момент	2	2
244	героя в	7	2
245	это так	1	2
246	говорили о	1	1
247	только теперь	2	1
248	связана с	2	1
249	и то	6	1
250	в воду	1	1
251	и др	5	1
252	тех же	2	1
253	своей основной	1	1
254	это и	5	1
255	в иных	1	1
256	из его	1	1
257	он всегда	3	1
258	видеть в	2	1
259	века в	1	1
260	долгое время	1	1
261	и за	2	1
262	по его	2	1
263	обычно выступает	1	1
264	ответить на	1	1
265	именно к	1	1
266	встречает и	1	1
267	творчества а	1	1
268	есть нечто	1	1
269	на правой	1	1
270	но она	1	1
271	принадлежит к	1	1
272	этом так	1	1
273	хотя бы	2	1
274	ему в	2	1
275	не сразу	3	1
276	а еще	1	1
277	на них	1	1
278	сходные с	2	1
279	воды в	1	1
280	в широком	1	1
281	каждом шаге	1	1
282	ответы на	1	1
283	в чем	1	1
284	мы еще	1	1
285	иных случаях	1	1
286	чем это	1	1
287	и сказала	1	1
288	бы в	1	1
289	же она	1	1
290	этого мотива	3	1
291	не все	1	1
292	слова на	1	1
293	отношение к	2	1
294	а через	1	1
295	тут же	2	1
296	к своей	3	1
297	средних веков	1	1
298	относится к	3	1
299	и я	1	1
300	его на	4	1
301	общего с	1	1
302	что именно	1	1
303	вот как	2	1
304	дает нам	4	1
305	противоречие в	1	1
306	однако не	1	1
307	на человека	1	1
308	и как	5	1
309	из работ	1	1
310	исторические корни	1	1
311	и хотя	1	1
312	в этот	4	1
313	к чему	1	1
314	герой возвращается	1	1
315	он в	4	1
316	всей своей	1	1
317	из этих	3	1
318	героя через	1	1
319	и тот	2	1
320	в плену	4	1
321	не годится	4	1
322	наиболее существенные	1	1
323	но на	1	1
324	вообще не	1	1
325	например как	1	1
326	в мир	1	1
327	не могла	1	1
328	три года	4	1
329	главным образом	2	1
330	одному из	1	1
331	всех этих	1	1
332	между животным	1	1
333	он должен	3	1
334	же это	2	1
335	в узком	1	1
336	не как	1	1
337	в силу	5	1
338	и вот	2	1
339	том чтобы	1	1
340	содержит в	2	1
341	на земле	3	1
342	его от	2	1
343	что ни	3	1
344	никому не	1	1
345	к такого	1	1
346	в нее	1	1
347	глубоко в	1	1
348	этом он	1	1
349	и второй	1	1
350	их и	1	1
351	на этой	1	1
352	а как	2	1
353	по ночам	3	1
354	может стать	1	1
355	они просто	1	1
356	случаях и	1	1
357	роль в	1	1
358	отличать от	1	1
359	и тем	2	1
360	он все	1	1
361	это они	1	1
362	этом мы	1	1
363	но уже	1	1
364	но мы	3	1
365	он же	2	1
366	к которым	5	1
367	в самую	2	1
368	этого персонажа	1	1
369	этого не	2	1
370	с тем	2	1
371	со своими	1	1
372	и уже	1	1
373	которой он	2	1
374	он и	1	1
375	при каждом	1	1
376	или три	1	1
377	можно считать	2	1
378	как таковой	1	1
379	в саду	1	1
380	она сама	1	1
381	таким же	6	1
382	человеком и	2	1
383	было очень	1	1
384	в которых	4	1
385	знаем что	7	1
386	пока только	2	1
387	в одном	5	1
388	не будем	1	1
389	где герой	1	1
390	друг другу	1	1
391	не его	1	1
392	и более	3	1
393	их в	7	1
394	и наоборот	2	1
395	не должно	1	1
396	что этот	4	1
397	нечистую силу	1	1
398	между прочим	2	1
399	вообще на	1	1
400	не любит	1	1
401	сам он	1	1
402	нас к	7	1
403	вовсе не	4	1
404	сталкивается с	1	1
405	так как	9	1
406	вплоть до	1	1
407	зубы и	1	1
408	тем самым	1	1
409	что эта	3	1
410	которая будет	1	1
411	он случайно	2	1
412	легко представить	1	1
413	в основе	1	1
414	каждый день	1	1
415	облекается в	1	1
416	и имеет	1	1
417	не могло	2	1
418	ним а	1	1
419	так много	2	1
420	именно с	1	1
421	и весь	1	1
422	этих двух	1	1
423	был и	1	1
424	же он	4	1
425	особое значение	1	1
426	этот перечень	1	1
427	обращено на	1	1
428	человека такие	1	1
429	это от	1	1
430	не потому	1	1
431	к той	1	1
432	еще резче	2	1
433	к отдельным	2	1
434	не могут	2	1
435	когда мы	1	1
436	могут быть	6	1
437	же самое	2	1
438	только еще	1	1
439	для его	1	1
440	находит в	1	1
441	и мне	1	1
442	не случайное	1	1
443	никуда не	2	1
444	на это	2	1
445	ничего общего	1	1
446	говорит о	2	1
447	он поступает	1	1
448	теперь на	1	1
449	в виду	1	1
450	и служит	1	1
451	данном случае	3	1
452	несоответствие между	1	1
453	и говорит	1	1
454	в дальнейшем	6	1
455	встреча с	1	1
456	на свой	1	1
457	есть человек	1	1
458	ночью и	1	1
459	можно заметить	1	1
460	в образе	3	1
461	на нее	1	1
462	за то	1	1
463	здесь нет	1	1
464	мог бы	1	1
465	о связи	1	1
466	вопрос этот	2	1
467	жизнь и	1	1
468	он сам	1	1
469	но здесь	1	1
470	каждые сутки	1	1
471	путь и	1	1
472	он живет	2	1
473	говорит об	2	1
474	обращается к	1	1
475	одного из	1	1
476	говорилось о	1	1
477	все его	1	1
478	для нас	3	1
479	с другой	4	1
480	не стало	1	1
481	нас в	1	1
482	как у	1	1
483	он его	1	1
484	во всех	1	1
485	путь к	1	1
486	нем не	1	1
487	переходит в	3	1
488	и только	5	1
489	в другой	3	1
490	с мотивом	1	1
491	людям которые	1	1
492	и она	1	1
493	как вообще	1	1
494	но так	1	1
495	тот же	1	1
496	по свидетельству	2	1
497	он действует	1	1
498	сказки в	1	1
499	их не	2	1
500	играет роль	2	1
501	человека с	3	1
502	есть в	2	1
503	какой и	1	1
504	и у	5	1
505	уже в	2	1
506	и они	2	1
507	берет в	1	1
508	не из	1	1
509	не дает	2	1
510	персонажа и	1	1
511	когда оно	1	1
512	то чего	3	1
513	его и	2	1
514	но для	2	1
515	одно из	1	1
516	представить себе	1	1
517	могло бы	2	1
518	не случаен	1	1
519	должны в	1	1
520	герой и	2	1
521	и рассказывает	1	1
522	а она	1	1
523	что они	6	1
524	в особенности	2	1
525	тотчас же	1	1
526	же каким	1	1
527	не один	1	1
528	говорить и	1	1
529	по своим	1	1
530	эти две	1	1
531	все было	1	1
532	объясняется тем	1	1
533	обратиться к	1	1
534	выступает в	1	1
535	связано с	1	1
536	не на	3	1
537	их друг	1	1
538	имеет к	1	1
539	два а	1	1
540	он при	1	1
541	для человека	1	1
542	там где	3	1
543	что мы	3	1
544	вступает в	1	1
545	теперь он	1	1
546	себя за	1	1
547	служит не	1	1
548	как это	3	1
549	то можно	1	1
550	но все	5	1
551	неотделимо от	1	1
552	из которых	5	1
553	это своего	1	1
554	о чем	3	1
555	в данном	3	1
556	мы считаем	2	1
557	здесь имеется	2	1
558	и там	2	1
559	и всей	1	1
560	быть только	1	1
561	происходит в	2	1
562	случай но	1	1
563	и другой	1	1
564	себя их	1	1
565	на ногах	2	1
566	на пути	1	1
567	скажем в	1	1
568	но это	3	1
569	его же	1	1
570	в который	2	1
571	не мог	3	1
572	смерти а	1	1
573	тщательно и	1	1
574	в голову	1	1
575	действует так	1	1
576	формы и	2	1
577	узком смысле	1	1
578	когда он	6	1
579	центре внимания	1	1
580	полагать что	1	1
581	тем более	1	1
582	не будучи	1	1
583	мы должны	5	1
584	по ходу	1	1
585	всегда только	1	1
586	к ее	1	1
587	это ему	2	1
588	что была	1	1
589	на смену	3	1
590	от своего	3	1
591	сказать что	2	1
592	на который	1	1
593	их с	1	1
594	мы здесь	2	1
595	к его	1	1
596	с такой	1	1
597	какая же	1	1
598	и героем	1	1
599	который он	1	1
600	пути к	1	1
601	и другие	3	1
602	героя как	1	1
603	см в	1	1
604	который не	1	1
605	все что	4	1
606	в роли	2	1
