N	2gram	Tiupa_Narr_1	Istorich
111	например в	2	3
112	между ними	2	3
113	что ни	1	3
114	в том	18	3
115	к своему	1	3
116	не имеет	2	3
117	или в	2	3
118	не на	2	3
119	мы увидим	1	3
120	только в	4	3
121	все еще	1	3
122	что иное	2	3
123	герой в	1	3
124	при этом	9	3
125	не что	2	3
126	и он	3	3
127	она не	2	3
128	о чем	2	3
129	указать на	1	3
130	на него	3	3
131	а также	7	3
132	по существу	2	3
133	должен был	1	3
134	к себе	5	3
135	перед нами	4	3
136	что мы	2	3
137	и более	1	3
138	как бы	4	3
139	но это	1	3
140	том что	14	3
141	в русской	1	3
142	в данном	5	3
143	и при	1	3
144	его от	1	2
145	по своей	3	2
146	в себе	8	2
147	в особенности	4	2
148	в форме	5	2
149	в связи	2	2
150	а когда	1	2
151	не менее	3	2
152	и там	1	2
153	говорит о	2	2
154	на том	3	2
155	в мышлении	1	2
156	иногда и	1	2
157	своей матери	2	2
158	к этим	1	2
159	этого слова	2	2
160	вот этот	1	2
161	в самую	2	2
162	и тот	2	2
163	и все	2	2
164	что это	3	2
165	в нем	4	2
166	и во	1	2
167	его и	1	2
168	на этом	1	2
169	дело не	1	2
170	от него	1	2
171	по себе	5	2
172	не дает	1	2
173	не по	1	2
174	его как	2	2
175	здесь мы	1	2
176	с этой	1	2
177	отношение к	2	2
178	того что	1	2
179	никогда не	3	2
180	хотя и	3	2
181	в современной	1	2
182	а как	1	2
183	он может	1	2
184	в своем	2	2
185	в целом	1	2
186	у нас	1	2
187	содержит в	1	2
188	лишь в	1	2
189	что на	2	2
190	хотя бы	4	2
191	представляет собой	13	2
192	сказать что	4	2
193	ни в	3	2
194	этот момент	1	2
195	такого рода	7	2
196	это же	1	2
197	тем не	3	2
198	не могло	2	2
199	видеть в	1	2
200	и за	1	2
201	ему в	2	2
202	в тексте	16	2
203	если бы	1	2
204	превратился в	1	2
205	одна из	3	2
206	и тем	4	2
207	есть в	2	2
208	в этой	5	2
209	от того	1	2
210	же самое	1	2
211	не могут	1	2
212	живет в	1	2
213	он живет	1	2
214	и на	3	2
215	в частности	14	2
216	у нее	2	2
217	не случайно	2	2
218	по его	1	2
219	однако в	2	2
220	в некотором	1	2
221	себя в	5	2
222	в области	2	2
223	и есть	1	2
224	уже в	3	2
225	было бы	4	2
226	должна быть	2	2
227	из них	3	2
228	он уже	2	2
229	в роли	2	2
230	не есть	3	2
231	что по	2	1
232	в юности	2	1
233	одним из	2	1
234	не могла	1	1
235	ему не	1	1
236	каждый день	1	1
237	образа и	1	1
238	есть так	1	1
239	или иное	2	1
240	образом и	1	1
241	или иных	1	1
242	когда мы	2	1
243	и смерть	1	1
244	как правило	4	1
245	это за	1	1
246	не знает	1	1
247	исходя из	2	1
248	матери и	4	1
249	эту функцию	1	1
250	и наконец	1	1
251	к их	1	1
252	около сорока	1	1
253	все те	4	1
254	это все	2	1
255	в него	1	1
256	и смертью	1	1
257	небо и	1	1
258	очень часто	1	1
259	мы и	1	1
260	можно сказать	5	1
261	связывая их	1	1
262	говорилось выше	1	1
263	что нет	2	1
264	жизни и	3	1
265	и наличие	1	1
266	как таковой	1	1
267	деревья и	1	1
268	идет не	1	1
269	эту форму	1	1
270	что если	1	1
271	собой лишь	1	1
272	как символ	1	1
273	что как	1	1
274	входит и	1	1
275	нельзя сказать	1	1
276	внимание на	1	1
277	есть нечто	1	1
278	которая в	2	1
279	и является	1	1
280	человеческой жизни	1	1
281	их друг	1	1
282	не было	2	1
283	данного текста	1	1
284	она может	2	1
285	может оказаться	2	1
286	есть акт	1	1
287	понимать как	1	1
288	их между	1	1
289	на ее	1	1
290	выступает в	2	1
291	над ним	1	1
292	где он	1	1
293	к ее	1	1
294	этот очень	1	1
295	при всей	4	1
296	после его	1	1
297	служба в	1	1
298	половой зрелости	1	1
299	источник и	1	1
300	магической власти	1	1
301	быть только	1	1
302	независимо от	2	1
303	цели и	1	1
304	точки зрения	10	1
305	к которому	2	1
306	к другой	2	1
307	тем самым	6	1
308	приводит к	2	1
309	это дает	1	1
310	нет у	2	1
311	мы не	1	1
312	чтобы стать	2	1
313	им самим	1	1
314	с ним	1	1
315	образом на	1	1
316	говорит и	2	1
317	то и	1	1
318	та же	2	1
319	если в	3	1
320	как раз	2	1
321	во всех	1	1
322	но она	1	1
323	мотивов в	1	1
324	которых и	2	1
325	и знает	1	1
326	жизни на	1	1
327	нем не	1	1
328	что было	1	1
329	на ту	1	1
330	здесь в	1	1
331	старик с	1	1
332	облекается в	1	1
333	вступление в	1	1
334	именно в	6	1
335	в это	1	1
336	одно из	2	1
337	в виду	1	1
338	его по	2	1
339	он сам	2	1
340	в начале	1	1
341	на что	1	1
342	ничем не	1	1
343	одной из	4	1
344	есть не	1	1
345	героя или	1	1
346	и три	1	1
347	к жизни	1	1
348	и самого	3	1
349	нем самом	1	1
350	и перед	1	1
351	со словами	2	1
352	о смерти	1	1
353	вплоть до	2	1
354	до нас	1	1
355	смерти и	2	1
356	не удается	1	1
357	на путь	1	1
358	как не	1	1
359	как говорит	3	1
360	в какой-нибудь	1	1
361	особенно в	3	1
362	наиболее поздняя	1	1
363	особое место	1	1
364	все было	3	1
365	в нашей	1	1
366	героя из	2	1
367	неотделимо от	1	1
368	но как	2	1
369	к тому	7	1
370	его смерти	1	1
371	который по	3	1
372	именно с	1	1
373	к ней	1	1
374	к категории	1	1
375	какая бы	1	1
376	из его	1	1
377	всей своей	2	1
378	с героем	1	1
379	собой одну	1	1
380	две стороны	1	1
381	он здесь	1	1
382	слова а	1	1
383	лет тому	1	1
384	на свою	1	1
385	они не	2	1
386	в совершенно	1	1
387	еще одного	1	1
388	в различные	1	1
389	тому назад	1	1
390	преимущественно в	1	1
391	это существо	1	1
392	пребывания в	1	1
393	утверждать что	2	1
394	с которым	1	1
395	свою родину	1	1
396	обращается к	1	1
397	что не	4	1
398	второй раз	1	1
399	они имеются	1	1
400	тот же	1	1
401	в то	3	1
402	даже если	1	1
403	в чем	1	1
404	своего рода	12	1
405	один человек	2	1
406	или один	1	1
407	но уже	1	1
408	не все	5	1
409	не всякий	1	1
410	говорить и	1	1
411	не случаен	1	1
412	человека который	1	1
413	в другое	1	1
414	во второй	2	1
415	и деревья	1	1
416	когда она	1	1
417	но на	1	1
418	тотчас же	1	1
419	один из	3	1
420	перед смертью	1	1
421	при анализе	1	1
422	приводят к	1	1
423	очевидно что	1	1
424	при рассмотрении	1	1
425	а с	3	1
426	его из	1	1
427	этого момента	1	1
428	в своего	1	1
429	на них	1	1
430	старшего брата	1	1
431	она сама	1	1
432	от рассмотрения	1	1
433	мир как	1	1
434	на другой	2	1
435	в основе	5	1
436	тому как	2	1
437	том свете	2	1
438	по поводу	1	1
439	передний план	1	1
440	который не	1	1
441	объединены в	1	1
442	между жизнью	1	1
443	причиной его	1	1
444	как обладатель	1	1
445	любопытно что	1	1
446	переход от	4	1
447	в них	1	1
448	прежде всего	4	1
449	от нас	1	1
450	персонажа и	2	1
451	например как	2	1
452	как отец	1	1
453	между собой	2	1
454	в котором	1	1
455	др в	1	1
456	к другому	2	1
457	будто бы	3	1
458	к его	1	1
459	порой в	1	1
460	что вообще	1	1
461	что именно	2	1
462	в мир	1	1
463	это явление	1	1
464	силу и	1	1
465	чего не	1	1
466	не от	2	1
467	совпадает с	1	1
468	а он	1	1
469	в результате	2	1
470	случае с	1	1
471	более что	1	1
472	мог говорить	1	1
473	как к	2	1
474	мы будем	1	1
475	роль в	2	1
476	как у	1	1
477	него а	1	1
478	обратиться к	1	1
479	то они	2	1
480	не как	2	1
481	здесь также	1	1
482	в различных	1	1
483	но представляет	1	1
484	с этого	1	1
485	тем более	2	1
486	нас в	1	1
487	от предмета	1	1
488	этих двух	1	1
489	и к	1	1
490	в развитии	1	1
491	подобно тому	2	1
492	иного мира	1	1
493	уже говорилось	1	1
494	могло быть	1	1
495	в сказании	2	1
496	на свой	2	1
497	том числе	6	1
498	смерть и	1	1
499	здесь только	1	1
500	которого он	2	1
501	в ней	3	1
502	с такой	1	1
503	бы уже	1	1
504	уже более	1	1
505	жизнью и	2	1
506	на передний	1	1
507	которых он	1	1
508	и может	1	1
509	и уже	1	1
510	одного из	4	1
511	как таковых	1	1
512	одному из	1	1
513	сюжета в	2	1
514	с ее	3	1
515	текста это	1	1
516	как будто	3	1
517	со стороны	9	1
518	должна обратиться	1	1
519	как же	1	1
520	иначе говоря	6	1
521	меньшей степени	1	1
522	в пределах	2	1
523	а еще	1	1
524	он как	1	1
525	или иначе	3	1
526	и могут	1	1
527	чтобы заставить	1	1
528	быть и	1	1
529	о нем	4	1
530	и делает	1	1
531	человека в	2	1
532	от его	1	1
533	в этнографии	1	1
534	зависит от	2	1
535	и тогда	1	1
536	а от	1	1
537	является в	1	1
538	мог бы	3	1
539	том чтобы	1	1
540	он и	1	1
541	основе своей	4	1
542	не обязательно	3	1
543	вспомним что	1	1
544	античности и	1	1
