N	2gram	Propp_Russ_1	Problema
389	ни одна	1	1
390	почти целиком	2	1
391	тому же	1	1
392	и те	3	1
393	на смену	1	1
394	этот вывод	1	1
395	связанные с	3	1
396	должна быть	1	1
397	чтобы они	2	1
398	этого вопроса	1	1
399	не к	1	1
400	однако он	1	1
401	в силу	2	1
402	действительности которая	1	1
403	теперь еще	1	1
404	на этом	3	1
405	встречаются в	2	1
406	в каждом	2	1
407	которые уже	1	1
408	они должны	1	1
409	в совершенно	1	1
410	и других	7	1
411	в уже	3	1
412	на путь	1	1
413	землей в	1	1
414	на почве	1	1
415	известно что	1	1
416	но их	1	1
417	народов как	1	1
418	на свои	1	1
419	прочим в	1	1
420	жизни человека	1	1
421	солнце и	1	1
422	нет в	1	1
423	показывает что	5	1
424	жизни то	1	1
425	и необходимое	1	1
426	или наоборот	1	1
427	со своими	1	1
428	мы видели	1	1
429	дерево в	1	1
430	и было	1	1
431	и некоторые	3	1
432	их на	4	1
433	совсем другое	1	1
434	не так	1	1
435	себя внимание	1	1
436	во время	14	1
437	что между	1	1
438	часто в	1	1
439	и без	1	1
440	в советской	1	1
441	место в	1	1
442	представление о	3	1
443	вопрос о	1	1
444	не путем	1	1
445	из центральных	1	1
446	если угодно	2	1
447	том чтобы	1	1
448	что было	1	1
449	т п	1	1
450	на небо	3	1
451	что сам	1	1
452	том же	2	1
453	понимаются как	1	1
454	на холмах	2	1
455	сам он	1	1
456	вплоть до	4	1
457	иной раз	1	1
458	деле это	1	1
459	обладает для	1	1
460	самый акт	1	1
461	что ему	2	1
462	хотелось бы	1	1
463	о причине	1	1
464	дело не	1	1
465	тогда когда	1	1
466	если в	3	1
467	в основе	1	1
468	заключалось в	1	1
469	мы указали	1	1
470	одна из	4	1
471	именно с	2	1
472	которые и	1	1
473	нас еще	1	1
474	к ней	2	1
475	так например	6	1
476	сами не	1	1
477	было не	1	1
478	только с	1	1
479	этом отношении	1	1
480	что на	4	1
481	ему не	1	1
482	начиная с	3	1
483	том кто	1	1
484	должны быть	1	1
485	содержанием и	1	1
486	что наш	1	1
487	же только	1	1
488	его с	4	1
489	не пользуются	1	1
490	если же	1	1
491	же корень	1	1
492	советского союза	1	1
493	у себя	1	1
494	на другой	1	1
495	нами выше	1	1
496	то время	1	1
497	всей своей	1	1
498	в пределах	1	1
499	если они	1	1
500	и сам	1	1
501	по этой	1	1
502	признает его	1	1
503	не с	3	1
504	мы приведем	1	1
505	самого понятия	1	1
506	вопрос этот	1	1
507	связанных с	1	1
508	имеется в	1	1
509	он был	2	1
510	по мере	1	1
511	одно это	1	1
512	необходимо иметь	1	1
513	находится в	2	1
514	нечто совсем	1	1
515	внимание на	1	1
516	и та	1	1
517	общей форме	1	1
518	и просто	1	1
519	нас особенно	1	1
520	их уже	1	1
521	не весь	1	1
522	при исследовании	1	1
523	во втором	1	1
524	явление в	1	1
525	не более	1	1
526	которая должна	1	1
527	что бы	1	1
528	представления о	1	1
529	это несомненно	1	1
530	по содержанию	3	1
531	расцвете своих	1	1
532	не случайно	2	1
533	содержится в	1	1
534	же все	1	1
535	оказалось что	1	1
536	всякого рода	3	1
537	этот вопрос	2	1
538	что исследователь	1	1
539	который в	1	1
540	вот что	1	1
541	в значении	1	1
542	в нашей	1	1
543	в начале	1	1
544	не дает	1	1
545	его и	2	1
546	мы знаем	1	1
547	и их	4	1
548	в прошлом	2	1
549	чтобы она	1	1
550	дело и	1	1
551	много и	3	1
552	общий для	1	1
553	каждый из	1	1
554	от того	1	1
555	смерти и	1	1
556	которые как	1	1
557	же деле	1	1
558	них в	2	1
559	которые можно	2	1
560	мы еще	1	1
561	и существует	1	1
562	в некоторых	4	1
563	что указывает	1	1
564	самом же	1	1
565	и самый	1	1
566	несколько примеров	1	1
567	с которым	1	1
568	дела и	1	1
569	его по	1	1
570	ниже в	1	1
571	в россии	4	1
572	совершенно очевидно	1	1
573	под влиянием	1	1
574	и п	16	1
575	ближе к	1	1
576	и никаких	2	1
577	нет никаких	1	1
578	он уже	1	1
579	смысл который	1	1
580	или по	1	1
581	этого момента	3	1
582	из которых	1	1
583	в любой	1	1
584	и к	3	1
585	наряду с	1	1
586	мы остановимся	1	1
587	но который	1	1
588	в москве	3	1
589	два раза	1	1
590	довольно много	2	1
591	имеет много	1	1
592	в основном	3	1
593	видно что	6	1
594	могут рассматриваться	1	1
595	с разным	1	1
596	что я	1	1
597	о котором	1	1
598	гораздо менее	1	1
599	от него	1	1
600	иное чем	1	1
601	в третьем	1	1
602	года в	2	1
603	что по	4	1
604	будто бы	6	1
605	в свете	2	1
606	тот же	1	1
607	но оно	1	1
608	в период	1	1
609	взывает к	1	1
610	это все	1	1
611	только как	1	1
612	обычно не	2	1
613	имеет место	2	1
614	нет но	1	1
615	ко всему	1	1
616	т е	17	1
617	у которых	2	1
618	нами как	1	1
619	жизни и	1	1
620	но эти	3	1
621	к этому	4	1
622	как на	1	1
