N	2gram	Losev_Vlad_3	Psycholo
129	утверждать что	1	4
130	и это	6	4
131	данном случае	2	4
132	и сам	1	4
133	о ней	1	4
134	и поэтому	1	4
135	никак не	4	4
136	которые мы	1	4
137	мы видим	1	4
138	из них	2	4
139	от того	4	4
140	в творчестве	1	4
141	как это	4	4
142	наряду с	2	4
143	с этой	2	4
144	случае если	2	4
145	и все	4	4
146	а в	7	4
147	совершенно не	2	4
148	из этого	2	4
149	жизни и	1	4
150	например в	1	3
151	отношении к	1	3
152	и то	9	3
153	мы не	2	3
154	время как	2	3
155	то это	10	3
156	и он	1	3
157	во всех	1	3
158	но как	2	3
159	а только	7	3
160	если оно	4	3
161	в общем	1	3
162	относится к	1	3
163	которые не	2	3
164	нашего сознания	1	3
165	как говорит	2	3
166	только ее	1	3
167	и к	2	3
168	но в	4	3
169	та же	1	3
170	он в	1	3
171	думать что	1	3
172	не к	2	3
173	не как	2	3
174	и вот	1	3
175	то как	3	3
176	об этом	6	3
177	это было	3	3
178	и сейчас	2	3
179	в своей	9	3
180	в их	2	3
181	представление о	1	3
182	в которых	1	3
183	но он	1	3
184	в отношении	5	3
185	что с	1	3
186	видим что	1	3
187	во всем	6	3
188	в каком	4	3
189	не могут	2	3
190	и заключается	1	3
191	само собой	3	3
192	указывает на	1	3
193	которого мы	1	3
194	с ее	1	3
195	в виду	3	3
196	то время	4	3
197	так и	6	3
198	жизнь и	3	3
199	с другой	5	3
200	бы и	4	3
201	мы должны	4	3
202	значит что	6	3
203	один из	1	3
204	и так	2	3
205	так что	14	3
206	в нашей	2	3
207	и других	1	3
208	и их	1	3
209	представить себе	1	3
210	в конце	12	3
211	ссылается на	1	3
212	процесс в	3	3
213	которых мы	2	3
214	до конца	4	3
215	в частности	1	3
216	ни на	2	3
217	согласии с	2	3
218	по своему	1	3
219	что же	9	3
220	по существу	4	3
221	это значит	6	3
222	в смысле	6	3
223	должны быть	1	3
224	при всем	2	3
225	само по	3	3
226	еще более	1	3
227	конце концов	5	3
228	хотя бы	6	3
229	только как	1	3
230	в свою	1	3
231	легко заметить	1	3
232	же мы	1	3
233	который не	1	3
234	точно так	4	3
235	также и	17	2
236	того же	2	2
237	и без	1	2
238	только потому	1	2
239	этой теории	1	2
240	не имеют	2	2
241	все те	1	2
242	и этот	2	2
243	еще не	4	2
244	из всех	1	2
245	это совершенно	1	2
246	есть нечто	1	2
247	указывая на	1	2
248	с но	1	2
249	но даже	4	2
250	как не	2	2
251	бы с	1	2
252	и говорить	1	2
253	к своему	2	2
254	является такой	1	2
255	бы то	3	2
256	с его	2	2
257	же самые	1	2
258	в ее	1	2
259	но не	4	2
260	мы будем	2	2
261	точка зрения	1	2
262	к которой	1	2
263	если в	1	2
264	очевидно что	1	2
265	себе и	2	2
266	отличие от	3	2
267	что по	1	2
268	но эта	1	2
269	из самых	1	2
270	в которой	2	2
271	другого как	1	2
272	бы не	1	2
273	в себе	9	2
274	как он	1	2
275	что каждая	1	2
276	же с	7	2
277	тем и	1	2
278	подход к	1	2
279	то ни	3	2
280	была в	1	2
281	и которые	1	2
282	это не	3	2
283	должен был	2	2
284	произведение как	1	2
285	в них	1	2
286	но так	1	2
287	смысл и	1	2
288	не так	3	2
289	и при	1	2
290	всяком случае	3	2
291	место в	1	2
292	не понимает	2	2
293	надо сказать	1	2
294	их в	1	2
295	том и	1	2
296	том же	1	2
297	в этих	2	2
298	что этот	3	2
299	для нее	1	2
300	этой области	1	2
301	произведения как	1	2
302	как можно	2	2
303	впадает в	1	2
304	и другое	1	2
305	начинает с	1	2
306	считает что	1	2
307	на него	2	2
308	в процессе	1	2
309	того и	1	2
310	его от	1	2
311	и всегда	2	2
312	это то	1	2
313	в самой	1	2
314	же время	2	2
315	учения о	4	2
316	ли из	1	2
317	не вполне	2	2
318	ли это	1	2
319	допустить что	1	2
320	ни в	10	2
321	когда мы	1	2
322	отличается от	3	2
323	оно не	3	2
324	она не	2	2
325	на вопрос	1	2
326	сводится к	3	2
327	так в	1	2
328	роль в	2	2
329	том как	1	2
330	даны в	1	2
331	и вообще	3	2
332	в таком	3	2
333	ничего кроме	1	2
334	и здесь	6	2
335	во всяком	3	2
336	в глаза	4	2
337	с того	1	2
338	в согласии	2	2
339	которой мы	1	2
340	в его	14	2
341	а потому	1	2
342	и только	3	2
343	даже для	1	2
344	в свете	1	2
345	и следовательно	1	2
346	к нему	3	2
347	в новой	1	2
348	философии и	9	2
349	в какой	2	2
350	как нечто	3	2
351	это очень	1	2
352	и у	3	2
353	творчества в	1	2
354	у того	1	2
355	их как	1	2
356	говорит о	4	2
357	могло бы	2	2
358	содержания и	2	2
359	мы находим	2	2
360	в одном	5	2
361	вовсе не	13	2
362	в состоянии	1	2
363	но что	2	2
364	и никогда	1	2
365	имеет значение	1	2
366	на примере	1	2
367	к которому	1	2
368	такое же	1	2
369	а с	4	2
370	не было	5	2
371	здесь дело	1	2
372	она является	1	2
373	на которых	1	2
374	не на	2	2
375	во внимание	1	2
376	вместе с	7	2
377	противоречие с	1	2
378	если она	1	2
379	из которых	1	2
380	этого факта	2	2
381	но это	6	2
382	и таким	1	2
383	только мы	1	2
384	и часто	1	2
385	не существует	2	2
386	ему только	1	2
387	это можно	1	2
388	а к	1	2
389	речи с	1	2
390	для нас	5	2
391	у них	1	2
392	интерес к	1	2
393	вот этот	1	2
394	другой стороны	2	2
395	состоит из	1	2
396	на абсолютное	1	2
397	но когда	2	2
398	на этот	1	2
399	и от	6	2
400	заметить что	2	2
401	все что	1	2
402	этой точки	1	2
403	а между	1	1
404	смысле слова	6	1
405	не стыдится	1	1
406	как известно	1	1
407	ясно и	1	1
408	речь идет	1	1
409	для построения	1	1
410	таком случае	2	1
411	чтобы не	1	1
412	человека и	3	1
413	разрешения этой	1	1
414	как простая	1	1
415	и должны	1	1
416	решительно все	1	1
417	человеческой души	1	1
418	по преимуществу	2	1
419	а об	1	1
420	и больше	1	1
421	отношения к	5	1
422	и за	2	1
423	оттого что	1	1
424	мы никак	1	1
425	имеет свою	2	1
426	почти все	1	1
427	что иное	1	1
428	здесь воспользовался	1	1
429	оно есть	6	1
430	что вопрос	1	1
431	мы и	2	1
432	для нашей	1	1
433	однако легко	1	1
434	разобраться в	1	1
435	есть вместе	1	1
436	учение об	4	1
437	подробно и	1	1
438	он сам	2	1
439	бы мы	1	1
440	без которого	1	1
441	и скорее	1	1
442	с одной	3	1
443	истинный смысл	1	1
444	же поступает	1	1
445	чем это	2	1
446	могло быть	2	1
447	самой идее	1	1
448	важный для	1	1
449	бросаются в	1	1
450	с совершенно	1	1
451	должны были	1	1
452	а и	2	1
453	уже как	1	1
454	него с	1	1
455	и попытки	1	1
456	за пределы	3	1
457	к сожалению	1	1
458	в истории	5	1
459	независимо от	3	1
460	это одно	1	1
461	его на	1	1
462	общего с	2	1
463	что касается	2	1
464	им в	1	1
465	всей этой	2	1
466	кроме того	6	1
467	и где	1	1
468	кто не	1	1
469	сознания в	1	1
470	это легко	1	1
471	более или	5	1
472	не очень	2	1
473	то в	6	1
474	только то	2	1
475	говорит не	1	1
476	уже не	9	1
477	не хочет	2	1
478	это есть	10	1
479	можно не	2	1
480	в нашем	2	1
481	из этих	3	1
482	может считаться	1	1
483	остановиться на	2	1
484	тому же	5	1
485	противном случае	1	1
486	идеи и	2	1
487	в силу	2	1
488	это если	1	1
489	и если	7	1
490	оно должно	4	1
491	в россии	3	1
492	в понятии	1	1
493	вникнуть в	1	1
494	важную роль	1	1
495	на совершенно	1	1
496	в плане	1	1
497	что ни	1	1
498	проблемы и	1	1
499	всех своих	2	1
500	одно и	2	1
501	но все	3	1
502	не будет	6	1
503	же не	2	1
504	этом он	1	1
505	различие между	1	1
506	же касается	5	1
507	в другом	2	1
508	его не	1	1
509	его в	2	1
510	те или	2	1
511	образом если	1	1
512	в глазах	1	1
513	нечего и	2	1
514	на почве	2	1
515	всю свою	1	1
516	и была	1	1
517	знаком с	1	1
518	даже по	1	1
519	поэтому можно	1	1
520	является для	2	1
521	соглашаться с	1	1
522	как об	1	1
523	бы само	1	1
524	и определяет	1	1
525	которой он	1	1
526	мы видели	3	1
527	он прекрасно	1	1
528	трактует как	1	1
529	жизни но	1	1
530	с такой	2	1
531	чем в	4	1
532	должно быть	5	1
533	потому и	2	1
534	и почему	1	1
535	этим трем	1	1
536	стороны оно	1	1
537	которую он	1	1
538	бы на	2	1
539	земли и	1	1
540	но если	5	1
541	что такая	2	1
542	и тут	3	1
543	не зависит	1	1
544	взгляд на	2	1
545	вне всякого	2	1
546	в котором	4	1
547	то для	1	1
548	рядом других	1	1
549	что вся	1	1
550	не столько	3	1
551	на свою	1	1
552	выходит за	1	1
553	себе а	1	1
554	в отличие	3	1
555	нему и	2	1
556	строго говоря	1	1
557	является только	1	1
558	впадая в	1	1
559	сам же	2	1
560	мир и	1	1
561	не поймет	1	1
562	того кто	1	1
563	следующими словами	1	1
564	с так	1	1
565	на самые	1	1
566	новым и	1	1
567	что есть	3	1
568	вещи не	2	1
569	участвует в	1	1
570	что эта	2	1
571	с теми	1	1
572	самого начала	1	1
573	это удается	1	1
574	некоторого рода	5	1
575	дело в	5	1
576	одна из	1	1
577	и вместо	1	1
578	что их	1	1
579	это едва	2	1
580	к этим	1	1
581	работах по	1	1
582	при нашем	1	1
583	было у	1	1
584	искусство с	1	1
585	как здесь	1	1
586	только не	1	1
587	если кто	1	1
588	найти в	2	1
589	человека от	2	1
590	благодаря тому	1	1
591	в разных	2	1
592	в качестве	3	1
593	у этого	1	1
594	очень мало	1	1
595	и является	1	1
596	и чувства	1	1
597	же он	1	1
598	связи с	2	1
599	его собственное	1	1
600	достаточно указать	1	1
601	через эту	1	1
602	эти три	5	1
603	что кроме	1	1
604	тогда в	1	1
605	точке зрения	2	1
606	и оно	1	1
607	только от	1	1
608	все то	3	1
609	принадлежит к	1	1
610	заключается что	1	1
611	такая точка	1	1
612	которого я	1	1
613	и другим	1	1
614	не есть	10	1
615	мы могли	1	1
616	он никогда	2	1
617	жизнь оказывается	1	1
618	него как	3	1
619	в каждой	1	1
620	гласит что	1	1
621	деятельности в	1	1
622	для себя	5	1
623	то во	1	1
624	то естественно	1	1
625	как мы	8	1
626	и о	4	1
627	всем этим	1	1
628	только при	4	1
629	ни стало	2	1
630	и сводится	1	1
631	в себя	1	1
632	с самого	1	1
633	что оба	2	1
634	имеет никакого	1	1
635	слова а	1	1
636	как с	2	1
637	другом и	1	1
638	здесь он	1	1
639	не с	4	1
640	было в	1	1
641	и каждый	1	1
642	как таковую	1	1
643	как три	1	1
644	еще в	5	1
645	когда в	1	1
646	могла быть	1	1
647	разного рода	3	1
648	возможно что	1	1
649	является в	2	1
650	и всякого	2	1
651	разумеется что	1	1
652	собой и	1	1
653	на что	1	1
654	не впадая	1	1
655	стремление к	1	1
656	другой не	1	1
657	смысле и	1	1
658	в тех	1	1
659	это объясняется	1	1
660	иное как	1	1
661	все дело	1	1
662	и поэтом	1	1
663	каждый раз	1	1
664	в известных	1	1
665	и должно	1	1
666	исследования и	1	1
667	но мы	2	1
668	не соглашаться	1	1
669	что каждый	2	1
670	и сделать	1	1
671	и просто	1	1
672	можно сказать	1	1
673	основе своей	1	1
674	в сфере	1	1
675	значение имеют	1	1
676	и во	1	1
677	однако что	1	1
678	что люди	1	1
679	или иные	2	1
680	независимым от	1	1
681	идет к	1	1
682	этому поводу	1	1
683	когда оно	2	1
684	эти два	1	1
685	я думаю	1	1
686	все в	1	1
687	вообще и	1	1
688	которая и	1	1
689	что бы	3	1
690	которую в	1	1
691	если эта	1	1
692	и об	1	1
693	и она	1	1
694	раз на	1	1
695	а она	1	1
696	же можно	1	1
697	этом смысле	3	1
698	собой разумеется	2	1
699	что только	1	1
700	отсюда сам	1	1
701	и влияние	1	1
702	что даже	2	1
703	конечно хотел	1	1
704	и живое	1	1
705	то прежде	1	1
706	что а	2	1
707	всю его	1	1
708	не имеющих	2	1
709	они имеют	1	1
710	здесь с	1	1
711	по этому	3	1
712	не то	1	1
713	же и	2	1
714	она вошла	1	1
715	конечно не	1	1
716	своей целью	1	1
717	вопроса о	1	1
718	этом что	1	1
719	не сторонник	1	1
720	стоит на	2	1
721	тем чтобы	1	1
722	поэтому его	1	1
723	свидетельствует о	2	1
724	от других	1	1
725	а то	2	1
726	не дает	1	1
727	все признаки	1	1
728	такое определение	1	1
729	за ним	1	1
730	философии вообще	1	1
731	и называет	3	1
732	был бы	3	1
733	для него	8	1
734	прежде всего	10	1
735	иначе как	1	1
736	не совпадают	1	1
737	надо будет	1	1
738	от тех	1	1
739	не о	2	1
740	только с	2	1
741	доказать что	1	1
742	переживаний но	1	1
743	не просто	10	1
744	то а	1	1
745	самого же	3	1
746	нужно было	1	1
747	со стороны	2	1
748	даже не	3	1
749	этой проблемы	1	1
750	нам не	1	1
751	о влиянии	1	1
752	которые можно	2	1
753	именно в	3	1
754	бы если	2	1
755	и прежде	1	1
756	что этой	1	1
757	один и	1	1
758	считает себя	1	1
759	системы и	1	1
760	себя и	1	1
761	только к	2	1
762	идет только	1	1
763	больше и	2	1
764	имеет ничего	2	1
765	к более	1	1
766	вопрос почему	1	1
767	в некоторых	1	1
768	смысла и	1	1
769	нужно сказать	1	1
770	века и	1	1
771	во что	2	1
772	целым рядом	1	1
773	идеи в	1	1
774	себе представление	1	1
775	именно так	1	1
776	его по	1	1
777	человеческой жизни	1	1
778	понятие о	2	1
779	на эту	1	1
780	для человека	1	1
781	если эти	2	1
782	менее важным	1	1
783	ум и	1	1
784	с которым	1	1
785	что мы	2	1
786	творчество в	1	1
787	в связи	3	1
788	очень легко	2	1
789	как именно	3	1
790	я хочу	1	1
791	делает то	1	1
792	по необходимости	1	1
793	а есть	2	1
794	к положительной	1	1
795	которое в	3	1
796	бы это	2	1
797	из его	1	1
798	мы говорим	1	1
799	существенное изменение	1	1
800	следовательно что	1	1
801	учению о	1	1
802	одной стороны	3	1
803	она есть	1	1
804	с него	1	1
805	такого рода	4	1
806	простого и	1	1
807	против такого	1	1
808	очень важно	1	1
809	эту мысль	1	1
810	или менее	5	1
811	поскольку он	4	1
812	в первой	1	1
813	кто из	1	1
814	для понимания	2	1
815	если это	1	1
816	исходя из	1	1
817	тех пор	1	1
818	том смысле	1	1
819	бросается в	2	1
820	этого слова	1	1
821	еще раз	2	1
822	себя ни	1	1
823	этом случае	1	1
824	и нет	1	1
825	здравого смысла	1	1
826	о самой	1	1
827	не касаясь	1	1
828	как предмет	1	1
829	нет ничего	2	1
830	поэтому что	1	1
831	от нас	1	1
832	вошла в	2	1
833	в противном	1	1
834	переживания и	1	1
835	в более	1	1
836	основной принцип	1	1
837	указать на	4	1
838	от той	1	1
839	потому не	1	1
840	его творчества	2	1
841	такой взгляд	1	1
842	в результате	4	1
843	мира и	1	1
844	того с	1	1
845	который является	1	1
846	бы в	2	1
847	что из	1	1
848	с а	1	1
849	основанное на	1	1
850	ни к	2	1
851	против того	1	1
852	будто бы	1	1
853	и наконец	2	1
854	только что	2	1
855	ни было	1	1
856	за этим	1	1
857	от всякого	1	1
858	может и	1	1
859	а о	2	1
860	между ними	1	1
861	строго различать	1	1
862	и эта	3	1
863	от своего	1	1
864	на более	2	1
865	которая с	1	1
866	которым он	1	1
867	является и	1	1
868	не что	1	1
869	это и	1	1
870	только о	3	1
871	в трех	1	1
872	какой смысл	1	1
873	себе не	1	1
874	в виде	13	1
875	но еще	2	1
876	и другие	1	1
877	по поводу	1	1
878	такое заключение	1	1
879	вещи и	1	1
880	тем самым	2	1
881	к этому	2	1
882	рассматривать ее	1	1
883	они не	1	1
884	ничего общего	5	1
