N	2gram	Vinokur_Ku_1	VerxiiNi
310	по отношению	8	1
311	а через	1	1
312	что так	3	1
313	отличие от	1	1
314	к своей	1	1
315	что они	4	1
316	себя в	1	1
317	две основные	1	1
318	которые могли	1	1
319	идет о	2	1
320	в одной	1	1
321	как в	4	1
322	поскольку они	1	1
323	как к	1	1
324	с их	3	1
325	что касается	2	1
326	однако не	6	1
327	могли бы	2	1
328	его к	3	1
329	от этого	2	1
330	них как	1	1
331	не приходится	1	1
332	та же	1	1
333	а во-вторых	2	1
334	формы в	2	1
335	не был	1	1
336	чуть ли	2	1
337	в нашем	1	1
338	думать что	1	1
339	отчасти и	1	1
340	имеем в	1	1
341	так сказать	5	1
342	роли в	2	1
343	широком смысле	1	1
344	на его	3	1
345	восстановить в	1	1
346	иначе связанные	1	1
347	уже тогда	1	1
348	но именно	1	1
349	в нашей	1	1
350	всех этих	1	1
351	в первую	4	1
352	он должен	1	1
353	к одному	1	1
354	что еще	1	1
355	и более	2	1
356	с представлением	1	1
357	чтобы в	2	1
358	на этом	1	1
359	когда на	1	1
360	прежде чем	1	1
361	что она	3	1
362	от нее	1	1
363	не следует	1	1
364	том же	2	1
365	касается до	1	1
366	на этой	1	1
367	его в	1	1
368	это было	2	1
369	заключается в	2	1
370	было в	2	1
371	первую очередь	2	1
372	всех народов	1	1
373	есть не	1	1
374	это не	7	1
375	было бы	15	1
376	на почве	1	1
377	лишь на	1	1
378	неизбежно должен	1	1
379	к нашей	1	1
380	есть несколько	1	1
381	между отдельными	1	1
382	чаще всего	1	1
383	в жизни	1	1
384	в низах	1	1
385	ни в	2	1
386	о характере	1	1
387	нет в	1	1
388	в какое-то	1	1
389	она и	1	1
390	соответствии с	3	1
391	его все	1	1
392	в слове	2	1
393	как и	2	1
394	разумеется лишь	1	1
395	должно быть	3	1
396	она была	1	1
397	и того	2	1
398	сообразно с	1	1
399	одного и	2	1
400	или вообще	1	1
401	много таких	2	1
402	к тем	1	1
403	в своей	2	1
404	что среди	1	1
405	что такое	6	1
406	в такой	1	1
407	не отрицал	1	1
408	в их	3	1
409	в отличие	1	1
410	должны были	1	1
411	что источник	1	1
412	он тоже	1	1
413	от прежних	1	1
414	русской сказки	1	1
415	труда и	2	1
416	в прямом	1	1
417	вводят в	1	1
418	однако в	1	1
419	русские и	1	1
420	которые к	1	1
421	и всякую	1	1
422	для россии	1	1
423	по себе	2	1
424	даже в	3	1
425	случае мы	1	1
426	сам он	1	1
427	вернемся к	1	1
428	но они	1	1
429	трудно было	2	1
430	что с	2	1
431	из нас	1	1
432	дело не	2	1
433	того как	4	1
434	на себе	6	1
435	из предыдущего	2	1
436	иметь в	1	1
437	проникают в	1	1
438	отдельные его	1	1
439	казалось бы	3	1
440	ничего не	2	1
441	вследствие того	1	1
442	этих последних	1	1
443	языка это	4	1
444	за время	1	1
445	и остается	1	1
446	другой стороны	6	1
447	говорить лишь	1	1
448	это слово	3	1
449	в сознании	1	1
450	и делает	1	1
451	но даже	1	1
452	эту сторону	1	1
453	в каком	2	1
454	однако это	1	1
455	связать эти	1	1
456	может показаться	1	1
457	у нас	10	1
458	и далее	1	1
459	которое в	2	1
460	когда мы	2	1
461	могут быть	1	1
462	как только	1	1
463	большинство их	1	1
464	должны быть	2	1
465	и надо	1	1
466	примыкают к	2	1
467	вовсе уже	2	1
468	о происхождении	1	1
469	а вместе	1	1
470	не есть	4	1
471	участвуют в	1	1
472	всегда так	1	1
473	слова с	1	1
474	таких слов	2	1
475	в строгом	1	1
476	всегда в	1	1
477	в каждой	1	1
478	и своих	1	1
479	все чаще	1	1
480	для себя	1	1
481	значения и	1	1
482	которого мы	1	1
483	как не	1	1
484	свою очередь	3	1
485	здесь не	3	1
486	без всякого	1	1
487	в ее	1	1
488	совершенно ясно	1	1
489	представляется возможным	1	1
490	какое содержание	1	1
491	только то	1	1
492	в себя	1	1
493	идет речь	2	1
494	роль в	4	1
495	материи и	1	1
496	как с	2	1
497	если они	1	1
498	нужно было	2	1
499	же эти	1	1
500	живущий в	1	1
501	том как	3	1
502	с этого	1	1
503	из одного	3	1
504	по мере	3	1
505	ли эти	1	1
506	с ним	5	1
507	первом случае	1	1
508	в известных	3	1
509	и должно	2	1
510	и других	1	1
511	грамматики и	1	1
512	настоящее время	1	1
513	одного из	1	1
514	после того	1	1
515	учения о	1	1
516	времени в	1	1
517	любви к	2	1
518	и своей	1	1
519	согласно учению	1	1
520	и во	1	1
521	каждом из	2	1
522	выбор и	1	1
523	связь между	1	1
524	в которую	1	1
525	бы часть	1	1
526	во втором	2	1
527	отчет в	1	1
528	а потому	5	1
529	весь вопрос	1	1
530	не надо	1	1
531	язык в	5	1
532	и следовательно	1	1
533	как она	1	1
534	что здесь	1	1
535	обе эти	3	1
536	совсем не	1	1
537	с ними	4	1
538	этот вопрос	1	1
539	дело с	1	1
540	которым он	1	1
541	что даже	1	1
542	еще и	5	1
543	и так	1	1
544	и его	5	1
545	точный отчет	1	1
546	рассматриваться как	1	1
547	значение которое	1	1
548	указания на	1	1
549	только на	1	1
550	борьбы с	1	1
551	и всякая	1	1
552	языка как	5	1
553	только тогда	3	1
554	чем с	1	1
555	силу этого	1	1
556	на этих	1	1
557	к мысли	1	1
558	не так	1	1
559	себе в	3	1
560	и их	1	1
561	могло бы	1	1
562	иначе как	2	1
563	сами по	1	1
564	не для	1	1
565	одним лишь	1	1
566	случайное и	1	1
567	как раз	8	1
568	тем что	8	1
569	тогда как	2	1
570	это по	2	1
571	случае с	1	1
572	со всем	1	1
573	а именно	2	1
574	себе точный	1	1
575	из таких	1	1
576	социальной жизни	2	1
577	в соответствии	3	1
578	и пр	15	1
579	притом не	1	1
580	весьма вероятно	1	1
581	зависит от	1	1
582	человеческой жизни	1	1
583	жизнь в	1	1
584	о чем	2	1
585	на эту	2	1
586	когда она	1	1
587	различие между	1	1
588	думаем о	1	1
589	так называемых	1	1
590	с помощью	7	1
591	все более	1	1
592	к лицу	1	1
593	является его	1	1
594	их с	1	1
595	нет ничего	1	1
596	эти слова	1	1
597	свое особое	1	1
598	в европе	1	1
599	с этим	4	1
600	так называемая	2	1
601	в данном	4	1
602	лицом к	1	1
603	в той	5	1
604	смысле этого	3	1
605	это есть	2	1
606	да и	1	1
607	как средство	1	1
608	иногда даже	1	1
609	там где	4	1
610	особенно важное	1	1
611	многих других	1	1
612	здесь идет	1	1
613	ли не	3	1
614	этого слова	3	1
615	сейчас же	1	1
616	с особым	1	1
617	является для	1	1
618	но это	1	1
619	о его	1	1
620	слов которые	1	1
621	по образцу	1	1
622	помнить что	1	1
623	но для	1	1
624	говорить что	1	1
625	кроме того	1	1
626	в наше	1	1
627	не является	2	1
628	живет и	2	1
629	это как	1	1
630	в настоящее	1	1
631	она уже	1	1
632	это уже	1	1
633	эти проблемы	1	1
634	бы в	7	1
635	тем более	2	1
636	же есть	2	1
637	важное значение	1	1
638	пришлось бы	2	1
639	этот раз	1	1
640	на более	2	1
641	указывает на	1	1
642	же в	4	1
643	обстоит дело	1	1
644	давно уже	1	1
645	к ее	1	1
646	оно на	1	1
647	может и	1	1
648	но точно	1	1
649	только как	1	1
650	а ведь	1	1
651	образом была	1	1
652	совершенно не	1	1
653	в честь	1	1
654	культуры в	1	1
655	в свое	2	1
656	же приходится	1	1
657	с внешней	1	1
658	с процессом	1	1
659	в своих	1	1
660	и заменить	1	1
661	значение в	1	1
662	эти категории	2	1
663	как результат	1	1
664	они не	3	1
