N	2gram	Berdyaev_N_1	FransuaR
99	то время	1	2
100	в виду	1	2
101	на них	1	2
102	на их	1	2
103	с одной	2	2
104	но не	2	2
105	как в	3	2
106	по звездам	1	2
107	хотя и	2	2
108	и к	5	2
109	одному из	1	2
110	в основу	1	2
111	это конечно	1	2
112	может быть	7	2
113	этом он	1	2
114	и мы	4	2
115	в жизни	5	2
116	ни в	6	2
117	в этих	1	2
118	в котором	1	2
119	место в	2	2
120	не столько	1	2
121	большую роль	4	2
122	мир и	2	2
123	их в	1	2
124	но она	2	2
125	никогда не	6	2
126	как будто	2	2
127	числе и	1	2
128	к тому	3	2
129	о том	4	2
130	и это	2	2
131	на нем	1	2
132	времени и	2	2
133	о природе	1	2
134	быть может	4	2
135	с ним	1	2
136	а также	1	2
137	все в	1	2
138	то он	1	2
139	себя в	2	2
140	есть в	2	2
141	уже не	2	2
142	и у	1	2
143	уже в	1	2
144	и государства	1	2
145	мир в	1	2
146	в новом	2	2
147	друг друга	1	2
148	к которому	1	2
149	нового времени	12	2
150	но оно	1	2
151	одной стороны	2	2
152	они не	1	2
153	не на	1	2
154	власти и	1	2
155	уже давно	1	2
156	в той	1	2
157	связаны с	2	2
158	и для	4	2
159	формы и	2	2
160	в основе	3	2
161	жизни в	3	2
162	нет ничего	1	2
163	от всех	1	2
164	не может	16	2
165	людей но	1	2
166	как на	1	2
167	только в	1	2
168	смысле слова	3	1
169	он также	1	1
170	же как	2	1
171	и элементы	1	1
172	силы и	2	1
173	этого мира	1	1
174	не хочет	1	1
175	нем нет	2	1
176	и такое	1	1
177	должна быть	3	1
178	в самом	1	1
179	и этот	1	1
180	со всех	4	1
181	что вся	1	1
182	на место	1	1
183	человека и	3	1
184	время как	2	1
185	эпохи в	1	1
186	жизни как	2	1
187	жизни это	1	1
188	это время	1	1
189	дальнейшее развитие	1	1
190	переход к	2	1
191	во имя	15	1
192	истории а	2	1
193	писатели и	1	1
194	отличие от	1	1
195	нет и	2	1
196	за пределы	3	1
197	значение для	1	1
198	нет надобности	1	1
199	государства и	4	1
200	с этим	2	1
201	будто не	1	1
202	связанный с	1	1
203	в этот	1	1
204	он в	1	1
205	бога в	1	1
206	думать что	2	1
207	с их	2	1
208	мира но	1	1
209	человек не	1	1
210	жизнью и	1	1
211	жизни перед	1	1
212	не значит	3	1
213	к одному	1	1
214	в силу	1	1
215	людей и	1	1
216	что она	2	1
217	значение в	1	1
218	в мире	3	1
219	чего он	1	1
220	них не	1	1
221	знает что	1	1
222	это было	3	1
223	на протяжении	2	1
224	к природе	1	1
225	и очень	1	1
226	как другие	1	1
227	мы не	2	1
228	и того	1	1
229	одного и	1	1
230	что такое	3	1
231	борьбы за	1	1
232	в отличие	1	1
233	мысли и	2	1
234	партии в	1	1
235	вступили в	1	1
236	времени не	1	1
237	в россии	3	1
238	времени а	1	1
239	и вся	1	1
240	бога нет	1	1
241	преображен в	1	1
242	не имел	1	1
243	не по	1	1
244	говорить о	1	1
245	не их	1	1
246	самой жизни	2	1
247	и весь	2	1
248	во всем	1	1
249	и мысли	1	1
250	потому что	4	1
251	удары в	1	1
252	были еще	1	1
253	от того	1	1
254	у нас	1	1
255	и оно	1	1
256	в духе	3	1
257	что все	2	1
258	но все	1	1
259	бы он	1	1
260	вес которых	1	1
261	всех сторон	4	1
262	не будет	7	1
263	и преображен	1	1
264	и от	2	1
265	и рождается	1	1
266	это принадлежит	1	1
267	природе своей	1	1
268	можно было	2	1
269	на нее	1	1
270	по природе	1	1
271	еще в	1	1
272	возможно что	1	1
273	и должно	2	1
274	и что	2	1
275	можно сказать	1	1
276	это была	1	1
277	и во	1	1
278	характерно также	1	1
279	может когда	1	1
280	людей в	1	1
281	переходит в	1	1
282	неизбежно будет	1	1
283	и она	1	1
284	вся жизнь	1	1
285	тогда начинается	1	1
286	не хотят	2	1
287	и правды	1	1
288	будто бы	1	1
289	переворота и	1	1
290	но под	1	1
291	них совершается	1	1
292	перед сменой	1	1
293	для всех	1	1
294	него и	1	1
295	к своим	1	1
296	эти слова	1	1
297	должны стать	1	1
298	те формы	1	1
299	люди не	2	1
300	характерны для	1	1
301	перейти к	3	1
302	в это	1	1
303	ней и	1	1
304	средневековья в	1	1
305	государство и	2	1
306	до сих	1	1
307	и гуманистической	1	1
308	в природе	2	1
309	борьба за	1	1
310	был в	1	1
311	в боге	1	1
312	что мы	1	1
313	ближе к	1	1
314	к лицу	3	1
315	и потому	4	1
316	другая сторона	1	1
317	не осталось	1	1
318	не погиб	2	1
319	лицом к	3	1
320	культуры в	5	1
321	сих пор	1	1
322	истории но	1	1
323	в более	1	1
324	в мировой	2	1
325	философской мысли	1	1
326	для бога	1	1
327	жизнь в	1	1
328	которая в	1	1
329	чтобы понять	1	1
330	и философы	1	1
331	франции и	1	1
332	монашеского ордена	1	1
333	том случае	1	1
334	и роста	1	1
335	если возможны	1	1
336	и начинается	2	1
337	в свою	1	1
338	всего мира	1	1
339	эту эпоху	1	1
340	равно как	2	1
341	на это	1	1
342	что в	9	1
343	случае если	1	1
344	все что	1	1
