N	2gram	Tiupa_Hudo_2	VLabPisa
279	мысль о	2	2
280	же самое	3	2
281	легко и	1	2
282	том чтобы	1	2
283	он и	1	2
284	за его	1	1
285	одном полюсе	1	1
286	оказывается не	1	1
287	не означает	1	1
288	из форм	1	1
289	порой на	1	1
290	художника мы	1	1
291	или иное	1	1
292	образом и	1	1
293	как мы	2	1
294	еще раз	1	1
295	в свои	1	1
296	же наконец	1	1
297	исходя из	1	1
298	на себе	1	1
299	для нас	3	1
300	в соответствии	3	1
301	по выражению	1	1
302	все те	2	1
303	данном случае	2	1
304	сознания между	1	1
305	но он	1	1
306	с того	2	1
307	это то	1	1
308	и чувства	1	1
309	этого не	1	1
310	его сознания	1	1
311	и толстого	1	1
312	то время	1	1
313	сознания а	1	1
314	мышления и	1	1
315	себе в	2	1
316	но у	1	1
317	учения о	1	1
318	о своих	1	1
319	здесь не	2	1
320	это время	1	1
321	личности в	3	1
322	в музыке	1	1
323	имеет своей	1	1
324	никак между	1	1
325	обыденной жизни	1	1
326	после того	1	1
327	только на	5	1
328	человека а	1	1
329	на этом	2	1
330	и детей	1	1
331	еще одну	1	1
332	и все	7	1
333	бы он	1	1
334	в виде	2	1
335	художественное мышление	1	1
336	пока он	1	1
337	место для	1	1
338	наконец в	1	1
339	сущность и	1	1
340	и вдруг	1	1
341	смысле что	1	1
342	от которой	1	1
343	с ним	7	1
344	чехова с	2	1
345	и так	1	1
346	разума а	1	1
347	время как	1	1
348	его и	2	1
349	это в	1	1
350	что перед	1	1
351	личности и	2	1
352	этом говорит	1	1
353	самом деле	3	1
354	таков в	1	1
355	и другие	5	1
356	дело не	2	1
357	взгляд на	1	1
358	каждого из	1	1
359	или иная	1	1
360	произведения именно	1	1
361	наконец для	1	1
362	а между	4	1
363	ответ на	2	1
364	ничего и	1	1
365	казалось бы	6	1
366	которой он	1	1
367	жизнь в	2	1
368	своей личности	1	1
369	собой не	1	1
370	творческим воображением	1	1
371	то в	4	1
372	его художественной	1	1
373	сказал бы	1	1
374	есть и	3	1
375	этой жизни	1	1
376	по ее	1	1
377	что самое	1	1
378	знает и	2	1
379	или даже	1	1
380	смертью в	1	1
381	таком случае	1	1
382	его детстве	1	1
383	же не	2	1
384	построенного на	1	1
385	места и	1	1
386	все его	3	1
387	трудно не	2	1
388	между собой	1	1
389	в театре	1	1
390	а именно	1	1
391	определял как	1	1
392	зрения на	2	1
393	как было	1	1
394	отношение к	2	1
395	совершенно не	1	1
396	потому что	2	1
397	того момента	1	1
398	о своей	1	1
399	отметим еще	1	1
400	то есть	1	1
401	дело с	2	1
402	в начале	1	1
403	в таком	1	1
404	то как	1	1
405	заключена в	1	1
406	становится в	1	1
407	ответить на	1	1
408	в той	1	1
409	слова и	1	1
410	к ней	2	1
411	сознания в	1	1
412	не для	1	1
413	еще более	1	1
414	и характер	1	1
415	целого произведения	1	1
416	жизнь и	1	1
417	д перед	1	1
418	в этих	3	1
419	обойтись без	1	1
420	духовной жизни	1	1
421	каждым из	1	1
422	мысли в	1	1
423	что один	1	1
424	соответствии с	3	1
425	и сам	5	1
426	ими в	1	1
427	но ее	1	1
428	на него	3	1
429	и ему	3	1
430	не видеть	2	1
431	на свою	1	1
432	как в	5	1
433	и точно	1	1
434	с анной	2	1
435	в дальнейшем	1	1
436	с ее	5	1
437	сказать не	1	1
438	в мелодии	1	1
439	следует что	1	1
440	бытия в	1	1
441	имеем дело	1	1
442	время она	1	1
443	что если	1	1
444	и других	1	1
445	за этими	2	1
446	зрения и	1	1
447	это обычно	1	1
448	если можно	2	1
449	чтобы ответить	1	1
450	что у	3	1
451	некоторые места	1	1
452	каждого человека	1	1
453	и составляет	2	1
454	стремится найти	1	1
455	не знала	2	1
456	на одном	1	1
457	жизни не	2	1
458	с этой	1	1
459	и заканчивается	1	1
460	чехова и	1	1
461	во времени	1	1
462	не все	3	1
463	можно назвать	1	1
464	чувства в	2	1
465	я с	2	1
466	к этой	1	1
467	да и	5	1
468	уже в	1	1
469	как будто	4	1
470	об одном	1	1
471	и роли	1	1
472	не должна	1	1
473	мы в	1	1
474	тому же	2	1
475	известно о	1	1
476	и еще	1	1
477	тот или	1	1
478	только через	1	1
479	в футляре	4	1
480	а другие	1	1
481	он был	1	1
482	тем что	6	1
483	отцов и	1	1
484	сад и	1	1
485	как же	2	1
486	представить себе	1	1
487	же и	2	1
488	не могло	1	1
489	собою в	1	1
490	уже не	10	1
491	например с	1	1
492	это было	2	1
493	и воображение	1	1
494	в основе	2	1
495	лежит в	1	1
496	в состоянии	3	1
497	ему самому	1	1
498	в характеристике	1	1
499	в классической	1	1
500	однако и	2	1
501	воображения не	1	1
502	рассказа о	1	1
503	только эти	1	1
504	к идее	1	1
505	в воображении	1	1
506	художественного целого	5	1
507	не над	1	1
508	внимание на	3	1
509	интерпретации в	1	1
510	и тех	3	1
511	все случайное	1	1
512	это состояние	1	1
513	к двум	1	1
514	произведения у	1	1
515	согласиться с	1	1
516	в сфере	1	1
517	у чехова	9	1
518	так сказать	1	1
519	то или	1	1
520	того как	2	1
521	приходит к	2	1
522	н толстой	1	1
523	в ходе	1	1
524	содержания в	1	1
525	только тогда	1	1
526	в сад	1	1
527	но ни	1	1
528	который как	1	1
529	нам в	1	1
530	вне себя	1	1
531	о свободе	1	1
532	себя и	2	1
533	же о	1	1
534	и что	1	1
535	обе эти	1	1
536	бы с	2	1
537	и ей	3	1
538	характером и	1	1
539	ее и	1	1
540	глубину и	1	1
541	природы не	1	1
542	к области	1	1
543	это его	1	1
544	не как	2	1
545	нет ничего	2	1
546	несмотря на	3	1
547	освободиться от	1	1
548	обращение к	1	1
549	образом это	1	1
550	и никогда	1	1
551	не случайно	10	1
552	даже для	1	1
553	в каждой	1	1
554	без того	1	1
555	эта мысль	1	1
556	момента когда	1	1
557	социальная природа	1	1
558	толстой в	1	1
559	можно так	2	1
560	автор не	1	1
561	полагаем что	1	1
562	быть и	1	1
563	признать что	1	1
564	та или	1	1
565	эти тенденции	1	1
566	у которого	2	1
567	в плоскости	1	1
568	только для	2	1
569	в духе	2	1
570	а также	2	1
571	но по	1	1
572	или иного	2	1
573	а иногда	1	1
574	в саду	1	1
575	бы уже	1	1
576	бы его	1	1
577	который в	2	1
578	оно и	1	1
579	то все	1	1
580	первоначального замысла	1	1
581	на себя	3	1
582	которых он	1	1
583	так или	1	1
584	может идти	1	1
585	имели бы	1	1
586	жизни личности	2	1
587	и толстой	1	1
588	внешнего облика	1	1
589	вскрывается при	1	1
590	и это	3	1
591	в глаза	1	1
592	в памяти	3	1
593	себе и	1	1
594	стоит только	1	1
595	или иначе	1	1
596	и то	2	1
597	о нем	2	1
598	обратимся к	2	1
599	для зрелого	1	1
600	свободе воли	1	1
601	без этого	1	1
602	так выразиться	2	1
603	характерно что	3	1
604	а по	2	1
605	себя до	1	1
606	только об	1	1
607	одни только	2	1
608	еще в	1	1
609	самого начала	1	1
610	является в	1	1
611	в кругу	1	1
612	к числу	2	1
613	говорил о	1	1
614	случайное и	1	1
615	в роли	2	1
616	но это	1	1
617	а если	1	1
618	той или	1	1
619	в данном	2	1
620	в прозе	1	1
