N	2gram	Bakhtin_Pr_1	SlovoVZh
268	в произведении	1	1
269	с самого	2	1
270	то время	2	1
271	по преимуществу	3	1
272	моменты его	1	1
273	некоторого события	1	1
274	из его	3	1
275	дано в	2	1
276	в рамки	2	1
277	являются лишь	1	1
278	и больше	1	1
279	высшей степени	1	1
280	форму художественного	3	1
281	не стремится	1	1
282	процессе этого	1	1
283	художественное творчество	1	1
284	можно было	3	1
285	мы уже	2	1
286	хорошо и	1	1
287	нуждаются в	1	1
288	себе как	1	1
289	остается только	1	1
290	это только	1	1
291	является в	1	1
292	единство и	1	1
293	его оформления	1	1
294	для этого	1	1
295	из одного	4	1
296	взаимодействие и	1	1
297	к другу	1	1
298	он как	1	1
299	в содержании	1	1
300	так именно	1	1
301	на себя	3	1
302	социальной действительности	2	1
303	является поэтому	1	1
304	единство мира	3	1
305	важная задача	1	1
306	ценности и	1	1
307	и он	1	1
308	непосредственное выражение	1	1
309	она особенно	1	1
310	за пределами	1	1
311	но при	1	1
312	стороны его	1	1
313	быть понято	1	1
314	что каждый	1	1
315	на их	1	1
316	оно ни	1	1
317	в значительной	1	1
318	является таким	1	1
319	во всех	5	1
320	и во	2	1
321	важно не	1	1
322	все в	6	1
323	друг к	1	1
324	то в	1	1
325	отождествлять с	1	1
326	сложным и	1	1
327	как существенный	1	1
328	к которой	1	1
329	сознания не	3	1
330	отдельные моменты	1	1
331	задачи если	1	1
332	менее всего	4	1
333	себе и	3	1
334	крайней мере	2	1
335	в свои	1	1
336	непосредственно в	2	1
337	и можно	1	1
338	того в	1	1
339	что они	1	1
340	найти только	1	1
341	они действительно	1	1
342	именно в	6	1
343	были не	1	1
344	нем и	1	1
345	в кругозор	6	1
346	в лучшем	2	1
347	и она	1	1
348	или может	1	1
349	в одной	4	1
350	в особом	1	1
351	что именно	2	1
352	второй план	1	1
353	как например	2	1
354	на которой	1	1
355	перед нами	4	1
356	понять и	1	1
357	хотя и	1	1
358	художественного восприятия	1	1
359	и понимания	3	1
360	бы критерием	1	1
361	но несмотря	1	1
362	тот же	2	1
363	произведения так	1	1
364	и художественного	1	1
365	мы увидим	1	1
366	ли он	2	1
367	явления в	1	1
368	стиля и	3	1
369	все возможные	3	1
370	зрения как	1	1
371	значение этих	1	1
372	о самом	1	1
373	к художественному	1	1
374	тому как	3	1
375	во времени	3	1
376	отношения между	2	1
377	отказывается от	1	1
378	что это	1	1
379	в целом	4	1
380	героя является	2	1
381	позиции автора	1	1
382	было дано	1	1
383	оценку его	1	1
384	его содержания	1	1
385	автором как	1	1
386	осознает себя	1	1
387	если мы	1	1
388	не то	1	1
389	себя в	3	1
390	есть в	3	1
391	бы только	1	1
392	литературы в	1	1
393	не можем	1	1
394	так можно	1	1
395	бы разрешена	1	1
396	в большинстве	2	1
397	героя с	2	1
398	значение и	1	1
399	исходит из	3	1
400	что она	2	1
401	противном случае	1	1
402	на этих	1	1
403	слова не	1	1
404	не из	2	1
405	почти полностью	1	1
406	или даже	2	1
407	при помощи	1	1
408	его и	1	1
409	на одну	1	1
410	одно из	1	1
411	себе в	1	1
412	и их	2	1
413	творчестве достоевского	5	1
414	работы является	1	1
415	всяком случае	3	1
416	ведь это	2	1
417	не как	12	1
418	в одном	9	1
419	и вот	2	1
420	его форма	1	1
421	в пространстве	3	1
422	теории искусства	1	1
423	художественному целому	1	1
424	вовсе не	8	1
425	ни были	1	1
426	части и	1	1
427	может претендовать	1	1
428	друг друга	3	1
429	как его	1	1
430	дело и	1	1
431	бытия и	1	1
432	у него	6	1
433	какой бы	2	1
434	речь и	1	1
435	подобно тому	3	1
436	являются точками	1	1
437	она имеет	1	1
438	каждый элемент	1	1
439	или иных	1	1
440	герой и	1	1
441	значительной степени	1	1
442	бы это	1	1
443	здесь мы	2	1
444	и только	1	1
445	что все	3	1
446	сознание и	3	1
447	ни одной	2	1
448	выходит за	2	1
449	этих форм	1	1
450	и т.п	3	1
451	зрения на	8	1
452	или наконец	1	1
453	должно быть	1	1
454	входит в	2	1
455	длинный ряд	1	1
456	и которые	1	1
457	них в	1	1
458	но самый	1	1
459	было бы	6	1
460	к которому	1	1
461	не совпадает	1	1
462	этом смысле	9	1
463	и соответствующие	1	1
464	и тем	2	1
465	кажется что	3	1
466	но есть	1	1
467	только к	1	1
468	что для	2	1
469	говорит о	1	1
470	для них	1	1
471	и во-вторых	1	1
472	не было	3	1
473	рядом с	13	1
474	определения героя	1	1
475	а с	1	1
476	это прежде	1	1
477	не знает	1	1
478	все равно	2	1
479	далеко не	1	1
480	разобранные нами	1	1
481	всегда лежит	1	1
482	отношения в	1	1
483	из подполья	11	1
484	и самый	1	1
485	не на	3	1
486	в ее	1	1
487	уверенность и	1	1
488	и вне	1	1
489	несмотря на	6	1
490	в руках	1	1
491	целом художественного	1	1
492	и было	1	1
493	план перед	1	1
494	него не	2	1
495	же не	1	1
496	в истории	2	1
497	и тогда	1	1
498	ему но	2	1
499	остается в	2	1
500	восприятия и	1	1
501	не раскрывает	1	1
502	и психологически	1	1
503	места в	1	1
504	все элементы	1	1
505	вступает в	1	1
506	там для	1	1
507	в частности	1	1
508	художественное значение	3	1
509	то он	3	1
510	автора с	1	1
511	и художественно	1	1
512	художественных приемов	2	1
513	самые тонкие	1	1
514	именно и	2	1
515	как абстрактные	1	1
516	как одно	1	1
517	только его	1	1
518	то есть	24	1
519	подхода к	1	1
520	положения в	1	1
521	к одному	1	1
522	автора по	1	1
523	к изображаемому	2	1
524	атмосферы вокруг	1	1
525	не могут	6	1
526	и глубоко	1	1
527	только об	1	1
528	что я	1	1
529	признать что	1	1
530	если оно	1	1
531	и другого	1	1
532	наряду с	1	1
533	является только	1	1
534	двух людей	1	1
535	но эта	4	1
536	словесного целого	1	1
537	сами по	3	1
538	одному и	1	1
539	для их	1	1
540	по крайней	2	1
541	том и	1	1
542	произведения в	1	1
543	лучшем случае	2	1
544	и созерцающего	1	1
545	не сливаются	1	1
546	зрения и	2	1
547	материал для	1	1
548	тенденция к	1	1
549	же мы	1	1
550	его творчество	4	1
551	позицию в	2	1
552	художественный смысл	1	1
553	между людьми	1	1
554	в высшей	1	1
555	с которой	4	1
556	героя слово	1	1
557	деле это	1	1
558	в смысле	2	1
559	в противном	1	1
560	самого начала	3	1
561	целому в	1	1
562	в русской	1	1
563	находят свое	1	1
564	это последнее	1	1
565	только из	1	1
566	и единство	1	1
567	тех или	1	1
568	содержание в	1	1
569	весь этот	2	1
570	в основе	5	1
571	время как	1	1
572	материала в	1	1
573	здесь конечно	1	1
574	конечно эта	1	1
575	другими моментами	1	1
576	наблюдений над	1	1
577	того чтобы	4	1
578	чем не	1	1
579	не существует	1	1
580	и форму	1	1
581	всей его	2	1
582	рассматривать как	1	1
583	найти в	1	1
584	такое понимание	1	1
585	в результате	4	1
586	которой можно	1	1
587	человек и	2	1
588	чтобы убедиться	1	1
589	внутри этого	1	1
590	в качестве	1	1
591	или иным	1	1
592	к одной	1	1
593	как особая	1	1
594	же время	7	1
595	ибо нет	1	1
596	же степени	1	1
597	и внешней	1	1
598	тем более	1	1
599	все стороны	1	1
600	этого кругозора	1	1
601	как явление	1	1
602	мы должны	2	1
603	по своей	1	1
604	убедиться в	1	1
605	это та	1	1
606	участие в	1	1
607	в искусстве	2	1
608	здесь же	1	1
609	эти три	1	1
610	это уже	1	1
611	входят в	2	1
612	этой оценки	1	1
613	уже и	1	1
614	видения и	8	1
615	как будто	3	1
616	этом отношении	5	1
617	слово за	1	1
618	и делает	1	1
619	во взаимодействие	1	1
620	жизни в	1	1
621	тона в	1	1
622	приходится признать	1	1
623	в области	3	1
624	может и	1	1
625	записок из	3	1
626	один миг	1	1
627	с ней	1	1
628	в стиле	1	1
629	у нас	1	1
630	действительно является	1	1
631	только как	1	1
632	материала но	1	1
633	стиль и	1	1
634	по поэтике	1	1
635	равно как	1	1
636	все то	4	1
637	самой своей	1	1
638	наконец к	1	1
639	и определений	1	1
640	поэтому не	2	1
641	миг не	1	1
642	есть только	1	1
643	или иного	1	1
644	время не	2	1
645	героя в	4	1
646	должны быть	1	1
647	что оно	1	1
648	но эти	2	1
649	внутренний и	1	1
650	его значение	1	1
651	но из	1	1
652	каждое слово	1	1
653	особый тип	1	1
654	во всяком	4	1
655	точками зрения	2	1
656	вполне понятно	1	1
657	эти взаимоотношения	1	1
658	они не	3	1
659	существенный момент	1	1
660	социальной атмосферы	1	1
661	слова это	1	1
662	к тому	1	1
