N	2gram	Bakhtin_Pr_1	VrazhdaK
200	к брату	1	1
201	и был	3	1
202	замысла как	1	1
203	достоевского был	2	1
204	одном из	2	1
205	первый план	1	1
206	из книг	1	1
207	всех в	1	1
208	а следовательно	1	1
209	как правило	1	1
210	совсем не	1	1
211	но не	8	1
212	не все	1	1
213	достоевский прежде	2	1
214	влияние достоевского	1	1
215	в е	2	1
216	что они	1	1
217	произведений достоевского	7	1
218	как по	1	1
219	первый взгляд	1	1
220	как в	6	1
221	с этим	1	1
222	только об	1	1
223	для создания	3	1
224	как к	1	1
225	что как	1	1
226	как нам	2	1
227	героев достоевского	3	1
228	и наконец	5	1
229	не являются	1	1
230	и отчасти	1	1
231	то в	1	1
232	в самом	8	1
233	достоевского хотя	1	1
234	что это	1	1
235	в целом	4	1
236	момент его	2	1
237	что же	1	1
238	выражение в	4	1
239	достоевского а	1	1
240	но ведь	1	1
241	как он	2	1
242	вас и	1	1
243	да и	2	1
244	высшей степени	1	1
245	в первой	2	1
246	всех этих	3	1
247	же это	1	1
248	этот процесс	1	1
249	в плане	5	1
250	из него	1	1
251	что ни	1	1
252	людей и	1	1
253	всего то	1	1
254	однако в	2	1
255	одно и	1	1
256	не будет	1	1
257	есть все	1	1
258	их и	1	1
259	это было	1	1
260	заключается в	2	1
261	следить за	1	1
262	было бы	6	1
263	был очень	1	1
264	в жизни	6	1
265	и романа	1	1
266	в высшей	1	1
267	он и	5	1
268	достоевского вот	1	1
269	в развитии	1	1
270	достоевский говорит	2	1
271	вячеслав иванов	4	1
272	такой же	1	1
273	художник как	1	1
274	но вдруг	1	1
275	в этих	2	1
276	всех движениях	1	1
277	и их	2	1
278	что писатель	1	1
279	можно найти	1	1
280	что о	1	1
281	всяком случае	3	1
282	к маленькому	1	1
283	бальзака но	1	1
284	достоевский с	1	1
285	каким был	1	1
286	на свою	1	1
287	он принимает	1	1
288	в авторском	3	1
289	своего рода	1	1
290	но достоевский	1	1
291	по крайней	2	1
292	не могли	2	1
293	времени а	1	1
294	раз и	3	1
295	но они	4	1
296	тем самым	1	1
297	человека но	2	1
298	в процессе	4	1
299	было не	1	1
300	героев и	6	1
301	также что	1	1
302	нем в	1	1
303	только не	1	1
304	следовательно и	2	1
305	ничего не	6	1
306	федор михайлович	1	1
307	вне его	2	1
308	того в	1	1
309	более что	1	1
310	по своей	1	1
311	это слово	1	1
312	потому что	12	1
313	россии где	1	1
314	этом отношении	5	1
315	в каком	1	1
316	его оформления	1	1
317	вот в	1	1
318	среди них	1	1
319	достоевский искал	1	1
320	полемизирует с	1	1
321	в духе	3	1
322	органическое единство	2	1
323	в речах	1	1
324	могут быть	1	1
325	во все	3	1
326	всего художник	1	1
327	отличается от	2	1
328	не есть	1	1
329	он воспринимал	1	1
330	творчества достоевского	7	1
331	он ищет	3	1
332	у себя	3	1
333	с ее	2	1
334	и образ	1	1
335	но при	1	1
336	в ее	1	1
337	только при	2	1
338	не могло	1	1
339	идет не	3	1
340	то время	2	1
341	роль в	2	1
342	художником и	2	1
343	и сам	2	1
344	этот период	1	1
345	человека он	1	1
346	так и	10	1
347	именно этот	1	1
348	во второй	1	1
349	но у	2	1
350	с героем	1	1
351	во всяком	4	1
352	его жизни	1	1
353	до сих	2	1
354	и ставил	1	1
355	к нему	3	1
356	во всех	5	1
357	особенно резко	1	1
358	рассказ не	1	1
359	от них	1	1
360	к положениям	1	1
361	говорить об	2	1
362	слово его	1	1
363	из своего	3	1
364	во всей	2	1
365	в форме	6	1
366	крайней мере	2	1
367	в другой	3	1
368	тотчас же	1	1
369	и можно	1	1
370	вслед за	1	1
371	все в	6	1
372	достоевского это	1	1
373	романа в	4	1
374	в свете	3	1
375	в литературе	3	1
376	к которому	1	1
377	более всего	1	1
378	этом смысле	9	1
379	один из	2	1
380	но с	1	1
381	достоевского то	2	1
382	романа и	4	1
383	ли он	2	1
384	проникнуть в	1	1
385	то он	3	1
386	петербурга и	1	1
387	в качестве	1	1
388	себя в	3	1
389	сколько в	2	1
390	и творческого	1	1
391	хотя в	1	1
392	он подошел	1	1
393	сходятся в	1	1
394	достоевский так	1	1
395	что для	2	1
396	говорит о	1	1
397	искать в	2	1
398	в одном	9	1
399	привела к	1	1
400	друг друга	3	1
401	и никогда	1	1
402	от того	2	1
403	творчеству достоевского	1	1
404	лишь один	1	1
405	это сравнение	1	1
406	героев достоевский	1	1
407	обо мне	1	1
408	литературе при	1	1
409	если достоевский	2	1
410	с другой	2	1
411	только достоевский	1	1
412	именно в	6	1
413	все равно	2	1
414	характерно для	1	1
415	с героями	3	1
416	достоевский находил	1	1
417	прежде всего	7	1
418	в стиле	1	1
419	на этот	2	1
420	нашему мнению	3	1
421	до конца	5	1
422	и самый	1	1
423	так это	1	1
424	одну из	1	1
425	из героев	1	1
426	что из	2	1
427	не об	3	1
428	этим можно	1	1
429	молодой достоевский	1	1
430	в частности	1	1
431	материал и	2	1
432	роман не	1	1
433	него в	2	1
434	с идеями	1	1
435	из которых	2	1
436	не знал	1	1
437	фигурируют и	1	1
438	что за	1	1
439	того что	2	1
440	достоевский сумел	1	1
441	вы только	1	1
442	романе достоевского	9	1
443	хотя он	1	1
444	черновиков и	1	1
445	и другом	1	1
446	самораскрытие героя	1	1
447	известном смысле	1	1
448	в условиях	2	1
449	сих пор	2	1
450	в основном	2	1
451	у вас	2	1
452	романа с	2	1
453	об одном	1	1
454	слышать о	1	1
455	но для	2	1
456	не любил	1	1
457	под влиянием	1	1
458	мире а	2	1
459	более того	3	1
460	которых он	1	1
461	и от	1	1
462	но на	1	1
463	и другими	4	1
464	такое понимание	1	1
465	людьми и	1	1
466	человек и	2	1
467	хотя и	1	1
468	и перед	2	1
469	ее и	1	1
470	бы в	3	1
471	писателя не	1	1
472	его замысла	1	1
473	у которого	1	1
474	конце концов	4	1
475	для достоевского	6	1
476	позволяет нам	1	1
477	только что	1	1
478	или спора	1	1
479	отношении к	2	1
480	слово за	1	1
481	бедного человека	1	1
482	а о	1	1
483	о своем	1	1
484	быть и	1	1
485	появилась в	1	1
486	только как	1	1
487	другой стороны	2	1
488	свободой и	1	1
489	о творчестве	1	1
490	ему но	2	1
491	автора в	2	1
492	мы считаем	1	1
493	его произведений	2	1
494	из этого	1	1
495	сам в	1	1
496	героя в	4	1
497	жизни и	6	1
498	мечтатель и	1	1
499	он у	2	1
500	как на	2	1
501	точно так	2	1
502	все что	3	1
503	они не	3	1
