N	2gram	Tiupa_Lite_3	Istorich
384	но так	1	1
385	и одновременно	2	1
386	в двух	1	1
387	другом тексте	2	1
388	собой не	1	1
389	к их	1	1
390	и действительно	1	1
391	мира прежде	1	1
392	одних и	1	1
393	это означает	1	1
394	эту странную	1	1
395	который в	1	1
396	именно на	1	1
397	из темноты	1	1
398	для всех	1	1
399	где-то в	1	1
400	переходит в	1	1
401	уже не	3	1
402	только на	1	1
403	свидетельствует о	1	1
404	и других	1	1
405	за ним	2	1
406	они до	1	1
407	ни с	2	1
408	этом в	1	1
409	роль и	1	1
410	органической связи	1	1
411	представлений о	1	1
412	вовсе не	1	1
413	богу не	1	1
414	друг друга	1	1
415	входят в	1	1
416	природы а	2	1
417	один в	2	1
418	знали что	1	1
419	нужно было	1	1
420	не были	1	1
421	ней и	1	1
422	его за	1	1
423	само нуждается	1	1
424	при всей	1	1
425	в природе	4	1
426	что не	2	1
427	сделать в	1	1
428	к человеку	1	1
429	только по	1	1
430	а на	2	1
431	а сам	1	1
432	до конца	4	1
433	ничем не	1	1
434	о широком	1	1
435	своего рода	10	1
436	место и	1	1
437	подобного рода	1	1
438	а по	2	1
439	из героев	1	1
440	о чем	3	1
441	далеко еще	1	1
442	никто об	1	1
443	они лишь	1	1
444	и ему	1	1
445	не знаю	2	1
446	и становятся	1	1
447	говорится о	1	1
448	и потому	2	1
449	поскольку они	1	1
450	их к	1	1
451	а так	2	1
452	xix века	2	1
453	к жизни	2	1
454	что за	1	1
455	чем в	1	1
456	в той	1	1
457	приобщиться к	1	1
458	ведет к	1	1
459	и дети	1	1
460	остается в	1	1
461	матери и	1	1
462	с тобой	1	1
463	там где	3	1
464	человек с	2	1
465	на свете	2	1
466	исходя из	1	1
467	это значит	1	1
468	мыслится как	3	1
469	быть не	2	1
470	материал для	1	1
471	с этой	2	1
472	на пути	1	1
473	человека который	1	1
474	только для	3	1
475	в книге	1	1
476	по дороге	2	1
477	этот образ	1	1
478	это как	3	1
479	он за	1	1
480	особого рода	5	1
481	у них	1	1
482	еще более	1	1
483	чтобы его	1	1
484	ни к	3	1
485	стороны в	1	1
486	все они	2	1
487	же в	2	1
488	человека не	1	1
489	вопрос как	1	1
490	в свою	2	1
491	из тех	1	1
492	она сама	1	1
493	полагает что	1	1
494	уже только	1	1
495	бы его	1	1
496	из этого	1	1
497	в самом	3	1
498	и состоит	1	1
499	этой связи	1	1
500	но еще	2	1
501	часто встречается	1	1
502	к этому	2	1
503	в таком	1	1
504	после чего	1	1
505	нем говорится	1	1
