N	2gram	Potebnia_M_4	slovoVRo
470	есть его	1	1
471	тем не	4	1
472	по крайней	5	1
473	и более	4	1
474	сама она	2	1
475	как язык	1	1
476	же мы	2	1
477	например и	1	1
478	не менее	5	1
479	поэтического произведения	5	1
480	эти понятия	1	1
481	участвует в	1	1
482	словом то	1	1
483	свое время	1	1
484	явления с	1	1
485	самого начала	2	1
486	определенности и	1	1
487	с живым	2	1
488	ее с	1	1
489	к изучению	1	1
490	мнения о	1	1
491	языком и	3	1
492	во всякой	1	1
493	того чтобы	4	1
494	только не	3	1
495	на котором	4	1
496	дело в	1	1
497	невозможно так	1	1
498	связанное с	1	1
499	в самой	2	1
500	поэтическое произведение	1	1
501	с одним	1	1
502	в другую	1	1
503	видим что	1	1
504	его можно	1	1
505	на себе	3	1
506	во всем	1	1
507	и поэтическое	1	1
508	же он	1	1
509	языком может	1	1
510	века не	1	1
511	внутреннюю форму	3	1
512	этом отношении	1	1
513	в каком	4	1
514	не от	3	1
515	языки как	1	1
516	все то	1	1
517	есть только	5	1
518	не знаем	2	1
519	нечто совсем	1	1
520	другое слово	1	1
521	его с	1	1
522	не дано	2	1
523	всегда есть	1	1
524	встречаются и	1	1
525	но сама	2	1
526	самостоятельно и	1	1
527	и это	2	1
528	есть таких	1	1
529	в виду	3	1
530	можем как	1	1
531	то куда	1	1
532	представим себе	1	1
533	они ни	1	1
534	на разных	1	1
535	с самого	1	1
536	нет да	1	1
537	и иные	1	1
538	и совершенно	1	1
539	что современные	1	1
540	что может	2	1
541	с первым	1	1
542	переход к	1	1
543	того и	1	1
544	и среди	1	1
545	и отвлеченным	1	1
546	на которую	1	1
547	и глубины	1	1
548	еще дальше	2	1
549	в субъективном	1	1
550	это только	1	1
551	является в	1	1
552	если бы	13	1
553	со стороны	3	1
554	смысле и	1	1
555	связанная с	3	1
556	находится в	5	1
557	каждое из	1	1
558	не был	1	1
559	объективного и	1	1
560	и что	7	1
561	находятся в	1	1
562	религиозные и	1	1
563	в различных	2	1
564	как у	1	1
565	это было	2	1
566	совершенно самостоятельно	1	1
567	конкретное слово	1	1
568	слово может	1	1
569	нее нет	1	1
570	языков на	1	1
571	во втором	1	1
572	на одном	1	1
573	что и	7	1
574	обогащает его	1	1
575	и только	3	1
576	крайней мере	5	1
577	непосредственно в	1	1
578	которой все	1	1
579	явления и	2	1
580	а его	1	1
581	может иметь	2	1
582	проходит в	1	1
583	где не	1	1
584	ибо в	1	1
585	своего смысла	1	1
586	в двух	2	1
587	оставаться при	1	1
588	тот же	2	1
589	дело с	1	1
590	явления в	1	1
591	бы из	1	1
592	сознание в	1	1
593	изучать слово	1	1
594	и так	3	1
595	сложности и	1	1
596	или же	1	1
597	именно на	2	1
598	своего собственного	1	1
599	которой оно	1	1
600	из которого	1	1
601	соответствующие категории	1	1
602	есть в	5	1
603	и они	2	1
604	отнести к	1	1
605	слова не	3	1
606	рано или	2	1
607	же служит	1	1
608	входящие в	1	1
609	в душе	1	1
610	и понимание	1	1
611	к своим	1	1
612	и их	3	1
613	в первый	2	1
614	словом на	2	1
615	к ним	2	1
616	и язык	1	1
617	но что	2	1
618	только с	1	1
619	тесной связи	1	1
620	на целое	1	1
621	от того	4	1
622	поэзии но	1	1
623	ближайшим образом	1	1
624	в форме	1	1
625	а потому	1	1
626	которые как	1	1
627	нет и	1	1
628	или поздно	2	1
629	влиянию на	1	1
630	влияние на	2	1
631	исходят из	1	1
632	или иначе	2	1
633	с известным	2	1
634	и прежде	2	1
635	говорящего к	1	1
636	что не	6	1
637	слово но	1	1
638	предмет и	1	1
639	то и	4	1
640	по ней	1	1
641	они также	1	1
642	в разной	1	1
643	самое слово	4	1
644	слове в	1	1
645	как ни	2	1
646	его по	1	1
647	конечно на	1	1
648	на эту	1	1
649	что мы	10	1
650	в руках	1	1
651	явления которые	1	1
652	бы оно	1	1
653	распространена и	1	1
654	нет ничего	3	1
655	слова от	2	1
656	на который	2	1
657	и критическое	1	1
658	вместе с	6	1
659	до этого	3	1
660	ко всем	3	1
661	возможность в	3	1
662	относятся к	2	1
663	его содержание	2	1
664	варваров и	1	1
665	этого момента	1	1
666	п и	1	1
667	к действительности	1	1
668	в среде	1	1
669	выделить и	1	1
670	образ и	1	1
671	да и	4	1
672	слово до	1	1
673	дает ей	1	1
674	и философии	1	1
675	быть не	2	1
676	поэзия в	2	1
677	в изучении	1	1
678	в это	2	1
679	этого слова	7	1
680	на пути	1	1
681	понимание в	1	1
682	чужого языка	1	1
683	и нет	1	1
684	стороны эти	1	1
685	но это	3	1
686	между прочим	3	1
687	слове а	2	1
688	но с	1	1
689	очень далеко	1	1
690	в более	2	1
691	слова но	1	1
692	потому не	1	1
693	ему только	1	1
694	или только	1	1
695	тем более	5	1
696	о котором	1	1
697	в отдельных	2	1
698	от них	1	1
699	от него	2	1
700	поэтического и	1	1
701	наблюдения над	1	1
702	которые играют	1	1
703	бы в	2	1
704	грамматических категорий	1	1
705	отношении не	2	1
706	разве только	1	1
707	на языке	1	1
708	зрения в	1	1
709	не отделяется	1	1
710	же в	1	1
711	есть уже	4	1
712	первый раз	1	1
713	не знает	1	1
714	только как	4	1
715	состоит из	1	1
716	от всех	1	1
717	равно как	2	1
718	который оно	1	1
719	от поэзии	1	1
720	в последнем	1	1
721	есть и	2	1
722	та же	1	1
723	слово только	1	1
724	жизни и	1	1
725	остались те	1	1
726	как слово	1	1
727	порядок и	1	1
728	значение в	1	1
729	как на	1	1
730	в таком	4	1
731	языка является	1	1
732	все что	2	1
733	имеет все	2	1
