N	2gram	Berdyaev_O_1	Istorich
155	сказать что	2	2
156	совершенно не	1	2
157	к его	1	2
158	у которых	1	2
159	в свое	1	2
160	к этому	2	2
161	жизни и	1	2
162	также и	1	1
163	перед ним	1	1
164	дело что	1	1
165	сам по	1	1
166	но тем	1	1
167	и есть	3	1
168	тем же	1	1
169	между двумя	1	1
170	не имеют	1	1
171	должна быть	1	1
172	он знает	1	1
173	ни у	2	1
174	не вполне	1	1
175	одним словом	1	1
176	на самом	1	1
177	совсем не	2	1
178	отношение к	5	1
179	иногда и	1	1
180	себе и	1	1
181	что они	2	1
182	думать что	1	1
183	человек может	1	1
184	и я	1	1
185	в одной	1	1
186	как к	2	1
187	что как	1	1
188	и к	2	1
189	но в	2	1
190	так человек	2	1
191	за собой	1	1
192	та же	1	1
193	за это	1	1
194	он в	2	1
195	его а	1	1
196	одно время	1	1
197	на нем	1	1
198	в себе	3	1
199	что она	1	1
200	знания в	1	1
201	этом он	2	1
202	он ни	1	1
203	видел в	1	1
204	ключ к	1	1
205	они в	1	1
206	в силу	1	1
207	есть один	1	1
208	и вот	3	1
209	не теряет	1	1
210	него в	5	1
211	в глубину	2	1
212	единственный путь	1	1
213	человек а	1	1
214	и характер	1	1
215	в глубине	7	1
216	было бы	3	1
217	в жизни	1	1
218	она и	1	1
219	нужно искать	5	1
220	стороны с	1	1
221	и тогда	1	1
222	посвящения в	1	1
223	в царстве	1	1
224	которую он	2	1
225	места в	1	1
226	художественного творчества	1	1
227	и бессмертие	1	1
228	он должен	1	1
229	в своем	2	1
230	в поэме	1	1
231	в одном	1	1
232	героя из	1	1
233	и более	1	1
234	в конце	1	1
235	с которой	2	1
236	что есть	2	1
237	а иногда	1	1
238	этими двумя	1	1
239	не имеет	2	1
240	в науке	1	1
241	не по	1	1
242	он еще	1	1
243	от образа	1	1
244	всего и	2	1
245	к ней	2	1
246	в сознании	1	1
247	в процессе	1	1
248	чтобы сделать	1	1
249	а что	1	1
250	его с	1	1
251	указывает на	1	1
252	они и	1	1
253	всегда есть	4	1
254	с образом	1	1
255	и о	2	1
256	в виду	1	1
257	с каким	1	1
258	рассудка и	1	1
259	ключа к	1	1
260	но нет	1	1
261	человек по	1	1
262	он сам	4	1
263	один человек	1	1
264	погружается в	2	1
265	быть человек	2	1
266	нет у	1	1
267	доходит до	1	1
268	это лишь	1	1
269	у одного	1	1
270	в русском	1	1
271	хотя бы	3	1
272	то он	1	1
273	природой и	1	1
274	которым он	1	1
275	и раньше	1	1
276	всяком случае	1	1
277	и ее	3	1
278	их не	2	1
279	в эти	1	1
280	же и	1	1
281	что не	4	1
282	а это	1	1
283	к каким	1	1
284	одно из	2	1
285	не так	1	1
286	для него	5	1
287	ведь это	2	1
288	в котором	1	1
289	само по	1	1
290	и всякий	1	1
291	говорит он	1	1
292	еще ничего	1	1
293	в легенде	4	1
294	к солнцу	1	1
295	и даже	1	1
296	есть не	1	1
297	что человек	3	1
298	а с	1	1
299	что для	2	1
300	в огненную	3	1
301	не было	9	1
302	человек в	1	1
303	нет ничего	7	1
304	видели в	1	1
305	исходит от	1	1
306	как это	1	1
307	легенде о	3	1
308	и там	2	1
309	говорит с	1	1
310	азии и	1	1
311	он ставит	1	1
312	ней не	1	1
313	как будто	1	1
314	быть не	1	1
315	народа и	1	1
316	отец его	1	1
317	не отрицает	1	1
318	и от	3	1
319	особого рода	1	1
320	от него	7	1
321	которой связан	1	1
322	бы в	1	1
323	к этой	2	1
324	есть уже	1	1
325	и начинается	1	1
326	всего мира	1	1
327	подошел к	1	1
328	в самом	5	1
329	проникнуть в	1	1
330	в своих	3	1
331	во всяком	1	1
332	все что	3	1
