N	2gram	Vygotskiy__4	Poddanst
249	в душе	1	1
250	связаны с	1	1
251	везде и	1	1
252	времени так	1	1
253	совершенно ясно	8	1
254	сущности а	1	1
255	например с	1	1
256	а с	2	1
257	в природе	1	1
258	что не	4	1
259	в это	2	1
260	или хотя	1	1
261	обратиться к	3	1
262	из нее	3	1
263	далеко не	3	1
264	в этой	9	1
265	как и	5	1
266	и уже	4	1
267	с которым	1	1
268	как ни	1	1
269	и я	1	1
270	не об	1	1
271	нисколько не	5	1
272	бы как	1	1
273	нигде в	2	1
274	и еще	1	1
275	что если	3	1
276	таковые как	1	1
277	так же	13	1
278	за тем	1	1
279	всяком случае	3	1
280	все основные	1	1
281	что именно	3	1
282	место в	2	1
283	мысли и	1	1
284	знаем что	4	1
285	бы мы	3	1
286	вопрос о	2	1
287	и смысла	1	1
288	в отдельности	1	1
289	и эти	2	1
290	самом точном	1	1
291	как к	1	1
292	и более	1	1
293	там где	1	1
294	друг с	4	1
295	этого сделать	1	1
296	к следующему	1	1
297	государства в	1	1
298	и вся	1	1
299	и очень	1	1
300	от тех	1	1
301	нет никакого	1	1
302	что есть	1	1
303	и другим	2	1
304	чем то	1	1
305	стремление к	1	1
306	что эта	6	1
307	она не	3	1
308	что с	1	1
309	мире в	2	1
310	но для	1	1
311	к другим	1	1
312	тогда когда	1	1
313	действие которое	1	1
314	этом смысле	1	1
315	она вообще	1	1
316	того чтобы	22	1
317	не имеет	2	1
318	рассматривать как	1	1
319	никогда не	5	1
320	и конца	1	1
321	и всегда	1	1
322	в результате	2	1
323	казалось бы	5	1
324	чтобы понять	1	1
325	находятся в	1	1
326	не сумеем	1	1
327	и которая	1	1
328	как она	10	1
329	другой стороны	2	1
330	только что	15	1
331	в естественных	1	1
332	в этих	1	1
333	составляющих ее	1	1
334	до тех	2	1
335	промежуток времени	1	1
336	над ним	2	1
337	нет ничего	1	1
338	в каком	8	1
339	из тех	1	1
340	они как	1	1
341	исходить из	1	1
342	по одному	1	1
343	и именно	2	1
344	что все	11	1
345	в трех	1	1
346	мы все	3	1
347	к действию	1	1
348	что оно	3	1
349	всего что	1	1
350	к этой	3	1
351	ни на	2	1
352	и другие	1	1
353	вместе с	8	1
354	это в	4	1
355	что от	1	1
356	что при	2	1
357	который не	2	1
358	во всяком	3	1
359	гораздо более	1	1
