N	2gram	Vinokur_Ku_1	VLabPisa
286	к сожалению	1	2
287	зависит от	1	2
288	о чем	2	2
289	что мы	1	2
290	было в	2	2
291	и потому	4	2
292	конечном итоге	1	2
293	самого себя	1	2
294	как например	2	2
295	сих пор	4	2
296	того или	4	2
297	между прочим	2	2
298	этом и	1	2
299	но для	1	2
300	процесс не	1	2
301	можно было	6	2
302	каждой из	1	2
303	сюжета и	1	2
304	этого рода	6	2
305	не подлежит	1	2
306	такое понимание	1	2
307	например не	2	2
308	ни одного	2	2
309	будто бы	1	2
310	а в	5	2
311	в системе	3	2
312	в стихах	1	2
313	между ними	2	2
314	понимать как	2	2
315	в представлении	1	2
316	к его	1	2
317	в своих	1	2
318	явления в	1	2
319	этой точки	2	2
320	они не	3	2
321	еще что	1	1
322	вряд ли	1	1
323	можно говорить	2	1
324	речь идет	2	1
325	говоря о	1	1
326	прав когда	2	1
327	в сфере	1	1
328	одни только	1	1
329	и без	1	1
330	проблемы в	1	1
331	выражения в	1	1
332	самом деле	9	1
333	применении к	1	1
334	с данными	1	1
335	мысли а	2	1
336	и так	1	1
337	достоевского в	1	1
338	тот или	1	1
339	п все	1	1
340	что эти	4	1
341	противном случае	1	1
342	в основании	1	1
343	все те	2	1
344	должна быть	3	1
345	интересны в	1	1
346	поэзии и	1	1
347	бы уже	2	1
348	мы из	1	1
349	для достижения	1	1
350	как мы	1	1
351	что если	2	1
352	вопрос о	2	1
353	этой способностью	1	1
354	именно к	1	1
355	в деле	1	1
356	на себя	3	1
357	мы получаем	1	1
358	способности и	1	1
359	из того	1	1
360	мы и	1	1
361	искусства для	1	1
362	похожи на	1	1
363	это время	1	1
364	свою очередь	3	1
365	и то	3	1
366	ответа на	1	1
367	быть в	2	1
368	не был	1	1
369	здесь не	3	1
370	сознания а	1	1
371	по своему	1	1
372	а только	8	1
373	значение и	2	1
374	только тогда	3	1
375	не все	2	1
376	значение ее	1	1
377	о воспитании	1	1
378	себе и	2	1
379	приходится восполнять	1	1
380	которые не	1	1
381	две основные	1	1
382	в известном	1	1
383	лицом к	1	1
384	в истории	3	1
385	общего с	1	1
386	только об	1	1
387	что ее	1	1
388	кроме того	1	1
389	целый ряд	5	1
390	сказал бы	1	1
391	а г	1	1
392	а во-вторых	2	1
393	значит только	1	1
394	таковы например	1	1
395	формы в	2	1
396	уже в	3	1
397	что так	3	1
398	имеем в	1	1
399	тому же	1	1
400	связи между	1	1
401	на то	4	1
402	но на	1	1
403	в братьях	1	1
404	полный и	1	1
405	этого выражения	1	1
406	сравнительно небольших	1	1
407	так сказать	5	1
408	и если	3	1
409	на его	3	1
410	идей и	1	1
411	приходят к	1	1
412	да и	1	1
413	момента в	1	1
414	и еще	2	1
415	не значит	1	1
416	как увидим	1	1
417	понятий и	1	1
418	что еще	1	1
419	необходимо для	1	1
420	уже не	8	1
421	для данной	1	1
422	на этом	1	1
423	от октября	1	1
424	с законами	1	1
425	именно это	1	1
426	одно и	1	1
427	а вместе	1	1
428	так называемым	2	1
429	связанных с	1	1
430	те или	1	1
431	на протяжении	1	1
432	августа года	1	1
433	деле в	1	1
434	на почве	1	1
435	то все	1	1
436	этом смысле	3	1
437	в сложном	1	1
438	чаще всего	1	1
439	говорим о	1	1
440	для них	2	1
441	соответствии с	3	1
442	содержании и	1	1
443	области не	1	1
444	этого не	2	1
445	с этой	2	1
446	несмотря на	3	1
447	здесь можно	1	1
448	смысле что	1	1
449	на этот	2	1
450	как целое	1	1
451	в этих	4	1
452	или вообще	1	1
453	в ходе	1	1
454	взгляд на	1	1
455	оказываются таким	1	1
456	он должен	1	1
457	если можно	1	1
458	мысль в	1	1
459	не самый	1	1
460	ряда других	1	1
461	но он	1	1
462	друг другу	1	1
463	в прямом	1	1
464	и эти	3	1
465	но было	1	1
466	так называемое	1	1
467	что этот	1	1
468	в устах	1	1
469	мы встречаемся	1	1
470	освободиться от	1	1
471	и жанров	1	1
472	очень наглядно	1	1
473	навыки и	1	1
474	перед собою	1	1
475	в таких	4	1
476	еще до	1	1
477	ему принадлежит	1	1
478	мысли в	1	1
479	дело не	2	1
480	уже из	2	1
481	того как	4	1
482	что их	2	1
483	на себе	6	1
484	виду не	1	1
485	всех отдельных	1	1
486	иметь в	1	1
487	но только	1	1
488	та или	1	1
489	не могло	1	1
490	не имеет	2	1
491	казалось бы	3	1
492	учения о	1	1
493	или иная	1	1
494	сущность его	1	1
495	его значения	1	1
496	как не	1	1
497	с достаточной	1	1
498	достоевский в	1	1
499	е не	2	1
500	следует что	4	1
501	целом и	2	1
502	на некоторые	1	1
503	как будто	1	1
504	в каком	2	1
505	один раз	1	1
506	все то	1	1
507	из элементов	1	1
508	случайно и	1	1
509	мало чем	1	1
510	раз навсегда	1	1
511	бы он	1	1
512	ничего общего	1	1
513	общих и	1	1
514	в применении	1	1
515	основной и	1	1
516	можно и	1	1
517	своего развития	1	1
518	говоря уже	1	1
519	же не	1	1
520	в дальнейшем	1	1
521	и сам	1	1
522	что у	1	1
523	только через	1	1
524	по аналогии	1	1
525	нельзя не	1	1
526	по определению	1	1
527	и прочих	2	1
528	пишет что	1	1
529	п для	1	1
530	по сравнению	1	1
531	но у	1	1
532	мы в	1	1
533	поэтому в	1	1
534	силу того	2	1
535	о котором	2	1
536	для этого	3	1
537	по мере	3	1
538	с ним	5	1
539	связанная с	2	1
540	или терминологическая	1	1
541	о нем	2	1
542	что часто	1	1
543	во-вторых не	1	1
544	но несколько	1	1
545	и что	5	1
546	первого из	1	1
547	живым и	1	1
548	после того	1	1
549	для нас	2	1
550	а также	1	1
551	как форма	1	1
552	аналогии с	1	1
553	на данном	1	1
554	распространение в	1	1
555	две категории	1	1
556	говорят о	1	1
557	души по	1	1
558	или иначе	2	1
559	и во	1	1
560	порою даже	1	1
561	это указание	1	1
562	говорит он	1	1
563	в форме	1	1
564	речь знает	1	1
565	первой категории	3	1
566	даже для	2	1
567	ал блока	1	1
568	и тех	1	1
569	не прав	1	1
570	в теории	1	1
571	из моментов	1	1
572	в русском	4	1
573	если это	1	1
574	когда говорят	1	1
575	какой мере	1	1
576	для самого	1	1
577	в него	1	1
578	сюда относится	1	1
579	наконец и	1	1
580	указывает что	1	1
581	е тот	1	1
582	порядка и	1	1
583	следует ли	1	1
584	обе эти	3	1
585	или иные	1	1
586	то например	1	1
587	в какой	6	1
588	к их	1	1
589	что а	1	1
590	в стороне	2	1
591	пишет он	2	1
592	не имеющих	1	1
593	очень много	2	1
594	что свои	1	1
595	эти утверждения	1	1
596	который в	1	1
597	простой и	1	1
598	же и	2	1
599	есть в	4	1
600	собою в	1	1
601	конечно не	2	1
602	можно установить	1	1
603	как возник	1	1
604	звуков и	2	1
605	только на	1	1
606	занимает по	1	1
607	в начале	1	1
608	по законам	1	1
609	свидетельствует о	2	1
610	еще одну	1	1
611	не дает	1	1
612	этого процесса	1	1
613	или даже	1	1
614	в данной	1	1
615	и других	1	1
616	право говорить	1	1
617	его и	1	1
618	вл соловьева	1	1
619	себе в	3	1
620	ни в	2	1
621	в известной	1	1
622	в прозе	1	1
623	к более	1	1
624	содержания и	1	1
625	сами по	1	1
626	не для	1	1
627	в состоянии	2	1
628	отношение к	1	1
629	братьях карамазовых	1	1
630	случайное и	1	1
631	но что	1	1
632	не случайно	6	1
633	в систему	1	1
634	каждый из	1	1
635	тем что	8	1
636	этой категории	1	1
637	явлений в	2	1
638	и вместе	1	1
639	в более	2	1
640	богатство и	1	1
641	со всем	1	1
642	без всякой	1	1
643	к какому-либо	2	1
644	а именно	2	1
645	свой родной	1	1
646	в свою	3	1
647	это необходимо	1	1
648	как же	1	1
649	себя и	1	1
650	борьба за	3	1
651	в соответствии	3	1
652	связано с	3	1
653	в любой	1	1
654	для тургенева	1	1
655	из наиболее	1	1
656	этих терминов	1	1
657	в действии	1	1
658	однако и	1	1
659	ниже но	2	1
660	жизнь в	1	1
661	основное и	1	1
662	на эту	2	1
663	если не	3	1
664	проникновения в	1	1
665	может иметь	2	1
666	к лицу	1	1
667	нет ничего	1	1
668	так называемой	2	1
669	ответить на	1	1
670	преодоления этих	1	1
671	мы говорим	2	1
672	в духе	3	1
673	что некоторые	1	1
674	как в	4	1
675	от августа	1	1
676	в данном	4	1
677	а если	3	1
678	так или	2	1
679	помимо всего	1	1
680	в той	5	1
681	любой из	1	1
682	по эстетике	1	1
683	свое разрешение	1	1
684	к настоящему	1	1
685	всей духовной	1	1
686	образом на	1	1
687	и наглядно	2	1
688	это значит	1	1
689	том смысле	1	1
690	должно быть	3	1
691	чтобы ответить	1	1
692	или другого	1	1
693	как конкретная	1	1
694	слова и	4	1
695	еще раз	1	1
696	сейчас же	1	1
697	является для	1	1
698	только для	1	1
699	но это	1	1
700	на своем	1	1
701	поэтому что	2	1
702	в противном	1	1
703	слова с	1	1
704	и общим	1	1
705	особенностей в	1	1
706	нем можно	1	1
707	мой взгляд	2	1
708	это как	1	1
709	в каждой	1	1
710	внимание на	4	1
711	и все	2	1
712	собственно говоря	1	1
713	той или	1	1
714	у достоевского	1	1
715	к примеру	2	1
716	еще более	1	1
717	находится в	1	1
718	сходное явление	1	1
719	потому что	23	1
720	сомнению что	1	1
721	увидим ниже	1	1
722	исследования не	1	1
723	одного лица	1	1
724	можно конечно	1	1
725	но вот	2	1
726	приходит и	1	1
727	к ее	1	1
728	е в	2	1
729	не говоря	2	1
730	дело с	1	1
731	от индивидуального	1	1
732	совершенно не	1	1
733	это на	1	1
734	забывать что	1	1
735	он я	1	1
736	в последнем	2	1
737	или иного	3	1
738	и идеи	1	1
739	есть и	1	1
740	звуков но	1	1
741	которой я	1	1
742	это было	2	1
743	это понятие	1	1
744	в таком	3	1
745	в роли	1	1
