N	2gram	Potebnia_M_2	Formalny
312	допустим что	2	2
313	сами по	7	2
314	содержание и	1	2
315	от того	5	2
316	языка или	1	2
317	связаны с	1	2
318	к которому	2	2
319	и др	1	2
320	связано с	2	2
321	превращается в	2	2
322	а на	1	2
323	была бы	1	2
324	смысле этого	3	2
325	быть только	2	2
326	распадается на	1	2
327	этого слова	6	2
328	а к	2	2
329	но это	3	2
330	ни для	1	2
331	но для	1	2
332	известной степени	1	2
333	сознания и	1	2
334	все стороны	1	2
335	от него	4	2
336	мы должны	2	2
337	к самому	1	2
338	слово в	1	2
339	но если	2	2
340	бы быть	3	2
341	в последнем	1	2
342	к этому	2	2
343	в таком	4	2
344	не наоборот	1	1
345	я и	1	1
346	не иначе	1	1
347	также что	2	1
348	в движение	2	1
349	таком случае	2	1
350	сам по	4	1
351	и то	3	1
352	тех же	1	1
353	переход от	1	1
354	что смысл	1	1
355	между двумя	6	1
356	производят впечатление	1	1
357	и до	1	1
358	не имеют	2	1
359	собственном смысле	1	1
360	видеть в	1	1
361	с в	2	1
362	есть не	5	1
363	со всех	1	1
364	не языка	1	1
365	слово взятое	1	1
366	исключительная принадлежность	1	1
367	содержания в	1	1
368	во времени	2	1
369	этом не	1	1
370	не была	1	1
371	оно есть	1	1
372	из того	1	1
373	то это	3	1
374	пространство и	2	1
375	так а	1	1
376	оно может	2	1
377	готовому и	1	1
378	не имел	1	1
379	он встречается	1	1
380	или от	2	1
381	тем как	2	1
382	внутренняя форма	4	1
383	а только	8	1
384	смысле мы	1	1
385	значение и	2	1
386	только тогда	3	1
387	должны были	1	1
388	себе и	1	1
389	друга и	1	1
390	значение имеет	1	1
391	неизменным в	1	1
392	и чем	1	1
393	значение для	1	1
394	сама по	2	1
395	один и	1	1
396	звука с	1	1
397	от а	1	1
398	его на	2	1
399	с чисто	1	1
400	с этим	7	1
401	тот для	1	1
402	этого развития	1	1
403	что как	1	1
404	не это	1	1
405	хотя и	3	1
406	это определение	2	1
407	звука как	1	1
408	вопрос почему	1	1
409	в нашем	2	1
410	что так	1	1
411	с их	1	1
412	остановиться на	1	1
413	и тот	2	1
414	предметов и	1	1
415	имеем в	1	1
416	иначе и	1	1
417	на то	5	1
418	от действительных	1	1
419	и если	4	1
420	или быть	1	1
421	время и	2	1
422	а просто	1	1
423	он не	1	1
424	роли в	1	1
425	из нашего	1	1
426	чувственный образ	1	1
427	к одному	1	1
428	не к	1	1
429	переходит от	1	1
430	именно из	1	1
431	своего пути	1	1
432	смысле как	2	1
433	и по	2	1
434	что душа	2	1
435	так например	3	1
436	в нее	4	1
437	одно и	2	1
438	ни был	2	1
439	но все	2	1
440	значительной степени	1	1
441	а вместе	4	1
442	он будет	1	1
443	касается до	2	1
444	язык создается	1	1
445	так называемым	1	1
446	не будет	1	1
447	факт что	2	1
448	же не	1	1
449	в определенное	1	1
450	связью между	2	1
451	же касается	1	1
452	значении отдельных	1	1
453	его не	3	1
454	сказать в	2	1
455	не совокупностью	1	1
456	с другими	5	1
457	насколько оно	1	1
458	быть не	3	1
459	приходит в	1	1
460	предмета как	1	1
461	из необходимых	1	1
462	единственное содержание	1	1
463	это событие	2	1
464	нечто общее	3	1
465	о которых	3	1
466	с этой	1	1
467	на друга	1	1
468	заставляют нас	1	1
469	чем в	1	1
470	выйти за	1	1
471	в чистом	1	1
472	в развитии	1	1
473	можно считать	1	1
474	форма и	1	1
475	должно быть	2	1
476	необходимых условий	1	1
477	и того	6	1
478	восприятия и	2	1
479	одного и	6	1
480	связаны между	1	1
481	что между	1	1
482	и при	3	1
483	общее с	2	1
484	вообще нельзя	1	1
485	в их	1	1
486	значение то	1	1
487	могло бы	1	1
488	без новых	1	1
489	для всякого	1	1
490	на место	1	1
491	всегда остается	1	1
492	и звук	4	1
493	и той	2	1
494	единство и	1	1
495	ни была	1	1
496	но он	2	1
497	теми же	1	1
498	и эти	1	1
499	слова к	1	1
500	мере в	1	1
501	том же	1	1
502	вместе со	2	1
503	есть всегда	1	1
504	же такое	1	1
505	можем сказать	1	1
506	и форма	1	1
507	то с	1	1
508	а от	3	1
509	этого движения	1	1
510	с ним	5	1
511	тем самым	4	1
512	другой не	1	1
513	она могла	1	1
514	случае они	1	1
515	извне и	1	1
516	самого начала	2	1
517	ними не	1	1
518	того как	7	1
519	на себе	1	1
520	не вытекает	1	1
521	к этим	1	1
522	на него	3	1
523	для кого	2	1
524	самая эта	1	1
525	но только	2	1
526	оценки мы	1	1
527	природе то	1	1
528	таким путем	4	1
529	как она	1	1
530	в сознании	23	1
531	действительно существует	1	1
532	внутреннюю форму	3	1
533	входят в	3	1
534	этот образ	1	1
535	не потому	1	1
536	начаться с	1	1
537	взятое в	1	1
538	во все	2	1
539	и другой	1	1
540	выразить так	1	1
541	мере того	4	1
542	не встречается	1	1
543	предполагают уже	1	1
544	что при	1	1
545	и самое	1	1
546	другое направление	2	1
547	очень важную	1	1
548	эти последние	2	1
549	факт не	1	1
550	только при	1	1
551	определенным образом	1	1
552	языка и	3	1
553	в собственном	2	1
554	в себя	2	1
555	с самого	2	1
556	и может	3	1
557	и совершенно	1	1
558	не с	3	1
559	начала и	1	1
560	не имеем	3	1
561	для него	10	1
562	восприятие так	1	1
563	форма но	1	1
564	и вообще	3	1
565	по мере	5	1
566	на ряд	1	1
567	об этом	1	1
568	содержание этого	1	1
569	и человека	1	1
570	и здесь	2	1
571	этих условиях	1	1
572	это вполне	1	1
573	и та	1	1
574	язык и	1	1
575	но мы	3	1
576	одного из	1	1
577	е о	1	1
578	и просто	1	1
579	что его	3	1
580	отчета в	1	1
581	по их	1	1
582	действительности развивается	1	1
583	нас в	2	1
584	все в	1	1
585	но столь	1	1
586	существования в	2	1
587	как отдельные	2	1
588	есть исключительная	1	1
589	от них	3	1
590	организма и	1	1
591	сознания а	1	1
592	и остаются	1	1
593	а потому	5	1
594	ними в	1	1
595	но конечно	1	1
596	в ту	1	1
597	в слово	2	1
598	языка мы	2	1
599	для самого	4	1
600	и самые	1	1
601	не так	3	1
602	известно что	1	1
603	как например	3	1
604	он что	1	1
605	взятом отдельно	1	1
606	быть при	1	1
607	но с	1	1
608	что только	2	1
609	одного целого	2	1
610	мы видим	2	1
611	тот же	5	1
612	которое мы	3	1
613	и так	1	1
614	в данных	1	1
615	который в	1	1
616	случаи когда	2	1
617	с одной	4	1
618	человека с	1	1
619	так что	10	1
620	от одной	1	1
621	слово лишь	1	1
622	для всех	1	1
623	друг на	1	1
624	есть в	2	1
625	и у	3	1
626	так можно	1	1
627	то и	9	1
628	в нашей	2	1
629	за другим	4	1
630	же в	5	1
631	они могли	1	1
632	уже для	1	1
633	а то	2	1
634	отражается в	1	1
635	языка может	1	1
636	и других	2	1
637	он существует	1	1
638	одно из	3	1
639	себе в	3	1
640	слова в	5	1
641	в одном	6	1
642	прибавить что	2	1
643	ощущения в	2	1
644	для меня	4	1
645	которые могут	4	1
646	и вместе	4	1
647	в других	4	1
648	даже и	2	1
649	не противоречит	2	1
650	с общим	2	1
651	с другим	1	1
652	до сих	4	1
653	ожидания и	2	1
654	что человек	1	1
655	однако это	1	1
656	именно в	1	1
657	человека а	1	1
658	слове есть	1	1
659	оно связано	1	1
660	и быть	1	1
661	в природе	5	1
662	и затем	2	1
663	на ней	3	1
664	что для	3	1
665	не было	6	1
666	чтобы убедиться	1	1
667	одной стороны	3	1
668	в рассуждениях	1	1
669	не делает	1	1
670	отсюда вытекает	2	1
671	зависит от	2	1
672	ничем не	2	1
673	самое слово	1	1
674	как ни	1	1
675	их сочетания	1	1
676	остается и	1	1
677	выражением его	1	1
678	понятие о	1	1
679	отдельно независимо	1	1
680	для их	2	1
681	что мы	11	1
682	отлично от	1	1
683	на который	1	1
684	и силы	2	1
685	представляется нам	5	1
686	если это	2	1
687	между собою	7	1
688	язык для	1	1
689	нами как	1	1
690	к другой	2	1
691	не удается	1	1
692	какого бы	1	1
693	к своему	1	1
694	не дают	2	1
695	условиях это	1	1
696	в течение	1	1
697	перехода от	2	1
698	а потом	1	1
699	в словах	3	1
700	от внешних	1	1
701	их отношение	1	1
702	предположения что	1	1
703	понимание в	1	1
704	этом случае	1	1
705	но даже	3	1
706	и о	1	1
707	той мере	1	1
708	сих пор	4	1
709	только для	5	1
710	один из	2	1
711	под влиянием	8	1
712	слова с	1	1
713	слова так	2	1
714	другой как	1	1
715	слово во-вторых	1	1
716	бы невозможно	5	1
717	за его	1	1
718	при таком	1	1
719	та форма	1	1
720	есть одно	1	1
721	мы только	1	1
722	его с	2	1
723	о котором	2	1
724	масс и	1	1
725	в данное	2	1
726	всего можно	1	1
727	это так	1	1
728	смысла а	1	1
729	действительно имеет	1	1
730	вообще в	1	1
731	такое явление	1	1
732	восприятия с	1	1
733	все они	1	1
734	на такой	1	1
735	или не	5	1
736	есть уже	1	1
737	все то	1	1
738	а в	8	1
739	отношении к	2	1
740	вопрос как	1	1
741	такой степени	1	1
742	и начинается	1	1
743	состоит из	1	1
744	предмет на	1	1
745	для одного	2	1
746	бы его	1	1
747	одного к	2	1
748	явления в	1	1
749	время не	1	1
750	них это	1	1
751	до степени	1	1
752	можно назвать	2	1
753	всем этом	2	1
754	тогда не	1	1
755	для создания	1	1
756	искусственное в	1	1
757	как слово	1	1
758	но очевидно	1	1
759	как следствие	1	1
760	этой точки	1	1
