N	2gram	Savitsky_E_1	Hudozhes
234	к культурной	2	1
235	нам кажется	7	1
236	и до	1	1
237	исходит из	1	1
238	ведь и	2	1
239	концу xix	1	1
240	долгое время	2	1
241	также и	7	1
242	же следует	1	1
243	ли их	1	1
244	ответить на	1	1
245	среды и	1	1
246	именно к	2	1
247	есть нечто	1	1
248	не сводится	1	1
249	хотя бы	15	1
250	не сразу	1	1
251	в каждой	1	1
252	и быта	1	1
253	культурной традиции	2	1
254	а другие	1	1
255	литературы и	1	1
256	на них	2	1
257	нам представляется	1	1
258	время в	3	1
259	что его	1	1
260	железных дорог	1	1
261	своем прошлом	1	1
262	как путь	1	1
263	различия между	1	1
264	чем это	1	1
265	а тем	2	1
266	обстояло дело	1	1
267	бы в	2	1
268	в сторону	2	1
269	в общем	3	1
270	с совершенно	1	1
271	а через	1	1
272	друг от	2	1
273	это были	1	1
274	в свои	2	1
275	один и	1	1
276	к сожалению	1	1
277	относится к	1	1
278	культурную традицию	1	1
279	его на	2	1
280	дает нам	1	1
281	стороны и	6	1
282	однако не	1	1
283	в полном	1	1
284	и как	2	1
285	не являются	1	1
286	к числу	1	1
287	от этого	5	1
288	в этот	1	1
289	за свои	1	1
290	общение с	1	1
291	все так	1	1
292	он в	1	1
293	еще далеко	1	1
294	поскольку в	1	1
295	и тот	1	1
296	во многих	4	1
297	претендовать на	1	1
298	имеет для	1	1
299	но на	3	1
300	вообще не	3	1
301	в определенном	3	1
302	главным образом	2	1
303	сгущается в	1	1
304	рождества христова	2	1
305	стало возможным	1	1
306	но именно	2	1
307	в рамки	1	1
308	всех этих	1	1
309	не как	1	1
310	в силу	2	1
311	с таким	1	1
312	ее и	1	1
313	бытия это	1	1
314	на земле	1	1
315	чтобы в	1	1
316	и этот	2	1
317	поскольку она	2	1
318	от нее	1	1
319	то ни	4	1
320	что все	2	1
321	тем в	3	1
322	том случае	1	1
323	в предыдущем	4	1
324	еще большей	1	1
325	входит в	1	1
326	этом смысле	3	1
327	истории и	1	1
328	весь мир	1	1
329	и тем	3	1
330	не служит	4	1
331	к области	1	1
332	бы совершенно	2	1
333	для них	2	1
334	соответствии с	1	1
335	к которым	5	1
336	далеко не	2	1
337	с тем	3	1
338	имело бы	1	1
339	можно считать	3	1
340	духовной жизни	2	1
341	как таковой	1	1
342	и того	2	1
343	когда в	1	1
344	своем духовном	1	1
345	или менее	1	1
346	в гораздо	2	1
347	на месте	2	1
348	место в	3	1
349	и никакое	2	1
350	большей степени	1	1
351	в отличие	1	1
352	в которых	3	1
353	признать что	1	1
354	его построения	1	1
355	в одном	2	1
356	друг другу	1	1
357	возникающих в	1	1
358	по ее	1	1
359	и более	2	1
360	в прошлом	3	1
361	и наоборот	1	1
362	тому чтобы	2	1
363	на окружающую	1	1
364	между прочим	7	1
365	это вопрос	1	1
366	нас к	2	1
367	к мировому	5	1
368	вовсе не	6	1
369	в отношении	32	1
370	на рубеже	1	1
371	так как	7	1
372	гораздо большей	1	1
373	вплоть до	1	1
374	как обычно	1	1
375	но они	1	1
376	тем самым	5	1
377	что эта	1	1
378	мира не	2	1
379	в определении	1	1
380	дело в	3	1
381	благодаря своей	1	1
382	в основе	1	1
383	и имеет	2	1
384	нельзя ли	3	1
385	из их	1	1
386	так обстояло	1	1
387	в самой	1	1
388	именно с	1	1
389	такая же	1	1
390	моря и	3	1
391	с но	1	1
392	эгоцентризма со	1	1
393	от конкретных	1	1
394	с другом	3	1
395	к той	2	1
396	xx века	1	1
397	к сфере	1	1
398	не могут	2	1
399	когда мы	1	1
400	в среде	1	1
401	могут быть	2	1
402	только бы	1	1
403	приобщения к	1	1
404	всего в	2	1
405	что оно	1	1
406	но также	2	1
407	но из	1	1
408	говорит о	3	1
409	что современная	1	1
410	приходит к	1	1
411	из всего	1	1
412	не делает	1	1
413	эти не	1	1
414	обращенный к	1	1
415	бы дать	1	1
416	свою очередь	2	1
417	данном случае	2	1
418	среди которой	1	1
419	на свой	1	1
420	различие между	1	1
421	достаточно чтобы	1	1
422	мог бы	2	1
423	во многом	2	1
424	стороне от	1	1
425	на примере	1	1
426	ценность в	2	1
427	он сам	2	1
428	не случайна	1	1
429	означает что	1	1
430	даже не	1	1
431	сводится к	1	1
432	может не	1	1
433	говорит об	1	1
434	не перед	1	1
435	одного из	1	1
436	много ли	1	1
437	для нас	4	1
438	с другой	7	1
439	преимуществу и	1	1
440	как было	3	1
441	нас в	1	1
442	в которую	1	1
443	оказались бы	1	1
444	во всех	6	1
445	переходит в	1	1
446	во втором	2	1
447	ли найдется	1	1
448	и только	3	1
449	в другой	2	1
450	нем и	1	1
451	к концу	1	1
452	с а	2	1
453	в лучшем	1	1
454	но так	1	1
455	себя с	1	1
456	в двух	1	1
457	тот же	1	1
458	в какой	2	1
459	и человечества	1	1
460	в стороне	3	1
461	всяком случае	3	1
462	нужно и	1	1
463	одних и	1	1
464	и ее	1	1
465	играет роль	1	1
466	в общий	1	1
467	с одной	8	1
468	есть в	2	1
469	на всем	4	1
470	более или	1	1
471	уже в	1	1
472	в жизни	1	1
473	не из	3	1
474	оно всегда	1	1
475	не дает	3	1
476	но совершенно	1	1
477	связывается с	1	1
478	эти два	1	1
479	интересующего нас	1	1
480	одно из	1	1
481	не будут	1	1
482	представить себе	1	1
483	зрения развития	1	1
484	то следует	1	1
485	и та	2	1
486	двух противоположных	1	1
487	когда его	1	1
488	отличие от	1	1
489	интересующей нас	1	1
490	где в	1	1
491	рядом с	1	1
492	эти наблюдения	1	1
493	его ни	1	1
494	мы ставим	2	1
495	по своим	3	1
496	личности именно	1	1
497	вслед за	6	1
498	эти две	1	1
499	от основного	1	1
500	что для	1	1
501	обратиться к	1	1
502	можно назвать	1	1
503	выступает в	1	1
504	связано с	3	1
505	одной стороны	8	1
506	не одной	1	1
507	нашему мнению	2	1
508	европейских стран	2	1
509	не на	4	1
510	действительности как	1	1
511	пока что	1	1
512	несомненным что	1	1
513	там где	3	1
514	что мы	1	1
515	одна и	2	1
516	так называемых	1	1
517	следовало бы	2	1
518	именно поэтому	1	1
519	как это	4	1
520	то можно	1	1
521	но все	1	1
522	в столь	1	1
523	в данном	3	1
524	относиться к	1	1
525	она есть	1	1
526	в положении	1	1
527	и всей	1	1
528	происходит в	2	1
529	культуре и	1	1
530	друг с	3	1
531	том смысле	1	1
532	на пути	1	1
533	этих отношений	1	1
534	но это	1	1
535	к двум	1	1
536	в формировании	1	1
537	в смысле	9	1
538	от друга	2	1
539	известной степени	3	1
540	н с	11	1
541	при таком	1	1
542	лицо и	1	1
543	когда он	3	1
544	в отдельных	1	1
545	обращены к	1	1
546	но когда	1	1
547	сознания что	1	1
548	степени чем	1	1
549	не более	3	1
550	тем более	4	1
551	мы должны	2	1
552	как сказал	1	1
553	в мировом	1	1
554	сказать что	4	1
555	в свою	3	1
556	мы здесь	1	1
557	в характере	1	1
558	в последнем	1	1
559	с такой	1	1
560	культуры в	4	1
561	в свое	1	1
562	время не	1	1
563	ни на	3	1
564	и другие	1	1
565	случае если	1	1
566	и эта	2	1
567	который не	1	1
568	во всяком	3	1
569	все что	1	1
570	этой точки	5	1
