N	2gram	Vygotskiy__4	Otkroven
153	в ней	2	1
154	и что	8	1
155	в глаза	1	1
156	после того	1	1
157	подтверждается всем	1	1
158	с того	1	1
159	все его	1	1
160	вопросу о	1	1
161	нет у	1	1
162	самом деле	7	1
163	но не	3	1
164	то он	1	1
165	и остаются	1	1
166	в противоречии	1	1
167	сравнению с	3	1
168	нуждается в	1	1
169	себе и	3	1
170	говорит он	5	1
171	в форме	1	1
172	вообще и	1	1
173	не самое	1	1
174	а начало	1	1
175	все время	4	1
176	у одного	2	1
177	и я	1	1
178	как в	5	1
179	друг к	1	1
180	говорит все	1	1
181	в частности	5	1
182	он что	2	1
183	один из	3	1
184	что только	1	1
185	и как	9	1
186	с ними	1	1
187	силе и	1	1
188	не идет	1	1
189	то в	1	1
190	и после	1	1
191	который в	1	1
192	начало в	1	1
193	что это	2	1
194	между этими	2	1
195	самой природе	1	1
196	вопрос об	1	1
197	представляет собой	3	1
198	не оставляет	1	1
199	богаче чем	1	1
200	со всеми	3	1
201	же и	1	1
202	только один	1	1
203	уже не	1	1
204	на то	5	1
205	а вовсе	1	1
206	что она	1	1
207	и других	3	1
208	речи и	1	1
209	из них	4	1
210	но от	1	1
211	раз навсегда	1	1
212	ключ к	4	1
213	он должен	1	1
214	к одному	6	1
215	всегда оказывается	1	1
216	человека не	1	1
217	в силу	6	1
218	в одном	1	1
219	путь он	1	1
220	и сам	1	1
221	сошел с	1	1
222	противоречии с	1	1
223	мысли как	2	1
224	само по	1	1
225	из него	2	1
226	показал что	1	1
227	этом отношении	7	1
228	от того	3	1
229	в каждом	2	1
230	же не	2	1
231	указывали на	1	1
232	и характер	1	1
233	в совершенно	3	1
234	том случае	1	1
235	его собственного	1	1
236	и даже	1	1
237	со стороны	3	1
238	к другу	1	1
239	как у	1	1
240	заключается в	18	1
241	он выступает	1	1
242	с той	2	1
243	исключительно со	1	1
244	связанным с	1	1
245	этим именем	4	1
246	этого слова	11	1
247	ли может	1	1
248	а с	2	1
249	на этот	3	1
250	видеть его	1	1
251	и самый	1	1
252	о чем	1	1
253	ведет к	1	1
254	и тогда	2	1
255	нисколько не	2	1
256	под влиянием	2	1
257	мысль его	1	1
258	все основные	2	1
259	его как	1	1
260	всякого кто	1	1
261	как это	9	1
262	он говорит	2	1
263	смысле этого	7	1
264	это есть	1	1
265	тех которые	1	1
266	знания в	1	1
267	всяком случае	3	1
268	и более	7	1
269	в конце	1	1
270	друг с	7	1
271	распадается на	1	1
272	заглянуть в	1	1
273	быть не	1	1
274	остаются на	2	1
275	и формы	1	1
276	для тех	1	1
277	в отношении	10	1
278	и здесь	2	1
279	вообще но	1	1
280	но это	1	1
281	отличается от	2	1
282	в новые	1	1
283	начинает с	1	1
284	того как	2	1
285	мысли он	1	1
286	этими двумя	2	1
287	со всей	2	1
288	раскрыться в	1	1
289	в процессе	27	1
290	не по	2	1
291	или лучше	1	1
292	указать на	1	1
293	связанная с	1	1
294	в уме	5	1
295	не существует	1	1
296	может служить	2	1
297	в разных	1	1
298	к одной	3	1
299	и весь	1	1
300	что их	1	1
301	и лишь	1	1
302	бы в	3	1
303	действительно в	1	1
304	еще более	1	1
305	в русском	1	1
306	по своей	6	1
307	во всем	3	1
308	в сознании	4	1
309	заключает в	1	1
310	отношении к	1	1
311	мысли из	2	1
312	иначе чем	3	1
313	с другом	7	1
314	у нас	1	1
315	не быть	1	1
316	совершенно не	3	1
317	ставит в	1	1
318	у которых	1	1
319	та же	1	1
320	в свое	2	1
321	сила и	1	1
322	его с	1	1
323	бы он	1	1
324	во всяком	4	1
325	указывает на	2	1
326	случае если	1	1
327	он видит	2	1
