N	2gram	Bakhtin_Pr_2	VerxiiNi
312	что так	3	1
313	отличие от	4	1
314	друга и	2	1
315	себя в	3	1
316	один и	1	1
317	идет о	1	1
318	материалом для	1	1
319	в одной	3	1
320	но пока	1	1
321	как в	2	1
322	как к	1	1
323	с их	2	1
324	однако не	1	1
325	социальной группе	1	1
326	его к	2	1
327	себе не	1	1
328	от этого	1	1
329	и отчасти	1	1
330	не изменяя	1	1
331	то в	1	1
332	к чему	1	1
333	тон но	1	1
334	та же	2	1
335	бы с	1	1
336	гораздо слабее	1	1
337	не был	2	1
338	то время	2	1
339	в нашем	1	1
340	тоже не	1	1
341	элементов в	1	1
342	и равнодушия	1	1
343	так сказать	6	1
344	образ его	1	1
345	он должен	1	1
346	к одному	6	1
347	что еще	1	1
348	в корне	1	1
349	на этом	1	1
350	что она	1	1
351	человека в	4	1
352	от нее	1	1
353	не следует	1	1
354	этом последнем	1	1
355	том же	4	1
356	на этой	1	1
357	себя не	1	1
358	говорить не	1	1
359	еще хуже	1	1
360	его в	3	1
361	входит в	2	1
362	есть не	1	1
363	это не	3	1
364	было бы	5	1
365	на почве	2	1
366	лишь на	2	1
367	неизбежно должен	1	1
368	в жизни	3	1
369	ни в	2	1
370	нет в	1	1
371	о которых	1	1
372	в слове	5	1
373	как и	14	1
374	ни с	1	1
375	чем в	1	1
376	такою же	1	1
377	на одну	2	1
378	должно быть	4	1
379	героем и	1	1
380	ибо не	1	1
381	от своего	1	1
382	и отвечают	1	1
383	в своей	4	1
384	что такое	2	1
385	в такой	2	1
386	тяготением к	1	1
387	в их	3	1
388	этим дело	1	1
389	дальнейшее развитие	1	1
390	в отличие	4	1
391	он тоже	3	1
392	одном из	1	1
393	но эта	2	1
394	в прямом	1	1
395	превратиться в	1	1
396	героев не	1	1
397	их в	4	1
398	того типа	1	1
399	однако в	1	1
400	и всякую	1	1
401	по себе	11	1
402	даже в	3	1
403	заставляет его	1	1
404	связей с	1	1
405	вернемся к	1	1
406	сознании в	1	1
407	этих трех	3	1
408	эти новые	1	1
409	непосредственно ни	1	1
410	но они	1	1
411	что с	1	1
412	того как	2	1
413	на себе	2	1
414	какая-нибудь новая	1	1
415	в идее	1	1
416	было лишь	1	1
417	иметь в	1	1
418	следовательно и	1	1
419	этих рамках	1	1
420	ничего не	3	1
421	пути и	2	1
422	за исключением	1	1
423	собой поэтому	1	1
424	уже говорили	3	1
425	другой стороны	3	1
426	это слово	5	1
427	в сознании	1	1
428	только с	1	1
429	и делает	1	1
430	другие наоборот	1	1
431	у нас	2	1
432	настоящего времени	1	1
433	могут быть	3	1
434	лежит в	2	1
435	не знаем	1	1
436	должны быть	2	1
437	в реакции	1	1
438	такой как	4	1
439	не есть	2	1
440	слова с	7	1
441	на это	1	1
442	эти явления	1	1
443	в каждой	2	1
444	для себя	2	1
445	с ее	1	1
446	как не	1	1
447	духе и	1	1
448	здесь не	6	1
449	всего этого	2	1
450	без всякого	2	1
451	в ее	1	1
452	в себя	3	1
453	идет речь	1	1
454	если они	1	1
455	с собой	4	1
456	живет в	1	1
457	же эти	1	1
458	чем у	3	1
459	том как	1	1
460	или что	1	1
461	между собой	2	1
462	он сам	3	1
463	из одного	4	1
464	по мере	4	1
465	с ним	3	1
466	стремление к	1	1
467	лишь то	1	1
468	народ особенно	1	1
469	настоящее время	2	1
470	в глаза	2	1
471	не стоит	1	1
472	становятся все	1	1
473	после того	1	1
474	может не	1	1
475	любви к	1	1
476	и во	1	1
477	каждом из	1	1
478	и лишь	1	1
479	а у	1	1
480	том или	3	1
481	этих слов	1	1
482	во втором	1	1
483	на одном	1	1
484	котором они	1	1
485	во всей	1	1
486	и следовательно	3	1
487	не удалось	1	1
488	эта тенденция	1	1
489	что здесь	1	1
490	его уже	1	1
491	известно что	2	1
492	сливаясь с	1	1
493	мы видим	1	1
494	с ними	2	1
495	этот вопрос	4	1
496	друг друга	1	1
497	человека все	1	1
498	пор не	1	1
499	еще и	1	1
500	и так	2	1
501	всех его	1	1
502	и ее	3	1
503	в уста	1	1
504	и его	8	1
505	прямо не	1	1
506	зрения того	1	1
507	только на	3	1
508	и всякая	1	1
509	чем с	1	1
510	может случиться	1	1
511	в ином	1	1
512	субстанция а	1	1
513	что сама	1	1
514	мы знаем	1	1
515	к мысли	1	1
516	и их	3	1
517	иначе как	1	1
518	сами по	1	1
519	про него	1	1
520	у него	6	1
521	вообще можно	1	1
522	как раз	4	1
523	тем что	3	1
524	или ином	1	1
525	на не	1	1
526	смысла и	1	1
527	этот второй	3	1
528	из двух	1	1
529	до начала	1	1
530	нельзя сказать	2	1
531	а именно	1	1
532	в воздухе	1	1
533	такое же	1	1
534	в самую	1	1
535	и пр	2	1
536	жизнь в	1	1
537	одну из	1	1
538	о чем	1	1
539	и стать	1	1
540	совершенно иное	1	1
541	с помощью	1	1
542	все более	1	1
543	их с	2	1
544	него в	3	1
545	эти слова	1	1
546	ни на	3	1
547	человек есть	1	1
548	знаем о	1	1
549	в европе	1	1
550	творчество как	1	1
551	с этим	2	1
552	без труда	1	1
553	и глубоко	1	1
554	и душа	2	1
555	в той	5	1
556	смысле этого	1	1
557	это есть	1	1
558	с толку	1	1
559	да и	5	1
560	отношения к	2	1
561	там где	4	1
562	человека и	2	1
563	в унисон	1	1
564	ли не	1	1
565	этого слова	2	1
566	здесь таким	1	1
567	является для	1	1
568	такой же	3	1
569	на которой	1	1
570	всякий человек	1	1
571	но это	4	1
572	о его	1	1
573	в одних	1	1
574	но для	3	1
575	кроме того	3	1
576	о мире	1	1
577	известной степени	1	1
578	которых он	1	1
579	не имея	1	1
580	совершается в	1	1
581	его с	1	1
582	это как	1	1
583	в настоящее	2	1
584	она уже	1	1
585	эти проблемы	2	1
586	души в	1	1
587	бы в	5	1
588	тем более	1	1
589	важное значение	1	1
590	ибо в	1	1
591	но зато	3	1
592	его жизнь	1	1
593	эквивалента в	1	1
594	наоборот все	1	1
595	все они	1	1
596	этот раз	1	1
597	на более	1	1
598	указывает на	2	1
599	составляют особую	1	1
600	же в	1	1
601	обстоит дело	1	1
602	с людьми	1	1
603	а ведь	1	1
604	совершенно не	4	1
605	по одному	1	1
606	жизни а	1	1
607	всю землю	1	1
608	в своих	2	1
609	значение в	2	1
610	они не	1	1
