N	2gram	Nazirov_Tr_1	Problema
308	и сердце	1	1
309	он есть	1	1
310	с начала	1	1
311	к области	2	1
312	но уже	1	1
313	рядом с	1	1
314	преступлении и	2	1
315	тот самый	1	1
316	эту тему	1	1
317	говорится о	1	1
318	французской литературе	1	1
319	синтеза и	1	1
320	должно быть	3	1
321	достоевского но	1	1
322	есть такая	1	1
323	или вообще	1	1
324	и при	1	1
325	в такой	1	1
326	человеком и	1	1
327	я люблю	4	1
328	не как	1	1
329	что при	1	1
330	миф о	1	1
331	сам же	1	1
332	дается в	1	1
333	и вот	1	1
334	страха и	1	1
335	в россии	1	1
336	над ними	1	1
337	вырастает в	1	1
338	что этот	2	1
339	на всю	1	1
340	именно так	1	1
341	вместе со	2	1
342	что эта	1	1
343	тому что	1	1
344	раз и	2	1
345	самого начала	1	1
346	что ему	1	1
347	нелли умирает	1	1
348	у него	6	1
349	это мы	1	1
350	никогда не	2	1
351	в отношениях	1	1
352	ничего не	2	1
353	или как	1	1
354	в x	1	1
355	по своей	1	1
356	входят в	1	1
357	перед ним	1	1
358	но все-таки	1	1
359	и далее	1	1
360	не могут	2	1
361	могут быть	1	1
362	насилия и	1	1
363	а что	2	1
364	что оно	1	1
365	за что	1	1
366	что уже	1	1
367	еще по	1	1
368	первом же	1	1
369	утверждать что	1	1
370	капиталистического города	1	1
371	романа униженные	1	1
372	о существовании	1	1
373	вещами и	1	1
374	стихах и	1	1
375	что все	2	1
376	всего этого	1	1
377	с самого	1	1
378	говорили что	1	1
379	в предельном	1	1
380	эдгара по	1	1
381	и сам	3	1
382	умирает в	1	1
383	в образе	6	1
384	за то	1	1
385	с своим	1	1
386	начала и	1	1
387	когда в	1	1
388	ничего подобного	1	1
389	по сравнению	1	1
390	в эпоху	1	1
391	стремление к	1	1
392	и здесь	2	1
393	на русский	1	1
394	достоевского все	1	1
395	вольно или	1	1
396	в глаза	2	1
397	мог бы	3	1
398	в преступлении	2	1
399	раскольникова и	1	1
400	из тургенева	1	1
401	добра и	1	1
402	отдельные черты	1	1
403	и она	1	1
404	достоевского и	1	1
405	в каких	1	1
406	того что	1	1
407	бросается в	2	1
408	известно что	1	1
409	наблюдать и	1	1
410	ненавистью к	1	1
411	мы видим	1	1
412	униженные и	9	1
413	что даже	1	1
414	собой но	2	1
415	который в	2	1
416	оскорбленных и	1	1
417	по мнению	2	1
418	с одной	1	1
419	мировой революции	1	1
420	эти черты	1	1
421	униженных и	16	1
422	а он	1	1
423	самостоятельное значение	1	1
424	но от	1	1
425	сердце мое	1	1
426	нуждается в	1	1
427	в известной	2	1
428	и один	1	1
429	т п	1	1
430	с этими	1	1
431	и оскорбленных	17	1
432	не случайно	2	1
433	часто и	1	1
434	жизни на	1	1
435	и вместе	1	1
436	и оскорбленные	9	1
437	развития в	1	1
438	с другим	1	1
439	писателя и	2	1
440	а жизнь	1	1
441	и др	1	1
442	до конца	2	1
443	в рассказе	2	1
444	только по	1	1
445	не верит	1	1
446	его как	1	1
447	это она	1	1
448	о чем	3	1
449	ведь с	1	1
450	ребенка и	2	1
451	под влиянием	2	1
452	ни за	1	1
453	при его	1	1
454	человеческих целей	1	1
455	и особенно	1	1
456	к жизни	5	1
457	сравнению с	1	1
458	искусства но	1	1
459	романа или	1	1
460	ко всему	1	1
461	в бесах	9	1
462	с этой	1	1
463	вот что	1	1
464	так ли	1	1
465	такой образ	1	1
466	на одной	1	1
467	этот образ	4	1
468	бледное лицо	1	1
469	не тип	1	1
470	тот кто	1	1
471	братьях карамазовых	1	1
472	а к	1	1
473	русский перевод	1	1
474	бы в	1	1
475	конце концов	1	1
476	бы что-то	1	1
477	по самой	1	1
478	за этим	1	1
479	в романе	10	1
480	из тех	1	1
481	со мной	2	1
482	мы начинаем	1	1
483	в припадке	1	1
484	т е	1	1
485	что под	1	1
486	он и	2	1
487	только о	2	1
488	ставрогина и	3	1
489	из романа	1	1
490	к этой	1	1
491	и наказании	2	1
492	по поводу	2	1
493	это в	1	1
494	это понятие	1	1
495	искусство для	1	1
496	во сне	2	1
