N	2gram	Nazirov_Tr_1	Literetu
122	но без	1	2
123	как он	1	2
124	в нем	4	2
125	героя с	1	2
126	не к	1	2
127	на этом	1	2
128	а как	2	2
129	всяком случае	1	2
130	что я	4	2
131	в россии	1	2
132	тем не	1	2
133	именно так	1	2
134	раз и	2	2
135	вплоть до	1	2
136	xviii века	1	2
137	виду не	1	2
138	жизни на	1	2
139	как будто	3	2
140	xx века	1	2
141	могут быть	1	2
142	к тому	2	2
143	в поле	3	2
144	у достоевского	5	2
145	я люблю	4	2
146	но при	2	2
147	роль в	1	2
148	к смерти	1	2
149	в мире	3	2
150	ту же	1	2
151	является по	1	2
152	в другом	1	2
153	о том	2	2
154	с одной	1	2
155	между тем	1	2
156	хотя бы	1	2
157	становится не	1	2
158	только на	1	2
159	то и	2	2
160	что не	1	2
161	для него	3	2
162	не случайно	2	2
163	тем что	2	2
164	за пределы	1	2
165	этого не	1	2
166	одну из	1	2
167	русской литературы	2	2
168	а вы	1	2
169	для понимания	1	2
170	не любил	1	2
171	можно было	1	2
172	это уже	2	2
173	не является	1	2
174	это как	1	2
175	полагал что	1	2
176	не есть	1	2
177	от литературы	1	2
178	ко всему	1	2
179	по поводу	2	2
180	этого романа	2	1
181	если б	2	1
182	от самой	1	1
183	с жизнью	1	1
184	достоевского в	3	1
185	на две	1	1
186	проникает в	1	1
187	сам автор	1	1
188	мать и	1	1
189	и за	2	1
190	который в	2	1
191	которую я	1	1
192	он заявляет	1	1
193	вопрос о	2	1
194	и новые	1	1
195	ивана петровича	6	1
196	в становлении	1	1
197	ему в	1	1
198	за два	1	1
199	и он	3	1
200	жизни столь	1	1
201	в xix	1	1
202	он был	2	1
203	он сам	7	1
204	быть в	1	1
205	в чем	1	1
206	но как	1	1
207	всем его	1	1
208	отношение к	2	1
209	тут же	2	1
210	не просто	2	1
211	ту сторону	1	1
212	в настоящем	1	1
213	писателя в	1	1
214	в центре	1	1
215	о жизни	2	1
216	сам же	1	1
217	перед нами	2	1
218	и как	3	1
219	неизмеримо более	1	1
220	имеет в	2	1
221	них он	1	1
222	то в	1	1
223	со своей	1	1
224	с творческой	1	1
225	в которой	1	1
226	он в	1	1
227	право на	1	1
228	общеизвестно что	1	1
229	так сказать	1	1
230	роли в	1	1
231	по словам	2	1
232	и лучше	2	1
233	он не	2	1
234	которой не	1	1
235	эту тему	1	1
236	к одному	1	1
237	и вот	1	1
238	ориентация на	1	1
239	и по	1	1
240	в борьбе	1	1
241	но все	2	1
242	я вам	1	1
243	а затем	1	1
244	самого автора	1	1
245	и с	7	1
246	говорил что	1	1
247	а по	1	1
248	натуральной школы	1	1
249	знает что	2	1
250	это было	1	1
251	претензии на	1	1
252	в глазах	2	1
253	с начала	1	1
254	показал на	1	1
255	из первых	1	1
256	в них	1	1
257	он же	1	1
258	этого персонажа	1	1
259	в ее	2	1
260	с тем	2	1
261	а за	1	1
262	всю жизнь	1	1
263	с такой	1	1
264	должно быть	3	1
265	перед собой	1	1
266	сердца в	1	1
267	этой связи	1	1
268	перед сном	1	1
269	мире при	1	1
270	в условиях	1	1
271	сама собой	1	1
272	знал и	1	1
273	тот кто	1	1
274	одном из	2	1
275	права на	2	1
276	превратиться в	1	1
277	не могли	1	1
278	быть не	1	1
279	того кто	1	1
280	в эпилоге	1	1
281	она не	1	1
282	и начинает	1	1
283	не имеет	2	1
284	самого начала	1	1
285	даже отчасти	1	1
286	что вы	3	1
287	но только	1	1
288	это мы	1	1
289	на котором	1	1
290	и всегда	1	1
291	общим местом	1	1
292	xix веке	2	1
293	для нас	1	1
294	же слова	1	1
295	собственной личности	1	1
296	о нем	1	1
297	достоевским в	2	1
298	перед ним	1	1
299	в стиле	1	1
300	например что	1	1
301	в момент	1	1
302	и толпы	1	1
303	мы узнаем	1	1
304	свою личную	1	1
305	именно таков	1	1
306	признается что	1	1
307	что при	1	1
308	на вопрос	1	1
309	году в	2	1
310	литературы на	1	1
311	как мы	1	1
312	стихах и	1	1
313	людей в	1	1
314	с каким	1	1
315	и от	1	1
316	мысль о	1	1
317	за счет	1	1
318	с самого	1	1
319	протест против	1	1
320	в дальнейшем	5	1
321	к жизни	5	1
322	на нее	1	1
323	больше в	1	1
324	мог бы	3	1
325	в диалог	1	1
326	быть может	1	1
327	в эпоху	1	1
328	на всю	1	1
329	но может	1	1
330	и здесь	2	1
331	не был	2	1
332	году и	1	1
333	и т.д	1	1
334	и что	4	1
335	творческий процесс	1	1
336	и который	1	1
337	это должно	1	1
338	и навязывает	1	1
339	все в	1	1
340	по слову	1	1
341	к нему	3	1
342	во всех	1	1
343	к личности	1	1
344	князе мышкине	1	1
345	в жизнь	1	1
346	в литературе	1	1
347	нашел в	1	1
348	что даже	1	1
349	между этими	2	1
350	человеческой личности	2	1
351	теперь уже	1	1
352	в виде	2	1
353	свидетельствует о	1	1
354	не так	2	1
355	именно такую	1	1
356	слова в	1	1
357	в котором	1	1
358	в одном	2	1
359	никто не	3	1
360	не для	1	1
361	значение только	1	1
362	как прямой	1	1
363	любит и	1	1
364	один в	3	1
365	в финале	1	1
366	никого не	1	1
367	что и	2	1
368	именно в	1	1
369	чем он	2	1
370	на неудачу	1	1
371	а жизнь	1	1
372	а на	1	1
373	до конца	2	1
374	в рассказе	2	1
375	правда ли	1	1
376	и если	1	1
377	в последней	1	1
378	эти слова	1	1
379	годов в	1	1
380	но особенно	2	1
381	в особенности	1	1
382	не знал	1	1
383	искусства но	1	1
384	в той	1	1
385	и на	7	1
386	и пусть	1	1
387	и такую	1	1
388	строится как	1	1
389	на свете	1	1
390	в это	2	1
391	с ее	3	1
392	казалось что	1	1
393	и о	1	1
394	о его	2	1
395	пафос его	1	1
396	и прозе	1	1
397	романа с	1	1
398	перед смертью	1	1
399	уже было	1	1
400	достоевского но	1	1
401	при таком	1	1
402	в силах	2	1
403	а к	1	1
404	от него	1	1
405	и все	4	1
406	это может	1	1
407	у которого	1	1
408	самой смерти	1	1
409	от всего	2	1
410	года а	1	1
411	только что	1	1
412	по определению	1	1
413	в ревизоре	1	1
414	в стихах	1	1
415	в общем	1	1
416	жизни в	1	1
417	с сыном	1	1
418	в ходе	2	1
419	в романе	10	1
420	героя и	1	1
421	состоит из	2	1
422	помогает уяснить	1	1
423	совершенно не	1	1
424	в иной	1	1
425	в кругу	1	1
426	исключительное значение	1	1
427	видение мира	1	1
428	к этой	1	1
429	а я	5	1
430	вместе с	1	1
431	и особенно	1	1
432	бунта против	2	1
