N	2gram	Bakhtin_sl_1	Tvorches
129	т п	23	2
130	так сказать	5	2
131	и если	1	2
132	и по	2	2
133	том же	4	2
134	особенно в	1	2
135	к миру	1	2
136	не столько	1	2
137	в отличие	1	2
138	одном из	1	2
139	точку зрения	3	2
140	у тургенева	7	2
141	где нет	2	2
142	в устах	1	2
143	не менее	1	2
144	xviii века	2	2
145	в процессе	4	2
146	он еще	1	2
147	весь роман	1	2
148	и лишь	1	2
149	другой стороны	4	2
150	в роман	19	2
151	у нас	2	2
152	могут быть	19	2
153	же не	1	2
154	так в	2	2
155	приводит к	1	2
156	роль в	2	2
157	сводится к	1	2
158	и что	1	2
159	и только	1	2
160	крайней мере	1	2
161	всяком случае	5	2
162	все время	3	2
163	в литературе	1	2
164	с ними	3	2
165	только в	6	2
166	в стороне	1	2
167	и ее	3	2
168	не мешает	1	2
169	точка зрения	8	2
170	себя в	9	2
171	и у	2	2
172	в виде	2	2
173	или даже	2	2
174	и других	3	2
175	из них	3	2
176	то у	1	2
177	его и	3	2
178	в одном	2	2
179	вовсе не	7	2
180	друг друга	3	2
181	только с	1	2
182	другом в	1	2
183	отличие от	1	2
184	рядом с	4	2
185	в свой	1	2
186	с другой	5	2
187	не было	3	2
188	на этот	1	2
189	по крайней	1	2
190	и вообще	2	2
191	в частности	2	2
192	это его	1	2
193	образ и	1	2
194	более того	3	2
195	в основе	5	2
196	с другими	5	2
197	связь с	2	2
198	но если	1	2
199	героя и	1	2
200	и без	1	2
201	из этого	3	2
202	сам в	1	2
203	включает в	1	2
204	но эти	3	2
205	по причине	1	2
206	во всяком	7	2
207	ту же	4	1
208	художественного произведения	1	1
209	как его	5	1
210	связана с	2	1
211	и жан-поля	1	1
212	не остается	1	1
213	а между	2	1
214	которые играют	1	1
215	в первом	3	1
216	из его	1	1
217	почти всегда	3	1
218	вильгельма мейстера	2	1
219	действительности и	1	1
220	века в	2	1
221	мы уже	2	1
222	той же	2	1
223	в литературу	1	1
224	из всех	1	1
225	со всех	1	1
226	самое же	1	1
227	с введением	1	1
228	в первый	1	1
229	что уже	1	1
230	из своих	2	1
231	и стиль	2	1
232	оба эти	1	1
233	роман в	2	1
234	это отношение	2	1
235	мы и	2	1
236	для литературы	1	1
237	предстает как	1	1
238	творческом сознании	1	1
239	всех сторон	1	1
240	свою очередь	2	1
241	дает им	2	1
242	он был	1	1
243	между собой	2	1
244	не был	1	1
245	с его	4	1
246	во всех	17	1
247	но как	1	1
248	а только	1	1
249	в противовес	1	1
250	не все	1	1
251	менее всего	1	1
252	из вильгельма	1	1
253	в жизни	1	1
254	отношение к	7	1
255	противоречиями в	1	1
256	далее идут	1	1
257	или иное	1	1
258	взятая в	1	1
259	автора в	2	1
260	с этим	3	1
261	и нет	1	1
262	перед нами	4	1
263	романа но	2	1
264	и речевая	1	1
265	его к	1	1
266	и к	5	1
267	сливается с	2	1
268	еще на	1	1
269	автор в	1	1
270	в известном	2	1
271	из этих	3	1
272	сил в	2	1
273	нами в	2	1
274	и до	1	1
275	мы чувствуем	1	1
276	на то	1	1
277	его но	3	1
278	от которого	1	1
279	и эти	2	1
280	не значит	1	1
281	ним свой	1	1
282	к одному	1	1
283	не к	1	1
284	свои собственные	2	1
285	можно было	2	1
286	слова не	1	1
287	в каждом	4	1
288	совпадают с	1	1
289	что все	2	1
290	значение в	1	1
291	м а	1	1
292	а его	1	1
293	в юмористическом	6	1
294	входит в	4	1
295	того или	2	1
296	заключается в	1	1
297	не умел	1	1
298	подходит к	1	1
299	смотреть на	1	1
300	было бы	3	1
301	сделать его	1	1
302	героев это	1	1
303	в споре	1	1
304	ведь в	1	1
305	отказа от	1	1
306	в ином	1	1
307	в бытовом	1	1
308	ни в	1	1
309	для них	2	1
310	вводит в	1	1
311	в них	6	1
312	мир глазами	1	1
313	за пределами	2	1
314	в реплике	1	1
315	несмотря на	1	1
316	мы видели	1	1
317	становятся в	1	1
318	жизни но	2	1
319	должно быть	2	1
320	время был	1	1
321	в один	1	1
322	в эту	2	1
323	в этих	2	1
324	в диалогическом	2	1
325	от своего	1	1
326	таким же	1	1
327	жизни или	1	1
328	прибегает к	1	1
329	было очень	1	1
330	две различных	1	1
331	но всякое	1	1
332	и о	2	1
333	быта и	1	1
334	из области	1	1
335	сам же	1	1
336	но он	2	1
337	в диалоге	1	1
338	и более	1	1
339	произведения в	1	1
340	однако в	1	1
341	зрения и	2	1
342	даже в	2	1
343	сам он	1	1
344	тому что	2	1
345	автора и	4	1
346	участвует в	1	1
347	она не	3	1
348	дело в	1	1
349	в романном	3	1
350	на себе	1	1
351	вторгается в	1	1
352	героев и	1	1
353	которые были	1	1
354	но только	1	1
355	мышления и	1	1
356	с большой	1	1
357	в комнату	1	1
358	создается в	1	1
359	же он	1	1
360	со своим	5	1
361	в сознании	2	1
362	должны иметь	1	1
363	не столь	1	1
364	именно потому	1	1
365	отношение автора	1	1
366	ему не	2	1
367	и со	1	1
368	эта же	1	1
369	стороны и	1	1
370	не могут	3	1
371	в среде	1	1
372	во все	1	1
373	лежит в	4	1
374	как только	3	1
375	к тому	3	1
376	той или	9	1
377	он видит	1	1
378	стерна и	2	1
379	на это	1	1
380	его романах	1	1
381	должен быть	1	1
382	как мы	8	1
383	и художественное	1	1
384	относит к	1	1
385	в в	1	1
386	характер и	1	1
387	то или	1	1
388	смерти в	1	1
389	в себя	1	1
390	с самого	1	1
391	культуры и	1	1
392	то время	2	1
393	в пределах	14	1
394	диалога как	1	1
395	не с	2	1
396	каждого из	1	1
397	собой в	1	1
398	как большая	1	1
399	чем у	1	1
400	стороне от	1	1
401	жизнь и	1	1
402	является в	1	1
403	был не	1	1
404	и делают	1	1
405	образом в	3	1
406	в построении	2	1
407	в виду	1	1
408	о нем	4	1
409	произведения как	3	1
410	и здесь	3	1
411	в другом	2	1
412	в поэзии	3	1
413	столь же	2	1
414	одного из	2	1
415	с одной	4	1
416	лишь в	4	1
417	романе в	3	1
418	может не	8	1
419	можно встретить	1	1
420	начале xx	1	1
421	передаче в	1	1
422	жанрах в	1	1
423	от автора	3	1
424	и вследствие	1	1
425	от него	1	1
426	в драме	1	1
427	своей творческой	1	1
428	же о	1	1
429	а потому	1	1
430	находит свое	1	1
431	непосредственно в	1	1
432	романа в	3	1
433	в художественной	1	1
434	нем и	3	1
435	в виноградов	1	1
436	от всех	1	1
437	условия для	1	1
438	и мир	5	1
439	совершенно новый	1	1
440	в меру	1	1
441	известном смысле	2	1
442	и одновременно	2	1
443	нуждается в	1	1
444	ли он	4	1
445	из многих	2	1
446	то в	2	1
447	дана в	1	1
448	а лишь	1	1
449	или же	1	1
450	лебядкина в	1	1
451	еще от	1	1
452	на мир	4	1
453	его он	1	1
454	связи с	2	1
455	входящие в	1	1
456	переходит в	3	1
457	вот что	1	1
458	в большинстве	10	1
459	а напротив	1	1
460	до абсурда	2	1
461	не из	2	1
462	не дает	1	1
463	письмо и	1	1
464	был бы	2	1
465	и их	1	1
466	элементов романа	1	1
467	ремарки к	1	1
468	есть его	1	1
469	которого в	1	1
470	это общее	1	1
471	как раз	2	1
472	не просто	1	1
473	автора как	1	1
474	на окружающий	1	1
475	что и	1	1
476	со стороны	1	1
477	или иной	9	1
478	влияние на	1	1
479	вводятся в	1	1
480	его с	1	1
481	уходит в	1	1
482	и прежде	1	1
483	что для	1	1
484	его из	1	1
485	а главное	1	1
486	как ни	1	1
487	идет уже	1	1
488	анализирует в	1	1
489	ни о	2	1
490	самого начала	1	1
491	не лежит	1	1
492	всегда и	1	1
493	в различных	1	1
494	жизнь в	2	1
495	на фоне	7	1
496	и она	1	1
497	эти слова	2	1
498	автора с	1	1
499	и ограниченность	1	1
500	эта идея	1	1
501	играют в	1	1
502	ничего нет	1	1
503	лишь условно	1	1
504	в течение	1	1
505	такого рода	2	1
506	не видят	2	1
507	и двух	1	1
508	своего времени	1	1
509	этого слова	1	1
510	автором и	2	1
511	в открытой	1	1
512	оценки и	1	1
513	отличается от	1	1
514	характерные для	2	1
515	глубокое и	1	1
516	при всем	3	1
517	и для	4	1
518	всего произведения	2	1
519	к автору	2	1
520	к диалогу	1	1
521	такое понимание	2	1
522	в результате	3	1
523	для нас	2	1
524	своих произведений	1	1
525	еще более	5	1
526	и разъединения	2	1
527	и предметом	2	1
528	тот же	1	1
529	отношении к	6	1
530	не есть	2	1
531	нем самом	1	1
532	о своем	1	1
533	в свою	3	1
534	персонажа и	1	1
535	первый раз	1	1
536	между ними	2	1
537	с ней	2	1
538	не знает	1	1
539	сказать что	2	1
540	момент как	1	1
541	только как	1	1
542	совершенно не	2	1
543	авантюрного романа	1	1
544	в последнем	1	1
545	или иного	2	1
546	между автором	2	1
547	ни был	1	1
548	и другие	1	1
549	или во	2	1
550	и свою	1	1
551	как на	1	1
