N	2gram	Potebnia_M_2	Stilisti
497	образом если	1	1
498	слушающего и	1	1
499	то все	4	1
500	нас есть	1	1
501	этот мир	1	1
502	между отдельными	1	1
503	даже что	1	1
504	слов для	1	1
505	человека на	1	1
506	например чувство	1	1
507	с этой	1	1
508	отражается в	1	1
509	во внимание	1	1
510	движения и	2	1
511	перестает быть	2	1
512	и тогда	3	1
513	и того	6	1
514	себе все	1	1
515	одного и	6	1
516	должны принять	1	1
517	лучше всего	1	1
518	мысли что	1	1
519	или менее	8	1
520	значением мы	1	1
521	бы на	1	1
522	к тем	1	1
523	таким же	1	1
524	порогом сознания	1	1
525	это только	1	1
526	по сравнению	1	1
527	от силы	1	1
528	на каждом	1	1
529	на слушающего	1	1
530	мысли и	1	1
531	природы но	1	1
532	значение для	1	1
533	приблизительно так	3	1
534	некоторое количество	1	1
535	этого содержания	1	1
536	поэтому в	1	1
537	страха и	1	1
538	в прямом	1	1
539	по крайней	5	1
540	и эти	1	1
541	том же	1	1
542	в устах	1	1
543	или если	2	1
544	вместе со	2	1
545	зрения и	7	1
546	по себе	15	1
547	между несколькими	1	1
548	нетрудно заметить	1	1
549	и вся	1	1
550	в одно	8	1
551	для определения	1	1
552	итак примем	1	1
553	бы их	1	1
554	раз и	1	1
555	без него	1	1
556	именно рост	1	1
557	если и	2	1
558	нашем сознании	1	1
559	не менее	5	1
560	это чувство	1	1
561	в таких	1	1
562	с которой	1	1
563	и время	1	1
564	с теми	2	1
565	это дает	1	1
566	и проч	10	1
567	эта форма	1	1
568	тогда когда	10	1
569	того как	7	1
570	одна из	4	1
571	в развитии	1	1
572	только не	1	1
573	и всегда	1	1
574	которого нам	1	1
575	в самой	3	1
576	именно с	1	1
577	находятся в	1	1
578	и весь	2	1
579	вне его	1	1
580	с одним	1	1
581	служить не	1	1
582	глядя на	1	1
583	слова во	2	1
584	на природу	2	1
585	правда мы	1	1
586	для осуществления	1	1
587	входят в	3	1
588	доказать что	1	1
589	представлений в	4	1
590	которому мы	1	1
591	тела и	1	1
592	есть к	1	1
593	к таким	2	1
594	или только	1	1
595	не могут	7	1
596	языке и	1	1
597	что сила	3	1
598	и другой	1	1
599	и такие	1	1
600	похож на	1	1
601	должны быть	4	1
602	содержанием и	1	1
603	понять что	1	1
604	какие только	1	1
605	себя только	1	1
606	вновь и	1	1
607	раз навсегда	1	1
608	что при	1	1
609	должен быть	1	1
610	оно может	2	1
611	что для	3	1
612	не совсем	3	1
613	и о	1	1
614	каждому из	2	1
615	и сами	4	1
616	будет видно	1	1
617	без всякого	1	1
618	которые все	1	1
619	мысль о	7	1
620	смысл но	1	1
621	нельзя в	2	1
622	лучше сказать	1	1
623	мы наблюдаем	1	1
624	его самого	1	1
625	сознании не	1	1
626	нам остается	1	1
627	здесь как	1	1
628	в себя	2	1
629	все свои	2	1
630	душе человека	1	1
631	наоборот то	1	1
632	человека при	1	1
633	мысли мы	1	1
634	связанных между	1	1
635	по мере	5	1
636	к языку	4	1
637	чувство голода	2	1
638	с человеком	1	1
639	будет уже	1	1
640	образом в	4	1
641	звукового материала	1	1
642	слова а	3	1
643	может в	2	1
644	строении и	1	1
645	каждый раз	1	1
646	слова из	1	1
647	стол есть	1	1
648	и силу	1	1
649	на вопрос	3	1
650	столь же	5	1
651	и та	1	1
652	определенным образом	1	1
653	никак не	1	1
654	и что	4	1
655	легко заметим	1	1
656	мог бы	3	1
657	что его	3	1
658	все его	1	1
659	и во	3	1
660	образом мы	2	1
661	слово может	1	1
662	всего на	1	1
663	между тем	6	1
664	организма и	1	1
665	представим себе	1	1
666	при исследовании	1	1
667	крайней мере	5	1
668	вслед за	3	1
669	из нескольких	1	1
670	слова для	2	1
671	народов и	1	1
672	на те	1	1
673	наконец в-третьих	1	1
674	и дает	1	1
675	но главным	1	1
676	с ними	3	1
677	дело с	1	1
678	тогда эти	1	1
679	и действительно	1	1
680	обращаться к	1	1
681	нам словом	1	1
682	и легче	1	1
683	между этими	1	1
684	нам возможность	1	1
685	создание и	1	1
686	б мы	1	1
687	так что	10	1
688	можно как	1	1
689	же и	1	1
690	есть в	2	1
691	времени когда	1	1
692	с предыдущим	1	1
693	которому он	1	1
694	не можем	6	1
695	одном и	1	1
696	звуков и	5	1
697	в большинстве	1	1
698	развития мы	1	1
699	в нашей	2	1
700	за другим	4	1
701	языка как	1	1
702	его с	2	1
703	что вообще	2	1
704	большинстве случаев	1	1
705	при помощи	1	1
706	этот и	1	1
707	по отношению	2	1
708	не связанных	1	1
709	роль и	1	1
710	совсем другое	1	1
711	искать в	3	1
712	цели и	1	1
713	ни в	1	1
714	могло бы	1	1
715	вопрос кто	1	1
716	вовсе не	9	1
717	не о	1	1
718	друг друга	2	1
719	у него	2	1
720	должны будем	1	1
721	по величине	1	1
722	жизни что	1	1
723	превращается в	2	1
724	язык для	1	1
725	на простейших	1	1
726	не противоречит	2	1
727	предметов и	1	1
728	это будет	3	1
729	из приведенных	1	1
730	в особенности	1	1
731	с общим	2	1
732	в другой	1	1
733	нельзя ни	1	1
734	пор говоря	1	1
735	со стороны	3	1
736	новый смысл	1	1
737	мы воспринимаем	1	1
738	до сих	4	1
739	имеет и	1	1
740	с другой	6	1
741	без понимания	1	1
742	за пределы	2	1
743	что человек	1	1
744	такое же	2	1
745	души и	4	1
746	которое так	1	1
747	по всей	1	1
748	всякого смысла	1	1
749	ничем не	2	1
750	однако этим	1	1
751	чтобы убедиться	1	1
752	как часть	2	1
753	краска на	1	1
754	именно так	1	1
755	его как	1	1
756	долго и	1	1
757	же точно	1	1
758	и принимает	1	1
759	они как	1	1
760	какую мы	1	1
761	и том	1	1
762	здесь только	1	1
763	есть явление	3	1
764	явлений или	1	1
765	порядок и	1	1
766	произвол при	1	1
767	может иметь	1	1
768	предмета или	2	1
769	нашей мысли	8	1
770	ближе всего	1	1
771	слова того	1	1
772	такой как	1	1
773	поэтому если	1	1
774	этих предметов	1	1
775	человек должен	1	1
776	что чичиков	2	1
777	сравнению с	1	1
778	он будет	1	1
779	в течение	1	1
780	между физиологическим	1	1
781	тому как	4	1
782	с точкой	1	1
783	для человека	1	1
784	как к	1	1
785	в человеческом	1	1
786	многих других	1	1
787	при желании	1	1
788	своего содержания	1	1
789	зрения мы	1	1
790	по предположению	1	1
791	внешнего мира	4	1
792	только то	1	1
793	именно в	1	1
794	не будем	1	1
795	за неимением	1	1
796	голода и	1	1
797	даже больше	1	1
798	из чего	1	1
799	которые были	1	1
800	виду что	1	1
801	сознании и	2	1
802	в более	1	1
803	это уже	1	1
804	указать на	1	1
805	его форме	1	1
806	в мысли	5	1
807	не имея	1	1
808	всегда будет	1	1
809	что я	1	1
810	на одном	1	1
811	сознания и	1	1
812	само по	2	1
813	о котором	2	1
814	это как	1	1
815	лице и	1	1
816	что в	16	1
817	говоря о	3	1
818	которые на	1	1
819	это часто	1	1
820	это так	1	1
821	собственно говоря	1	1
822	всякого рода	1	1
823	тем более	1	1
824	слова должны	1	1
825	с другими	5	1
826	ее в	1	1
827	или не	5	1
828	языка может	1	1
829	но возможно	1	1
830	к мысли	2	1
831	происходит ли	1	1
832	того неизвестные	1	1
833	нами не	2	1
834	нам не	2	1
835	может и	1	1
836	слово в	1	1
837	но если	2	1
838	лишь по	1	1
839	из тех	1	1
840	только как	6	1
841	другой стороны	2	1
842	состоит из	1	1
843	была бы	1	1
844	появления в	2	1
845	сопровождающим его	2	1
846	от всех	1	1
847	это на	1	1
848	нам неизвестна	1	1
849	нет но	3	1
850	в последнем	1	1
851	только о	1	1
852	их формы	1	1
853	в действительности	2	1
854	которой происходит	1	1
855	на лице	1	1
856	просто не	1	1
857	но еще	1	1
858	указывают на	2	1
859	человека к	1	1
860	слово только	1	1
861	в таком	4	1
862	все что	3	1
863	и начнем	1	1
